year,quelques_DET êtres_NOUN,quelques_DET etres_NOUN,quelques_DET maîtres_NOUN
1800,2.7668648883150126e-07,0.0,1.5406405573514803e-07
1801,2.9050428418386787e-07,0.0,9.286612012715523e-08
1802,2.886813774694019e-07,0.0,1.5888664961494214e-07
1803,1.5992782209650613e-07,0.0,1.2092103451877279e-07
1804,2.3976953755777686e-07,0.0,1.4336735953968116e-07
1805,2.1890158263815351e-07,0.0,1.8762993558851804e-07
1806,1.123850950079941e-07,0.0,1.959534969842025e-07
1807,1.1387820109121094e-07,1.1387820908481672e-08,1.2241906777177292e-07
1808,1.6089124699192325e-07,4.5321479902327155e-09,1.4502873657562532e-07
1809,7.228897658251299e-08,0.0,1.2650571079575457e-07
1810,1.1232608132516475e-07,0.0,1.0530570682121265e-07
1811,1.0028306718368185e-07,0.0,1.4541045345595194e-07
1812,1.4669645054254943e-07,0.0,3.200650011692119e-07
1813,1.380355929558874e-07,0.0,1.6679301495514665e-07
1814,2.1397404736944736e-07,0.0,2.0138734413421844e-07
1815,1.6722785622924619e-07,0.0,8.900837933367711e-08
1816,1.0892738089296472e-07,0.0,4.6352077731626196e-08
1817,1.3389111330752712e-07,0.0,1.0275364492606798e-07
1818,1.9550730434580998e-07,0.0,1.60935888171565e-07
1819,1.23177498423388e-07,0.0,9.83349730532268e-08
1820,2.6699582988953807e-07,1.1866481131050932e-09,9.374520004712394e-08
1821,2.6034328914903426e-07,0.0,7.889190789533984e-08
1822,2.315917271289436e-07,0.0,9.624591257306747e-08
1823,1.976537351566776e-07,0.0,6.028439081262604e-08
1824,1.0779024606222265e-07,0.0,8.421112696055388e-08
1825,1.2239565294613897e-07,0.0,1.1535130073347943e-07
1826,1.1450379844291092e-07,0.0,1.1978858616146226e-07
1827,1.1890282003435004e-07,0.0,1.4194600295169835e-07
1828,1.5868081471026585e-07,0.0,9.08057788961969e-08
1829,1.723208384873942e-07,0.0,2.0232694986077604e-07
1830,1.5342148751429363e-07,0.0,9.184415716845251e-08
1831,1.4187998065295915e-07,0.0,5.456921980950824e-08
1832,1.2853471087481694e-07,0.0,1.2312271913117456e-07
1833,1.44795358480998e-07,0.0,1.4479535315192749e-07
1834,1.4841904660833904e-07,0.0,1.2041545005558874e-07
1835,1.3916082508558247e-07,0.0,1.1269001021219083e-07
1836,1.6264215663142068e-07,0.0,9.543465218087022e-08
1837,8.488626601632632e-08,0.0,1.2454624609414822e-07
1838,1.0288823837356631e-07,0.0,1.6032891636541535e-07
1839,1.0766871572087666e-07,6.9914751765765e-10,1.2235081570111106e-07
1840,1.273937768608846e-07,0.0,1.6115312817532867e-07
1841,1.4703055839504486e-07,0.0,1.271268610381071e-07
1842,9.861149630197019e-08,0.0,1.2209042310473706e-07
1843,1.4885416588228395e-07,5.906911071384968e-10,1.0868716238121578e-07
1844,9.38543984752016e-08,0.0,1.6794998103364378e-07
1845,1.450859303808727e-07,0.0,1.512241780687873e-07
1846,1.1006462230511715e-07,0.0,1.6334058394740225e-07
1847,1.472350064091188e-07,1.0786447290911383e-09,1.4130245684640386e-07
1848,1.1826476153942167e-07,1.6090443422100975e-09,1.1987380421629723e-07
1849,1.0641857306481484e-07,8.379414939696517e-10,1.382603409538774e-07
1850,8.078905100461498e-08,0.0,1.9212859125872228e-07
1851,7.094382525885123e-08,0.0,1.5607641223880364e-07
1852,1.015645090252093e-07,0.0,1.3151301203606636e-07
1853,1.1286950840627696e-07,5.971931837933653e-10,1.5706180245267376e-07
1854,7.273930435758302e-08,0.0,1.506742641765868e-07
1855,9.340208961816643e-08,0.0,1.3638827667250553e-07
1856,1.0509694448046503e-07,5.177189232874468e-10,1.1182728587577628e-07
1857,1.0055908639117206e-07,1.4644527812635033e-09,1.3961115929994605e-07
1858,6.019221521214035e-08,9.787352039936081e-10,1.4583154595015912e-07
1859,1.0133424765967902e-07,5.092173349652285e-10,1.4258085379026397e-07
1860,6.911547778543081e-08,0.0,1.7759473713852003e-07
1861,8.394415473844674e-08,9.431927461278633e-10,1.5845638756672997e-07
1862,9.984749782532276e-08,0.0,1.3463599046747987e-07
1863,7.891500786172401e-08,0.0,1.2886121503186132e-07
1864,8.582562838199692e-08,0.0,1.6829495663728267e-07
1865,1.6332749552816495e-07,2.3534221238463715e-09,1.3932259412818837e-07
1866,6.471264946128485e-08,0.0,1.5423993637853073e-07
1867,7.813026137171164e-08,0.0,1.4024625372144328e-07
1868,5.779652800796953e-08,0.0,1.304126762136093e-07
1869,6.20206943580115e-08,0.0,1.4162205397294514e-07
1870,1.0378628090279562e-07,0.0,1.0263947380906302e-07
1871,6.266494767537267e-08,0.0,8.603153833774968e-08
1872,6.228759164006448e-08,0.0,1.5602135472470025e-07
1873,6.883905001586754e-08,5.986004469882289e-10,7.721946015948333e-08
1874,5.078417908421784e-08,0.0,1.4876776111005796e-07
1875,1.5333692715557845e-07,0.0,1.802280997775796e-07
1876,8.403960727321191e-08,6.04601479992084e-10,1.5477797554730444e-07
1877,7.421779324445765e-08,0.0,1.1689302370498922e-07
1878,7.971596938105563e-08,0.0,1.7271792884798742e-07
1879,9.958200131165995e-08,0.0,1.2524116677070651e-07
1880,5.904418687308066e-08,0.0,1.514611716046943e-07
1881,7.530308288039578e-08,0.0,1.6106493250234166e-07
1882,6.455723600140573e-08,0.0,1.3443877833196893e-07
1883,5.181857787306399e-08,0.0,1.5355993898680254e-07
1884,5.677459480324387e-08,6.601696966868076e-10,2.1257464855040098e-07
1885,1.1150949896787665e-07,0.0,1.2826814987931812e-07
1886,8.841245691115773e-08,0.0,1.9166787623703385e-07
1887,6.3330568789155e-08,0.0,1.1752064033032639e-07
1888,9.003673184793115e-08,0.0,1.388594650375552e-07
1889,7.330210216593969e-08,0.0,1.7667686336153565e-07
1890,3.5393685759999016e-08,0.0,1.3698668066552955e-07
1891,6.374220262728159e-08,1.2748440081367107e-09,1.6126777024894068e-07
1892,3.6984221907232495e-08,0.0,1.7614519842723553e-07
1893,4.680396537004583e-08,0.0,1.4472278675459194e-07
1894,1.2161970630586438e-07,0.0,1.392640209818552e-07
1895,6.981593125843233e-08,6.018614495673091e-10,1.685212074331588e-07
1896,6.958494314091013e-08,0.0,1.497845403264364e-07
1897,4.544836618158854e-08,0.0,1.2760502809960883e-07
1898,5.6017713467859664e-08,0.0,1.4824889094100513e-07
1899,8.125540418291166e-08,0.0,1.4979737983367158e-07
