year,quelques_DET êtres_NOUN,quelques_DET etres_NOUN,quelques_DET maîtres_NOUN
1900,6.177353117919893e-08,0.0,1.5832711852681314e-07
1901,7.824234460329649e-08,1.1177477832191585e-09,1.6598554092306372e-07
1902,7.021706194265676e-08,0.0,1.281584118828505e-07
1903,6.858280010568762e-08,1.0800440541913758e-09,1.6470671848622942e-07
1904,7.040759175680478e-08,0.0,1.5747651271880159e-07
1905,5.5736196546973815e-08,0.0,1.4811377779810897e-07
1906,6.275905084507372e-08,0.0,1.5741204933972242e-07
1907,4.6799875086378506e-08,0.0,1.5531387376199746e-07
1908,8.152905817127021e-08,0.0,1.3702775225610253e-07
1909,7.151278902384206e-08,0.0,1.7053048839699159e-07
1910,8.978173049456473e-08,0.0,1.9506150028547609e-07
1911,8.61900577575625e-08,0.0,2.005780999070339e-07
1912,8.856015742964019e-08,5.209421227725386e-10,1.6670148050845768e-07
1913,7.21206616649539e-08,0.0,1.3628683670496855e-07
1914,8.17002767661279e-08,0.0,1.8014240410479943e-07
1915,1.0249262771822032e-07,0.0,1.7082104175614177e-07
1916,5.713480377700364e-08,1.0987462051303964e-09,1.911818314770386e-07
1917,9.10213252547365e-08,0.0,1.3708030444092856e-07
1918,5.6283244731503146e-08,1.1486376294556067e-09,1.2405286398120552e-07
1919,9.576162574020941e-08,0.0,1.3259301351320474e-07
1920,1.1888404127802232e-07,7.572231730534895e-10,1.6280298309467867e-07
1921,8.481477031807572e-08,7.572747429129834e-10,1.6660044149796605e-07
1922,9.074860729541001e-08,0.0,2.0658219046509885e-07
1923,8.811236762440444e-08,0.0,1.210218090186288e-07
1924,8.250639638163193e-08,0.0,1.4825368566118158e-07
1925,6.928852358534243e-08,0.0,1.4407613324607382e-07
1926,1.0142985917838132e-07,1.1146138456652466e-09,1.7276514796549236e-07
1927,9.699825342934787e-08,0.0,1.516294556580533e-07
1928,6.51284337571667e-08,0.0,1.7938884844248548e-07
1929,8.689517105864297e-08,0.0,2.105536727192714e-07
1930,6.932378404655992e-08,0.0,1.449497292194124e-07
1931,6.843213729013087e-08,0.0,1.9389106320488736e-07
1932,8.000461848567397e-08,0.0,1.260346742526508e-07
1933,6.423570564351166e-08,0.0,1.3994207392897806e-07
1934,7.30876426047189e-08,0.0,1.6774212774350872e-07
1935,1.0891138657598276e-07,0.0,1.6157183591047897e-07
1936,1.0548501583329539e-07,0.0,1.1033489855094558e-07
1937,9.569249881380415e-08,1.2591118148108649e-09,1.0828361396431063e-07
1938,7.649476785331899e-08,0.0,1.0501823710651337e-07
1939,7.64702559052921e-08,0.0,1.4070525811149537e-07
1940,6.846613587185857e-08,0.0,1.1664601484717707e-07
1941,8.854508060096578e-08,0.0,1.918476630891064e-07
1942,1.1226583285228742e-07,0.0,1.8508691645990893e-07
1943,7.83873517207212e-08,0.0,1.509682356903852e-07
1944,1.0924833127035072e-07,0.0,1.7029886301145325e-07
1945,1.0021118290737263e-07,0.0,1.54673791996629e-07
1946,1.3642681651049315e-07,0.0,1.2946627059307048e-07
1947,1.7523680728714908e-07,0.0,1.0609575529230142e-07
1948,1.0437011965791498e-07,0.0,1.4024735661699594e-07
1949,8.835307818699789e-08,9.817008317369869e-10,1.2271260674268092e-07
1950,1.233701967251477e-07,2.1270722960764488e-09,9.146410695493046e-08
1951,1.2047384156943508e-07,0.0,1.3326752601461322e-07
1952,1.1177492176273063e-07,0.0,9.912115961352441e-08
1953,9.91192115051831e-08,0.0,1.777681548631449e-07
1954,1.0163437558219357e-07,0.0,1.4072451759439275e-07
1955,1.1638153596393863e-07,0.0,1.07934488458028e-07
1956,2.2064488547357541e-07,0.0,1.2471232335720117e-07
1957,9.365139641559495e-08,0.0,1.1485548645495669e-07
1958,1.2242920099936327e-07,8.272243445794913e-10,1.4972761275267032e-07
1959,6.898165860746985e-08,0.0,1.2246181357866703e-07
1960,8.58183324403683e-08,1.3841666701708277e-09,1.0727291432921504e-07
1961,8.129346618090949e-08,1.3896318540318475e-09,1.1742389416369292e-07
1962,9.766613118245004e-08,1.2683912808952869e-09,1.046422797301716e-07
1963,1.0539666916997703e-07,6.466053248388448e-10,1.0410346007461158e-07
1964,1.0707784436903012e-07,0.0,9.24763216558766e-08
1965,1.0889366652833132e-07,0.0,1.4610355414390597e-07
1966,1.3792296815751115e-07,1.1078149508847446e-09,1.4235421508246304e-07
1967,1.0649524817551992e-07,0.0,1.237514251073435e-07
1968,1.1183625581168144e-07,0.0,1.7696178500337112e-07
1969,8.811010365761263e-08,0.0,1.2171910790392815e-07
1970,1.0715028953001138e-07,4.5987250119061684e-10,1.2416557781946835e-07
1971,8.375587645659266e-08,1.0276794970565106e-09,1.2332154142313811e-07
1972,9.131661737882268e-08,0.0,1.1235021535327405e-07
1973,6.395316409779639e-08,0.0,1.06956155043747e-07
1974,7.200732099477136e-08,0.0,1.0969864883136893e-07
1975,5.768594935062765e-08,5.711480177694739e-10,1.0566238328735267e-07
1976,8.570290033205197e-08,0.0,1.1541324207442472e-07
1977,5.8767820165783746e-08,5.876781838942691e-10,8.63886926438795e-08
1978,9.980193826919503e-08,5.940591352171509e-10,1.1881182504502874e-07
1979,7.432006032814797e-08,0.0,1.1294308921439011e-07
1980,7.163289739153811e-08,1.1370301367108482e-09,9.380498355859856e-08
1981,9.614835061455551e-08,1.2651099057237047e-09,1.1575755709536395e-07
1982,8.690503117136927e-08,0.0,8.318053301703543e-08
1983,8.399370443612497e-08,0.0,8.841442689089263e-08
1984,9.568364234269211e-08,0.0,1.1366057028894261e-07
1985,5.1132241996043604e-08,0.0,1.0888160317801265e-07
1986,7.732885909383924e-08,1.1988970927134801e-09,1.2168805707535313e-07
1987,6.844114830428794e-08,0.0,9.655090793536658e-08
1988,7.375761112982104e-08,1.1993107618124554e-09,1.0973693587157385e-07
1989,7.57360836267651e-08,5.488122178931576e-10,7.244321076349536e-08
1990,8.717841781802349e-08,5.44865097484859e-10,7.028760068417128e-08
1991,7.32683158588543e-08,1.7584395606284886e-09,9.612802753800054e-08
1992,6.005838981693046e-08,0.0,1.1625982465623963e-07
1993,7.644106414517182e-08,1.1078414852150331e-09,8.696555298115527e-08
1994,7.859640716034733e-08,0.0,8.703628973094624e-08
1995,8.838594867111027e-08,5.422450821690461e-10,1.1278697975569685e-07
1996,6.352329484649033e-08,5.338092190498855e-10,1.142351726546309e-07
1997,6.569005428502805e-08,4.79489448146353e-10,1.0836461394880814e-07
1998,6.818424980181703e-08,0.0,1.0156114882420297e-07
1999,7.495129938916989e-08,0.0,1.0694270696776087e-07
2000,7.024669868016531e-08,1.7672125984802278e-09,1.0161472041581021e-07
2001,6.615629799533451e-08,4.3812117822561447e-10,8.543363305690832e-08
2002,7.009954616776781e-08,0.0,9.33200160480041e-08
2003,6.042038069864475e-08,0.0,1.0167291653040422e-07
2004,7.091713927209753e-08,0.0,9.822684354787725e-08
2005,6.260211815600769e-08,0.0,1.0989149346052329e-07
2006,7.123949430365428e-08,2.058944903460258e-09,1.0459440530352637e-07
2007,6.750670156208116e-08,0.0,7.988958722338069e-08
2008,6.088138748694405e-08,4.257439678578834e-10,7.407944851989257e-08
2009,6.913878825010045e-08,0.0,9.584066629209076e-08
2010,6.140930786102672e-08,0.0,7.747020341897226e-08
2011,5.468279939968568e-08,0.0,5.659478474751012e-08
2012,7.182972971975232e-08,0.0,4.834038980217059e-08
2013,6.442878719425948e-08,0.0,4.825186428192296e-08
2014,8.163728137944304e-08,2.1654451842767486e-10,5.1754139557269596e-08
2015,7.514190691892964e-08,0.0,5.630101398979015e-08
2016,9.217463325938979e-08,0.0,5.385483980990813e-08
2017,6.766994475881916e-08,0.0,3.647636503956164e-08
2018,6.118076134598027e-08,0.0,4.827342869884177e-08
2019,7.117255584887516e-08,0.0,4.872386494270131e-08
