year,jeunes_ADJ êtres_NOUN
1936,5.698615979099486e-08
1937,5.5400921183945684e-08
1938,3.8895642262559704e-08
1939,3.5176316970364496e-08
1940,5.5787225505810056e-08
1941,5.9030050181263505e-08
1942,2.4273694165799498e-08
1943,3.4838823381733164e-08
1944,3.213186161588055e-08
1945,3.921307367704685e-08
1946,3.062643116891195e-08
1947,3.9338875268413176e-08
1948,3.696441908118686e-08
1949,1.9634017078828947e-08
1950,5.9558026066497405e-08
1951,4.691016641800161e-08
1952,3.9015773722894664e-08
1953,3.770839640537815e-08
1954,2.8340354063516315e-08
1955,2.9095383879962355e-08
1956,2.0930739808022736e-08
1957,4.1524678806581505e-08
1958,3.3088973339090444e-08
1959,3.332821663093455e-08
1960,3.114374891310945e-08
1961,2.431855783413539e-08
1962,2.4099433559854333e-08
1963,3.168366191630412e-08
1964,2.5552667537454e-08
1965,2.188817305182056e-08
1966,2.1602390987141007e-08
1967,2.7116845657815247e-08
1968,2.7397636159776084e-08
1969,1.4533624970169967e-08
1970,1.7015283404475667e-08
1971,1.0790635052160269e-08
1972,1.2825367434743384e-08
1973,1.2129047988196362e-08
1974,1.2376257352286757e-08
1975,1.6563292959403952e-08
1976,1.542652228181396e-08
1977,8.815172591880582e-09
1978,2.3762364520507617e-08
1979,1.9896710057309974e-08
1980,2.3309118191150446e-08
1981,1.3916208629893845e-08
1982,2.1726258125909226e-08
1983,2.2103606056589342e-08
1984,2.203623239438457e-08
1985,2.285912081845254e-08
1986,8.392279760016663e-09
1987,1.4054879038383206e-08
1988,1.2592763276586538e-08
1989,1.5915555096057687e-08
1990,1.6345952147389653e-08
1991,1.641210189973208e-08
1992,1.322386644631024e-08
1993,2.1602909683338112e-08
1994,1.3714808844156323e-08
1995,1.7351842629409475e-08
1996,1.4412848692302305e-08
1997,1.5823152565985765e-08
1998,1.8118891276230897e-08
1999,1.4624643718263997e-08
2000,1.899753598877396e-08
2001,1.796296800193886e-08
2002,7.886198361006791e-09
2003,1.6250998768896352e-08
2004,1.1452457648886138e-08
2005,1.1259373877692269e-08
2006,2.3060183096390574e-08
2007,1.997239706952314e-08
2008,1.3623806971452268e-08
2009,1.3350939020995156e-08
2010,1.369900015646408e-08
2011,2.2561435386592166e-08
2012,1.5659562535574878e-08
2013,2.2312999448104165e-08
2014,2.555225364631042e-08
2015,2.1722438958704515e-08
2016,2.2163337831671015e-08
2017,1.6603035390971854e-08
2018,2.116802733098666e-08
2019,1.3010037491767434e-08
