year,derniers_ADJ arbres_NOUN,derniers_ADJ marbres_NOUN
1800,8.489244152087849e-08,0.0
1801,4.524246932646747e-08,0.0
1802,6.713520406265161e-09,6.713520406265161e-09
1803,3.510610468993036e-08,0.0
1804,4.69651695311768e-08,0.0
1805,1.8762992226584174e-07,0.0
1806,2.881669125542885e-09,0.0
1807,2.8469551160981155e-09,0.0
1808,7.704651494577774e-08,1.3596443970698147e-08
1809,1.197286110254936e-07,0.0
1810,2.8081521108447305e-08,0.0
1811,4.763445815569867e-08,0.0
1812,7.468182872116813e-08,1.600324850414836e-08
1813,4.026038169513413e-08,1.7254450312975678e-08
1814,6.293354282149721e-09,0.0
1815,1.0788894222457657e-08,0.0
1816,7.184571870766376e-08,0.0
1817,9.341240669868967e-09,0.0
1818,3.9339884239097955e-08,0.0
1819,1.1386155129855524e-08,0.0
1820,3.441279616822612e-08,0.0
1821,2.859831660373402e-08,0.0
1822,1.303330066093622e-08,0.0
1823,3.4589405117912975e-08,0.0
1824,1.8526447931321854e-08,1.6842225392110777e-09
1825,2.7296874094417944e-08,0.0
1826,4.4039921931471326e-08,0.0
1827,2.5808365222701468e-08,9.217273055917019e-10
1828,1.559291185060374e-08,0.0
1829,5.229637523029851e-08,8.57317605795771e-10
1830,1.5655253093882493e-08,6.262101504006523e-09
1831,5.14509785887185e-08,0.0
1832,3.2471927369215337e-08,0.0
1833,5.444305273272221e-08,0.0
1834,3.547121707470069e-08,3.733812370398937e-09
1835,4.689114518896531e-08,0.0
1836,2.4866775305554256e-08,0.0
1837,4.940102726891382e-08,0.0
1838,2.209256599883247e-08,0.0
1839,2.866504900111977e-08,0.0
1840,2.8026629905752998e-08,6.369688665408546e-10
1841,2.6966304744746594e-08,0.0
1842,3.6224630406422875e-08,0.0
1843,2.1855571574747046e-08,0.0
1844,4.061535463506516e-08,0.0
1845,2.0646844234306627e-08,0.0
1846,3.7468808500307205e-08,0.0
1847,3.613459753637471e-08,0.0
1848,2.976732105253177e-08,0.0
1849,3.016589289472904e-08,0.0
1850,4.073397619208663e-08,0.0
1851,2.3217978650791338e-08,0.0
1852,3.7761164861649377e-08,0.0
1853,2.9262466227919504e-08,0.0
1854,3.844791862661623e-08,0.0
1855,2.5473298137512757e-08,3.1841622671890946e-09
1856,1.2942972915652717e-08,1.4496129630003907e-08
1857,4.539803555303479e-08,0.0
1858,3.9149409047922745e-08,4.893676019968041e-10
1859,3.1571474323754956e-08,0.0
1860,4.119465657481669e-08,0.0
1861,3.301174444914068e-08,0.0
1862,3.207770404856092e-08,0.0
1863,2.4973104473247076e-08,0.0
1864,3.691940619887646e-08,4.794727948009836e-10
1865,2.2592853810010638e-08,9.41368871743009e-10
1866,2.968023871119385e-08,9.731225825149181e-10
1867,4.804283548764943e-08,4.85281148598915e-10
1868,2.5687345583946808e-08,0.0
1869,3.90681549333749e-08,2.441759683335931e-09
1870,2.5229814681893004e-08,0.0
1871,3.292564798584863e-08,1.0621177271019633e-09
1872,4.8378716144270584e-08,0.0
1873,2.334541804316359e-08,0.0
1874,5.257655999457711e-08,4.182226565063729e-09
1875,5.607096653648114e-08,0.0
1876,4.17175023414984e-08,2.418405919968336e-09
1877,3.277952487223956e-08,6.184815992682502e-10
1878,3.140326043649111e-08,8.4547240319921e-09
1879,3.176849006081284e-08,1.221865053580018e-09
1880,3.8507078414795615e-08,0.0
1881,3.2770785196589713e-08,0.0
1882,1.8635077481121698e-08,1.3310770263785798e-09
1883,2.211768546089843e-08,0.0
1884,3.3668655419205606e-08,0.0
1885,3.0294486919046903e-08,0.0
1886,2.6459201052375647e-08,1.936039106809062e-09
1887,3.1991731930247624e-08,0.0
1888,1.9655905347804037e-08,0.0
1889,3.821733329800736e-08,0.0
1890,2.7528423984790606e-08,6.554386478008212e-10
1891,2.6134301833735663e-08,0.0
1892,3.19694137829174e-08,1.2537024751679837e-09
1893,3.695049954899332e-08,1.847525021858587e-09
1894,4.600123659770361e-08,0.0
1895,4.032471778714353e-08,6.018614495673091e-10
1896,3.951009475144929e-08,5.89702897624278e-10
1897,5.7684463428131494e-08,0.0
1898,3.621347133275776e-08,0.0
1899,3.592926134388108e-08,0.0
1900,2.8550791952852705e-08,0.0
1901,2.235495522029396e-08,0.0
1902,4.566564015817676e-08,1.9641135384773634e-09
1903,4.644189388613995e-08,0.0
1904,3.815983973254333e-08,5.374625189347171e-10
1905,4.3866453580676534e-08,6.708986699521802e-09
1906,1.5432553013283723e-08,1.5432553013283723e-09
1907,3.291419758966185e-08,5.65712765521198e-09
1908,3.3397444809679655e-08,4.4202499438483756e-09
1909,5.941062397596397e-08,1.1001967115120692e-09
1910,4.4890864359103944e-08,1.6032452032632705e-09
1911,4.362706818028528e-08,1.5961122423746588e-09
1912,4.532196484774431e-08,0.0
1913,4.295421618394357e-08,1.060597942803554e-09
1914,2.4777952134513725e-08,6.696743715117748e-10
1915,3.887651445211304e-08,5.890381071793627e-09
1916,4.394984642885902e-08,1.648119329900055e-08
1917,2.4126133979507358e-08,1.0966424435210342e-09
1918,4.020231614276781e-08,3.44591288836682e-09
1919,6.44549373873815e-08,2.762354567309444e-09
1920,3.9375606775138294e-08,0.0
1921,4.0892835784234194e-08,0.0
1922,3.541408943874558e-08,0.0
1923,5.944930947521243e-08,0.0
1924,3.0939897754933554e-08,0.0
1925,3.409435223034052e-08,0.0
1926,4.681378129589575e-08,0.0
1927,2.8987985345452216e-08,0.0
1928,3.6563331917705e-08,0.0
1929,5.013182757807044e-08,1.1140406375176326e-09
1930,3.676261073337628e-08,1.0503603542488804e-09
1931,3.5356606531422585e-08,3.4216069977333063e-09
1932,4.055028668403793e-08,2.1919073223131136e-09
1933,3.670611903316967e-08,2.2941324395731044e-09
1934,4.193552882725271e-08,0.0
1935,2.393656828303392e-08,0.0
1936,2.7886843056990074e-08,0.0
1937,3.5255130370615007e-08,0.0
1938,4.926781471681352e-08,0.0
1939,1.988226472349197e-08,1.5294050470515685e-09
1940,3.550096039361961e-08,0.0
1941,2.9515025090631752e-08,0.0
1942,5.461581054078124e-08,0.0
1943,4.935499831049128e-08,0.0
1944,5.1410978585408884e-08,0.0
1945,4.574858536443571e-08,0.0
1946,3.3410650246423756e-08,0.0
1947,4.52993091926146e-08,0.0
1948,1.9569398546082084e-08,0.0
1949,4.319483792869505e-08,0.0
1950,1.3825969702452312e-08,2.1270722960764488e-09
1951,3.6248767543156646e-08,2.1322803522849654e-09
1952,4.007025466989944e-08,0.0
1953,4.632745742583211e-08,0.0
1954,1.2704297169818801e-08,9.772536113672459e-10
1955,2.627970197011109e-08,0.0
1956,2.616342520411763e-08,0.0
1957,2.2087593976038988e-08,0.0
1958,2.0680609225109947e-08,1.6544486891589827e-09
1959,1.6276571201956358e-08,1.5501495642666896e-09
1960,2.5607082676515347e-08,0.0
1961,3.682524507553353e-08,0.0
1962,2.663621678777872e-08,6.341956404476434e-10
1963,2.5217607557692645e-08,3.2330267352165265e-09
1964,2.3727476872181796e-08,0.0
1965,2.5171399187229326e-08,0.0
1966,1.9386762417639147e-08,0.0
1967,2.1693477236794934e-08,1.4791006197611978e-09
1968,3.1439910230801615e-08,1.3474247273492779e-09
1969,2.4071315607443466e-08,9.083515606356229e-10
1970,1.8854771965948203e-08,4.5987250119061684e-10
1971,1.5929032315398217e-08,0.0
1972,2.667676390899487e-08,0.0
1973,2.6463379043661917e-08,0.0
1974,1.4626486688484874e-08,0.0
1975,2.1703623787061588e-08,0.0
1976,2.4568166168137395e-08,2.856763492431469e-09
1977,9.402850942308305e-09,0.0
1978,1.6633656230169436e-08,1.1881182704343018e-09
1979,1.6970723493159312e-08,0.0
1980,2.0466542238750662e-08,1.1370301367108482e-09
1981,3.1627749308427155e-08,6.325549528618524e-10
1982,2.9175261317959666e-08,0.0
1983,2.273513821648976e-08,0.0
1984,2.203623239438457e-08,5.799008495621649e-10
1985,1.7445119127046382e-08,6.015558051686298e-10
1986,2.577628777089558e-08,0.0
1987,1.3443797186596385e-08,6.110816852533674e-10
1988,1.3192418713003917e-08,0.0
1989,2.469655058234821e-08,5.488122178931576e-10
1990,1.5256222951620657e-08,0.0
1991,1.2895223555631219e-08,5.861465202094962e-10
1992,2.5345743281945943e-08,0.0
1993,1.2186256448387667e-08,5.539207426075166e-10
1994,1.8989736005892155e-08,0.0
1995,9.760411145975922e-09,5.422450821690461e-10
1996,1.7081895009596337e-08,5.338092190498855e-10
1997,1.91795770376757e-08,4.79489448146353e-10
1998,1.2397135762398648e-08,0.0
1999,2.376504681933511e-08,0.0
2000,9.277866475088103e-09,0.0
2001,2.0591695459870607e-08,8.762423564512289e-10
2002,1.6648641576466616e-08,0.0
2003,2.4584844382502524e-08,1.2500769308587678e-09
2004,1.1452457648886138e-08,0.0
2005,1.8915748967174295e-08,0.0
2006,1.7706927479821388e-08,0.0
2007,1.5179022483380322e-08,7.988958938831558e-10
2008,1.830699147831183e-08,0.0
2009,2.336414262060771e-08,0.0
2010,2.3146585093059002e-08,0.0
2011,2.7150200310188666e-08,0.0
2012,4.4255283881966534e-08,0.0
2013,4.239469930666928e-08,0.0
