year,gros_ADJ marchés_NOUN
1932,2.7398842306070037e-08
1933,2.982372038218273e-08
1934,2.7557634396657704e-08
1935,3.111753699158726e-08
1936,2.5461901032031165e-08
1937,5.288269733227935e-08
1938,1.1668692678767911e-08
1939,1.5294050470515685e-08
1940,3.803674530900025e-08
1941,3.246652724442356e-08
1942,4.247896612241675e-08
1943,2.322588166236983e-08
1944,3.213186161588055e-08
1945,1.5249527862692958e-08
1946,3.3410650246423756e-08
1947,3.9338875268413176e-08
1948,4.1313175103141475e-08
1949,6.282885323116716e-08
1950,3.403315673722318e-08
1951,3.944718685033877e-08
1952,5.2724018928529404e-08
1953,3.016671712430252e-08
1954,4.202190595492539e-08
1955,4.5050917663047585e-08
1956,5.755953580433015e-08
1957,5.03597163969971e-08
1958,5.7905705119765116e-08
1959,4.340418868764573e-08
1960,6.22874978262189e-08
1961,5.002674541287888e-08
1962,6.215117309693596e-08
1963,7.047997740983192e-08
1964,4.319617374903828e-08
1965,4.1587529864273165e-08
1966,3.378835700118543e-08
1967,6.113616279890266e-08
1968,3.727875252934609e-08
1969,5.631779842474316e-08
1970,5.058597452034519e-08
1971,4.419021948365298e-08
1972,6.463984902893571e-08
1973,7.663353329689926e-08
1974,6.750686054601829e-08
1975,1.0509123171686952e-07
1976,4.2280099421532213e-08
1977,5.406639402849578e-08
1978,5.346532105932056e-08
1979,6.086052195541924e-08
1980,6.139962493989515e-08
1981,4.680906684484398e-08
1982,3.786576385778062e-08
1983,7.262613621605851e-08
1984,8.814492957753828e-08
1985,5.8350913434424e-08
1986,4.435919365164409e-08
1987,5.927492452428851e-08
1988,5.037105310634615e-08
1989,6.146697018039049e-08
1990,6.156975729254555e-08
1991,5.978694161967724e-08
1992,5.67524232053529e-08
1993,5.760775678709251e-08
1994,5.5386728092798876e-08
1995,6.127369545083639e-08
1996,4.056949975961288e-08
1997,5.4182308417694e-08
1998,4.5297227302398824e-08
1999,6.124069784618769e-08
2000,4.329670844072098e-08
2001,4.162151157061089e-08
2002,6.265146623718465e-08
2003,5.3336613348164974e-08
2004,3.567880924038036e-08
2005,3.828187189469645e-08
2006,5.929761570655501e-08
2007,4.074368931128447e-08
2008,3.618823640749724e-08
2009,3.051643204798893e-08
2010,5.1961723812610217e-08
2011,5.0858826483590747e-08
2012,2.8255296768975313e-08
2013,2.0360612751346707e-08
2014,3.6379478984827074e-08
2015,2.4160671685535817e-08
2016,2.4441812129794016e-08
2017,3.3960752432449226e-08
2018,2.2716907466246994e-08
2019,2.1428297358738746e-08
