year,des_DET effets_NOUN,des_DET méfaits_NOUN
1914,6.389363377934387e-06,1.3259552300581845e-07
1915,6.057667974346259e-06,1.5550605381164928e-07
1916,5.798083819286148e-06,1.6700941785074974e-07
1917,5.501855042666648e-06,1.984922874953554e-07
1918,5.379070202593539e-06,1.780388316774406e-07
1919,5.847904581912644e-06,1.979687422881682e-07
1920,6.125178146021426e-06,1.4387240376834143e-07
1921,6.420175424182162e-06,1.3025125078502953e-07
1922,6.4055234645366e-06,1.3058945569355274e-07
1923,5.8207244393315705e-06,1.4437689932478293e-07
1924,6.2343893603156175e-06,1.2375959412835869e-07
1925,6.32065267325288e-06,1.2427940698778173e-07
1926,5.810482136325845e-06,1.1369061070354292e-07
1927,5.870066900115489e-06,1.103773242805417e-07
1928,6.454570794289793e-06,1.1883082562391678e-07
1929,6.313268457347476e-06,1.0249173953980062e-07
1930,6.394593796699155e-06,1.3759721184669615e-07
1931,6.103006555235879e-06,1.5169123912528448e-07
1932,5.742796972185715e-06,1.4576183682279975e-07
1933,5.8741261881323226e-06,1.6288340987102856e-07
1934,6.4149380420985835e-06,1.521660646375267e-07
1935,6.2115393149042575e-06,1.1728918192233095e-07
1936,5.924135436430333e-06,1.5398387764875565e-07
1937,6.2313442867889535e-06,1.510934185544599e-07
1938,6.552619154831518e-06,1.2965215034910216e-07
1939,6.382207331512291e-06,1.2235239843505497e-07
1940,5.999662221256585e-06,1.3186070990656162e-07
1941,5.516358505985863e-06,1.2101160962174617e-07
1942,5.783207456033779e-06,1.274369008097409e-07
1943,6.448085450472263e-06,1.683876433844489e-07
1944,5.873704523651213e-06,1.702988612350964e-07
1945,5.664110652503496e-06,2.047793827841815e-07
1946,6.129462377657546e-06,1.1554516277101357e-07
1947,6.159514086334639e-06,1.5258714824994968e-07
1948,5.849075648711732e-06,1.3916016583515045e-07
1949,7.22924512785994e-06,1.21730904467654e-07
1950,6.679007213961086e-06,1.1592543991412185e-07
1951,6.416031496314645e-06,9.808489442875157e-08
1952,6.650607602409764e-06,9.068531614531139e-08
1953,6.661457632617385e-06,1.0450612308865459e-07
1954,6.719595873505568e-06,1.1727043469633713e-07
1955,6.431018448438408e-06,1.47354048518622e-07
1956,7.39901663848741e-06,1.0552581608536116e-07
1957,7.124574352701529e-06,1.4224410893604045e-07
1958,7.373050806336323e-06,1.2160197759847335e-07
1959,7.66471436008942e-06,1.2943748561866641e-07
1960,7.223965624802986e-06,9.343124829364058e-08
1961,7.376860864383161e-06,1.0908610192927881e-07
1962,7.560246032767282e-06,1.147894104214231e-07
1963,7.725640230660247e-06,1.5259886154694868e-07
1964,7.551421589369056e-06,1.119450167008651e-07
1965,7.759904917747917e-06,9.959118907332254e-08
1966,8.009502138861535e-06,1.1410493661045962e-07
1967,8.067508488807107e-06,1.1389075360579426e-07
1968,8.340110397853095e-06,1.0554826901376657e-07
1969,8.156996813113437e-06,1.3534438092488443e-07
1970,8.841968693218405e-06,1.2002672411526305e-07
1971,8.704445150442552e-06,1.5261040497982492e-07
1972,9.021876294923459e-06,1.0516800869053711e-07
1973,8.644703484605998e-06,1.2625237233443443e-07
1974,9.08136011901206e-06,1.3670138465649018e-07
1975,9.132085779128829e-06,1.2336796650913584e-07
1976,9.106218996635107e-06,1.3369653273365145e-07
1977,9.3158748057931e-06,1.3222759109865478e-07
1978,9.31187722130744e-06,1.1702965085902406e-07
1979,9.647563018688743e-06,1.5858848034788764e-07
1980,1.0325370624286734e-05,1.3473807425334883e-07
1981,1.0551017055604461e-05,1.2904120838541644e-07
1982,1.061855311945692e-05,1.483593028428487e-07
1983,1.1374516162732107e-05,1.5030451550046564e-07
1984,1.0924171974124874e-05,1.4323550756589754e-07
1985,1.1347147079732167e-05,1.419671684654844e-07
1986,1.1249850871308809e-05,1.4027096201241207e-07
1987,1.1798154446296394e-05,1.338268887929317e-07
1988,1.1862383061611581e-05,1.193314174141591e-07
1989,1.1933372618955218e-05,1.5092336069777446e-07
1990,1.2008826473675072e-05,1.2913302560590978e-07
1991,1.261445922295934e-05,1.776023961230777e-07
1992,1.2539530658273179e-05,1.5207445613896198e-07
1993,1.2873671565216682e-05,1.2740177135484032e-07
1994,1.2953637593682288e-05,1.392580628034601e-07
1995,1.300140988291787e-05,1.3827249745190784e-07
1996,1.3556619038013196e-05,1.5747372072993926e-07
1997,1.34218682461551e-05,1.5055969271315917e-07
1998,1.4727321001828386e-05,1.4495112887757955e-07
1999,1.4563859963345749e-05,1.412192157101977e-07
2000,1.4662121230912817e-05,1.4402783188316448e-07
2001,1.4996888211271653e-05,1.6473356745372314e-07
2002,1.4431743238674244e-05,1.5027589705951527e-07
2003,1.4962170496346516e-05,1.4959253613611168e-07
2004,1.501064770081939e-05,1.7046542399867803e-07
2005,1.5113683247136578e-05,1.5447861567707832e-07
2006,1.510647882696503e-05,1.7542211416810005e-07
2007,1.4107702199339656e-05,1.6976537930979418e-07
2008,1.4468483001905952e-05,1.6178270278999207e-07
2009,1.4490059896843377e-05,1.5735034608610476e-07
2010,1.4257352262347922e-05,1.535232794225294e-07
2011,1.342520113212231e-05,1.433989429422411e-07
2012,1.2230118684897207e-05,1.3514883645537878e-07
2013,1.1099322904328801e-05,1.4280319682313802e-07
2014,9.178455528058294e-06,1.576444048634329e-07
2015,9.491819596973983e-06,1.4562899752768033e-07
2016,9.412583665380225e-06,1.4188679875459798e-07
2017,9.974901772125122e-06,1.2552900852114135e-07
2018,9.387245142988832e-06,1.4094807609943416e-07
2019,9.262126738462939e-06,1.3239626439620622e-07
