year,mêmes_ADJ arbres_NOUN,mêmes_ADJ marbres_NOUN
1800,2.7983062977909867e-07,6.288328968651058e-09
1801,3.047913708087435e-07,9.524730337773235e-09
1802,2.1707049313590687e-07,8.280008501060365e-08
1803,4.2322361082369753e-07,3.900678446910888e-09
1804,2.817910171870608e-07,9.887403784603066e-09
1805,1.9331568523739406e-07,0.0
1806,1.4120178093435243e-07,1.152667650217154e-08
1807,2.1636859059981361e-07,1.1387820464392462e-08
1808,1.8581806671136292e-07,6.345007363961486e-08
1809,4.405109450544842e-07,4.743964154840796e-08
1810,1.8487001796074765e-07,9.360507036149102e-09
1811,1.5293167621166504e-07,3.760615285841595e-08
1812,1.3869482984318893e-07,0.0
1813,2.3005932803243923e-07,5.176335093892703e-08
1814,1.0384034254684593e-07,0.0
1815,1.9150287755564932e-07,0.0
1816,3.3605255111979204e-07,0.0
1817,1.6814232139950036e-07,1.556873407970727e-09
1818,1.9908365800347383e-07,2.384235386898581e-08
1819,1.531955433620169e-07,0.0
1820,1.6375743427943235e-07,5.933240565525466e-09
1821,1.479223215028469e-07,2.070912508145284e-08
1822,1.443688688596012e-07,7.017931125119503e-09
1823,8.795591099897138e-08,3.9530747564242574e-09
1824,9.852701765566962e-08,2.2737005167527968e-08
1825,1.171123926724249e-07,1.2327619813845558e-08
1826,1.4357014777033328e-07,1.0569580766173203e-08
1827,8.111200600069424e-08,9.217273055917019e-10
1828,1.3575005652910477e-07,9.172301140836225e-09
1829,1.5088789950823411e-07,1.2002446148073886e-08
1830,1.2837307394875097e-07,5.218417697960831e-09
1831,1.4811645598911127e-07,0.0
1832,1.3259369779916597e-07,0.0
1833,1.7143770492111798e-07,1.1583628500844156e-09
1834,1.6708810335330782e-07,9.334531370086552e-09
1835,1.64875316954749e-07,6.050470346963266e-09
1836,1.5659347241125943e-07,0.0
1837,1.3985361135837593e-07,6.262101948095733e-09
1838,1.1488134532555705e-07,4.418513332993257e-09
1839,9.788065113980338e-08,0.0
1840,1.1592833715212691e-07,0.0
1841,1.1235960073463502e-07,0.0
1842,1.4087356703385012e-07,2.0124795163667386e-09
1843,8.742228629898818e-08,5.906911071384968e-10
1844,1.0208724177118711e-07,0.0
1845,1.2611315014510183e-07,9.48638767539478e-09
1846,1.3172628143820475e-07,3.5127007969038004e-09
1847,1.0301057074002529e-07,5.393223645455691e-10
1848,1.520546959454805e-07,4.82713291560799e-09
1849,1.3574651802628068e-07,3.3517659758786067e-09
1850,1.0794503424449431e-07,4.752297222410107e-09
1851,1.1480000949859459e-07,3.8696632564949596e-09
1852,1.4258094438446278e-07,5.859490892490271e-09
1853,1.421319808514454e-07,2.388772735173461e-09
1854,9.663936140213991e-08,0.0
1855,1.0348527723635925e-07,2.653468555990912e-09
1856,1.2114622904846328e-07,1.346069211649592e-08
1857,1.6060164398368215e-07,4.881509196863476e-09
1858,9.64054152063909e-08,1.9574704079872163e-09
1859,1.0744485479108334e-07,0.0
1860,8.788192928932403e-08,9.154367819341758e-10
1861,1.1318312687080834e-07,4.715963730639317e-10
1862,1.0481728196509721e-07,9.035972525772706e-10
1863,8.590748024062123e-08,4.994620828036034e-10
1864,1.400060511969059e-07,2.8768367688059016e-09
1865,8.943004559114343e-08,1.0825742080555756e-08
1866,7.24976345622963e-08,2.432806400776144e-09
1867,7.910082899797999e-08,3.396968040192405e-09
1868,7.805000734606438e-08,0.0
1869,1.1134423516523384e-07,5.860222973552709e-09
1870,1.0149266671533042e-07,3.4404292748035914e-09
1871,9.559059321873065e-08,3.18635318130589e-09
1872,7.377754229764832e-08,0.0
1873,9.278306833948591e-08,4.788803575905831e-09
1874,1.0814042639140098e-07,9.559374625212058e-09
1875,7.495200549101355e-08,8.010138330405425e-09
1876,1.547779788779735e-07,4.232210137899983e-09
1877,7.792868217393334e-08,3.0924081073635534e-09
1878,7.0657335982105e-08,1.8117265465633636e-09
1879,7.636656818021947e-08,4.887460214320072e-09
1880,1.0268554007097919e-07,0.0
1881,1.3038588519975747e-07,2.091752326904839e-09
1882,9.184431348785438e-08,7.320923423037584e-09
1883,7.64639978001469e-08,1.8958017378167824e-09
1884,9.836528391815591e-08,4.621187876807653e-09
1885,7.605849816627597e-08,6.445635691854079e-10
1886,4.969167122226281e-08,7.744156427236248e-09
1887,1.0250411719425756e-07,3.9173548849191775e-09
1888,7.481925479169149e-08,5.07249175996094e-09
1889,9.58565919972898e-08,1.8795409673089125e-09
1890,8.913965388046563e-08,3.9326319978272295e-09
1891,1.1154885015685068e-07,3.1871101313640793e-09
1892,1.1220637219366836e-07,6.268512375839919e-10
1893,6.83584246985447e-08,2.463366621796581e-09
1894,9.011201029807125e-08,1.2603078580752936e-09
1895,6.259359253135699e-08,6.018614495673091e-10
1896,8.373780957526833e-08,5.897029087265082e-09
1897,8.973138676537928e-08,1.1653427112179315e-09
1898,8.770449966277738e-08,0.0
1899,9.065228567806116e-08,6.633094074004475e-09
1900,1.0901211311420411e-07,5.191053142894475e-10
1901,1.0171504527534125e-07,4.470991132876634e-09
1902,1.1784680964410654e-07,4.910283846193408e-10
1903,8.100330717297766e-08,1.1880484152015924e-08
1904,1.3490308958807873e-07,1.0749250378694342e-09
1905,8.928113004458282e-08,3.096455536422127e-09
1906,1.0699903896238538e-07,5.144184522798412e-10
1907,9.257117739025489e-08,6.685696440911215e-09
1908,7.907336652124286e-08,3.437972351250096e-09
1909,8.69155414306988e-08,7.701377313651392e-09
1910,1.0848626175175013e-07,2.137660271017694e-09
1911,9.629876984718067e-08,6.916486494645824e-09
1912,5.678269232589628e-08,3.125652625612929e-09
1913,7.371155419377828e-08,4.772690687104841e-09
1914,7.969124737883249e-08,6.696743715117748e-10
1915,7.304072369151982e-08,0.0
1916,7.91097249930317e-08,1.0987462051303964e-09
1917,8.115154059851193e-08,1.0966424435210342e-09
1918,8.040463228553563e-08,5.743188147278033e-09
1919,8.65537757022139e-08,6.4454939163738345e-09
1920,7.647953736977797e-08,6.057785384427916e-09
1921,1.0374664327628125e-07,8.330022005509363e-09
1922,7.156597092716765e-08,0.0
1923,7.855801698042342e-08,1.0615948120573648e-09
1924,9.153053071031536e-08,1.289162443462999e-09
1925,8.578578558626759e-08,3.299453377181294e-09
1926,9.697140512798796e-08,0.0
1927,9.922810306761676e-08,0.0
1928,7.655447831211859e-08,0.0
1929,7.686880110213679e-08,1.1140406375176326e-09
1930,9.24317120620799e-08,1.0503603542488804e-09
1931,6.158892773555635e-08,1.1405356659111021e-09
1932,7.562080384104775e-08,3.287861094491973e-09
1933,3.211785326584504e-08,0.0
1934,6.11060571031885e-08,0.0
1935,6.821922227118193e-08,3.590485242455088e-09
1936,9.093535879856063e-08,4.849885826274658e-09
1937,7.428759829508635e-08,0.0
1938,9.205302120562919e-08,1.2965214457594243e-09
1939,5.964679417047591e-08,0.0
1940,8.621661606866837e-08,0.0
1941,5.60785480274717e-08,0.0
1942,4.247896612241675e-08,0.0
1943,7.258088174921795e-08,0.0
1944,1.124615138792251e-07,3.2131861615880553e-09
1945,6.535512397931598e-08,6.535512131478072e-09
1946,1.0440827935553898e-07,2.7842208538686464e-09
1947,1.06095754404123e-07,1.1920870957027319e-09
1948,7.501602539150554e-08,8.697510267552389e-09
1949,8.344456858822014e-08,0.0
1950,6.274863295629984e-08,1.0635361036293034e-08
1951,8.209279656057333e-08,1.0661401761424827e-09
1952,5.2724018928529404e-08,1.0544803918932644e-09
1953,5.710128547775639e-08,2.1547654771580937e-09
1954,8.795282724349818e-08,5.863521668203475e-09
1955,6.476069103200643e-08,8.447047505910632e-09
1956,6.889701609225085e-08,8.72114158667614e-10
1957,7.333080986882123e-08,5.301022731885041e-09
1958,6.369627669755573e-08,0.0
1959,4.030388822684472e-08,1.5501495642666896e-09
1960,5.9519166484278685e-08,1.3841666701708277e-09
1961,5.558527504945232e-08,0.0
1962,6.659054463398206e-08,1.9025869213429303e-09
1963,5.8841084893401785e-08,2.5864212993553792e-09
1964,5.77976990712159e-08,0.0
1965,3.3926667697414814e-08,0.0
1966,6.203763547318886e-08,5.539074976468328e-09
1967,5.324762497593838e-08,0.0
1968,4.626158300879979e-08,1.3474247273492779e-09
1969,4.360087402233148e-08,3.1792304344691047e-09
1970,5.28853369985427e-08,1.3796175313274261e-09
1971,5.292549332125418e-08,5.138397485282553e-10
1972,5.643161671287089e-08,1.5390440033513642e-09
1973,5.788864143596584e-08,5.513203782392395e-10
1974,4.331690206527128e-08,1.1251143350321513e-09
1975,5.483020970586949e-08,5.711480177694739e-10
1976,4.799362685048436e-08,1.142705374768127e-09
1977,4.407586473575975e-08,1.7630346071939584e-09
1978,4.158414057542359e-08,1.7821774056514528e-09
1979,5.793453539126858e-08,5.851973350345929e-10
1980,3.638496437474714e-08,1.1370301367108482e-09
1981,3.7320742052315836e-08,1.8976649140967083e-09
1982,4.0969514003563745e-08,4.966001831974154e-09
1983,3.536576898000021e-08,6.315316047889041e-10
1984,5.0451372857196475e-08,1.1598016991243298e-09
1985,3.9702683807263384e-08,0.0
1986,3.956360572487938e-08,5.994485463567401e-10
1987,4.522004459772688e-08,6.110816741511371e-09
1988,6.716140177331908e-08,1.798966087207532e-09
1989,3.237991919036176e-08,5.488122178931576e-10
1990,5.0127589190651634e-08,1.6345953479657283e-09
1991,4.1616402768340777e-08,0.0
1992,3.526364267258941e-08,0.0
1993,3.76666093870881e-08,1.661762283333701e-09
1994,3.428702299856923e-08,1.0549853213248639e-09
1995,3.145021310047014e-08,3.253470381991974e-09
1996,3.25623616959092e-08,0.0
1997,2.972834600711849e-08,0.0
1998,3.146965354972053e-08,2.86087753487152e-09
1999,4.0217770447270595e-08,1.8280804647829996e-09
2000,3.3135236776615784e-08,0.0
2001,3.3735329196815655e-08,2.190605918883648e-09
2002,3.5926017716292336e-08,0.0
2003,4.4169382817926817e-08,2.083461403401543e-09
2004,3.611928889313276e-08,8.809582507929292e-10
2005,3.0625496805214425e-08,0.0
2006,3.006059756671675e-08,0.0
2007,3.515141955290346e-08,1.1983438685803094e-09
2008,3.065356679599063e-08,0.0
2009,4.100645512039591e-08,1.430457752249481e-09
2010,4.771030859274106e-08,0.0
2011,3.74749262732621e-08,7.64794394481072e-10
2012,4.8340389469103684e-08,0.0
2013,3.932666459149914e-08,1.1156500168141292e-09
2014,5.825047466601063e-08,6.496335691608124e-10
2015,4.765637129366951e-08,2.2165753954528356e-10
2016,6.02759939738462e-08,4.1426800878596737e-10
2017,4.075290505056728e-08,2.515611330355938e-10
2018,4.7498986077698646e-08,5.162933414126769e-10
2019,4.209129755849972e-08,5.1019755087367e-10
