year,des_DET amants_NOUN,des_DET mamans_NOUN
1899,2.7914271072404517e-07,2.432134493801641e-08
1900,2.553998206256125e-07,2.958900346961002e-08
1901,2.324915453488785e-07,2.8502567750443575e-08
1902,2.56807844323248e-07,2.8479646196899466e-08
1903,2.4462997583185597e-07,2.3760968970165663e-08
1904,2.504575364881134e-07,2.8485514391718425e-08
1905,2.6681124687399915e-07,3.199670539633104e-08
1906,3.312854914838681e-07,3.2408361660962726e-08
1907,2.962277889650977e-07,1.54285304532209e-08
1908,2.961567580062052e-07,3.536200288145608e-08
1909,3.3335959415126126e-07,1.8703344095705177e-08
1910,4.2485997386876306e-07,2.6720753054654267e-08
1911,2.87832241596675e-07,2.7133908897525316e-08
1912,3.09439629031516e-07,6.042928413219073e-08
1913,3.3355806161594614e-07,1.6439267946921632e-08
1914,3.040321532310486e-07,5.290427462778524e-08
1915,1.284103059440156e-07,9.778032428187089e-08
1916,1.5162697675208392e-07,5.164107053090561e-08
1917,2.2810162114694776e-07,6.250861839252053e-08
1918,2.5959209803971817e-07,5.51346053256907e-08
1919,3.0846291232400347e-07,3.7752178494443456e-08
1920,4.11172183412134e-07,2.6502810168693713e-08
1921,4.407338898282376e-07,2.3475516752746728e-08
1922,4.4784068542469413e-07,4.279202703294516e-08
1923,4.90456804058681e-07,3.1847844361720945e-08
1924,3.6870045638792703e-07,3.222906175270879e-08
1925,4.2892895013579846e-07,3.4094352896474334e-08
1926,4.514186180415436e-07,1.8948435043242284e-08
1927,6.421953511193124e-07,4.9056589457308064e-08
1928,4.570416445304204e-07,3.1992914983902665e-08
1929,3.93256341268966e-07,3.7877381453554904e-08
1930,3.476692667092607e-07,1.575540542475551e-08
1931,3.490039173215109e-07,2.8513391647777553e-08
1932,3.00291305155298e-07,2.7398840751757803e-08
1933,2.9709014714995874e-07,2.408838994938378e-08
1934,3.6424003546642325e-07,2.7557634396657704e-08
1935,3.6144218285016905e-07,2.393656828303392e-08
1936,2.8978066568541294e-07,3.758661604180702e-08
1937,2.6189526369790883e-07,3.1477795925383134e-08
1938,2.5411818960208166e-07,2.9819993585533666e-08
1939,3.3188090320379615e-07,5.199977337611017e-08
1940,1.5721854706995941e-07,3.550096039361961e-08
1941,2.5382922297367827e-07,4.7224039789739436e-08
1942,3.974817441854128e-07,5.461581187304887e-08
1943,3.8903350452201835e-07,3.193558750780312e-08
1944,2.9561313930059896e-07,3.534504777746861e-08
1945,3.6163167393965523e-07,5.664110602765504e-08
1946,3.842224742811595e-07,4.037120060473853e-08
1947,3.981570877442664e-07,3.814678839475505e-08
1948,3.783416921976368e-07,2.0656587329526133e-08
1949,3.3672337540480157e-07,2.1597417632079896e-08
1950,4.3711335884211167e-07,4.147790888531233e-08
1951,3.187759072265095e-07,2.7719644024593038e-08
1952,3.6168677719494724e-07,2.31985678444957e-08
1953,3.070540728344895e-07,3.555362881879631e-08
1954,3.615838286563644e-07,2.9317608785106586e-08
1955,3.19110676549883e-07,2.4402580844906652e-08
1956,3.627994926702627e-07,4.011725196484406e-08
1957,3.242458745944532e-07,2.2087593976038988e-08
1958,4.433922553559455e-07,2.4816731114540858e-08
1959,3.402578272471146e-07,2.2477169459023116e-08
1960,4.367045898234778e-07,1.176541641889628e-08
1961,3.578301992490651e-07,2.4318557723113088e-08
1962,4.014458481194083e-07,3.488076116830996e-08
1963,3.6921163459879836e-07,2.845063373779766e-08
1964,3.820732223935863e-07,2.0685492263528005e-08
1965,3.551356178022047e-07,2.0793765487248095e-08
1966,3.7887272785752657e-07,2.1602391209185612e-08
1967,3.7421246634750105e-07,2.2186511017263655e-08
1968,4.4240446106513787e-07,2.5601070374747792e-08
1969,3.6152391391652827e-07,2.5888018839737015e-08
1970,3.2145086503732045e-07,2.8512095129329396e-08
1971,3.607155028007014e-07,1.9525910111006795e-08
1972,2.9806154167033583e-07,2.10336016936985e-08
1973,2.84481314949403e-07,1.6539611902288698e-08
1974,2.655269732976251e-07,1.5751600079827455e-08
1975,3.004238506854051e-07,2.7415104852934746e-08
1976,2.913898788925451e-07,2.628222395273383e-08
1977,3.050049901531793e-07,2.1744093636755224e-08
1978,3.261384540209633e-07,1.9009891549792712e-08
1979,3.306364817490248e-07,2.5748683407655903e-08
1980,3.001759640852697e-07,2.330911746950548e-08
1981,3.390494525135068e-07,3.099519285676422e-08
1982,3.2403160687977106e-07,2.8554510866918292e-08
1983,3.3976400448665345e-07,3.03135170298674e-08
1984,3.444610978675655e-07,2.7255339540843693e-08
1985,3.098012317792609e-07,4.0905795084533736e-08
1986,4.232106836088434e-07,2.93729782718799e-08
1987,3.2326220011924534e-07,2.1998940724632376e-08
1988,2.866352830643848e-07,2.3386559966365184e-08
1989,2.99651469859441e-07,3.62216063809484e-08
1990,3.0675905815513715e-07,3.5416231725093894e-08
1991,3.763060667516527e-07,3.868566889053682e-08
1992,3.724722219544674e-07,3.471264720111833e-08
1993,3.5450927704516744e-07,4.597542063722315e-08
1994,3.302104096825076e-07,4.0616935093051865e-08
1995,3.4107214297307564e-07,6.018920506445369e-08
1996,3.6245645418375716e-07,5.871901542775504e-08
1997,3.059142539285631e-07,3.6920688728514506e-08
1998,3.409212330218736e-07,5.48334876393497e-08
1999,3.276834279475338e-07,4.5244991586645966e-08
2000,3.3135235399939234e-07,5.2132770989032906e-08
2001,3.728411175352164e-07,4.731708722061079e-08
2002,3.6101266420729416e-07,4.950780119195031e-08
2003,3.6377235979045963e-07,5.3336613015098067e-08
2004,3.7749060410874336e-07,5.417893422787756e-08
2005,3.5984959456669685e-07,6.3953245810211e-08
2006,4.422613635313155e-07,6.382729322851333e-08
2007,4.1582529930472845e-07,7.749290231728878e-08
2008,4.60229219179098e-07,9.45151603093386e-08
2009,4.353359779329935e-07,9.774794773598217e-08
2010,5.394571900296796e-07,1.0297868469066884e-07
2011,4.627006044977122e-07,1.1548395256744115e-07
2012,5.63063385250473e-07,1.4127648395589887e-07
2013,5.86831890858619e-07,1.4029298267548285e-07
2014,7.485943922524996e-07,1.1780021880181124e-07
2015,6.277341633165179e-07,1.168135222440192e-07
2016,6.564076455717327e-07,1.1081669018531137e-07
2017,5.141909547035084e-07,1.3835862527900034e-07
2018,5.978676782536496e-07,1.466273022998621e-07
2019,6.038187794210614e-07,1.255086008455919e-07
