year,trois_DET airs_NOUN,trois_DET mers_NOUN
1877,2.1646856307455664e-08,5.3807897693047835e-08
1878,5.555961629655215e-08,3.019544325688628e-08
1879,2.443730195977878e-08,2.3215435795975736e-08
1880,3.1447447090826586e-08,3.0805662465382966e-08
1881,1.8128519574389657e-08,2.9284532132578533e-08
1882,3.5273542087210785e-08,3.394246306243076e-08
1883,3.47563645641813e-08,3.538829879135008e-08
1884,2.178560087884307e-08,2.5746619058963915e-08
1885,1.740321664556177e-08,7.476937158301666e-08
1886,2.0651084398082276e-08,4.7755634113855194e-08
1887,1.1099172247952538e-08,8.748758761889519e-08
1888,2.4094335415725254e-08,1.9655905347804037e-08
1889,1.37833008340138e-08,1.566284169030041e-08
1890,2.1629475988049762e-08,1.6385966361553983e-08
1891,1.593555043477579e-08,1.0836174069162041e-08
1892,1.4417578020342603e-08,2.4447198043731078e-08
1893,1.0469308309168923e-08,2.586534908477489e-08
1894,1.8274464830270176e-08,2.5206157383550476e-08
1895,2.7083765896662726e-08,2.2870735527646957e-08
1896,1.120435499935013e-08,4.4817420663534335e-08
1897,1.514945524583311e-08,3.4960280004270317e-08
1898,2.4896761985360172e-08,2.998928072539542e-08
1899,1.492446166651007e-08,2.5426860617017155e-08
1900,1.193942211763499e-08,2.024510803444457e-08
1901,1.6207343245255856e-08,2.235495566438317e-08
1902,1.2766737556013652e-08,2.1605248812228695e-08
1903,1.296052865029651e-08,3.29413452071492e-08
1904,9.13686282189019e-09,2.418581335206227e-08
1905,2.3223415190898322e-08,4.025391930895239e-08
1906,1.286046086290682e-08,2.983626856689625e-08
1907,1.0799971361663552e-08,2.1599941391059474e-08
1908,2.0136695866312948e-08,2.6030361865991836e-08
1909,2.035363966257364e-08,2.5304524420288743e-08
1910,1.2825961404061559e-08,1.9238942883248455e-08
1911,1.1704822999725195e-08,2.7665944979382573e-08
1912,8.335073853338315e-09,2.187956960053583e-08
1913,1.803016558277193e-08,2.6514948070488487e-08
1914,3.013534694007447e-08,3.4153391226254826e-08
1915,9.424609315189514e-09,8.010918151057922e-08
1916,1.098746182925936e-08,7.1418504887788e-08
1917,2.0836207093033465e-08,9.86978208050715e-08
1918,6.89182577673364e-09,5.283732917860107e-08
1919,3.038589924120316e-08,3.9593746559152265e-08
1920,1.514446301698058e-08,4.391894492528081e-08
1921,2.6504615391331754e-08,3.104826362676505e-08
1922,1.2542490324118916e-08,4.205423209668879e-08
1923,2.0170301873179142e-08,2.0170300985000722e-08
1924,1.5469949321555987e-08,3.2229060309418855e-08
1925,2.5295809669145797e-08,2.4195992320841242e-08
1926,2.5636118672345276e-08,3.1209186346359274e-08
1927,2.787306219165231e-08,3.34476758512281e-08
1928,1.599645738092903e-08,2.0566874425753667e-08
1929,3.0079096546842266e-08,3.5649300400564243e-08
1930,1.6805765667982087e-08,7.352522257697558e-08
1931,1.596749932275543e-08,2.623232031595535e-08
1932,1.6439305028370654e-08,1.3151444377967891e-08
1933,1.7205993074753678e-08,2.064719240024715e-08
1934,2.875579241390369e-08,3.1152108448395666e-08
1935,1.3165112555668657e-08,3.111753699158726e-08
1936,3.8799086166108054e-08,3.758661648589623e-08
1937,7.554670666820584e-09,3.147779614742774e-08
1938,1.815129979654273e-08,4.408173026604345e-08
1939,7.647025235257843e-09,3.211750509990452e-08
1940,2.5357829391836617e-08,4.81798743123818e-08
1941,2.9515025978810172e-08,4.132103770260187e-08
1942,1.517105863158008e-08,6.371844563091145e-08
1943,1.4516176038981143e-08,3.774205836748479e-08
1944,1.6065930807940276e-08,3.213186161588055e-08
1945,1.089252066321933e-08,6.099811322712867e-08
1946,1.8097434661967782e-08,1.3921104269343232e-08
1947,7.152522574216391e-09,3.457052599742383e-08
1948,2.283096534050344e-08,2.717971980814582e-08
1949,1.1780409536754632e-08,2.0615717133409817e-08
1950,7.444752814222966e-09,2.2334258220624292e-08
1951,9.595261474260042e-09,3.0918066329377325e-08
1952,2.003512733494972e-08,1.7926167217297007e-08
1953,1.2928593307037772e-08,1.6160740301529586e-08
1954,2.149957989416862e-08,3.029486150829541e-08
1955,1.595553333899602e-08,1.0324168187025862e-08
1956,2.616342431593921e-08,1.3953826538681824e-08
1957,1.7670074847764283e-08,2.6505112771246786e-08
1958,2.3162281925781514e-08,9.926692356998501e-09
1959,2.0927019450667217e-08,3.332821663093455e-08
1960,1.2457499920515147e-08,1.7302083321624195e-08
1961,1.528595028332802e-08,1.389631876236308e-08
1962,2.980719426837197e-08,2.4099433559854333e-08
1963,2.392439757414877e-08,2.4571003010009917e-08
1964,1.7643507821407667e-08,2.068549243006146e-08
1965,1.969935559120728e-08,1.2038495533772675e-08
1966,1.8832854831174473e-08,1.7171132071780448e-08
1967,3.5498416095514074e-08,1.7749208325312793e-08
1968,4.042274323601269e-08,1.527081389118834e-08
1969,2.0892085200729937e-08,1.9075383050903838e-08
1970,1.4256047398131244e-08,9.197449912790034e-09
1971,2.3636628876388954e-08,1.2332153964678128e-08
1972,6.976999489261004e-08,1.231235235987782e-08
1973,1.3783009289447534e-08,7.167165139154719e-09
1974,1.0688586071783135e-08,1.518904385600095e-08
1975,1.2565256835017635e-08,1.770558810676448e-08
1976,1.0855701004786056e-08,6.8562320265641574e-09
1977,2.7033196681180982e-08,4.7014254711541525e-09
1978,2.4950484345254154e-08,9.504946496541322e-09
1979,9.363157360553487e-09,1.345953837272873e-08
1980,1.0233271230397634e-08,2.0466542238750662e-08
1981,1.581387426563552e-08,1.2651098835192442e-08
1982,2.0484757445871082e-08,2.2347007799794483e-08
1983,1.894594880980094e-08,9.47297440490047e-09
1984,2.0296529013030806e-08,1.333771937339634e-08
1985,1.7445117794778753e-08,1.0828004270990732e-08
1986,2.3378494251602433e-08,5.395036861699509e-09
1987,1.8943531576720574e-08,1.5277041853778428e-08
1988,1.1393452181707175e-08,1.7989661260653378e-08
1989,1.7013178643665583e-08,1.481792966107065e-08
1990,2.3974063900755738e-08,9.807571754727462e-09
1991,3.165191153620128e-08,9.96449056600568e-09
1992,1.5978837863972473e-08,9.366905473484621e-09
1993,1.7725463929973984e-08,8.308811416668505e-09
1994,1.1077345929422222e-08,1.6879765141197822e-08
1995,3.5788176366846614e-08,1.3013881527967897e-08
1996,2.2953797085278893e-08,1.6014276127407356e-08
1997,1.917957748176491e-08,8.630809844589749e-09
1998,1.7642078242730008e-08,9.536258005482523e-09
1999,2.4222066408174925e-08,5.941261704833778e-09
2000,1.855573217302009e-08,7.068850393920911e-09
2001,2.9792239869541604e-08,1.0514908055370142e-08
2002,1.5772397665703153e-08,7.448076544402937e-09
2003,2.291807654764e-08,1.12506919336397e-08
2004,2.1583477477493673e-08,7.928623979580607e-09
2005,1.3511248564412881e-08,1.4862373554080932e-08
2006,2.1413028072903018e-08,8.647569216257978e-09
2007,1.2382886022122008e-08,8.38840730210677e-09
2008,2.5118894686482207e-08,1.3198063253394565e-08
2009,1.764231316592202e-08,1.4304577744539415e-08
2010,2.361896572766753e-08,1.5588517143783065e-08
2011,1.5295888000643743e-08,1.0707121300690403e-08
2012,1.6680839043381468e-08,1.2255309767006395e-08
2013,1.1156499835074385e-08,1.2272150518022329e-08
2014,1.450848315098785e-08,7.795602788296385e-09
2015,1.3077794874805093e-08,1.0861219479352258e-08
2016,1.3463710424321818e-08,1.6363586319290135e-08
2017,8.301517390174595e-09,8.553078523210189e-09
2018,1.4198067277426674e-08,1.0067720546125258e-08
2019,1.3520235098152256e-08,1.3010037824834342e-08
