year,nombreux_ADJ êtres_NOUN,nombreux_ADJ maîtres_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,9.064295980465431e-09,0.0
1809,0.0,2.259030518203531e-09
1810,0.0,0.0
1811,0.0,1.504245972228091e-08
1812,2.6672082320544632e-09,8.00162425207418e-09
1813,0.0,0.0
1814,0.0,0.0
1815,8.091670444798638e-09,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,7.152706427149269e-09
1819,0.0,5.175524897538253e-09
1820,1.1866481131050932e-09,0.0
1821,9.86148829262845e-10,6.903041693817613e-09
1822,0.0,0.0
1823,9.882686891060644e-10,2.9648061783404955e-09
1824,8.421112696055388e-10,1.6842225392110777e-09
1825,3.522177216552791e-09,7.924898959288385e-09
1826,2.642395191543301e-09,0.0
1827,0.0,1.8434546111834038e-09
1828,0.0,0.0
1829,8.573175946935407e-09,0.0
1830,2.0873671680021744e-09,1.0436835395921662e-08
1831,0.0,0.0
1832,1.3529969367098715e-09,5.411987746839486e-09
1833,0.0,1.1583628278799551e-08
1834,9.334530925997342e-10,1.3068342852307069e-08
1835,5.294161553592858e-09,4.5378527602224494e-09
1836,5.376600054063374e-09,2.688300027031687e-09
1837,0.0,0.0
1838,0.0,3.787297142565649e-09
1839,2.0974426639952526e-09,4.194885327990505e-09
1840,7.64362617644565e-09,5.095750932326837e-09
1841,6.420548537278137e-10,3.2102742686390684e-09
1842,6.708265054555795e-10,3.3541325272778977e-09
1843,0.0,5.906910960362666e-09
1844,7.1351298203126134e-09,3.2931368743049916e-09
1845,5.580227946389016e-10,3.9061593959388574e-09
1846,1.1709002656346001e-09,7.025401593807601e-09
1847,3.775256551818984e-09,3.235934187273415e-09
1848,0.0,1.6090443422100975e-09
1849,3.3517659758786067e-09,2.513824481908955e-09
1850,6.788996032014438e-10,3.394498016007219e-09
1851,6.449438760824933e-10,7.739326512989919e-09
1852,0.0,6.510545436100301e-09
1853,4.180352064508952e-09,1.4929829816878737e-08
1854,4.676098175337984e-09,0.0
1855,1.0613874223963649e-09,2.653468555990912e-09
1856,2.5885946719483854e-09,0.0
1857,7.810414537345878e-09,9.274867096564776e-09
1858,1.9574704079872163e-09,1.468102750479261e-09
1859,1.018434669930457e-09,7.638259802433822e-09
1860,1.1900677776566226e-08,2.288591982591015e-09
1861,8.017138064531082e-09,7.545541969022906e-09
1862,9.035972525772706e-10,2.710791813242963e-09
1863,6.493007020935693e-09,4.994620828036034e-10
1864,1.3904711160250827e-08,4.794728170054441e-09
1865,7.530950973944073e-09,6.118897832863013e-09
1866,9.731225825149181e-10,1.2650593461671633e-08
1867,5.82337378318698e-09,4.85281148598915e-09
1868,1.3831646938911035e-08,6.915823469455518e-09
1869,9.767038289254515e-10,1.2208797528501236e-08
1870,5.734048791339319e-09,9.747882501187632e-09
1871,1.0621176826930423e-08,1.274541272522356e-08
1872,7.256807155187062e-09,7.256807155187062e-09
1873,1.1972009161809183e-08,1.0176207432266438e-08
1874,1.2546679251101978e-08,4.779687312606029e-09
1875,6.293679799540541e-09,8.58229043387837e-09
1876,3.627608879952504e-09,1.209202959984168e-08
1877,0.0,2.4120781816350245e-08
1878,1.0870359723469392e-08,1.8117265909722846e-08
1879,4.887460214320072e-09,1.3440515367335593e-08
1880,5.134277003548959e-09,1.0268554007097919e-08
1881,4.183504653809678e-09,6.9725074602899895e-09
1882,1.0648616211028639e-08,1.5972924316542958e-08
1883,1.1374810426900694e-08,6.319338829996468e-09
1884,4.621187876807653e-09,8.582206056928499e-09
1885,6.445635580831777e-09,1.6758653131887513e-08
1886,2.5813855497602844e-09,1.871504551331782e-08
1887,4.570247291724172e-09,1.566941953967671e-08
1888,1.268122939990235e-09,1.3315291091942072e-08
1889,9.397704836544563e-09,1.8795409673089125e-09
1890,4.5880703680722945e-09,2.4251230357208442e-08
1891,6.374220040683554e-10,2.2309770031370135e-08
1892,5.641661360300532e-09,1.0656471260972467e-08
1893,3.079208221734575e-09,9.853466487186324e-09
1894,1.449354058991048e-08,6.301539290376468e-09
1895,2.4074457982692365e-09,2.4074457982692365e-08
1896,5.307326134129653e-09,1.4152869098893461e-08
1897,2.9133566670225264e-09,5.2440420894583895e-09
1898,3.960848538042683e-09,1.9804241802034994e-08
1899,3.3165470370022376e-09,1.7688250864011934e-08
1900,4.15284251431558e-09,1.6092265298084385e-08
1901,2.235495566438317e-09,1.117747761014698e-08
1902,7.365425602756659e-09,2.5042448115186744e-08
1903,1.4040573148577096e-08,1.674068261792172e-08
1904,1.7736262236667244e-08,2.3648349944949132e-08
1905,1.2901897328276846e-08,2.838417501038748e-08
1906,5.658602919567102e-09,2.983626856689625e-08
1907,8.228549397415463e-09,3.394276459900425e-08
1908,1.2278472460991452e-08,1.9154416719402434e-08
1909,1.1001967337165297e-08,2.8055015199868194e-08
1910,1.2825961626106164e-08,3.313373397872965e-08
1911,1.1172785363555704e-08,2.8197982171462854e-08
1912,6.251305251225858e-09,3.542406545875565e-08
1913,1.3257474229533273e-08,3.44694331411155e-08
1914,1.1384464038144415e-08,2.9465672568562695e-08
1915,4.712304768617059e-09,4.1232666947443875e-08
1916,7.69122365795738e-09,5.7134801778602196e-08
1917,8.773139548168274e-09,2.7416061976204276e-08
1918,2.067547733020092e-08,1.9526840588923733e-08
1919,1.3811772170413406e-08,4.4197673076951105e-08
1920,1.3630017114962811e-08,3.180337415642498e-08
1921,9.844571380313027e-09,4.922285867792198e-08
1922,1.1066902949607993e-08,3.246291591096906e-08
1923,9.554353752605493e-09,2.441668023323018e-08
1924,1.0313299547703991e-08,3.2229060309418855e-08
1925,4.399271169575059e-09,3.079489729884699e-08
1926,1.3375366592072169e-08,2.229227646921572e-08
1927,1.5608915049369898e-08,2.675813981500852e-08
1928,1.5996457491951332e-08,3.770593604013328e-08
1929,2.0052731031228177e-08,4.4561624168437675e-08
1930,1.1553964007759987e-08,3.2561171536826805e-08
1931,1.2545892325022123e-08,5.816731807328779e-08
1932,1.53433514782364e-08,4.3838147445462994e-08
1933,4.01473165823063e-08,4.4735583903943166e-08
1934,1.3179738189705859e-08,5.2718952758823434e-08
1935,2.154291145473053e-08,2.393656828303392e-08
1936,1.6974599503782883e-08,3.758661426545018e-08
1937,1.510934133364117e-08,4.280980192561401e-08
1938,2.3337385357535823e-08,4.278520893130633e-08
1939,2.9058696782158222e-08,5.047036655270176e-08
1940,1.0143131667916805e-08,6.085878823114399e-08
1941,3.246652724442356e-08,2.9515025090631752e-08
1942,2.1239483061208375e-08,3.034211815133858e-08
1943,3.193558839598154e-08,6.67744117777147e-08
1944,2.2492303131116387e-08,1.34953822339412e-07
1945,1.3071024262956144e-08,3.0499056613564335e-08
1946,1.5313215584455975e-08,4.872386583087973e-08
1947,2.26496545963073e-08,4.887557158994582e-08
1948,1.4133454406817236e-08,4.240036233227329e-08
1949,2.1597418964347526e-08,4.6139939646749895e-08
1950,1.3825969702452312e-08,4.2541444145172136e-08
1951,1.3859822622919182e-08,4.691016919355917e-08
1952,2.003512733494972e-08,6.85412260281737e-08
1953,2.693456835345387e-08,3.98631598841348e-08
1954,8.795282724349818e-09,4.69081733456278e-08
1955,1.5016972554349195e-08,3.472675080828935e-08
1956,1.9186511934776718e-08,5.6687421423617934e-08
1957,2.1204090927540165e-08,4.94762097957846e-08
1958,2.5643954515430778e-08,6.28690483006622e-08
1959,1.2401196514133517e-08,4.1854037124977594e-08
1960,1.9378333604436193e-08,5.536666691785541e-08
1961,2.153929301584867e-08,5.2111194637216585e-08
1962,1.0781326054143392e-08,7.673767044025226e-08
1963,2.8450633848819962e-08,4.849539791962343e-08
1964,9.125952438182594e-09,5.779770079206159e-08
1965,1.9699356812452606e-08,4.81539821350907e-08
1966,1.6617224929404983e-08,4.763604266599941e-08
1967,1.429797347185513e-08,6.064312646492098e-08
1968,1.527081394669949e-08,6.916780434518266e-08
1969,1.3625273354023193e-08,5.495526878007695e-08
1970,1.1496812390987543e-08,6.622163939429271e-08
1971,1.5929032315398217e-08,5.703621075436871e-08
1972,1.0773308467548759e-08,7.233507370862924e-08
1973,9.923766697284009e-09,6.670976659961525e-08
1974,1.012602890426706e-08,6.863197166140367e-08
1975,2.1132477101559743e-08,5.882824449798818e-08
1976,1.7140580510499603e-08,5.027903782206522e-08
1977,2.7620874476497193e-08,4.760193306196925e-08
1978,2.257424647211792e-08,5.940591307762588e-08
1979,1.287434159280565e-08,6.320131551440511e-08
1980,9.096241093686785e-09,5.002932657038883e-08
1981,2.213942273954217e-08,5.250206025486648e-08
1982,1.6139505731871395e-08,5.4626019818648786e-08
1983,1.6419821946556112e-08,5.052252782800082e-08
1984,1.333771937339634e-08,6.146948861029955e-08
1985,1.6843562988810845e-08,6.857735890264394e-08
1986,1.6784559520033326e-08,4.61575365706679e-08
1987,1.8943532964499354e-08,5.010869941202145e-08
1988,2.2187249371086182e-08,4.7972431305165486e-08
1989,2.140367705294466e-08,4.225854088879544e-08
1990,1.3621627381610324e-08,7.682597630287447e-08
1991,2.6376593353916178e-08,7.326831613641005e-08
1992,2.0386792698445788e-08,5.7854415091984635e-08
1993,2.1048988330107932e-08,6.702440913386454e-08
1994,1.9517228722065738e-08,6.38266113295316e-08
1995,2.2232049090575856e-08,6.778063416090774e-08
1996,2.4555223632205525e-08,5.3914731790172254e-08
1997,2.109753616252874e-08,6.47310776091814e-08
1998,2.193339376788117e-08,6.436974508972071e-08
1999,2.0565904534919355e-08,7.266619983514744e-08
2000,2.1206551181762734e-08,7.378112720779484e-08
2001,2.1029816110740285e-08,9.901538289280865e-08
2002,2.1906107150471144e-08,7.053766526432526e-08
2003,1.7917768602160322e-08,5.875361319684913e-08
2004,2.5107310008820605e-08,6.210755998381501e-08
2005,2.34194974524371e-08,5.5396118359141155e-08
2006,3.006059756671675e-08,6.835697541340835e-08
2007,2.1170741604237264e-08,4.873264886073869e-08
2008,3.405951787271988e-08,6.386159445703754e-08
2009,2.1933685090402832e-08,6.913879269099255e-08
2010,3.164941375644048e-08,4.2041758074873314e-08
2011,4.206369297321544e-08,5.8889168180753515e-08
2012,4.3234010149717506e-08,5.31063433228951e-08
2013,3.430623962685786e-08,4.6299476696987085e-08
2014,3.313131102800071e-08,6.561299192853198e-08
2015,2.6377247053233077e-08,4.6769739414642686e-08
2016,4.018399835103992e-08,4.97121617204499e-08
2017,4.955754207003338e-08,4.075290371829965e-08
2018,4.336864023457565e-08,5.601782904207653e-08
2019,5.229524902006233e-08,5.2550346962831895e-08
