year,premiers_ADJ effets_NOUN,premiers_ADJ méfaits_NOUN
1872,3.1143798295829583e-07,1.2094678591978436e-09
1873,3.597588580372957e-07,3.591602570907071e-09
1874,2.6109043105293495e-07,2.3898436563030145e-09
1875,3.86203093505344e-07,4.005069165202713e-09
1876,2.5574642226189326e-07,6.04601479992084e-10
1877,2.4924807107140623e-07,3.710889595609501e-09
1878,2.60284716335768e-07,6.6429977074733415e-09
1879,2.3398715764955114e-07,2.443730107160036e-09
1880,1.9446074617235354e-07,3.2089231272180996e-09
1881,2.9981781723975587e-07,0.0
1882,2.3227293510785785e-07,3.9932310791357395e-09
1883,2.496138788998792e-07,8.21514056781325e-09
1884,2.594466881333801e-07,6.601696966868076e-10
1885,2.2753093498195653e-07,2.5782542767416317e-09
1886,2.510397568711298e-07,3.2267319927115068e-09
1887,2.2785947528802808e-07,0.0
1888,2.0480185458637834e-07,1.268122939990235e-09
1889,2.3494263068357668e-07,1.2530273485467092e-09
1890,2.1236211572572827e-07,0.0
1891,2.4731973091718373e-07,0.0
1892,2.0999515970565596e-07,3.761107425503951e-09
1893,2.3648318947522284e-07,3.695050043717174e-09
1894,2.3945849259021657e-07,4.411077725308132e-09
1895,2.56994829417323e-07,1.1435367319734269e-08
1896,2.6064869018682657e-07,5.897029087265082e-09
1897,2.2607649086126003e-07,3.4960281336537946e-09
1898,2.336900553068233e-07,2.26334195829736e-09
1899,2.1336452959985763e-07,0.0
1900,2.2269617971915068e-07,2.07642125715779e-09
1901,2.308149231744494e-07,9.500856101851696e-09
1902,1.6645861933284323e-07,4.910283846193408e-10
1903,1.9494794489816059e-07,1.0800440541913758e-09
1904,1.967112881473554e-07,9.674325340824907e-09
1905,1.9404454665306048e-07,2.580379465655369e-09
1906,2.2634412344402222e-07,4.629765903985117e-09
1907,1.9799946748833008e-07,8.742834012309686e-09
1908,2.072606166692026e-07,5.893666887857307e-09
1909,1.848330466458492e-07,6.0510818578052294e-09
1910,1.9506150461534588e-07,0.0
1911,2.0057810301565837e-07,5.320374141248863e-10
1912,2.297354724234424e-07,5.209421227725386e-10
1913,2.3121035575002225e-07,2.6514948014977335e-09
1914,2.1094742774785402e-07,6.027069510139427e-09
1915,2.6624521520801636e-07,0.0
1916,2.2963796197927877e-07,4.394984820521586e-09
1917,2.4893783390211865e-07,4.386569774084137e-09
1918,2.676325596695506e-07,4.594550517822427e-09
1919,1.6574127631452384e-07,0.0
1920,1.9612079737996169e-07,7.572231730534895e-10
1921,2.2036694691252023e-07,3.7863738810983705e-09
1922,2.2576482794356423e-07,2.2133805899215986e-09
1923,2.1868853616879846e-07,0.0
1924,2.3076007904521134e-07,1.289162443462999e-09
1925,1.913682978749165e-07,1.0998178368026856e-08
1926,2.0508895071102984e-07,4.458455382660986e-09
1927,2.0068604555945058e-07,1.1149224876660924e-09
1928,1.508237472691576e-07,1.1426041224282812e-09
1929,1.570797343308783e-07,6.684243825105796e-09
1930,2.0482027185408924e-07,1.7856125467119455e-08
1931,2.08718023309018e-07,1.1405356659111021e-09
1932,1.7644853422815743e-07,2.1919073223131136e-09
1933,1.7320700207434925e-07,0.0
1934,2.1327212351707203e-07,4.7926320689839486e-09
1935,1.6875280550721072e-07,7.180970484910176e-09
1936,1.5640882322642824e-07,3.6374143697059935e-09
1937,1.6116630652263098e-07,2.5182236296217297e-09
1938,1.7503039373423235e-07,6.482607339819424e-09
1939,1.8352860298165297e-07,3.058810094103137e-09
1940,1.0396709937410265e-07,0.0
1941,1.9184766220092797e-07,2.9515025978810172e-09
1942,2.1846325171104297e-07,9.102635090130207e-09
1943,1.6258117341294565e-07,2.9032352077962287e-09
1944,1.9279117147164015e-07,6.4263723231761105e-09
1945,1.9824387287314948e-07,2.178504043826024e-09
1946,1.8932701273399744e-07,6.960552134671616e-09
1947,1.800051458999974e-07,2.3841741914054637e-09
1948,2.2613527317361104e-07,0.0
1949,2.8469323432034344e-07,5.890204768377316e-09
1950,2.2866027249435206e-07,0.0
1951,1.6631787347343163e-07,6.396841278899501e-09
1952,1.550086188295552e-07,3.1634410646574906e-09
1953,2.0039319226228258e-07,0.0
1954,2.394271281236371e-07,1.9545072227344917e-09
1955,2.0554480961720856e-07,1.8771215692936494e-09
1956,2.3285447969811912e-07,1.744228317335228e-09
1957,2.1822542639604592e-07,2.6505113659425206e-09
1958,2.456856438293187e-07,8.272243445794913e-10
1959,2.441485560389367e-07,4.650448914844674e-09
1960,2.0624082908149433e-07,3.460416619915918e-09
1961,2.3554259520608412e-07,5.55852741612739e-09
1962,2.4289694300350106e-07,3.805173953708163e-09
1963,2.2954489597992733e-07,6.466053248388448e-10
1964,2.500510989378313e-07,6.083968329129164e-10
1965,2.2708980174090954e-07,5.47204326295514e-09
1966,2.2377861796929466e-07,3.3234448526542337e-09
1967,2.5539138270858075e-07,2.9582012395223956e-09
1968,2.308587772059667e-07,8.982831700699023e-10
1969,2.520675619344104e-07,9.083515606356229e-10
1970,2.23957913991768e-07,3.6789800095249348e-09
1971,2.2968637214404453e-07,7.707596338946132e-09
1972,2.488121113586317e-07,1.5390440033513642e-09
1973,2.398243625911789e-07,2.205281512956958e-09
1974,2.4471237702883286e-07,2.2502286700643026e-09
1975,2.781490859860014e-07,6.282628195464213e-09
1976,2.679643986702729e-07,3.9994687561772935e-09
1977,2.3742198429488326e-07,1.7630346071939584e-09
1978,2.578216702353586e-07,2.3762365408686037e-09
1979,2.8850228694921043e-07,2.925986564150662e-09
1980,2.9733338946513754e-07,2.8425752862659692e-09
1981,2.814869470846304e-07,5.060439622894819e-09
1982,3.1596187088922534e-07,2.483000915987077e-09
1983,2.8797840112559925e-07,6.315316047889041e-10
1984,2.63274978040684e-07,3.479405208395292e-09
1985,2.959654610279472e-07,3.0077789148208467e-09
1986,2.643567995619378e-07,0.0
1987,3.085962476667703e-07,3.6664902225425067e-09
1988,2.752418164497783e-07,1.1993107618124554e-09
1989,2.8593115342090414e-07,6.036934507847036e-09
1990,2.96951469636042e-07,8.172976073694826e-09
1991,3.02451592659736e-07,5.2753188484189195e-09
1992,2.7219124776323156e-07,3.30596661157756e-09
1993,3.074260153113073e-07,2.2156829704300662e-09
1994,2.964508776237551e-07,2.637463358823311e-09
1995,3.3836094459616106e-07,3.253470381991974e-09
1996,2.9786554467392534e-07,2.6690460952494277e-09
1997,3.0399630057686977e-07,4.794894259418925e-09
1998,2.9991531658168924e-07,2.86087753487152e-09
1999,3.2174214892322084e-07,2.7421207526856506e-09
2000,3.097039940058721e-07,2.2090156370779823e-09
2001,3.3428647139288614e-07,3.5049694258049158e-09
2002,2.571776898108169e-07,2.6287327870022636e-09
2003,2.746002270015424e-07,2.083461403401543e-09
2004,2.7001370472845565e-07,3.0833537945085254e-09
2005,2.7698059401615183e-07,2.702249757291497e-09
2006,2.351315151472022e-07,7.000412693969338e-09
2007,2.5564668115762856e-07,2.7961355453243186e-09
2008,2.950405799673206e-07,7.2376473703172906e-09
2009,2.727406216429529e-07,2.384096253749135e-09
2010,2.253249236083832e-07,3.7790344187271785e-09
2011,2.1337763544959643e-07,3.4415748029203996e-09
2012,2.1719132936581786e-07,3.4042526575461807e-09
2013,2.1978304953762517e-07,2.5102124823206395e-09
2014,2.3278536209758727e-07,5.413613113347537e-09
2015,2.2054925152836802e-07,3.768178213903184e-09
2016,1.9988430999262619e-07,4.764082017771898e-09
2017,2.015004607613946e-07,4.528100561174142e-09
2018,2.127128522211308e-07,2.323319980845895e-09
2019,2.0637490405484016e-07,2.5509878653906526e-09
