year,autres_ADJ auteurs_NOUN,autres_ADJ moteurs_NOUN
1890,2.3628563212696463e-06,8.32407067719032e-08
1891,2.166597369068768e-06,1.0708689879290745e-07
1892,2.251022806376568e-06,1.0907211711597142e-07
1893,2.452897206239868e-06,9.607129680677673e-08
1894,2.1091252619953593e-06,1.1783878139937087e-07
1895,2.3466577658837195e-06,1.3602069137697015e-07
1896,2.5781810109037906e-06,1.320934510662397e-07
1897,2.549769760662457e-06,1.2585701325562582e-07
1898,2.4138541903084842e-06,1.3749802096896246e-07
1899,2.6211776003037812e-06,1.2381775604808354e-07
1900,2.343241476410185e-06,1.567698113547067e-07
1901,2.4249538910225965e-06,1.1568689844976277e-07
1902,2.0809782199648907e-06,3.0198246037116405e-07
1903,2.3382954168482684e-06,1.1826482548826789e-07
1904,2.8388769806042546e-06,1.4780219892429614e-07
1905,2.538061380619183e-06,1.0321518351119607e-07
1906,2.5335109512525378e-06,1.3220554251347494e-07
1907,2.5817073492362397e-06,1.1211398803778749e-07
1908,2.6300488116248744e-06,1.1247080733411963e-07
1909,2.74334047389857e-06,1.1882124351103585e-07
1910,2.5459532935201423e-06,1.1810573141701752e-07
1911,2.6186880859313533e-06,1.6439955619063085e-07
1912,2.815692141666659e-06,1.4221719346618755e-07
1913,2.9887648906878894e-06,1.6492298687831308e-07
1914,2.8682152333203703e-06,1.0513887360730223e-07
1915,2.272508936584927e-06,4.830112476650328e-08
1916,2.0271868379495572e-06,6.262853702310167e-08
1917,2.3446216346201254e-06,7.676497448816377e-08
1918,1.957278527697781e-06,9.303964532136888e-08
1919,2.1362209281505784e-06,1.0589025795093576e-07
1920,2.461732492520241e-06,1.1509791875141673e-07
1921,2.8829449547629338e-06,1.7265863583304508e-07
1922,2.9895395528001245e-06,1.446075323374707e-07
1923,2.5340268621221185e-06,1.1359064266969199e-07
1924,2.8516274142020848e-06,1.0313299358966077e-07
1925,3.0244989375205478e-06,7.808706214973427e-08
1926,3.4374691040284233e-06,1.2595136400506135e-07
1927,3.3313883704977343e-06,7.469980367602602e-08
1928,3.5032242067245534e-06,1.11975205996373e-07
1929,3.317612936371006e-06,6.795647666812954e-08
1930,3.5187072171538603e-06,1.1869071947501197e-07
1931,3.5721577660297044e-06,1.630966046661797e-07
1932,3.40951191901695e-06,1.2165086005211379e-07
1933,4.168438863416668e-06,1.2732435372697637e-07
1934,4.092907602171181e-06,1.3059922210345576e-07
1935,4.293023721402278e-06,8.736847689760907e-08
1936,4.469169653020799e-06,9.578524817754897e-08
1937,4.45599653176032e-06,7.680582037039585e-08
1938,4.615616489900276e-06,1.0631475788613898e-07
1939,4.095746589882765e-06,3.6705722905594484e-08
1940,4.404655101097887e-06,9.382396726209663e-08
1941,4.078976417076774e-06,4.427253941230447e-08
1942,4.2843071241804864e-06,2.1239483061208375e-08
1943,4.546466243482428e-06,3.4838823381733164e-08
1944,4.296030056138989e-06,3.855823393905666e-08
1945,2.967122554764501e-06,7.62476446425353e-08
1946,3.5095104067295324e-06,4.454753543825518e-08
1947,2.8693536933133146e-06,3.695470129905232e-08
1948,3.842125352093717e-06,5.762100707684681e-08
1949,3.245502966819913e-06,6.871905711136606e-08
1950,3.617086349549936e-06,1.1273483124796257e-07
1951,3.554511295078555e-06,1.588548893538544e-07
1952,3.72126123693306e-06,1.3708244850363371e-07
1953,3.872113666147925e-06,1.1743471883818302e-07
1954,4.048761638841825e-06,1.0358888147266043e-07
1955,3.889395884471014e-06,6.006788932921836e-08
1956,4.010852990177227e-06,5.5815306154727296e-08
1957,4.310614713176619e-06,4.505869277693364e-08
1958,4.062498646817403e-06,6.452349954333414e-08
1959,3.905601715814555e-06,4.107896356408958e-08
1960,3.928957085008733e-06,7.958958470055677e-08
1961,3.940301212423947e-06,7.295567172604933e-08
1962,3.7633169540640665e-06,5.961439164536841e-08
1963,3.994727649114793e-06,6.854016287860532e-08
1964,3.914425178663805e-06,3.6503809308641166e-08
1965,3.6487585930444766e-06,5.9098068050378316e-08
1966,3.942159310099669e-06,5.594465457559039e-08
1967,3.60949866262672e-06,4.881032417136666e-08
1968,3.6070559872314334e-06,6.198153806868945e-08
1969,3.097024546150351e-06,7.175977345674767e-08
1970,3.229224603273906e-06,6.208278585662086e-08
1971,3.383634748388431e-06,8.324203937259966e-08
1972,3.284832928329706e-06,1.0003786243828472e-07
1973,3.1458341709367232e-06,7.718485495189498e-08
1974,3.217827043044963e-06,6.975708899403799e-08
1975,3.03165370496572e-06,5.140332026698502e-08
1976,3.148153382426244e-06,3.5995220748485934e-08
1977,3.150542852381477e-06,4.642657769338143e-08
1978,2.942374976555584e-06,6.77227411927106e-08
1979,3.1360725643025944e-06,8.017203756427449e-08
1980,3.1330864658229984e-06,9.551053459233572e-08
1981,3.1292493076762185e-06,3.985096302949742e-08
1982,2.880281044781441e-06,3.84865146418889e-08
1983,3.0313517527247313e-06,5.115405965483433e-08
1984,3.0102653454378014e-06,4.871167291753409e-08
1985,3.0354506179719465e-06,5.654624501971739e-08
1986,2.901930429288768e-06,4.7955885484896044e-08
1987,2.994911255882471e-06,5.010869896793224e-08
1988,2.9820862437190954e-06,5.276967263156962e-08
1989,2.724852720348281e-06,4.939309983242879e-08
1990,2.9259256280056434e-06,2.996757975104458e-08
1991,2.936007831522147e-06,4.8064013213888757e-08
1992,3.1114655030251015e-06,3.8018614034740494e-08
1993,2.9102995995344827e-06,4.8191105328498907e-08
1994,3.072117351621273e-06,4.5364368705946845e-08
1995,3.120620476693148e-06,4.012613591397596e-08
1996,3.047516884180368e-06,5.551615944732191e-08
1997,3.1727815894555533e-06,4.8428432708469416e-08
1998,3.119786924798973e-06,5.912480305347856e-08
1999,3.1447555102204205e-06,6.809599861767879e-08
2000,3.24902043757902e-06,5.831801530575831e-08
2001,3.224133706680732e-06,4.994581423445332e-08
2002,3.3621493003010983e-06,6.440395461382309e-08
2003,3.331871539558051e-06,5.708684425176358e-08
2004,3.3445580811530817e-06,3.3035933544312e-08
2005,3.336828058309038e-06,5.6747243792898416e-08
2006,3.2506623028893955e-06,5.723866980389403e-08
2007,3.122484713458107e-06,7.150118186416421e-08
2008,2.837583451764658e-06,5.8752668147254994e-08
2009,2.7355119982530596e-06,8.916520299884212e-08
2010,2.519671170375659e-06,8.219400060571758e-08
2011,2.0687689357146155e-06,1.1739593763770984e-07
2012,1.7998283965425799e-06,8.782972260590327e-08
2013,1.7992645098274807e-06,8.86941751709891e-08
2014,1.5181935850705486e-06,4.6123983701851223e-08
2015,1.5675620943511603e-06,6.095582368026431e-08
2016,1.5048285604279954e-06,7.31183028013227e-08
2017,1.5921303884169902e-06,6.716682321439293e-08
2018,1.4794385378991137e-06,6.376223093962352e-08
2019,1.567837102811609e-06,6.607058111729458e-08
