year,derniers_ADJ effets_NOUN,derniers_ADJ méfaits_NOUN
1886,3.807543791367607e-08,6.453463874400711e-10
1887,5.157850324621904e-08,6.528924623161458e-10
1888,3.1703073943845084e-08,1.9021844099853524e-09
1889,3.3831739187917265e-08,0.0
1890,4.0637196718762425e-08,1.9663159989136147e-09
1891,4.716922674674606e-08,3.824531802365527e-09
1892,5.767031296954883e-08,1.0656471260972467e-08
1893,2.7097032173628577e-08,0.0
1894,4.0329851458409394e-08,4.411077725308132e-09
1895,6.740847879882494e-08,6.018614495673091e-10
1896,5.6611476395573845e-08,2.358811590497112e-09
1897,4.3700350005337896e-08,1.1653427112179315e-09
1898,3.677930848766664e-08,2.8291773368493978e-09
1899,3.758753308602536e-08,0.0
1900,2.3359739032002835e-08,3.633737311048435e-09
1901,4.0238919751800495e-08,6.706486921359556e-09
1902,2.2096276808269977e-08,2.455141867585553e-09
1903,3.186130115295782e-08,3.7801539676252105e-09
1904,2.3110889202371254e-08,2.1498500757388683e-09
1905,2.167518786677647e-08,2.580379465655369e-09
1906,2.2634411678268407e-08,2.0576738091193647e-09
1907,2.8799922446864912e-08,1.5428529565042481e-09
1908,3.045061092166179e-08,1.964555629285769e-09
1909,2.2554033307642385e-08,3.850688656825696e-09
1910,4.3287620599130605e-08,3.206490406526541e-09
1911,3.1922244403403965e-08,1.5961122423746588e-09
1912,1.614920641657136e-08,7.293189607793238e-09
1913,3.1287640922528226e-08,3.71209285532359e-09
1914,2.8126324380650658e-08,2.0090231700464756e-09
1915,4.123266705846618e-08,0.0
1916,4.0653610255958483e-08,3.2962386153911893e-09
1917,5.15421945124217e-08,1.2063066989753679e-08
1918,3.445912710731136e-08,5.743188147278033e-09
1919,3.775218004875569e-08,6.4454939163738345e-09
1920,4.164727585020955e-08,7.572231730534895e-09
1921,3.332008802203745e-08,2.2718242842501013e-09
1922,2.2871599725249325e-08,0.0
1923,2.0170300985000722e-08,2.1231896241147297e-09
1924,2.3204924204378585e-08,7.734974438733389e-09
1925,2.5295809891190402e-08,3.299453377181294e-09
1926,1.7833821530643945e-08,0.0
1927,1.3379070296082318e-08,2.2298449753321847e-09
1928,3.884854038460617e-08,1.1426041224282812e-09
1929,1.6710609784809094e-08,1.1140406375176326e-09
1930,2.3107928015519974e-08,5.2518016602221e-09
1931,3.307553342324354e-08,1.1405356659111021e-09
1932,3.06867029564728e-08,3.287861094491973e-09
1933,3.555905436769535e-08,0.0
1934,3.1152108448395666e-08,1.1981580172459871e-09
1935,4.787313656606784e-08,0.0
1936,2.66743711563322e-08,4.849885826274658e-09
1937,2.895957251780601e-08,2.5182236296217297e-09
1938,3.241303758727554e-08,2.5930428915188486e-09
1939,3.211750509990452e-08,0.0
1940,1.2678914806940611e-08,2.5357829169792012e-09
1941,2.066051862925633e-08,0.0
1942,3.3376331032286544e-08,1.2136847082899749e-08
1943,4.645176332473966e-08,5.806470415592457e-09
1944,4.4984606262232774e-08,3.2131861615880553e-09
1945,4.7927088075994106e-08,8.714016175304096e-09
1946,2.7842208538686464e-08,1.1136883415474585e-08
1947,3.2186353138285995e-08,2.3841741914054637e-09
1948,3.044128504825494e-08,0.0
1949,2.4542520904446974e-08,1.9634016634739737e-09
1950,2.6588404367089424e-08,4.2541445921528975e-09
1951,3.838104589704017e-08,4.264560704569931e-09
1952,3.1634410646574906e-08,6.326882129314981e-09
1953,1.2928593307037772e-08,2.1547654771580937e-09
1954,2.34540866728139e-08,2.9317608341017376e-09
1955,3.003394510869839e-08,0.0
1956,4.186147961604547e-08,5.232684952005684e-09
1957,2.5621609722747962e-08,1.7670075402875796e-09
1958,3.060729980575161e-08,4.9633461784992505e-09
1959,2.5577467255288866e-08,7.750747821333448e-10
1960,5.329041741219953e-08,6.920833350854139e-10
1961,2.848745239703021e-08,6.948159270159238e-10
1962,4.058852098864918e-08,5.7077609305622445e-09
1963,2.8450633848819962e-08,3.879631726988464e-09
1964,3.467862086381501e-08,2.4335873316516654e-09
1965,3.1190648286383293e-08,1.6416130677043839e-09
1966,2.3818021332999706e-08,2.769537488234164e-09
1967,2.8102911997507363e-08,1.4791006197611978e-09
1968,3.5482184301827147e-08,1.3474247273492779e-09
1969,3.9967467557744385e-08,1.8167031212712459e-09
1970,2.3913370839068193e-08,1.8394900047624674e-09
1971,3.288574390580834e-08,5.138397485282553e-10
1972,3.796308689629768e-08,1.0260293725750103e-09
1973,3.0322620858669325e-08,4.410563025913916e-09
1974,2.7565301152776556e-08,5.06301445213353e-09
1975,2.227477224892027e-08,3.4268881066168433e-09
1976,3.028169359708954e-08,1.142705374768127e-09
1977,1.880570188461661e-08,1.1753563677885381e-09
1978,3.5049488644745e-08,1.7821774056514528e-09
1979,2.1652301285257636e-08,2.3407893401383717e-09
1980,2.7288724169238776e-08,2.8425752862659692e-09
1981,1.2018544381930951e-08,7.590659656386833e-09
1982,2.0484757001781873e-08,3.1037510339615437e-09
1983,2.3998200759933752e-08,3.157658134966823e-09
1984,1.9136727757995686e-08,5.799008384599347e-09
1985,2.045289804186723e-08,1.2031116103372597e-09
1986,3.956360572487938e-08,4.7955883708539204e-09
1987,2.4443266966045485e-08,1.8332451112712533e-09
1988,1.739000587974715e-08,2.99827696004229e-09
1989,2.5245361356951435e-08,1.0976244357863152e-09
1990,2.8332985735346483e-08,3.814055737905164e-09
1991,2.2273567878983158e-08,1.1722930404189924e-09
1992,2.644773289262048e-08,6.060938417817852e-09
1993,1.3848018731721368e-08,4.985286850001103e-09
1994,2.3737170451454404e-08,2.1099706426497278e-09
1995,2.331653803366862e-08,1.0844901643380922e-09
1996,2.1352368761995422e-08,2.6690460952494277e-09
1997,2.061804593722627e-08,2.3974471297094624e-09
1998,2.3363833534517653e-08,4.7681290027412615e-09
1999,2.2851006420410158e-08,2.285100553223174e-09
2000,2.960081069147691e-08,4.4180314962005696e-10
2001,2.541102794850758e-08,2.6287270138425356e-09
2002,2.8039817578928705e-08,1.3143663935011318e-09
2003,2.25013838672794e-08,1.6667691671301554e-09
2004,2.1583476339515073e-08,5.726228824443069e-09
2005,2.522099862289906e-08,1.8014998381943315e-09
2006,1.976587071794711e-08,2.4707338397433887e-09
2007,2.236908436259455e-08,2.3966877371606188e-09
2008,2.0009967016676455e-08,8.514879357157668e-10
2009,2.574823909640145e-08,4.76819250749827e-10
2010,3.495607003856094e-08,1.4171379625338432e-09
2011,3.47981448101109e-08,1.1471915639660324e-09
2012,3.336167608836149e-08,4.425528388196653e-09
2013,3.960557393156705e-08,1.3945624655065103e-09
2014,3.941110193750319e-08,4.547434873103384e-09
2015,3.590852060142424e-08,3.546520632724537e-09
2016,3.790552227656008e-08,5.3854840587064245e-09
2017,3.446387353278624e-08,3.773417134311785e-09
2018,3.020316086121966e-08,3.872199894061623e-09
2019,3.418323757387043e-08,4.3366790158927415e-09
