year,autres_ADJ effets_NOUN,autres_ADJ méfaits_NOUN
1940,5.147639301483764e-07,3.803674530900025e-08
1941,5.076584290719666e-07,5.017554371988808e-08
1942,6.432528989464004e-07,6.068423630267716e-08
1943,5.022596818449188e-07,4.935499831049128e-08
1944,4.1450101129214545e-07,5.462416652335378e-08
1945,4.095587513575083e-07,6.099811145077183e-08
1946,5.651968102426963e-07,5.986074569364064e-08
1947,6.294219971891835e-07,3.814678706248742e-08
1948,5.631637733927164e-07,4.1313175103141475e-08
1949,6.027643024708595e-07,3.9268034157657894e-08
1950,6.476935325849809e-07,6.062155932795577e-08
1951,5.991707965335991e-07,4.797630737130021e-08
1952,6.242524150934514e-07,6.326882129314981e-08
1953,6.636677412075187e-07,5.4946518446286063e-08
1954,5.521483004145011e-07,4.88626810124515e-08
1955,5.631364459190991e-07,4.129667274810345e-08
1956,5.773395876929044e-07,4.6222051963695776e-08
1957,5.857629865602121e-07,3.799066305987253e-08
1958,5.64994246943229e-07,4.4670112941957996e-08
1959,6.681144402165273e-07,4.8829711829512235e-08
1960,5.661241537779915e-07,5.329041741219953e-08
1961,7.02458919477067e-07,4.7247482370949e-08
1962,5.796548343539598e-07,4.249110929777089e-08
1963,5.509077176668598e-07,4.267594988505152e-08
1964,6.905304328341799e-07,3.224503331011874e-08
1965,6.511731740488358e-07,3.939871362490521e-08
1966,5.123644122306814e-07,3.821961414018915e-08
1967,5.916402550099065e-07,4.289391952738697e-08
1968,5.479527054319533e-07,4.221930893777426e-08
1969,9.96461675839555e-07,4.360087402233148e-08
1970,7.059042950174899e-07,3.678979965116014e-08
1971,7.188617843212342e-07,4.264870057113512e-08
1972,7.433582567273334e-07,6.05357328709033e-08
1973,1.1142184916934639e-06,4.9067512719602746e-08
1974,1.0086649808727088e-06,3.994155761688489e-08
1975,1.1725668684903212e-06,7.710498550750344e-08
1976,1.2215520541758451e-06,5.256444879364608e-08
1977,1.1201146037365106e-06,5.3478714789889636e-08
1978,1.1388113421162416e-06,5.584155715609995e-08
1979,1.1423051944348117e-06,4.213420723431227e-08
1980,1.7203265656462463e-06,4.60497204812782e-08
1981,1.6566614817747904e-06,3.415796712147312e-08
1982,1.8715619489739765e-06,4.779776929808577e-08
1983,2.0347948748167255e-06,4.736487113632393e-08
1984,1.7640583678257826e-06,4.001315900836744e-08
1985,2.1277028281474486e-06,3.4890238254092765e-08
1986,9.555210027656358e-07,4.435919365164409e-08
1987,1.2246077432109814e-06,4.0331389783432314e-08
1988,1.3030510892519942e-06,3.418035632307692e-08
1989,1.1053078168288266e-06,5.378359801966326e-08
1990,9.813020227511515e-07,3.868542108875772e-08
1991,1.3024175444797947e-06,6.330382262831336e-08
1992,1.1978618950081454e-06,4.4630546369717194e-08
1993,1.0037043693955638e-06,5.373031086719493e-08
1994,7.390172029886344e-07,4.430938460586731e-08
1995,8.144521075337252e-07,4.609083248396928e-08
1996,7.462652646950119e-07,4.857663782331656e-08
1997,5.528513398189716e-07,4.794894437054609e-08
1998,6.699221586359272e-07,4.815810683567179e-08
1999,6.265745753353258e-07,4.6159030375747534e-08
2000,7.14837490534137e-07,3.092621980727017e-08
2001,7.115088109799217e-07,4.687896648647438e-08
2002,7.474363741266643e-07,3.680225901803169e-08
2003,6.875422613461524e-07,4.50027677345588e-08
2004,6.96397506771973e-07,4.713126600108808e-08
2005,6.7376092260929e-07,4.77397463782836e-08
2006,6.510383840918621e-07,5.80622483425941e-08
2007,6.171470872118334e-07,5.831940086409304e-08
2008,6.44576395814056e-07,4.725757918322415e-08
2009,6.150968481222208e-07,4.720510560218827e-08
2010,5.975597936469512e-07,3.590082542359596e-08
2011,5.793317718882918e-07,3.8622115283715175e-08
2012,5.637442299644135e-07,3.676592896795228e-08
2013,4.716410586524944e-07,4.8809688735218515e-08
2014,4.3308903308059143e-07,4.915560580798228e-08
2015,5.062658239296525e-07,4.6104769779731214e-08
2016,4.822079660016243e-07,5.1576368065298084e-08
2017,4.455147664117476e-07,4.17591472512413e-08
2018,4.367841555108498e-07,5.240377376480865e-08
2019,3.8570934446369165e-07,4.668307695965268e-08
