year,trois_DET amants_NOUN,trois_DET mamans_NOUN
1800,0.0,0.0
1801,4.0480102825313224e-08,0.0
1802,6.713520406265161e-09,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,2.842877711017877e-09,0.0
1806,5.76333825108577e-09,0.0
1807,0.0,0.0
1808,2.2660739951163578e-09,4.5321479902327155e-09
1809,4.518061036407062e-09,0.0
1810,0.0,0.0
1811,1.0028307073639553e-08,0.0
1812,2.400487453257938e-08,0.0
1813,8.627225156487839e-09,0.0
1814,9.440030979135372e-09,0.0
1815,0.0,0.0
1816,3.0128852301913867e-08,0.0
1817,2.3353100786493997e-08,0.0
1818,1.4305412854298538e-08,0.0
1819,1.3456365133279746e-08,0.0
1820,5.933240565525466e-09,0.0
1821,1.2819934447350079e-08,0.0
1822,1.1028177482330648e-08,0.0
1823,1.581229902569703e-08,0.0
1824,2.0210670470532932e-08,8.421112696055388e-10
1825,7.044354433105582e-09,0.0
1826,1.3211976401805714e-08,0.0
1827,3.6869092223668076e-09,0.0
1828,2.7516904310687096e-09,0.0
1829,3.5150023336427694e-08,0.0
1830,4.174734336004349e-09,0.0
1831,2.0268567268999504e-08,0.0
1832,1.352996914505411e-08,0.0
1833,1.2741991461950875e-08,0.0
1834,1.8669061851994684e-09,0.0
1835,1.5126175867408165e-09,0.0
1836,6.048674894287842e-09,0.0
1837,1.3219993100221927e-08,0.0
1838,1.5780404538645598e-08,0.0
1839,8.38977065598101e-09,0.0
1840,1.0828470564661075e-08,0.0
1841,2.0545755319290038e-08,0.0
1842,1.542900918138912e-08,0.0
1843,2.539971788451112e-08,0.0
1844,1.975882035765153e-08,0.0
1845,3.124927516751086e-08,0.0
1846,9.367202125076801e-09,1.1709002656346001e-09
1847,1.4022381478184798e-08,0.0
1848,1.930853293918844e-08,0.0
1849,1.005529792763582e-08,0.0
1850,4.752297222410107e-09,6.788996032014438e-10
1851,1.0319102017319892e-08,0.0
1852,5.208436348880241e-09,0.0
1853,1.970737528722566e-08,0.0
1854,5.7152309551611324e-09,0.0
1855,2.2289135870323662e-08,0.0
1856,1.7084724746041502e-08,0.0
1857,2.2454941961402852e-08,0.0
1858,2.2510910469009104e-08,0.0
1859,1.171199848215565e-08,0.0
1860,1.6477862629926676e-08,0.0
1861,1.131831339762357e-08,0.0
1862,2.801151488540654e-08,0.0
1863,1.1487628293060936e-08,0.0
1864,1.5343129433631475e-08,0.0
1865,2.3534221682552925e-08,0.0
1866,6.811858188626729e-09,0.0
1867,2.4749338578544666e-08,0.0
1868,1.0867722721741302e-08,0.0
1869,3.1742873662921056e-08,0.0
1870,2.5803219116937726e-08,1.1468097582678638e-09
1871,2.442870794538976e-08,2.1242354542039266e-09
1872,9.071008832961525e-09,6.047339295989218e-10
1873,1.3767810003173508e-08,1.1972008939764578e-09
1874,1.1949218503559678e-08,0.0
1875,1.0298748520654044e-08,0.0
1876,2.9020871039620033e-08,0.0
1877,3.277952487223956e-08,4.9478527941460015e-09
1878,2.2344627925718896e-08,6.039088673581716e-10
1879,3.9099681714560575e-08,6.10932526790009e-10
1880,1.2835692508872398e-08,0.0
1881,1.6036766581351003e-08,0.0
1882,1.1314154946262533e-08,0.0
1883,1.3902545781263598e-08,6.319338941018771e-10
1884,1.386356363042296e-08,0.0
1885,1.2246707647989297e-08,0.0
1886,1.871504551331782e-08,6.453463874400711e-10
1887,2.6115699047757346e-09,6.528924623161458e-10
1888,5.706553452000662e-09,6.340614699951175e-10
1889,2.5060547137467637e-08,0.0
1890,2.16294753774271e-08,0.0
1891,1.2748440525456317e-08,0.0
1892,1.002961980134387e-08,0.0
1893,1.847524977449666e-08,0.0
1894,1.071261657159539e-08,0.0
1895,2.2268872967856623e-08,6.018614495673091e-10
1896,1.1204355165883584e-08,0.0
1897,9.905413378419325e-09,2.330685422435863e-09
1898,5.6583546736987955e-09,0.0
1899,9.39688327150634e-09,5.527578395003729e-10
1900,8.824790675987515e-09,0.0
1901,1.397184767881754e-08,0.0
1902,6.874397495693074e-09,0.0
1903,8.640352655575612e-09,5.400220270956879e-10
1904,6.449550227216605e-09,0.0
1905,1.7546581076999246e-08,5.160759042333041e-10
1906,1.388929860013377e-08,1.5432553013283723e-09
1907,2.828563872014911e-08,0.0
1908,2.3083527977973972e-08,0.0
1909,9.901770070541716e-09,5.500983557560346e-10
1910,1.977335795100288e-08,0.0
1911,1.5429085564733214e-08,2.128149656499545e-09
1912,1.7191090662116437e-08,1.0418842455450772e-09
1913,1.590896836489719e-08,6.893886794756554e-09
1914,1.0714789944188396e-08,0.0
1915,2.3561523843085297e-09,0.0
1916,6.592477230782379e-09,0.0
1917,3.289927441585405e-09,0.0
1918,2.2972752589112133e-09,0.0
1919,1.6574126571189396e-08,9.207848372660976e-10
1920,1.8930579770426448e-08,7.572231730534895e-10
1921,1.8931869405491852e-08,7.572747429129834e-10
1922,7.377935595798135e-09,0.0
1923,1.1677542488541803e-08,0.0
1924,1.675911143195208e-08,0.0
1925,2.74954441437103e-08,0.0
1926,1.4489979882625903e-08,0.0
1927,3.3447673075670536e-08,0.0
1928,5.713020612141406e-09,0.0
1929,1.6710609784809094e-08,2.2280812750352652e-09
1930,1.9956846175617216e-08,1.0503603542488804e-09
1931,2.2810713318222042e-08,0.0
1932,2.4110979879310435e-08,0.0
1933,1.3764794637438627e-08,0.0
1934,1.9170528275935794e-08,0.0
1935,9.574627313213568e-09,2.393656828303392e-09
1936,7.274828739411987e-09,0.0
1937,1.1332006444320086e-08,5.0364472592434595e-09
1938,3.889564348380503e-08,0.0
1939,6.117620188206274e-09,0.0
1940,1.7750480196809804e-08,0.0
1941,8.854508237732261e-09,0.0
1942,3.944475324146879e-08,3.034211770724937e-09
1943,1.1612940831184915e-08,0.0
1944,6.4263723231761105e-09,6.4263723231761105e-09
1945,6.535512131478072e-09,0.0
1946,1.3921104269343232e-08,0.0
1947,2.5033828787712764e-08,0.0
1948,2.3918152569635254e-08,0.0
1949,1.767061474922116e-08,1.9634016634739737e-09
1950,1.3825969702452312e-08,0.0
1951,9.595261585282344e-09,0.0
1952,1.7926167217297007e-08,0.0
1953,1.0773827385790469e-08,0.0
1954,1.856781906006688e-08,0.0
1955,1.3139850985055546e-08,1.8771215692936494e-09
