year,trois_DET amants_NOUN,trois_DET mamans_NOUN
1956,1.657016879264006e-08,1.744228317335228e-09
1957,8.835037590415595e-09,0.0
1958,9.926692356998501e-09,1.6544486891589827e-09
1959,1.7051645984089703e-08,7.750747821333448e-10
1960,2.906750040665429e-08,6.920833350854139e-10
1961,2.709782176424369e-08,1.3896318540318475e-09
1962,3.2343976386073336e-08,0.0
1963,2.845063462597608e-08,1.939815863494232e-09
1964,2.4335873760605864e-08,0.0
1965,1.641613067704384e-08,0.0
1966,2.215629990587331e-08,5.539074754423723e-10
1967,2.3665610693335282e-08,9.860671168482327e-10
1968,2.0211372020462193e-08,8.982831700699023e-10
1969,1.589615195030092e-08,4.5417578031781147e-10
1970,1.4256047370375668e-08,0.0
1971,1.490135304038631e-08,0.0
1972,1.487742551375959e-08,5.130146862875051e-10
1973,1.598829157956061e-08,5.513203782392395e-10
1974,9.00091468025721e-09,0.0
1975,1.2565256390928425e-08,0.0
1976,1.656922776760439e-08,0.0
1977,1.7630345183761165e-08,2.3507127355770763e-09
1978,1.2475241506493262e-08,1.7821774056514528e-09
1979,2.516348462933138e-08,5.851973350345929e-10
1980,1.1370301200575028e-08,2.2740603289328476e-09
1981,8.223214220670627e-09,2.5302198669585607e-09
1982,7.449002747961231e-09,0.0
1983,9.47297351672205e-09,0.0
1984,1.739702604197646e-08,4.639206796497319e-09
1985,1.564045071233977e-08,5.414002135495366e-09
1986,1.8582905048081244e-08,5.994485463567401e-10
1987,2.5665430003485312e-08,0.0
1988,1.1993107729146857e-08,0.0
1989,1.1525056464734007e-08,5.488122178931576e-10
1990,1.0352437129768077e-08,2.724325431913144e-09
1991,1.934283488935762e-08,5.861465202094962e-10
1992,1.652983222522053e-08,0.0
1993,9.416652624327781e-09,1.1078414852150331e-09
1994,1.318731612798274e-08,5.274926495602017e-09
1995,1.1929391419140956e-08,2.7112254108452305e-09
1996,1.6014276127407356e-08,2.6690460952494277e-09
1997,1.054876808126437e-08,2.397447240731765e-09
1998,1.1920323395031573e-08,9.536258449571733e-10
1999,9.140402129625969e-09,4.570201161957499e-10
2000,1.1486881668076876e-08,3.0926219363180962e-09
2001,1.0953029233595757e-08,2.190605918883648e-09
2002,2.1906107150471144e-08,3.066854992184176e-09
2003,1.5834307420803384e-08,4.1669229178253886e-10
2004,1.1011977996133737e-08,3.0833539332864035e-09
2005,9.908249332113428e-09,6.305249655724765e-09
2006,1.3589036562677848e-08,8.235779835885637e-10
2007,1.3980677948666198e-08,5.192823337996089e-09
2008,2.0861453980947076e-08,1.7029758436759579e-09
2009,1.5258216023994464e-08,6.675469288452973e-09
2010,1.6060896612657416e-08,8.9752067999882e-09
2011,1.8355065023456518e-08,1.223671020067485e-08
2012,1.2255309461695063e-08,6.808505426114664e-09
2013,2.6496688121380174e-08,3.6258624991347688e-09
2014,2.8150787881320305e-08,2.1654451148878096e-09
2015,2.1500782154681986e-08,3.9898357534484674e-09
2016,2.7963090287741466e-08,3.5212781579474495e-09
2017,1.7106157379487286e-08,5.534345093316517e-09
2018,2.1168027108942056e-08,6.195520207974425e-09
2019,2.3213989064352347e-08,5.357074228662384e-09
