year,mêmes_ADJ effets_NOUN,mêmes_ADJ méfaits_NOUN
1800,3.977368123742053e-06,0.0
1801,3.3288931717834203e-06,0.0
1802,3.4395602597214747e-06,0.0
1803,3.376037284397171e-06,0.0
1804,3.569352656995761e-06,0.0
1805,2.8912065772601636e-06,0.0
1806,3.515636308293324e-06,0.0
1807,2.6761379103845684e-06,0.0
1808,2.9164373245293973e-06,0.0
1809,3.2846303383848863e-06,0.0
1810,2.333106294827303e-06,0.0
1811,2.7051357847085455e-06,0.0
1812,3.0592877919843886e-06,0.0
1813,3.2438365451525897e-06,0.0
1814,2.567688625276787e-06,0.0
1815,2.9669458854186814e-06,0.0
1816,3.2168341022043023e-06,0.0
1817,2.7899170618184144e-06,0.0
1818,2.5320580334664555e-06,0.0
1819,2.398338210696238e-06,0.0
1820,2.283110916323494e-06,0.0
1821,2.1843195554538397e-06,0.0
1822,2.4763271539995912e-06,0.0
1823,2.2611586700804764e-06,0.0
1824,2.4143330392689677e-06,0.0
1825,2.1899136299907696e-06,1.7610886082763955e-09
1826,2.5419842586416053e-06,8.807984341885344e-10
1827,2.7264693471806822e-06,0.0
1828,2.644374490046175e-06,0.0
1829,2.43135264099692e-06,0.0
1830,2.3096717995940708e-06,1.0436835840010872e-09
1831,1.9956744381488534e-06,1.5591206103948707e-09
1832,2.128264213752118e-06,0.0
1833,2.4140281311701983e-06,0.0
1834,2.008790943364147e-06,0.0
1835,1.9459826035017613e-06,0.0
1836,1.9624590095190797e-06,1.3441500135158435e-09
1837,2.1444220692501403e-06,4.174734336004349e-09
1838,1.920159547807998e-06,5.049729523420865e-09
1839,2.201615643571131e-06,1.3982950353153e-09
1840,2.056772473224555e-06,0.0
1841,2.258748963868129e-06,0.0
1842,2.1768319129478186e-06,4.695785538189057e-09
1843,2.205640612373827e-06,2.3627644285539873e-09
1844,2.327698894077912e-06,3.841992946007622e-09
1845,2.1489456685230834e-06,3.348136878855712e-09
1846,2.117573103532777e-06,1.1709002656346001e-09
1847,2.3838049401092576e-06,4.853901280910122e-09
1848,1.9952149159507826e-06,6.43617736884039e-09
1849,1.6892900021048263e-06,8.379414939696517e-10
1850,2.171120968341711e-06,6.788996032014438e-10
1851,2.244404640805442e-06,5.159551008659946e-09
1852,2.201215465902351e-06,0.0
1853,2.149298325093696e-06,0.0
1854,2.0320244402682874e-06,2.5978321716024766e-09
1855,2.4703792860236717e-06,5.306937111981824e-10
1856,2.043954282271443e-06,5.177189232874468e-10
1857,1.8139687654183945e-06,3.905207268672939e-09
1858,1.950129899341846e-06,4.404308473482388e-09
1859,2.141258846677374e-06,4.073738679721828e-09
1860,1.7118667301474488e-06,9.154367819341758e-10
1861,2.0377678993099835e-06,6.6023493339173456e-09
1862,1.6517757330802851e-06,3.6143890103090826e-09
1863,1.7601043964532437e-06,0.0
1864,1.690621047600871e-06,1.4863656971897399e-08
1865,1.8836791468856973e-06,4.706844247692743e-09
1866,1.7929783098225016e-06,3.4059290943133647e-09
1867,2.077003273370792e-06,1.455843445796745e-09
1868,1.8035480024991557e-06,9.87974813071446e-10
1869,1.8401100305709406e-06,1.3673853160867111e-08
1870,1.9260669432696886e-06,8.027668307875047e-09
1871,1.712133780529257e-06,1.0621176826930423e-08
1872,1.8123876088793622e-06,6.047339295989218e-10
1873,1.908936837935471e-06,5.387403856360606e-09
1874,1.963853947017924e-06,4.182226565063729e-09
1875,1.7959873730433173e-06,1.5448122780981066e-08
1876,1.7551581095176516e-06,1.813804439976252e-09
1877,1.7243266938749002e-06,2.4739263970730008e-09
1878,1.7326145780316438e-06,2.4156354694326865e-09
1879,1.8004182038566796e-06,6.720257683667796e-09
1880,1.8438472579873633e-06,7.701415505323439e-09
1881,1.9188341866538394e-06,4.8807553554297556e-09
1882,1.6651773648845847e-06,1.5972924316542958e-08
1883,1.67588871136104e-06,6.951272890631799e-09
1884,1.5065072602737928e-06,8.582206056928499e-09
1885,1.649438218009891e-06,1.740321664556177e-08
1886,1.648214720262331e-06,7.098810428374236e-09
1887,1.8320162098461878e-06,2.2198344495905076e-08
1888,1.496385038990411e-06,9.510921827882157e-09
1889,1.52806683217932e-06,5.6386229019267375e-09
1890,1.6831664879646269e-06,5.898947996740844e-09
1891,1.8211146652902244e-06,8.92390783491237e-09
1892,1.5382929632323794e-06,1.002961980134387e-08
1893,1.5974932239259942e-06,6.15841644346915e-09
1894,1.5898783658485627e-06,1.0082462864602348e-08
1895,1.6611376167929848e-06,1.023164486468886e-08
1896,1.618734472685901e-06,8.255840455717589e-09
1897,1.5563151691821986e-06,1.4566784223291052e-08
1898,1.5413359051308362e-06,5.092519295146758e-09
1899,1.4465672393271234e-06,9.39688327150634e-09
1900,1.36420874241594e-06,1.0901211489056095e-08
1901,1.3150303175279987e-06,8.941982265753268e-09
1902,1.5310265553125646e-06,8.347482705062248e-09
1903,1.3570753480962594e-06,1.0800440541913758e-08
1904,1.482859033785644e-06,1.2361637935498493e-08
1905,1.4723646017955616e-06,2.0126959654476195e-08
1906,1.4028190662429552e-06,9.773950537805831e-09
1907,1.4039962934475625e-06,1.491424583832668e-08
1908,1.4095686537984875e-06,5.893666887857307e-09
1909,1.3620435765915317e-06,1.1001967337165297e-08
1910,1.4263538332670578e-06,1.1222716089775986e-08
1911,1.3593555650004419e-06,6.916486494645824e-09
1912,1.5065646721268422e-06,1.3023552902780011e-08
1913,1.3575653383668396e-06,6.363587878865928e-09
1914,1.2549697885333444e-06,1.0714789944188396e-08
1915,1.1015011978088296e-06,1.1780762143587253e-08
1916,1.1767572232201928e-06,9.888715624128963e-09
1917,1.19424362310383e-06,2.4126133979507358e-08
1918,1.1830967423520633e-06,5.743188147278033e-09
1919,1.259633677364036e-06,1.8415697411455767e-08
1920,1.2426032753865002e-06,6.057785384427916e-09
1921,1.2919107348352554e-06,9.087297137000405e-09
1922,1.3464732546708547e-06,1.623145884366295e-08
1923,1.3089463664073264e-06,1.3800733000834953e-08
1924,1.1177038459209143e-06,5.156649773851996e-09
1925,1.2691897381955641e-06,6.598906754362588e-09
1926,1.2639720807783306e-06,1.0031524944054127e-08
1927,1.0981985951730167e-06,7.804457524684949e-09
1928,1.1665988495224155e-06,7.998228745975666e-09
1929,1.277804585697595e-06,4.4561625500705304e-09
1930,1.159597786681843e-06,1.0503603542488804e-09
1931,1.1679085218929686e-06,6.843213995466613e-09
1932,1.1014334404535475e-06,7.6716757391182e-09
1933,1.2055666047672275e-06,9.176529758292418e-09
1934,1.3287572073750198e-06,7.188948103475923e-09
1935,1.290180989599321e-06,1.0771455727365264e-08
1936,1.1967093769271742e-06,6.0623572828433225e-09
1937,1.208747335113003e-06,6.295559185076627e-09
1938,1.1992823374384898e-06,7.779128452511941e-09
1939,1.1837595366159803e-06,7.647025235257843e-09
1940,1.0827792493728339e-06,5.0715658339584024e-09
1941,1.0241714107905864e-06,8.854508237732261e-09
1942,1.1621031035247142e-06,6.068423541449874e-09
1943,1.080003471543023e-06,2.9032352077962287e-09
1944,1.082843709809822e-06,1.2852744646352221e-08
1945,1.2090697509847814e-06,2.178504132643866e-08
1946,1.0315537792848772e-06,6.960552134671616e-09
1947,1.2099684454369708e-06,9.536696765621855e-09
1948,1.0784913229144877e-06,2.174377566888097e-09
1949,1.0680904551918502e-06,8.835307596655184e-09
1950,1.1294754358459613e-06,6.381216888229346e-09
1951,1.1215794302188442e-06,6.396841278899501e-09
1952,9.35324123929604e-07,3.1634410646574906e-09
1953,1.0946208703899174e-06,3.232148326759443e-09
1954,9.606402500139666e-07,2.9317608341017376e-09
1955,9.291752007811738e-07,7.508486277174597e-09
1956,9.715352007333422e-07,8.72114158667614e-10
1957,9.541840881865937e-07,6.184526224473075e-09
1958,9.65370759331563e-07,7.445019267748876e-09
1959,9.052873224391078e-07,6.975672928177801e-09
1960,8.886349860404152e-07,1.3841666701708277e-09
1961,8.858903015607211e-07,1.042223907177231e-08
1962,8.783609359852562e-07,3.805173953708163e-09
1963,9.621487606636947e-07,5.819448034571906e-09
1964,8.943433726926742e-07,6.083968440151466e-09
1965,9.554187272442505e-07,6.0192477668863376e-09
1966,9.073004321180633e-07,4.985167390003653e-09
1967,9.609224207451916e-07,3.451234853457663e-09
1968,9.979926289815921e-07,4.042274071025531e-09
1969,9.996408607548801e-07,9.991866889436096e-09
1970,1.0613857739372179e-06,5.058597540852361e-09
