year,mêmes_ADJ effets_NOUN,mêmes_ADJ méfaits_NOUN
1971,9.290222919844382e-07,3.083038491169532e-09
1972,9.295825975641492e-07,4.6171320100540925e-09
1973,8.550978805033083e-07,9.923766697284009e-09
1974,8.922156666812953e-07,5.625571564138454e-09
1975,9.109811003327195e-07,3.4268881066168433e-09
1976,9.827266467254958e-07,4.570821499072508e-09
1977,8.909201483220386e-07,9.990529292736028e-09
1978,9.398015663464321e-07,5.346532105932056e-09
1979,9.538716767565347e-07,7.607565244427406e-09
1980,9.602219961379888e-07,5.6851505725319385e-09
1981,9.330185548606096e-07,8.855769451088236e-09
1982,9.106406082537433e-07,6.2075020679230875e-09
1983,1.0123451374965953e-06,5.052252838311233e-09
1984,9.029056400322588e-07,8.69851302098823e-09
1985,9.841453447734239e-07,5.414002135495366e-09
1986,9.207529956256622e-07,1.0790073723399018e-08
1987,8.94623610747658e-07,4.888653482026939e-09
1988,9.486548151471652e-07,3.597932174415064e-09
1989,9.154187523563451e-07,8.232182935330457e-09
1990,9.747636795509607e-07,5.448650863826288e-09
1991,9.149746915682044e-07,7.033758464558559e-09
1992,9.923409152179374e-07,7.713921945651236e-09
1993,9.051065035237116e-07,8.862731881720265e-09
1994,9.463218475502799e-07,7.384897138251745e-09
1995,9.988154943130212e-07,4.880205572987961e-09
1996,9.576536967870197e-07,3.736664311304594e-09
1997,9.724045639813994e-07,8.630809844589749e-09
1998,1.0275318800267996e-06,7.152193948201102e-09
1999,1.020982949739846e-06,8.683382013430219e-09
2000,1.0519332818148541e-06,7.95245647111642e-09
2001,9.437130188416631e-07,5.257454027685071e-09
2002,1.062008095686906e-06,7.448076377869484e-09
2003,1.0083953156936332e-06,7.91715315529018e-09
2004,1.0421736078569666e-06,9.690540814233373e-09
2005,9.845197155300411e-07,1.0358624180639708e-08
2006,1.0191777164436644e-06,5.353256948836815e-09
2007,9.279175969822973e-07,3.595031605740928e-09
2008,9.123693303081382e-07,5.108927503272298e-09
2009,9.59837166192301e-07,3.337734755248789e-09
2010,9.485376608608931e-07,9.447585824773341e-09
2011,8.600113119427988e-07,6.118355155848576e-09
2012,8.163398206306738e-07,1.0212757750593937e-08
2013,8.769009127718164e-07,6.414987652192394e-09
2014,8.306647600875294e-07,3.897801192920269e-09
2015,9.092392474485678e-07,7.093041265449074e-09
2016,8.888119964467478e-07,6.8354220061905835e-09
2017,8.545531500203651e-07,1.509366853724714e-09
2018,7.780540727253538e-07,4.130346731301415e-09
2019,7.790716836098e-07,3.5713827450933877e-09
