year,tes_DET oies_NOUN,tes_DET mois_NOUN
1879,0.0,3.0546627449723474e-09
1880,1.2835692508872398e-09,5.134277003548959e-09
1881,6.972507571312292e-10,1.3945015142624584e-09
1882,6.655385131892899e-10,2.6621540527571597e-09
1883,3.159669414998234e-09,3.791603309100111e-09
1884,7.2618666635548834e-09,3.300848483434038e-09
1885,0.0,3.2228178459270396e-09
1886,1.2906927748801422e-09,3.2267319372003556e-09
1887,0.0,3.264462311580729e-09
1888,0.0,6.34061492199578e-09
1889,3.759081934617825e-09,9.397705447167226e-09
1890,1.0487018364813139e-08,6.554386366985909e-09
1891,6.374220040683554e-10,7.0116419337296065e-09
1892,6.268512375839919e-10,2.193979398157353e-08
1893,6.158416554491453e-10,4.310891643655168e-09
1894,0.0,1.449354058991048e-08
1895,0.0,7.22233739480771e-09
1896,0.0,8.845543353341867e-09
1897,0.0,3.4960281336537946e-09
1898,5.6583548957434e-10,8.487532454637403e-09
1899,6.633094074004475e-09,4.4220627160029835e-09
1900,5.19105292084987e-09,8.8247900098537e-09
1901,5.588738916095792e-10,3.353243460679778e-09
1902,0.0,3.437198747846537e-09
1903,0.0,3.2401321625741275e-09
1904,5.374625189347171e-10,3.7622376325430196e-09
1905,0.0,2.580379465655369e-09
1906,5.144184522798412e-10,2.572092261399206e-09
1907,0.0,4.6285588695127444e-09
1908,2.9468334439286537e-09,6.875944702500192e-09
1909,1.1001967115120692e-09,2.2003934230241384e-09
1910,3.206490406526541e-09,7.481810726517324e-09
1911,2.128149656499545e-09,3.7242620098965062e-09
1912,1.0418842455450772e-09,4.167536982180309e-09
1913,0.0,2.6514948014977335e-09
1914,6.696743715117748e-10,4.68772043404897e-09
1915,0.0,5.890381071793627e-09
1916,0.0,4.394984820521586e-09
1917,4.386569774084137e-09,3.289927441585405e-09
1918,3.44591288836682e-09,5.743188147278033e-09
1919,2.762354567309444e-09,3.6831394045755417e-09
1920,0.0,4.543339038320937e-09
1921,0.0,2.27182422873895e-09
1922,1.4755870969551665e-09,5.902348387820666e-09
1923,0.0,1.3800733000834953e-08
1924,0.0,9.024136882196387e-09
1925,0.0,8.798542339150117e-09
1926,0.0,1.1146138456652466e-09
1927,0.0,7.804457635707251e-09
1928,1.1426041224282812e-09,1.1426041224282812e-09
1929,4.4561625500705304e-09,7.798284684668033e-09
1930,0.0,3.1510811737689437e-09
1931,0.0,3.4216069977333063e-09
1932,4.383814644626227e-09,2.1919073223131136e-09
1933,1.1470662197865522e-09,4.588264879146209e-09
1934,3.5944740517379614e-09,1.1981580172459871e-09
1935,0.0,1.0771455727365264e-08
1936,3.6374143697059935e-09,8.487299751891442e-09
1937,1.2591118148108649e-09,6.295559074054324e-09
1938,0.0,1.555825723809079e-08
1939,0.0,1.5294050470515685e-09
1940,0.0,2.5357829613881222e-08
1941,0.0,8.854508237732261e-09
1942,9.102635090130207e-09,3.034211770724937e-09
1943,2.9032352077962287e-09,1.1612940831184915e-08
1944,0.0,0.0
1945,0.0,1.089252066321933e-08
1946,0.0,5.568441707737293e-09
1947,0.0,1.0728783861324587e-08
1948,0.0,8.697510267552389e-09
1949,0.0,1.3743811311250909e-08
1950,0.0,1.7016577702477775e-08
1951,0.0,7.462981344019681e-09
1952,1.0544803918932644e-09,1.3708244650523227e-08
1953,0.0,2.1547654771580937e-09
1954,0.0,5.863521668203475e-09
1955,9.385607846468247e-10,3.754243138587299e-09
1956,0.0,1.3081712602058815e-08
1957,0.0,4.417518795207798e-09
1958,1.6544486891589827e-09,1.6544486891589827e-09
1959,2.325224457422337e-09,3.8753737996444215e-09
1960,1.3841666701708277e-09,2.7683333403416555e-09
1961,6.948159270159238e-10,1.3896318540318475e-09
1962,6.341956404476434e-10,2.5367825617905737e-09
1963,1.939815863494232e-09,1.9398159745165344e-09
1964,6.083968329129164e-10,6.083968329129164e-10
1965,1.6416130677043839e-09,3.283225968875314e-09
1966,1.1078149508847446e-09,4.431259692516676e-09
1967,1.9721342336964653e-09,2.9582012395223956e-09
1968,1.3474247273492779e-09,5.838840522187638e-09
1969,9.083515606356229e-10,5.450109197280284e-09
1970,9.197450023812337e-10,1.3796175313274261e-09
1971,0.0,2.5691987426412766e-09
1972,1.5390440033513642e-09,4.10411743478889e-09
1973,0.0,4.410563025913916e-09
1974,0.0,1.1251143350321513e-09
1975,0.0,3.998036124386317e-09
1976,5.713526873840635e-10,7.427584991503977e-09
1977,1.7630346071939584e-09,5.876781838942691e-10
1978,1.1881182704343018e-09,3.5643548113029055e-09
1979,5.851973350345929e-10,2.9259866751729646e-09
1980,5.685150683554241e-10,6.253665751909665e-09
1981,0.0,1.8976649140967083e-09
1982,6.207502289967692e-10,8.690502983910164e-09
1983,6.315316047889041e-10,2.5261264191556165e-09
1984,5.799008495621649e-10,4.059305780401701e-09
1985,1.2031116103372597e-09,3.007779025843149e-09
1986,5.994485463567401e-10,5.994485463567401e-10
1987,6.110816852533674e-10,3.666490056009053e-09
1988,0.0,3.5979323409485175e-09
1989,1.0976244357863152e-09,5.488122178931576e-10
1990,0.0,3.814055737905164e-09
1991,0.0,5.861465202094962e-10
1992,2.7549720282848966e-09,3.856960972825618e-09
1993,0.0,2.7696036575264316e-09
1994,5.274926606624319e-10,6.3299119834603346e-09
1995,0.0,2.168980273165033e-09
1996,4.804283193493575e-09,4.270473752399084e-09
1997,4.79489448146353e-10,1.102825741838842e-08
1998,1.43043876743576e-09,3.337690568372409e-09
1999,1.3710603763428253e-09,5.0272213059088244e-09
2000,1.7672125984802278e-09,2.2090156370779823e-09
2001,8.762423564512289e-10,6.571817756650944e-09
2002,4.38122149670761e-10,5.257465574004527e-09
2003,2.9168460979889232e-09,3.333538334260311e-09
2004,8.809582507929292e-10,3.0833537945085254e-09
2005,0.0,4.503749373441224e-09
2006,4.1178899179428186e-10,4.529678854225949e-09
2007,7.988958938831558e-10,2.7961355453243186e-09
2008,1.2772318758180745e-09,3.8316958494988285e-09
2009,9.53638501499654e-10,7.152288761247405e-09
2010,0.0,1.8895172093635892e-09
2011,1.911985902935953e-09,2.2943831279320648e-09
2012,3.404252713057332e-10,1.0212758416727752e-09
2013,1.3945624655065103e-09,2.2313000336282585e-09
2014,8.661780737106994e-10,3.2481678735596375e-09
2015,2.659890530054554e-09,2.8815480695998374e-09
2016,1.0356699942093428e-09,2.4856081637381067e-09
2017,7.54683426862357e-10,2.264050280587071e-09
2018,1.290733298020541e-09,3.0977600484760615e-09
2019,2.5509878653906526e-09,4.3366790158927415e-09
