year,deux_DET amants_NOUN,deux_DET mamans_NOUN
1800,7.231578269539796e-08,9.432493897065797e-09
1801,5.000483369599351e-07,0.0
1802,5.594600338554301e-08,4.475680270843441e-09
1803,7.411288893699464e-08,0.0
1804,4.696516775481996e-08,0.0
1805,1.0802935057618868e-07,0.0
1806,1.325567833276864e-07,2.881669125542885e-09
1807,7.686778857873833e-08,2.8469551160981155e-09
1808,2.198091775262867e-07,0.0
1809,1.558730997608393e-07,0.0
1810,4.118623060378468e-07,0.0
1811,2.5321474161899005e-07,2.5070767684098882e-09
1812,2.1604387256957125e-07,0.0
1813,2.3005932803243923e-07,0.0
1814,1.1013369771717407e-07,0.0
1815,9.710004844620812e-08,0.0
1816,1.5759706428752907e-07,2.3176038865813098e-09
1817,3.238296777396954e-07,0.0
1818,2.718028433434938e-07,0.0
1819,1.6872212071916692e-07,1.035105001712111e-09
1820,3.3344811356528226e-07,1.1866481131050932e-09
1821,3.007753952566361e-07,0.0
1822,2.5665576686151326e-07,1.0025615893027862e-09
1823,3.2118733805930333e-07,0.0
1824,4.2526619203897553e-07,0.0
1825,2.9410178514766017e-07,0.0
1826,3.8931290857746603e-07,0.0
1827,1.5485018334260303e-07,0.0
1828,1.6326696550272857e-07,9.172301251858528e-10
1829,2.0404158806996975e-07,0.0
1830,1.6072726705118612e-07,0.0
1831,1.5747117743103445e-07,0.0
1832,3.0307131559936806e-07,4.058990921151917e-09
1833,1.4827044747534046e-07,0.0
1834,1.6522119383743927e-07,9.334530925997342e-10
1835,1.3235403173439408e-07,7.563087933704082e-10
1836,1.9826212582785274e-07,6.720750067579218e-10
1837,2.6857460255769183e-07,6.957890930081589e-10
1838,2.2597539883761897e-07,1.2624323808552163e-09
1839,2.747649667789176e-07,1.3982950353153e-09
1840,2.560614920099624e-07,0.0
1841,2.2792947707017674e-07,1.2841097074556274e-09
1842,4.004834295301407e-07,0.0
1843,3.2015456691292243e-07,0.0
1844,2.3655699288305243e-07,0.0
1845,3.749913185524534e-07,0.0
1846,2.6345257353455054e-07,0.0
1847,2.270547110327925e-07,5.393223645455691e-10
1848,1.6009991199439355e-07,8.045221711050488e-10
1849,1.3407063370607375e-07,0.0
1850,1.6157811089101415e-07,6.788996032014438e-10
1851,2.1025170715560648e-07,1.2898877521649865e-09
1852,2.584686431550409e-07,1.3021090872200602e-09
1853,2.3469692678190768e-07,2.9859659189668264e-09
1854,2.4627449146663594e-07,0.0
1855,4.1712526055448507e-07,1.0613874223963649e-09
1856,2.2210142258671794e-07,5.177189232874468e-10
1857,3.168099262929047e-07,1.4644527812635033e-09
1858,3.4402541304601186e-07,4.893676019968041e-10
1859,3.79366923652924e-07,2.036869339860914e-09
1860,3.3276127098247343e-07,1.373155145145688e-09
1861,3.287026615339528e-07,4.2443675241088386e-09
1862,4.274014924199321e-07,1.3553959066214816e-09
1863,2.7670200175577975e-07,1.9978483312144135e-09
1864,2.4644901475134873e-07,2.3973640850272204e-09
1865,2.2122168541471865e-07,9.41368871743009e-10
1866,2.549581150645963e-07,9.731225825149181e-10
1867,2.887422958508523e-07,9.7056229719783e-10
1868,2.618133148057922e-07,0.0
1869,3.789610966142831e-07,2.9301114867763545e-09
1870,3.0333119305225864e-07,5.734048791339319e-10
1871,2.2835531687803723e-07,1.0621177271019633e-09
1872,2.0984267823376257e-07,9.675742873582749e-09
1873,1.7000253249577213e-07,0.0
1874,2.38386898221421e-07,5.974609140757536e-10
1875,3.696106469774918e-07,5.721527140956084e-10
1876,4.177796100179876e-07,1.813804439976252e-09
1877,3.407833488733303e-07,1.8554447978047506e-09
1878,2.3371273694117178e-07,0.0
1879,3.781672219815846e-07,6.10932526790009e-10
1880,4.6401027242737314e-07,1.2835692508872398e-09
1881,2.7332228347276555e-07,6.972507571312292e-10
1882,2.69543098063707e-07,0.0
1883,2.369752121200719e-07,4.423537092179686e-09
1884,2.330399082595136e-07,6.601696966868076e-10
1885,2.081940284615058e-07,2.5782542767416317e-09
1886,2.2716192793481582e-07,6.4534639854230136e-09
1887,1.8085121311628427e-07,1.3057849246322917e-09
1888,2.3777305635519497e-07,3.804368819970705e-09
1889,2.067495117330509e-07,3.132568426877924e-09
1890,1.959761608549826e-07,6.5543866445416654e-09
1891,2.2947192768185687e-07,6.374220040683554e-10
1892,2.3068125165615072e-07,1.8805537127519756e-09
1893,2.321722993858799e-07,4.926733243593162e-09
1894,1.8652556743603554e-07,6.301539290376468e-10
1895,1.9801241113448498e-07,6.018614495673091e-10
1896,1.9872986967151007e-07,2.94851448812139e-09
1897,2.371472387352469e-07,5.826713556089658e-10
1898,2.5971849271222425e-07,1.13167097914868e-09
1899,2.3326381004551422e-07,7.185851913504848e-09
1900,2.4813234311693577e-07,1.5573159428683425e-09
1901,1.9392923361616354e-07,5.588738916095792e-10
1902,1.816805014209777e-07,2.455141867585553e-09
1903,1.9116779803596273e-07,8.100330184390714e-09
1904,2.0531068667395402e-07,1.6123875568041512e-09
1905,1.930123962878838e-07,4.64468330463319e-09
1906,2.0319528415413401e-07,6.6874399351490865e-09
1907,2.869706505204128e-07,4.1142746431965804e-09
1908,2.5686564164573156e-07,1.4734167219643268e-09
1909,2.860511507662977e-07,3.300590023513905e-09
1910,3.035477695867428e-07,1.5498036631811374e-08
1911,2.388847979428732e-07,4.2562992019767876e-09
1912,2.958951288434264e-07,4.1675369266691575e-09
1913,2.9484623453868153e-07,2.121195885607108e-09
1914,2.5179756413251653e-07,0.0
1915,8.835571341236914e-08,5.890381071793627e-09
1916,1.351457843412618e-07,5.493730803607377e-09
1917,1.590131557538399e-07,5.483212106582869e-09
1918,2.1364660529599178e-07,8.040463406189247e-09
1919,2.771562424563889e-07,1.8415696745321952e-09
1920,3.5740932435857076e-07,9.843901693784574e-09
1921,3.0745354595573815e-07,9.087297137000405e-09
1922,3.74061338348497e-07,2.21338064543275e-09
1923,3.3864873394406914e-07,2.1231896241147297e-09
1924,3.7901374394522236e-07,1.1602462102189293e-08
1925,4.443263881270809e-07,0.0
1926,3.6224948729568496e-07,1.1146138456652466e-09
1927,4.894509828545779e-07,6.689535148041159e-09
1928,4.0562445446923334e-07,7.998228745975666e-09
1929,3.7765976257375655e-07,0.0
1930,3.256117176997364e-07,2.100720708497761e-09
1931,3.1820946233551695e-07,3.4216069977333063e-09
1932,2.7398840907189026e-07,1.0959536611565568e-09
1933,2.6956057341820383e-07,1.1470662641954732e-08
1934,2.576039630497462e-07,7.188948103475923e-09
1935,2.992071159724219e-07,2.393656828303392e-09
1936,2.534065357551185e-07,3.6374143697059935e-09
1937,2.870774817864685e-07,5.0364472592434595e-09
1938,2.1003646943906773e-07,1.2965214457594243e-09
1939,2.0799909261626226e-07,1.5294050470515685e-09
1940,2.053984120564678e-07,0.0
1941,1.7709016120193155e-07,0.0
1942,2.7004483627024456e-07,0.0
1943,2.380652852629339e-07,2.9032352077962287e-09
1944,2.6669444430638123e-07,6.4263723231761105e-09
1945,2.4181394397970735e-07,2.178504043826024e-09
1946,3.257538532253079e-07,8.352662561605939e-09
1947,3.4212900490437903e-07,2.3841741914054637e-09
1948,2.8049470301994006e-07,1.195907639583993e-08
1949,3.622475962528071e-07,9.817008317369869e-10
1950,3.7755534165739846e-07,2.1270722960764488e-09
1951,3.3263574672481866e-07,2.1322803522849654e-09
1952,2.5412977977534723e-07,4.2179215675730575e-09
1953,2.6934568708725237e-07,3.232148326759443e-09
1954,2.931760949564932e-07,3.9090144454689835e-09
1955,2.815682225154603e-07,4.6928039232341234e-09
1956,3.0436783449161453e-07,5.232684952005684e-09
1957,2.1734192579003775e-07,6.184526502028831e-09
1958,3.0690022256862903e-07,1.6544486891589827e-09
1959,2.3252243863680633e-07,7.750747821333448e-10
1960,4.097133421421262e-07,6.228750015768725e-09
1961,2.6680932085909603e-07,7.64297514166401e-09
1962,3.2407397265732385e-07,1.2683912808952869e-09
1963,3.70504862123866e-07,3.879631726988464e-09
1964,3.473946017518159e-07,8.517555771803131e-09
1965,3.797598200350194e-07,5.472043373977442e-10
1966,3.5727031000298837e-07,5.539074976468328e-09
1967,3.397001160365676e-07,3.944268356370628e-09
1968,3.5706756662534644e-07,1.3474247273492779e-09
1969,2.3117547764961444e-07,2.7250546263957176e-09
1970,3.145528029158129e-07,2.7592350626548523e-09
1971,3.1755295415436535e-07,3.5968781286754847e-09
1972,2.2777851338418031e-07,4.617132176587546e-09
1973,2.651851045420983e-07,4.9618833486420044e-09
1974,1.8845664873090584e-07,4.500457340128605e-09
1975,2.0047295112846086e-07,5.140332159925265e-09
1976,2.411108289690489e-07,9.712995741040231e-09
1977,2.3095753176605172e-07,5.876781838942691e-09
1978,2.3584146946475926e-07,4.158414057542359e-09
1979,2.5807203274386126e-07,3.511183899185255e-09
1980,2.79709411188378e-07,3.411090521154847e-09
1981,2.593475417755897e-07,4.427884725544118e-09
1982,2.5326609343068185e-07,5.586752060970923e-09
1983,2.1977299513586956e-07,9.472974182855864e-09
1984,2.725533916891898e-07,9.278413815039244e-09
1985,2.424269883727348e-07,8.421781272360818e-09
1986,3.195060626071111e-07,5.395036972721812e-09
1987,3.067630052200343e-07,9.166225112267057e-09
1988,2.632487061671185e-07,5.99655392008458e-09
1989,2.447702494023929e-07,6.585746725740194e-09
1990,2.528174092852886e-07,3.269190584909154e-09
1991,2.8076418456812746e-07,6.4476117778156095e-09
1992,2.4684550453679677e-07,1.046889380740268e-08
1993,2.370780833871322e-07,7.75489034099408e-09
1994,2.5636142941820594e-07,1.002236071911966e-08
1995,2.673268397757056e-07,7.0491861237087505e-09
1996,2.845203135315444e-07,1.014237493990322e-08
1997,2.5652685975430245e-07,1.054876808126437e-08
1998,3.275704760774545e-07,1.8595704309731786e-08
1999,2.5501721800935684e-07,1.7823784781434426e-08
2000,2.5978024043027403e-07,1.237048796731699e-08
2001,2.6112021522806117e-07,1.752484787842512e-08
2002,3.2815350259340903e-07,2.8916061323158715e-08
2003,2.804338992135058e-07,1.583430675466957e-08
2004,3.083353914412612e-07,2.0702519171189593e-08
2005,2.9229334685965114e-07,3.332774611841671e-08
2006,3.080181687487027e-07,3.006059579035991e-08
2007,3.599026112688364e-07,1.2422830963920717e-07
2008,3.5166450951251704e-07,4.896055716407943e-08
2009,3.018265770649009e-07,2.28873242580363e-08
2010,3.1649414400369835e-07,7.085689779362525e-08
2011,3.2312562125991207e-07,3.365095266327778e-08
2012,3.329359187231873e-07,7.080845554341408e-08
2013,3.996816039797402e-07,3.793210179292572e-08
2014,4.3806956351311044e-07,4.677361642446698e-08
2015,4.300156357245344e-07,4.8321343815160844e-08
2016,4.1737502187721987e-07,4.0391132216655024e-08
2017,3.418715774916592e-07,6.263872132095116e-08
2018,4.045158228382917e-07,4.543381471044938e-08
2019,4.127498161032861e-07,5.688702625628039e-08
