year,vieux_ADJ arrêts_NOUN,vieux_ADJ marais_NOUN
1969,2.7250546263957176e-09,1.3625273409534344e-09
1970,9.197450023812337e-10,4.5987250119061684e-10
1971,1.541519245584766e-09,3.083038491169532e-09
1972,1.0260293725750103e-09,5.130146973897354e-09
1973,1.6539611902288698e-09,2.756601946707349e-09
1974,3.3753431161187564e-09,3.937900228123681e-09
1975,5.711480177694739e-10,3.998036124386317e-09
1976,1.7140580066410394e-09,3.999468811688445e-09
1977,1.7630346071939584e-09,1.1753563899929986e-08
1978,1.1881182704343018e-09,6.53465048738866e-09
1979,1.1703946700691858e-09,6.437170463335917e-09
1980,1.1370301367108482e-09,1.7055452050662723e-09
1981,1.8976649140967083e-09,3.162774764309262e-09
1982,2.483000915987077e-09,4.966001942996456e-09
1983,1.2630632095778083e-09,1.8945948143667124e-09
1984,1.1598016991243298e-09,4.639206796497319e-09
1985,6.015558051686298e-10,3.007779025843149e-09
1986,5.994485463567401e-10,1.7983456390702202e-09
1987,1.2221633705067347e-09,2.4443267410134695e-09
1988,4.197587610832443e-09,2.9982769045311386e-09
1989,5.488122178931576e-10,3.841685525252103e-09
1990,5.44865097484859e-10,2.7243255429354463e-09
1991,2.9307325455363298e-09,1.0550637696837839e-08
1992,1.1019888335184191e-09,4.407955278562525e-09
1993,0.0,1.6617622278225497e-09
1994,3.164955852952289e-09,5.274926495602017e-09
1995,1.626735190995987e-09,4.880205739521415e-09
1996,3.2028553142993132e-09,5.871901409548741e-09
1997,3.3564262480467733e-09,1.917957792585412e-09
1998,1.43043876743576e-09,3.3376904573501065e-09
1999,0.0,3.656160929565999e-09
2000,4.4180314962005696e-10,2.6508187866980393e-09
2001,1.3143635069212678e-09,1.7524847129024579e-09
2002,4.38122149670761e-10,3.504977141854937e-09
2003,1.6667691671301554e-09,2.2501383700745947e-08
2004,4.404791253964646e-10,1.761916529341434e-09
2005,2.251874686720612e-09,2.702249757291497e-09
2006,0.0,2.47073389525454e-09
2007,7.988958938831558e-10,8.38840685801756e-09
2008,1.2772318758180745e-09,1.2772318758180745e-09
2009,0.0,2.384096253749135e-09
2010,0.0,2.834275869556535e-09
2011,0.0,7.64794394481072e-10
2012,1.3617010852229328e-09,4.4255285269745315e-09
2013,2.789125042035323e-10,4.183687674075287e-09
2014,8.661780737106994e-10,3.031623202476297e-09
2015,1.994917786518613e-09,3.5465205910911735e-09
2016,2.278474076078396e-09,4.764082017771898e-09
2017,2.0124890642847504e-09,3.521855806987162e-09
2018,5.162933414126769e-10,4.3884933464966025e-09
2019,1.53059265262101e-09,1.7856914835689963e-09
