year,vingt - six eaux,vingt - six mots
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,3.114948521343308e-09,0.0
1808,1.2450740882741229e-08,4.980296175460808e-09
1809,0.0,1.7296715171255528e-08
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,2.606645788105766e-09
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,2.1600643496100247e-09
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,2.1131338456825688e-08
1825,0.0,4.805352116221684e-09
1826,0.0,4.324765967567146e-08
1827,0.0,2.0121309063370063e-08
1828,0.0,2.405545984629498e-08
1829,0.0,0.0
1830,0.0,0.0
1831,0.0,0.0
1832,0.0,2.965254486397839e-09
1833,0.0,1.2673779803407115e-09
1834,0.0,4.091497363134522e-09
1835,0.0,1.908909297299033e-08
1836,0.0,0.0
1837,0.0,4.5545927029877475e-09
1838,0.0,4.129345754222413e-09
1839,0.0,0.0
1840,0.0,6.958539300327971e-10
1841,0.0,2.3867286813583632e-08
1842,0.0,2.2005623989684864e-09
1843,0.0,3.8725067597056295e-09
1844,0.0,0.0
1845,0.0,1.2200809251794453e-09
1846,0.0,0.0
1847,0.0,2.35623986988287e-09
1848,0.0,8.809016294186733e-10
1849,0.0,0.0
1850,0.0,7.430066562008619e-10
1851,0.0,0.0
1852,0.0,0.0
1853,0.0,3.2685210094030026e-09
1854,0.0,1.7049551770398352e-09
1855,0.0,2.3271151672332735e-09
1856,0.0,2.8355700010251894e-09
1857,1.0699394703550524e-09,2.139878940710105e-09
1858,0.0,0.0
1859,0.0,3.901982292831008e-09
1860,1.0035964281840393e-09,2.508991014948947e-09
1861,0.0,0.0
1862,1.1882604233903749e-08,2.970651058475937e-09
1863,0.0,5.482613252283386e-10
1864,5.249539691831728e-10,3.6746778953045123e-09
1865,0.0,0.0
1866,0.0,0.0
1867,0.0,1.2243662972366565e-08
1868,0.0,3.2459468446432993e-09
1869,0.0,3.2143874229006997e-09
1870,0.0,1.256657666814931e-09
1871,0.0,0.0
1872,0.0,0.0
1873,0.0,2.6241697703710543e-09
1874,6.555164189236962e-10,7.210680497138355e-09
1875,5.029576310988659e-09,6.91566759414286e-09
1876,0.0,2.656332487305235e-09
1877,4.765292160868739e-09,0.0
1878,2.658735009930524e-09,2.658735009930524e-09
1879,2.688211653278927e-09,6.720529133197317e-10
1880,7.066983109815794e-10,1.4133966219631589e-09
1881,0.0,0.0
1882,0.0,0.0
1883,0.0,3.4833047557469854e-09
1884,1.454968479031038e-09,1.454968479031038e-09
1885,1.4204167841924686e-09,7.102083809940041e-09
1886,1.4222925059925728e-09,4.978023770974005e-09
1887,0.0,5.0418367258942e-09
1888,2.795607745298412e-09,0.0
1889,0.0,0.0
1890,0.0,3.6144873760690643e-09
1891,0.0,0.0
1892,0.0,0.0
1893,6.792941764643956e-10,3.396470882321978e-09
1894,0.0,6.958809528612164e-09
1895,6.64195753952157e-10,0.0
1896,0.0,2.6017417109613916e-09
1897,1.9325523403779243e-09,0.0
1898,0.0,6.242592553995507e-10
1899,0.0,0.0
1900,0.0,3.4416025584960153e-09
1901,0.0,4.93387686262281e-09
1902,0.0,2.1628610014090555e-09
1903,0.0,5.960992255360509e-10
1904,0.0,5.93522675451652e-10
1905,5.697896043876938e-10,5.697895932854635e-09
1906,1.7026970944300501e-09,0.0
1907,0.0,2.2734758520215337e-09
1908,1.6274592784526476e-09,1.6274592784526476e-09
1909,0.0,6.066065427745571e-10
1910,1.7695075404944305e-09,1.7695075404944305e-09
1911,0.0,4.697448208190735e-09
1912,0.0,0.0
1913,1.7553301034922697e-09,0.0
1914,0.0,7.386593559033372e-10
1915,0.0,5.195238905741917e-09
1916,0.0,1.2093360757248206e-09
1917,0.0,2.41220465824199e-09
1918,0.0,1.2637696444883773e-09
1919,0.0,1.0134946215600849e-09
1920,1.6686753090411344e-09,0.0
1921,0.0,1.6713919137600897e-09
1922,1.6287773352274826e-09,4.886332227727053e-09
1923,0.0,1.173141472854411e-09
1924,0.0,4.274717024799202e-09
1925,0.0,2.4370372386783856e-09
1926,6.1728515632353265e-09,1.111113334673064e-08
1927,3.702804063365761e-09,4.9370720844876814e-09
1928,0.0,1.2651650838080286e-09
1929,0.0,3.7027880761542065e-09
1930,0.0,0.0
1931,0.0,1.2628545986714812e-09
1932,0.0,1.2128820170431709e-09
1933,0.0,0.0
1934,0.0,1.3274176202671129e-09
1935,2.6527477992033255e-09,0.0
1936,1.342229327683242e-09,0.0
1937,0.0,0.0
1938,0.0,0.0
1939,0.0,0.0
1940,0.0,0.0
1941,6.561927001769163e-09,3.2809635008845817e-09
1942,0.0,3.3643954289175326e-09
1943,0.0,0.0
1944,0.0,0.0
1945,0.0,7.208885932641351e-09
1946,0.0,0.0
1947,0.0,2.633565587828457e-09
1948,0.0,1.2032065344058651e-09
1949,0.0,2.163214940509306e-09
1950,0.0,1.176276409609045e-09
1951,0.0,0.0
1952,0.0,0.0
1953,0.0,0.0
1954,0.0,0.0
1955,0.0,3.1163478464435457e-09
1956,9.646891063752605e-10,0.0
1957,0.0,1.9557553354587753e-09
1958,0.0,4.57445903379039e-09
1959,0.0,2.5723245755671087e-09
1960,0.0,0.0
1961,0.0,0.0
1962,0.0,1.3988515901175447e-09
1963,0.0,1.4264366354765912e-09
1964,0.0,2.01339389604982e-09
1965,0.0,6.033863408916318e-10
1966,2.444229929565722e-09,4.888459859131444e-09
1967,5.43188660717675e-10,0.0
1968,4.940934328345747e-10,1.4822802985037242e-09
1969,9.985481330687662e-10,3.994192532275065e-09
1970,0.0,1.0115754900397178e-09
1971,5.666332403286845e-10,3.9664325157673375e-09
1972,0.0,3.957103089646807e-09
1973,0.0,1.2186562869942463e-09
1974,1.24385801658633e-09,6.21929008293165e-10
1975,0.0,0.0
1976,6.311368094813474e-10,1.2622736189626949e-09
1977,6.494660920175477e-10,6.494660920175477e-10
1978,1.9630408409909705e-09,2.617387862002829e-09
1979,0.0,5.7973004174982634e-09
1980,0.0,6.261667295781592e-10
1981,2.0888477614278145e-09,6.962825871426048e-10
1982,0.0,4.091228689162563e-09
1983,6.941931474102603e-10,2.082579442230781e-09
1984,0.0,0.0
1985,3.304206908083529e-09,3.304206908083529e-09
1986,0.0,1.316708742038486e-09
1987,0.0,0.0
1988,0.0,1.9757440128387316e-09
1989,0.0,2.41112263488219e-09
1990,0.0,4.17899670424049e-09
1991,6.429924925832609e-10,2.5719699703330434e-09
1992,6.035035804430322e-10,1.8105107413290966e-09
1993,0.0,3.0330358224972542e-09
1994,5.77337011531398e-10,1.154674023062796e-09
1995,1.7786574435518787e-09,5.928857960135758e-10
1996,0.0,4.0834722270233215e-09
1997,0.0,1.5702721345434156e-09
1998,5.202560049433202e-10,4.6823038779564286e-09
1999,0.0,6.480685765808403e-09
2000,0.0,4.81735262791716e-10
2001,0.0,1.4332399711491917e-09
2002,0.0,4.77334616277858e-10
2003,4.5379322521910126e-10,1.3613796756573038e-09
2004,4.796653629846048e-10,9.593307259692097e-10
2005,0.0,2.452467562363836e-09
2006,0.0,2.2437092184190988e-09
2007,0.0,1.7452096434666942e-09
2008,0.0,1.3946513943707828e-09
2009,0.0,2.086278705348832e-09
2010,0.0,2.0707451309220914e-09
2011,0.0,3.357141231674632e-09
2012,0.0,2.249739061710443e-09
2013,0.0,1.2320777731389398e-09
2014,0.0,9.580620741189705e-10
2015,0.0,2.4514166252487257e-09
2016,0.0,1.3754928307463388e-09
2017,0.0,2.231215878722992e-09
2018,0.0,1.145997519103048e-09
2019,0.0,2.2660009424413374e-09
