year,mais_CONJ être_VERB,mais_CONJ etre_VERB,mais_CONJ mettre_VERB
1887,1.8346277741443373e-07,0.0,3.3297514967500774e-08
1888,2.5299052097693675e-07,6.340614699951175e-10,2.1558090423923204e-08
1889,2.5123198454934936e-07,0.0,1.879541033922294e-08
1890,2.1957195173172295e-07,0.0,1.7696843102044113e-08
1891,2.1863575128122648e-07,0.0,3.187110042546237e-08
1892,1.8805537038701914e-07,6.268512375839919e-10,2.0686091506405546e-08
1893,2.3401982574000613e-07,0.0,3.3871291771347956e-08
1894,2.526917270984086e-07,0.0,4.978215972784028e-08
1895,2.377352679161504e-07,4.814891596538473e-09,1.6852120587884656e-08
1896,2.3529145565248655e-07,1.179405795248556e-09,2.4177818858106548e-08
1897,2.493833477501539e-07,1.1653427112179315e-09,2.4472196269442748e-08
1898,2.150174900350521e-07,1.13167097914868e-09,1.980424246816881e-08
1899,2.7361512877632777e-07,5.527578395003729e-10,2.4874102777516782e-08
1900,2.4761322947597364e-07,0.0,2.6474371583873335e-08
1901,2.3360928835813866e-07,0.0,2.067833393404328e-08
1902,2.460052286323844e-07,0.0,3.7809184227910464e-08
1903,2.3652965452924946e-07,1.6200660812870638e-09,2.430099099726135e-08
1904,2.2250947750990235e-07,0.0,2.20359632763234e-08
1905,2.549415043517911e-07,1.0321518084666081e-09,3.251278135607549e-08
1906,2.6029574229369246e-07,0.0,3.035068907308869e-08
1907,2.463422035248186e-07,5.142843373384665e-10,2.5199931918962193e-08
1908,2.5686565408022943e-07,0.0,3.192402875384914e-08
1909,2.1948924455728047e-07,1.1001967115120692e-09,3.35560013109415e-08
1910,2.3460821196863435e-07,5.344150677544235e-10,4.382203577790733e-08
1911,2.149431175269001e-07,0.0,3.085816935310959e-08
1912,2.432799774965133e-07,1.0418842455450772e-09,3.1777468656457586e-08
1913,2.4871021864214526e-07,5.30298971401777e-10,1.6439268391010842e-08
1914,2.3371636004299035e-07,0.0,2.9465672568562695e-08
1915,2.2383448339269307e-07,2.3561523843085297e-09,2.9451904914878924e-08
1916,2.5930410352259514e-07,1.0987462051303964e-09,3.625862454725848e-08
1917,2.631941811159777e-07,0.0,2.1932848426331475e-08
1918,2.9405122603520795e-07,2.2972752589112133e-09,2.1824115847834946e-08
1919,2.928095810261766e-07,0.0,3.406903803515604e-08
1920,2.9077370200525365e-07,1.514446346106979e-09,1.8930578438158818e-08
1921,2.854925753581483e-07,0.0,2.0446417448027887e-08
1922,3.0323316124736266e-07,0.0,2.2133805899215986e-08
1923,2.7601464580584434e-07,0.0,1.1677542932631013e-08
1924,2.6427829880049103e-07,0.0,1.5469949543600592e-08
1925,2.9255154032625796e-07,1.0998177923937646e-09,3.409435223034052e-08
1926,2.4967350142901523e-07,2.229227691330493e-09,3.3438415592002e-08
1927,3.021439880512844e-07,0.0,2.5643217549387032e-08
1928,2.342338376593034e-07,0.0,2.9707707849269127e-08
1929,2.840803610126841e-07,0.0,1.2254446790649354e-08
1930,2.709929702859881e-07,0.0,1.4705044737439721e-08
1931,2.953987348064402e-07,1.1405356659111021e-09,1.1405356659111021e-08
1932,2.422057576723091e-07,0.0,4.383814466990543e-08
1933,2.5694284033761505e-07,1.1470662197865522e-09,3.441198526132894e-08
1934,2.5640581213792757e-07,0.0,3.1152108448395666e-08
1935,2.896324744483536e-07,1.196828414151696e-09,1.6755597798123745e-08
1936,2.3764440015838773e-07,1.2124714565686645e-09,3.516167224049127e-08
1937,2.9715038607491806e-07,1.2591118148108649e-09,5.5400918519410425e-08
1938,2.7875211117134313e-07,0.0,4.6674773379606904e-08
1939,2.7835172744516967e-07,0.0,3.211750509990452e-08
1940,2.10469977446337e-07,2.5357829169792012e-09,5.0715660115940864e-08
1941,2.4202321924349235e-07,0.0,4.132103725851266e-08
1942,3.3376328900658336e-07,0.0,3.6410542136877666e-08
1943,3.570979387745865e-07,0.0,2.032264689866281e-08
1944,3.245318076494641e-07,0.0,1.6065930807940276e-08
1945,4.1391577809690716e-07,0.0,3.267756198965799e-08
1946,3.8979092664703785e-07,0.0,2.3665877257883494e-08
1947,3.659707488168351e-07,1.1920870957027319e-09,2.2649655262441115e-08
1948,3.67469816353605e-07,0.0,2.5005342907391537e-08
1949,3.0629066571918884e-07,1.9634016634739737e-09,2.1597418076169106e-08
1950,4.1265204231422103e-07,0.0,3.190608488523594e-08
1951,3.47561680769104e-07,3.1984206394497505e-09,2.3455084541268434e-08
1952,3.3216133488167543e-07,0.0,3.479785126714319e-08
1953,3.2860172893833806e-07,0.0,2.477980265425117e-08
1954,3.3519798137149337e-07,0.0,3.8112891509456404e-08
1955,3.3694331591505033e-07,0.0,4.411235687840076e-08
1956,4.2035901515191654e-07,8.72114158667614e-10,3.575668117150599e-08
1957,3.1717784310103525e-07,0.0,4.1524677030224666e-08
1958,2.928374129851363e-07,8.272243445794913e-10,2.3989506381383308e-08
1959,3.681605349470374e-07,3.8753737996444215e-09,2.325224368604495e-08
1960,3.598833373530397e-07,0.0,3.252791591634718e-08
1961,3.6060946939642236e-07,2.779263708063695e-09,2.15392943481163e-08
1962,3.4373402968412847e-07,2.5367825617905737e-09,4.1222716795630276e-08
1963,3.821437530859839e-07,1.939815863494232e-09,3.4916685542896175e-08
1964,3.838984028448067e-07,4.867174663303331e-09,4.1979382636725404e-08
1965,3.327002460196127e-07,1.6416130677043839e-09,5.636204747361262e-08
1966,3.583781378324602e-07,5.539074754423723e-10,3.932743020129692e-08
1967,3.796358356566998e-07,9.860671168482327e-10,4.6345153492666213e-08
1968,3.813212146042133e-07,4.4914158503495116e-10,4.5363300671397155e-08
1969,3.283690830357955e-07,1.3625273131978588e-09,3.133812809252845e-08
1970,3.4490436462419893e-07,9.197450023812337e-10,4.828661204214768e-08
1971,3.530079126790042e-07,1.541519245584766e-09,6.166076893521222e-08
1972,3.18582110026e-07,5.130146862875051e-10,4.3093233870195036e-08
1973,3.307922398221308e-07,5.513203782392395e-10,4.741355308368611e-08
1974,3.358466287295414e-07,5.625571675160757e-10,4.1629230729256506e-08
1975,3.238409220784888e-07,0.0,3.426888151025764e-08
1976,3.6052353635795953e-07,1.7140580066410394e-09,4.456550817266702e-08
1977,3.179338960990208e-07,0.0,3.76114028810548e-08
1978,3.9683151698000074e-07,1.7821774056514528e-09,3.9801962614660624e-08
1979,3.452664216752055e-07,2.925986564150662e-09,5.091216692676426e-08
1980,3.422460750357459e-07,0.0,6.708477862105156e-08
1981,3.460075461703127e-07,6.325549528618524e-10,5.3134614930172575e-08
1982,4.1528189598238896e-07,6.207502289967692e-10,4.6556268173958415e-08
1983,3.94075712506492e-07,6.315316047889041e-10,5.304865613453558e-08
1984,4.082502016444778e-07,1.1598016991243298e-09,5.277097869793579e-08
1985,3.916128363812277e-07,2.4062232206745193e-09,5.474157926954604e-08
1986,3.8484596842636165e-07,5.994485463567401e-10,4.555808885697843e-08
1987,3.8375929989342694e-07,3.0554083707556856e-09,5.1330860451059834e-08
1988,3.6698909156029913e-07,1.1993107618124554e-09,4.79724295843198e-08
1989,4.1106033421556276e-07,1.6464366536794728e-09,4.719785007267774e-08
1990,3.824953012099286e-07,1.6345953479657283e-09,4.6858399826987807e-08
1991,4.149917458562413e-07,5.861465202094962e-10,3.868566977871524e-08
1992,4.027769122671998e-07,1.1019888335184191e-09,5.840541028589996e-08
1993,4.087935110419494e-07,1.661762283333701e-09,5.206855036021807e-08
1994,4.5733612807907775e-07,0.0,5.01118035955983e-08
1995,3.920431907999955e-07,1.0844901643380922e-09,4.446409640479487e-08
1996,4.0462737871393983e-07,1.067618438099771e-09,5.978663253358718e-08
1997,4.488021190240943e-07,2.3974471297094624e-09,6.041567068848508e-08
1998,4.5869403209053417e-07,3.814503379828693e-09,5.864798957588846e-08
1999,4.954098216103375e-07,1.8280804647829996e-09,4.7530091862313384e-08
2000,4.780310121077491e-07,0.0,5.12491649118374e-08
2001,4.573984995204228e-07,4.3812117822561447e-10,5.082205589701516e-08
2002,4.828106057175319e-07,8.76244299341522e-10,5.958461102295587e-08
2003,5.221154282253337e-07,0.0,4.666953756782277e-08
2004,5.334202057838411e-07,8.809582507929292e-10,4.492886951368291e-08
2005,5.147785770986957e-07,9.007499190971657e-10,5.764799304586177e-08
2006,5.114419394658398e-07,0.0,6.794518370156766e-08
2007,5.496403758797896e-07,7.988958938831558e-10,7.709345339890206e-08
2008,5.568731182847841e-07,1.2772318758180745e-09,7.195073159493859e-08
2009,5.440507635512404e-07,4.76819250749827e-10,5.960240656577298e-08
2010,6.277921045239054e-07,9.447586046817946e-10,6.518834538837837e-08
2011,6.489280366395178e-07,7.64794394481072e-10,7.150827485702393e-08
2012,6.185527041679961e-07,0.0,6.365952565090538e-08
2013,6.668797993825137e-07,2.789125042035323e-10,6.55444409858319e-08
2014,6.717210965234699e-07,0.0,7.340859120574805e-08
2015,6.605394702319245e-07,0.0,6.162079735361203e-08
2016,6.675929000721226e-07,2.0713400439298368e-10,5.5304777646369985e-08
2017,7.416022071993211e-07,0.0,7.773238941410909e-08
2018,7.695352337577788e-07,0.0,8.725357325545247e-08
2019,7.313682033327495e-07,0.0,7.576433525002813e-08
