year,mais_CONJ être_VERB,mais_CONJ etre_VERB,mais_CONJ mettre_VERB
1800,3.112722897213871e-07,0.0,3.458580977167003e-08
1801,2.143064286030949e-07,0.0,2.8574190569230495e-08
1802,2.506380951672327e-07,0.0,1.1189200677108602e-08
1803,3.0035225329072546e-07,0.0,0.0
1804,3.336998659619894e-07,0.0,1.9774807569206132e-08
1805,3.468310882936976e-07,0.0,1.421438877713399e-08
1806,2.679952331163804e-07,0.0,2.5935023018064385e-08
1807,3.6156329841219303e-07,2.8469551160981155e-09,2.2775641816963343e-08
1808,3.0591998267937015e-07,0.0,6.798221985349073e-09
1809,2.371982112947535e-07,0.0,2.4849335034105025e-08
1810,3.6739990605383355e-07,0.0,2.574139346123161e-08
1811,2.206227485146428e-07,0.0,4.011322829455821e-08
1812,1.9737340295478134e-07,0.0,5.3344164641089264e-09
1813,2.559410070546164e-07,0.0,3.738464116054274e-08
1814,2.3600078868923902e-07,0.0,6.293354282149721e-09
1815,4.045835400035003e-07,2.697223555614414e-09,5.394447111228828e-09
1816,4.009454670494961e-07,2.3176038865813098e-09,4.6352077731626196e-09
1817,2.5221349631010526e-07,0.0,3.580808893843823e-08
1818,3.0995061806038393e-07,1.1921177378582115e-09,3.099506162840271e-08
1819,2.898294013675695e-07,1.035105001712111e-09,3.001804582680734e-08
1820,2.907287957043536e-07,1.1866481131050932e-09,2.7292906601417144e-08
1821,4.457392819290362e-07,0.0,4.437669653967191e-08
1822,3.5089657046682987e-07,0.0,3.8097340393505874e-08
1823,3.8641305266651216e-07,0.0,2.668325382870762e-08
1824,3.065285056891298e-07,0.0,4.12634522106714e-08
1825,2.703271064774526e-07,0.0,2.553578415387392e-08
1826,2.9859068106929954e-07,0.0,2.7304750460643845e-08
1827,2.857354601815132e-07,0.0,2.5808365222701468e-08
1828,2.705828805460442e-07,0.0,4.035812573022213e-08
1829,3.1206360517899157e-07,0.0,4.20085635721712e-08
1830,3.965997521504505e-07,0.0,1.5655254204105518e-08
1831,3.055876405255731e-07,0.0,2.494592976631793e-08
1832,3.5854418456438e-07,0.0,8.794479722240567e-08
1833,2.698985426263789e-07,0.0,3.1275796175123105e-08
1834,2.940377221705148e-07,0.0,8.401077611353003e-09
1835,3.441205080889631e-07,2.2689263801112247e-09,3.6302822081779595e-08
1836,2.856318772614941e-07,6.720750067579218e-10,3.2259601212558664e-08
1837,2.77619843558341e-07,6.957890930081589e-10,1.3219992989199625e-08
1838,2.771039007143372e-07,6.312161904276081e-10,3.21920250456742e-08
1839,2.1463828403511798e-07,6.9914751765765e-10,6.292327725532232e-08
1840,2.7453357631657127e-07,1.2739377330817092e-09,2.6752692505738196e-08
1841,2.407705643747704e-07,6.420548537278137e-10,1.4125206337922691e-08
1842,2.6162234334492496e-07,0.0,2.5491407651401232e-08
1843,2.752620602564093e-07,5.906911071384968e-10,1.0041748765843295e-08
1844,2.6839064304340354e-07,0.0,1.7014540221182983e-08
1845,3.1695693536448744e-07,1.1160455892778032e-09,6.138250618903385e-08
1846,2.5115809876297135e-07,0.0,2.5759806066005808e-08
1847,2.1141435979643575e-07,5.393223645455691e-10,2.1033571329098777e-08
1848,2.180255052053326e-07,0.0,2.976732016435335e-08
1849,2.3965127482483695e-07,8.379414939696517e-10,4.105913298246833e-08
1850,2.301469628207542e-07,0.0,1.6293590476834652e-08
1851,2.3088990452890812e-07,0.0,1.289887729960526e-08
1852,2.96229821117322e-07,1.3021090872200602e-09,2.539112786692499e-08
1853,2.693341194515142e-07,5.971931837933653e-10,3.2248432368930935e-08
1854,2.571853983113215e-07,1.0391328908454511e-09,3.585008445661231e-08
1855,3.3805189048052853e-07,0.0,2.388121700391821e-08
1856,2.940643426541101e-07,5.177189232874468e-10,3.6240324519098976e-08
1857,2.7580526307247055e-07,9.763018171682347e-10,2.2943092981009272e-08
1858,2.6817343723450904e-07,2.4468380654951716e-09,2.6425849841693605e-08
1859,2.571547597085555e-07,1.018434669930457e-09,1.6804172275897145e-08
1860,2.842431179317373e-07,9.154367819341758e-10,2.654766717569146e-08
1861,2.603211939344874e-07,0.0,2.5937801240161207e-08
1862,2.335798860997329e-07,4.517986262886353e-10,5.7378425788456866e-08
1863,2.1127246085939078e-07,4.994620828036034e-10,3.0467187439597865e-08
1864,2.723405430060666e-07,1.4384183844029508e-09,3.691940575478725e-08
1865,2.866468165052538e-07,1.4120533631256649e-09,4.6597760317013126e-08
1866,3.498375598098846e-07,0.0,1.994901244195546e-08
1867,2.576842916823807e-07,4.85281148598915e-10,3.591080499631971e-08
1868,2.3661997161639192e-07,1.975949626142892e-09,3.45791177913668e-08
1869,2.52966295022361e-07,9.767038289254515e-10,4.0044856319809696e-08
1870,2.826886031925824e-07,5.734048791339319e-10,3.612450605317008e-08
1871,2.485355530268407e-07,1.0621177271019633e-09,4.0360472741696185e-08
1872,2.3040362862047914e-07,6.047339295989218e-10,3.688877048269035e-08
1873,2.3285556594032641e-07,2.3944017879529156e-09,1.4366410450161737e-08
1874,2.4376405605153195e-07,1.7923826867161097e-09,2.3898436118940936e-08
1875,2.8092699011494915e-07,5.721527140956084e-10,2.0597497929486508e-08
1876,2.811396839774716e-07,6.04601479992084e-10,3.264848147388477e-08
1877,2.3193059561776863e-07,0.0,3.154256056348004e-08
1878,2.5726517449697894e-07,1.8117265465633636e-09,5.737134367578278e-08
1879,2.2726690573904307e-07,0.0,3.360128975060661e-08
1880,2.7019132531336254e-07,3.8507077526617195e-09,2.3104246515970317e-08
1881,2.3985425556816153e-07,6.972507571312292e-10,3.8348792585907177e-08
1882,2.069824702743972e-07,6.655385131892899e-10,1.9300617104534012e-08
1883,2.293920076112954e-07,0.0,3.096476142161464e-08
1884,2.2577803804324503e-07,2.6406787867472303e-09,2.2445769687351458e-08
1885,2.3204288623901448e-07,1.2891271383708158e-09,1.933690763067375e-08
1886,1.826330198184678e-07,0.0,1.5488313298561707e-08
