year,plusieurs_DET eaux_NOUN,plusieurs_DET mots_NOUN
1800,4.4647134433972724e-07,1.1507642163621767e-06
1801,4.905236004049129e-07,1.4001353907389102e-06
1802,2.6854081625060644e-07,1.306898667507994e-06
1803,7.489302760177452e-07,1.0687858686964091e-06
1804,2.7190359297435407e-07,9.763811092966534e-07
1805,3.3261667908845993e-07,8.016915380437695e-07
1806,1.7578181132904547e-07,6.310855518165681e-07
1807,3.1031811431603273e-07,6.918100901032176e-07
1808,3.0818605356586204e-07,2.2638079322234717e-06
1809,3.930713194932878e-07,1.127256183508507e-06
1810,1.825298880930859e-07,1.2449474589004694e-06
1811,3.058633719632553e-07,1.2234534416677434e-06
1812,1.787029546562735e-07,1.2535878326502825e-06
1813,2.013019202440347e-07,9.432432790390521e-07
1814,2.0138733702879108e-07,1.2020306670024183e-06
1815,2.7781403844073793e-07,9.979727195741361e-07
1816,2.549364239712304e-07,7.138220183833255e-07
1817,2.5999784725172503e-07,5.744862665579831e-07
1818,2.718028302428621e-07,5.841377053172891e-07
1819,2.4739009951701973e-07,6.635023002132812e-07
1820,1.8630375020478596e-07,5.8027093885471e-07
1821,1.3806084253609185e-07,1.0896944893090676e-06
1822,1.3233812978796777e-07,1.0506845598001746e-06
1823,1.8777105204037525e-07,6.156914214017206e-07
1824,1.6842225214475093e-07,7.402158246350155e-07
1825,1.7698941112698208e-07,6.4896115592461e-07
1826,1.1714619407854343e-07,8.25308156038318e-07
1827,1.8711064875276406e-07,6.101834717497923e-07
1828,1.6051527507165986e-07,6.631573654658496e-07
1829,1.294549552000035e-07,6.815674744586886e-07
1830,1.4298465633721946e-07,6.564769741146392e-07
1831,2.1671776728737768e-07,9.510635994303129e-07
1832,2.9495332221074477e-07,6.805574326307351e-07
1833,2.281974778028939e-07,7.969536390817211e-07
1834,2.0162586711336417e-07,5.255340731480374e-07
1835,8.546289365085613e-08,7.200059712886286e-07
1836,1.592817713280681e-07,5.77984490490735e-07
1837,1.607272839265761e-07,5.816796573299143e-07
1838,1.1614377637414464e-07,5.081290339603584e-07
1839,2.286212446023228e-07,4.537467361842573e-07
1840,8.216898661483896e-08,4.5670667425667943e-07
1841,1.3033714019172749e-07,7.903695280475631e-07
1842,6.37285153537448e-08,7.130885641970508e-07
1843,1.4826347272123286e-07,6.911085819183427e-07
1844,6.696044607679141e-08,4.873842485153546e-07
1845,1.2946129324120648e-07,4.2242324127528263e-07
1846,1.0830827568142354e-07,5.421268518546185e-07
1847,1.0948244177910738e-07,4.95097925323762e-07
1848,9.010648227558704e-08,3.6686212379066774e-07
1849,1.1312210324021521e-07,5.304169885533838e-07
1850,1.1948632838709727e-07,4.704774170249948e-07
1851,1.199595587308977e-07,3.295663182356634e-07
1852,1.1653876130779395e-07,4.62899780728776e-07
1853,1.510898699486063e-07,5.619588030469913e-07
1854,1.7041779409865399e-07,4.146140319960523e-07
1855,1.2630509971245374e-07,4.1394109828729597e-07
1856,1.5169164357953235e-07,4.623229994393796e-07
1857,1.6255425805411505e-07,4.490988363414772e-07
1858,1.8204475304983703e-07,5.387937527245867e-07
1859,1.7618919923023668e-07,4.369084862787531e-07
1860,9.612086060428737e-08,3.831102954876542e-07
1861,1.466664747984403e-07,3.0983882659540996e-07
1862,1.644546971935057e-07,4.3101589319860523e-07
1863,1.573305503654865e-07,5.868679266995969e-07
1864,1.448007906912352e-07,4.746780817299623e-07
1865,1.0543331430135083e-07,3.530133163565097e-07
1866,6.90917041357153e-08,3.547031948158974e-07
1867,8.73506067478047e-08,4.945014779877965e-07
1868,6.273639874265768e-08,4.13961433132215e-07
1869,6.788091344578362e-08,4.4000508214736556e-07
1870,9.403839706934036e-08,4.3062705934460155e-07
1871,5.629224020253787e-08,4.6839392808806224e-07
1872,6.773019978201233e-08,3.7674924069364124e-07
1873,1.8915773869476737e-07,4.950425669392189e-07
1874,1.0933534699830716e-07,4.0328610317885705e-07
1875,7.609631325067312e-08,5.715805357908721e-07
1876,9.189942318243993e-08,3.579240832607411e-07
1877,7.978412686071579e-08,3.624302209459529e-07
1878,6.703388133466603e-08,4.420612853550665e-07
1879,5.1929266220440695e-08,4.881350825769459e-07
1880,1.0268554273551445e-07,5.833822225298491e-07
1881,8.924809402621747e-08,4.253229661799196e-07
1882,9.583754456699012e-08,3.7602926639124234e-07
1883,4.73950407808843e-08,4.3034696872723543e-07
1884,8.780256610663173e-08,4.060043607978514e-07
1885,8.37932674357944e-08,4.1252068783137474e-07
1886,7.679621916167889e-08,4.665854405061509e-07
1887,7.508263166755569e-08,3.597437423508154e-07
1888,8.686642227750951e-08,3.4175913299350213e-07
1889,8.583237531833987e-08,3.2202802380254525e-07
1890,1.0552562201837645e-07,3.709782658845029e-07
1891,9.115134491644028e-08,2.772785823168533e-07
1892,7.835640758457885e-08,3.403802129042788e-07
1893,7.266931634219986e-08,3.0360993896749733e-07
1894,8.507078064212692e-08,3.2515941406074944e-07
1895,7.703826376825873e-08,3.129679653213202e-07
1896,3.892039046604623e-08,3.2433659669095505e-07
1897,4.952706478267288e-08,3.099811660689511e-07
1898,6.563691667960114e-08,3.3610626637425867e-07
1899,5.969784488968344e-08,3.388405644955128e-07
1900,7.630847831396892e-08,3.343038130765308e-07
1901,7.433023085923196e-08,2.9955639568868264e-07
1902,5.450415019314647e-08,2.955990829889288e-07
1903,4.8061958635159385e-08,3.1861298666058246e-07
1904,5.912087619464046e-08,3.842856912683601e-07
1905,4.2318223258952514e-08,2.616504861663316e-07
1906,6.533114205176105e-08,2.7778597377903225e-07
1907,6.171411826016993e-08,2.674278434255939e-07
1908,5.8445528861028606e-08,3.8063264895527027e-07
1909,4.1807473483146396e-08,2.805501715386072e-07
1910,3.954671612405036e-08,2.4155561284544547e-07
1911,5.1607629170113967e-08,2.809157564342968e-07
1912,4.271725284610284e-08,2.4432185163902886e-07
1913,7.052976025434532e-08,2.7575546646119165e-07
1914,3.8171439342704616e-08,2.7791486800765597e-07
1915,1.5314990164938536e-08,1.8260180834062112e-07
1916,2.6369908923129515e-08,1.296520533156098e-07
1917,4.057576963312215e-08,2.1165198571537758e-07
1918,4.5945505178224266e-08,2.079034064905727e-07
1919,2.3940405213807026e-08,2.3203778276581488e-07
1920,3.48322650722821e-08,2.5821310334350756e-07
1921,5.2251958815308086e-08,2.0370690556603677e-07
1922,2.4347187377316004e-08,2.0436880898699883e-07
1923,3.927900849021171e-08,2.4841318513324495e-07
1924,1.4180787211159895e-08,3.2615809963942866e-07
1925,2.1996355625830688e-08,2.7935372415299753e-07
1926,6.687682940764716e-08,2.519027155756248e-07
1927,4.7941668412931904e-08,2.8653507477827134e-07
1928,2.170947854818195e-08,2.502303040330389e-07
1929,4.790374674712439e-08,2.7293994975252645e-07
1930,2.941009036305786e-08,3.7287793475115905e-07
1931,3.9918746530531735e-08,2.2468553062537922e-07
1932,2.849479585620429e-08,3.660485283774051e-07
1933,2.408838994938378e-08,3.223255955475679e-07
1934,1.677421224144382e-08,3.103229193612833e-07
1935,1.795242621227544e-08,2.4534982401291927e-07
1936,3.394919900756577e-08,3.4919177416270486e-07
1937,2.895957251780601e-08,3.2107350023125036e-07
1938,3.1116513810047763e-08,3.1375819764534185e-07
1939,2.5999884911698246e-08,2.8446933963977017e-07
1940,4.564409294971483e-08,3.6261694624784013e-07
1941,3.836953510472085e-08,2.4792621822200545e-07
1942,3.9444752131245764e-08,2.3363430123879425e-07
1943,2.6129116648121453e-08,1.9741999324196513e-07
1944,6.4263723231761105e-09,3.566636621599173e-07
1945,2.178504043826024e-09,2.0913638998365514e-07
1946,3.062642850437669e-08,2.798142055837616e-07
1947,3.337843779149807e-08,3.039822118466873e-07
1948,2.6092530802657166e-08,2.391815341340475e-07
1949,1.570721330779179e-08,3.004004636153468e-07
1950,1.701657836861159e-08,2.573757473811611e-07
1951,2.0256663901818683e-08,3.76347488284523e-07
1952,1.4762725264461096e-08,2.826007463596625e-07
1953,1.723812381726475e-08,2.7688735393383013e-07
1954,1.1727043114362345e-08,2.7949453507147837e-07
1955,1.9709776921672528e-08,2.956466520487311e-07
1956,1.831439710997529e-08,3.1919377541100857e-07
1957,2.297109880089465e-08,2.9862426487170524e-07
1958,2.978007690446205e-08,2.63884571527484e-07
1959,3.952881399982289e-08,3.356073943194815e-07
1960,1.5917916873497973e-08,3.3358417894646664e-07
1961,1.6675582137359868e-08,3.3142720567980177e-07
1962,2.029426049432459e-08,3.094874632125766e-07
1963,2.0691370394843034e-08,3.5304652001855175e-07
1964,1.4601523545820783e-08,3.705136837339751e-07
1965,2.407699106754535e-08,4.3448024555914344e-07
1966,1.495550172592175e-08,5.118105050883059e-07
1967,2.465167803222812e-08,4.461953686529796e-07
1968,1.9762229602759973e-08,4.2174393399818655e-07
1969,1.2262746151847637e-08,3.874119327562653e-07
1970,4.092865424354386e-08,4.2262284161154184e-07
1971,1.0790634386026454e-08,4.866062415231909e-07
1972,2.103360258187692e-08,4.981372718759758e-07
1973,2.59120574996885e-08,4.620064668614532e-07
1974,1.2938814464291681e-08,4.185425233060869e-07
1975,1.8847885030481848e-08,3.7467309432770435e-07
1976,9.712995741040231e-09,4.005182443478361e-07
1977,1.0578207476630297e-08,4.736686225470521e-07
1978,3.3267311683182754e-08,4.491087146618611e-07
1979,3.5697038214266286e-08,4.974177230110399e-07
1980,2.1603572264439208e-08,4.309344099340251e-07
1981,4.4278845257039734e-08,4.408907905428805e-07
1982,1.7381006189864934e-08,4.2645541498131934e-07
1983,1.8314416649900522e-08,3.915496016304587e-07
1984,2.2616132966390978e-08,3.537395265595933e-07
1985,1.8046674932215012e-08,3.567225874689939e-07
1986,2.517683839187157e-08,4.2920516207800574e-07
1987,1.711028652096047e-08,4.4364530182861017e-07
1988,3.17817343553628e-08,4.2155774160335113e-07
1989,1.0976244468885454e-08,4.083162963297582e-07
1990,1.1987032477733806e-08,3.694185313207754e-07
1991,1.5825955934634095e-08,3.757199102949471e-07
1992,1.597883780846132e-08,3.5098345740891546e-07
1993,1.2186256448387667e-08,4.3482778266934474e-07
1994,2.7429617632801495e-08,3.8084969666840607e-07
1995,4.337960540778951e-08,3.38903188179529e-07
1996,1.441284891434691e-08,3.742002494533381e-07
1997,2.0618046936426992e-08,3.9461982659361183e-07
1998,1.0966697439052098e-08,3.447357546093599e-07
1999,2.8335246704536132e-08,3.459642279324271e-07
2000,1.1928684817696933e-08,3.649293986995872e-07
2001,1.70867264781549e-08,3.7021240117951493e-07
2002,1.3581786362237835e-08,3.947480600174913e-07
2003,1.7501075477710515e-08,3.783565976078762e-07
2004,1.938108110111081e-08,3.4269277016107935e-07
2005,1.4411999038621559e-08,4.2110059439437464e-07
2006,1.4412615101377924e-08,4.41026013930923e-07
2007,1.677681460421354e-08,4.3300158303338776e-07
2008,1.8306990812178014e-08,4.116944154475277e-07
2009,3.909917967170884e-08,4.3342869204821e-07
2010,1.842279351293996e-08,3.8451674022610405e-07
2011,2.6003009412356448e-08,3.999874689242233e-07
2012,3.3702101359667225e-08,3.61191220044077e-07
2013,2.0081699469987058e-08,3.280011053874432e-07
2014,4.8505972405354925e-08,3.118241114208331e-07
2015,4.1449958687600486e-08,2.719737972611824e-07
2016,4.018399568650466e-08,3.1463656036123666e-07
2017,2.5659235902697475e-08,3.1143267165134603e-07
2018,2.039358665273383e-08,3.1416450241295024e-07
2019,3.6989323326519497e-08,3.2703662355970664e-07
