year,autres_ADJ oies_NOUN,autres_ADJ mois_NOUN
1845,2.2878934136105755e-08,4.586947284224152e-07
1846,1.1709002656346001e-09,5.26905125752819e-07
1847,3.235934187273415e-09,4.239073803091742e-07
1848,2.413566457803995e-09,3.990429888744984e-07
1849,8.379414939696517e-10,4.5081253574608127e-07
1850,6.788996032014438e-10,3.849360723506834e-07
1851,6.449438760824933e-09,3.269865374022629e-07
1852,6.510545436100301e-10,3.7630951510436716e-07
1853,1.1943863675867306e-09,4.347566289197857e-07
1854,3.63696517347023e-09,3.7720522527706635e-07
1855,2.653468555990912e-09,3.438895248564222e-07
1856,5.177189232874468e-10,4.374724937861174e-07
1857,9.763018171682347e-10,3.988192815995717e-07
1858,4.893676019968041e-10,3.792598874952091e-07
1859,0.0,3.4321249131608056e-07
1860,1.3731551729012637e-09,3.226914770948497e-07
1861,3.7727710400226044e-09,3.664303847017436e-07
1862,1.355395878865906e-09,3.013496723269782e-07
1863,6.992469381295052e-09,4.200475984816876e-07
1864,4.794727948009836e-10,3.9748294966557296e-07
1865,0.0,3.5677879850481986e-07
1866,2.919367692033603e-09,3.804909169957682e-07
1867,0.0,3.7657815710190334e-07
1868,9.87974813071446e-10,3.709845373123244e-07
1869,9.278686263769487e-09,2.9545290658461454e-07
1870,3.4404292748035914e-09,3.5665783570948406e-07
1871,1.0621177271019633e-09,2.750884959823452e-07
1872,5.442605477412599e-09,4.057764613207837e-07
1873,1.1972008939764578e-09,4.24407716081987e-07
1874,1.0156835372754358e-08,3.220314397367474e-07
1875,5.149374260327022e-09,3.581675969144271e-07
1876,1.209202959984168e-09,4.1415202645112004e-07
1877,5.566334504436554e-09,3.8716947869943397e-07
1878,3.0195443923020093e-09,4.052228632644983e-07
1879,7.331190321480108e-09,3.5372994489080156e-07
1880,2.5671385017744797e-09,3.6260831848267117e-07
1881,2.7890030285249168e-09,3.549006351022399e-07
1882,6.655385131892899e-10,3.50738787346927e-07
1883,2.5277355764075082e-09,3.778964696721232e-07
1884,1.9805090900604227e-09,3.961018251175119e-07
1885,1.2891271383708158e-09,4.685977046392509e-07
1886,5.808117542471791e-09,3.8204507291084155e-07
1887,3.9173548849191775e-09,3.682313547415106e-07
1888,3.804368819970705e-09,3.0815388640803576e-07
1889,1.2530273485467092e-09,3.3957041978283087e-07
1890,2.6217545912032847e-09,3.97195833556907e-07
1891,2.549687905251119e-09,3.5440663737063005e-07
1892,9.402768341715273e-09,3.8614035702266847e-07
1893,1.539604183031784e-08,3.3686538358779217e-07
1894,1.8904617871129403e-09,3.3776251484596287e-07
1895,4.213030146971164e-09,3.1838470704315114e-07
1896,1.5332275227208925e-08,3.768201395359938e-07
1897,1.1653427112179315e-09,3.7524034723901423e-07
1898,5.6583546736987955e-09,3.5930554531660164e-07
1899,5.527578395003729e-10,3.9577460597683967e-07
1900,1.1939421895590385e-08,4.386439798054198e-07
1901,1.676621730339889e-09,3.2582349263066135e-07
1902,9.820567692386817e-10,3.5304941548019997e-07
1903,1.6200660812870638e-09,3.132127801563911e-07
1904,4.837162670412454e-09,3.681618352402438e-07
1905,5.160759042333041e-10,3.7725149582001904e-07
1906,0.0,3.4208827059956093e-07
1907,1.028568674676933e-09,3.198848617103067e-07
1908,1.4734167219643268e-09,3.3839469892882335e-07
1909,2.7504918342913243e-09,3.075049903600302e-07
1910,2.137660271017694e-09,3.5912691487283155e-07
1911,4.788336838146279e-09,3.426320915878023e-07
1912,5.2094213387476884e-09,2.8860193879154394e-07
1913,6.3635876568213234e-09,3.5901240380553645e-07
1914,7.366418253162976e-09,3.4421262284922705e-07
1915,1.1780761921542648e-09,2.4150563149305526e-07
1916,3.2962386153911893e-09,3.285251182205684e-07
1917,0.0,4.309804921831528e-07
1918,0.0,3.273617323884537e-07
1919,1.8415696745321952e-09,3.471358809292724e-07
1920,0.0,3.498371086152474e-07
1921,0.0,3.0290991048786964e-07
1922,0.0,3.202023890480632e-07
1923,1.0615948120573648e-09,2.9087698294461006e-07
1924,0.0,2.5783248247535084e-07
1925,2.1996355847875293e-09,3.8383640799111163e-07
1926,3.343841648018042e-09,2.7976807359664235e-07
1927,5.574612549352764e-09,2.4974264078991837e-07
1928,4.5704163786908225e-09,3.2564216212449537e-07
1929,1.1140406375176326e-09,3.2084369649965083e-07
1930,3.1510811737689437e-09,3.382160400633438e-07
1931,3.4216069977333063e-09,2.874149913623114e-07
1932,1.0959536611565568e-09,2.575491180323297e-07
1933,5.735331098932761e-09,2.8676655006165674e-07
1934,0.0,2.6599107627589547e-07
1935,3.590485242455088e-09,2.8364834747662826e-07
1936,3.6374143697059935e-09,2.703811219362251e-07
1937,0.0,3.1981440429262875e-07
1938,1.2965214457594243e-09,2.774555980522564e-07
1939,3.058810094103137e-09,2.798811351567565e-07
1940,0.0,2.408993680091953e-07
1941,3.836953510472085e-08,2.3316870567668957e-07
1942,0.0,2.9431853931782825e-07
1943,0.0,2.2354910811372974e-07
1944,0.0,2.0885710227958043e-07
1945,0.0,1.9388686212096218e-07
1946,4.1763312808029696e-09,2.0603233963356615e-07
1947,1.1920870957027319e-09,2.1457567811467015e-07
1948,2.174377566888097e-09,2.554893683281989e-07
1949,0.0,2.434618124880217e-07
1950,2.1270722960764488e-09,2.765193869436189e-07
1951,6.396841056854896e-09,2.8892398518109985e-07
1952,0.0,3.753950181817345e-07
1953,2.1547654771580937e-09,3.587684602734953e-07
1954,5.86352189024808e-09,2.7558550641515467e-07
1955,1.8771215692936494e-09,3.087864968165377e-07
1956,8.72114158667614e-10,2.773323046767473e-07
1957,3.5340151360863103e-09,2.6770163685796433e-07
1958,4.963346011965797e-09,2.762929227628774e-07
1959,5.425523585955716e-09,2.580999023393815e-07
1960,3.460416619915918e-09,2.657600077782263e-07
1961,2.08444772553662e-09,3.098878949003847e-07
1962,6.341956404476434e-10,2.993403427353769e-07
1963,3.879631726988464e-09,2.870927744424989e-07
1964,6.083968218106861e-09,2.8047094247085624e-07
1965,0.0,2.5773323386601987e-07
1966,5.539074754423723e-10,3.0631082381660235e-07
1967,4.930335584241163e-10,3.0075045742705697e-07
1968,1.796566312384229e-09,2.959843072858348e-07
1969,9.99186730576973e-09,3.724241537383932e-07
1970,6.898087545614828e-09,3.5962028732683393e-07
1971,1.0276794970565106e-09,3.8897670151527564e-07
1972,8.721249833421041e-09,3.8168292348927935e-07
1973,3.859242647674677e-09,2.905458416080364e-07
1974,3.375343005096454e-09,3.234703740417899e-07
1975,2.2845920710778955e-09,3.375484709522425e-07
1976,4.570821499072508e-09,2.588227800970344e-07
1977,6.464460078348111e-09,3.5378226925786294e-07
1978,3.5643548113029055e-09,3.100988692494866e-07
1979,4.0963813452421505e-09,2.820651161528076e-07
1980,5.116635559687666e-09,2.5981137241615215e-07
1981,6.325549528618524e-10,1.9862225997258065e-07
1982,8.069752865935698e-09,2.0360607777547557e-07
1983,5.683784221055532e-09,1.9956398489284766e-07
1984,2.319603453759811e-09,2.1108391479174315e-07
1985,1.8046674155058895e-09,1.7926363682363444e-07
1986,4.795588481876223e-09,1.4326819552934467e-07
1987,5.499735000746853e-09,2.028791215025194e-07
1988,1.7989661427186832e-09,1.5411143294841168e-07
1989,2.7440609784434855e-09,1.909866540472649e-07
1990,8.717841448735442e-09,1.8470926477220928e-07
1991,7.033758298025106e-09,2.0104825182443165e-07
1992,3.305966445044106e-09,1.5097246830464428e-07
1993,3.3235245111562506e-09,1.922104928553381e-07
1994,6.8574046441227665e-09,1.5244538076331082e-07
1995,7.591431261388948e-09,1.6267352975773974e-07
1996,2.135236876199542e-09,1.8202894125352032e-07
1997,5.753873377756236e-09,1.2514674097019451e-07
1998,5.244942036242151e-09,1.416134409737424e-07
1999,9.140402212892695e-09,1.6452723627935484e-07
2000,4.4180314962005696e-09,1.4800404812831403e-07
2001,1.7524847129024579e-09,1.4414186466638057e-07
2002,4.81934359086722e-09,1.5421899490775104e-07
2003,3.333538334260311e-09,1.1875730621113689e-07
2004,5.726228602398464e-09,1.4007235904500703e-07
2005,6.3052495447024626e-09,1.463718604099995e-07
2006,5.353256948836815e-09,1.4124361769063398e-07
2007,2.7961355453243186e-09,1.390078807617101e-07
2008,5.108927725316903e-09,1.5241633377627295e-07
2009,2.860915504498962e-09,1.5305897704820381e-07
2010,6.140930985942816e-09,1.280147898796713e-07
2011,1.7207874236646603e-08,1.6060681673479849e-07
2012,1.0553183549255607e-08,1.5727647451058147e-07
2013,1.0319762933086452e-08,1.252317076705367e-07
2014,7.57905826986871e-09,1.4118703006715805e-07
2015,7.314698624583116e-09,1.478455828873848e-07
2016,1.2428039930512114e-08,1.6736427710384305e-07
2017,5.7859059765519305e-09,1.0213381784751618e-07
2018,4.904786798931582e-09,1.3036407153776963e-07
2019,6.377469219387422e-09,1.4387570956841955e-07
