year,six_DET arbres_NOUN,six_DET marbres_NOUN
1800,3.144164395507687e-08,0.0
1801,3.809892135109294e-08,0.0
1802,1.5664880947952042e-08,0.0
1803,1.755305234496518e-08,0.0
1804,2.4718509461507665e-09,0.0
1805,4.8328921309348516e-08,0.0
1806,3.7461699520235925e-08,0.0
1807,3.4163463169534225e-08,0.0
1808,3.852325747288887e-08,0.0
1809,1.0165637576164954e-07,0.0
1810,2.574139479349924e-08,0.0
1811,1.2535384286138651e-08,5.0141535368197765e-09
1812,1.0668832928217853e-08,0.0
1813,2.8757416004054903e-08,0.0
1814,3.776012569289833e-08,0.0
1815,1.3486118000116676e-08,0.0
1816,1.1588019432906549e-08,0.0
1817,2.490997452753163e-08,0.0
1818,4.172412104708201e-08,0.0
1819,3.8298885840504227e-08,0.0
1820,3.5599443393152796e-09,0.0
1821,2.5639868672655552e-08,0.0
1822,2.606660132187244e-08,0.0
1823,8.89441820195458e-09,0.0
1824,3.3684450784221553e-08,0.0
1825,1.1447076175841175e-08,0.0
1826,1.9377566218281572e-08,0.0
1827,1.1982455028203276e-08,0.0
1828,9.172301140836225e-09,0.0
1829,3.5150023336427694e-08,0.0
1830,6.262101504006523e-08,0.0
1831,3.585977381703742e-08,0.0
1832,2.7059938512152826e-08,0.0
1833,3.359252342960417e-08,0.0
1834,1.2134890203796544e-08,0.0
1835,2.4958190181223472e-08,0.0
1836,1.344150035720304e-08,0.0
1837,8.349469449164815e-09,2.7831563720326358e-09
1838,2.3354999711955315e-08,0.0
1839,1.6080392128969834e-08,0.0
1840,2.1019973317493168e-08,0.0
1841,1.926164472365599e-08,0.0
1842,1.8112315203211438e-08,0.0
1843,7.678984614845064e-09,0.0
1844,1.2623690592850068e-08,0.0
1845,7.812318791877715e-09,0.0
1846,1.4050803409659807e-08,0.0
1847,1.833695950637093e-08,5.393223645455691e-10
1848,8.04522137798358e-09,0.0
1849,1.508294644736452e-08,0.0
1850,2.0366988984221734e-08,0.0
1851,2.063820425668439e-08,0.0
1852,1.4323199515331453e-08,0.0
1853,1.6721409368258833e-08,0.0
1854,7.79349651480743e-09,0.0
1855,1.8574279891936385e-08,0.0
1856,1.035437813268203e-08,0.0
1857,3.270611159678083e-08,0.0
1858,2.0553439838977283e-08,0.0
1859,1.018434669930457e-08,1.018434669930457e-09
1860,2.380135608048839e-08,0.0
1861,4.715963619617014e-09,0.0
1862,2.7107918409985388e-09,0.0
1863,3.596127129412707e-08,0.0
1864,1.438418395505181e-08,0.0
1865,8.943004559114343e-09,0.0
1866,1.2650593461671633e-08,0.0
1867,1.5043715606566366e-08,1.94112459439566e-09
1868,1.4819621974027086e-08,0.0
1869,1.0743742562269176e-08,0.0
1870,1.548193218070537e-08,0.0
1871,0.0,0.0
1872,3.628403577593531e-09,0.0
1873,3.591602570907071e-09,0.0
1874,1.0754296120296658e-08,0.0
1875,1.94531928343622e-08,0.0
1876,1.3301232115736639e-08,0.0
1877,8.658742167710898e-09,0.0
1878,2.113680963589104e-08,6.039088673581716e-10
1879,2.993569481191116e-08,6.10932526790009e-10
1880,7.701415727368044e-09,0.0
1881,1.8825769887431676e-08,0.0
1882,9.983077475794744e-09,0.0
1883,1.76941486462745e-08,0.0
1884,1.5844072720483382e-08,0.0
1885,1.7403216867606375e-08,6.445635691854079e-10
1886,1.7424351739236954e-08,2.5813855497602844e-09
1887,1.3057849523878673e-08,0.0
1888,1.5851536749877937e-08,0.0
1889,1.3783300722991498e-08,0.0
1890,6.554386366985909e-09,0.0
1891,1.9122660233072963e-08,0.0
1892,2.3193496456741514e-08,0.0
1893,1.539604177480669e-08,0.0
1894,1.1342770278588432e-08,0.0
1895,1.2639090440913492e-08,1.2037228991346183e-09
1896,1.474257199651774e-08,0.0
1897,1.2236098356765979e-08,0.0
1898,6.7900258748920805e-09,3.3950129374460403e-09
1899,1.1055156790007459e-08,0.0
1900,1.713047503848486e-08,1.038210628578895e-09
1901,1.676621691482083e-08,0.0
1902,1.5221879812177264e-08,0.0
1903,4.860198243861191e-09,0.0
1904,5.912087708281888e-09,0.0
1905,1.7030504839699034e-08,0.0
1906,1.5432553457372933e-08,0.0
1907,1.7485666858885196e-08,0.0
1908,1.5716445034286153e-08,0.0
1909,2.640472140935657e-08,1.6502950117569526e-09
1910,1.3360376693860587e-08,5.344150677544235e-10
1911,8.51259862599818e-09,0.0
1912,1.041884239993962e-08,0.0
1913,8.484783542428431e-09,0.0
1914,7.366418142140674e-09,2.0090231700464756e-09
1915,9.424609537234119e-09,0.0
1916,2.307367097387214e-08,0.0
1917,1.096642476827725e-08,0.0
1918,4.594550517822427e-09,0.0
1919,8.287063479883727e-09,0.0
1920,1.9687802055301518e-08,0.0
1921,1.5902770267306465e-08,0.0
1922,8.853522359686394e-09,0.0
1923,1.8047112249064412e-08,0.0
1924,2.191576153887098e-08,0.0
1925,1.979672048513237e-08,0.0
1926,3.566764217310947e-08,0.0
1927,1.4493992672726108e-08,0.0
1928,1.3711249025050165e-08,3.4278122562625413e-09
1929,6.684243825105796e-09,1.1140406375176326e-09
1930,6.302162347537887e-09,0.0
1931,9.124285327288817e-09,0.0
1932,2.520693354046699e-08,0.0
1933,1.4911860191091364e-08,0.0
1934,1.3179738189705859e-08,0.0
1935,2.0346083928757253e-08,1.196828414151696e-09
1936,1.2124714565686645e-08,0.0
1937,1.0072894518486919e-08,0.0
1938,1.2965214457594243e-08,0.0
1939,2.9058696782158222e-08,0.0
1940,1.2678914806940611e-08,0.0
1941,1.1806010391524069e-08,0.0
1942,9.102635090130207e-09,3.034211770724937e-09
1943,8.709705845433291e-09,2.9032352077962287e-09
1944,1.6065930807940276e-08,0.0
1945,1.742803190651898e-08,0.0
1946,1.3921104269343232e-09,0.0
1947,1.0728784083369192e-08,0.0
1948,1.6307831529616124e-08,0.0
1949,1.178041031391075e-08,0.0
1950,1.1698897850465073e-08,0.0
1951,1.5992102975204148e-08,0.0
1952,2.2144087452602434e-08,0.0
1953,1.6160741300730308e-08,0.0
1954,2.052232517257835e-08,0.0
1955,1.407841132561316e-08,0.0
1956,7.849027428008526e-09,0.0
1957,5.301022731885041e-09,0.0
1958,8.272243612328367e-09,0.0
1959,1.1626121398933265e-08,0.0
1960,1.1765417085030094e-08,0.0
1961,1.598076693198891e-08,0.0
1962,2.1562652108286784e-08,0.0
1963,9.05247421467692e-09,1.939815863494232e-09
1964,1.216793682479178e-08,0.0
1965,1.2038495533772675e-08,0.0
1966,1.3293779410616935e-08,0.0
1967,8.381570493209978e-09,0.0
1968,1.3474247384515081e-08,0.0
1969,1.2262746373892242e-08,0.0
1970,4.138852510715552e-09,1.3796175313274261e-09
1971,1.1304474023532407e-08,1.541519245584766e-09
1972,8.721249500354133e-09,0.0
1973,8.821126162850135e-09,0.0
1974,5.625571786183059e-09,0.0
1975,7.4249242310031605e-09,0.0
1976,1.085570117131951e-08,0.0
1977,7.639816612670103e-09,0.0
1978,9.50494638551902e-09,5.940591352171509e-10
1979,1.287434114871644e-08,0.0
1980,6.822181042309694e-09,0.0
1981,5.692994575756671e-09,0.0
1982,1.241500435789078e-08,0.0
1983,8.209910973278056e-09,0.0
1984,2.609553817478627e-08,4.639206796497319e-09
1985,7.820225245147583e-09,0.0
1986,8.991728306373403e-09,0.0
1987,7.944062296871834e-09,0.0
1988,1.2592763110053085e-08,0.0
1989,1.0976244468885454e-08,5.488122178931576e-10
1990,1.6345952813523468e-08,0.0
1991,2.0515128262843518e-08,0.0
1992,1.6529832391753985e-08,0.0
1993,1.274017746855094e-08,5.539207426075166e-10
1994,1.5824779708850656e-08,0.0
1995,1.2471636778865758e-08,5.422450821690461e-10
1996,1.1743802375008272e-08,1.6014276571496566e-09
1997,7.192341611172992e-09,1.438468344439059e-09
1998,9.536258227527128e-09,0.0
1999,1.462464338519709e-08,0.0
2000,1.8113929911578452e-08,0.0
2001,7.009939018143285e-09,0.0
2002,5.695587890208742e-09,8.76244299341522e-10
2003,5.41700001521761e-09,0.0
2004,8.809582230373536e-09,0.0
2005,9.00749885790475e-09,4.5037495954858286e-10
2006,7.823990955113658e-09,4.1178899179428186e-10
2007,7.190063239237432e-09,0.0
2008,7.237647536850744e-09,1.2772318758180745e-09
2009,6.198650037703146e-09,0.0
2010,5.668551683601919e-09,4.723793023408973e-10
2011,3.0591774669019856e-09,3.82397197240536e-10
2012,1.4638286388590771e-08,3.404252713057332e-10
2013,1.310888730898796e-08,0.0
2014,1.104377074512275e-08,0.0
2015,7.314698624583116e-09,2.2165753954528356e-10
2016,8.49249437440136e-09,4.1426800878596737e-10
2017,7.295272969054523e-09,0.0
2018,1.1100306729350251e-08,2.5814667070633845e-10
2019,1.224474166505729e-08,5.1019755087367e-10
