year,ses_DET eaux_NOUN,ses_DET mots_NOUN
1922,2.1145162705238363e-06,1.2808096165883853e-06
1923,2.1221280803729314e-06,1.2898376766656838e-06
1924,2.1902869633549926e-06,1.2092343908420844e-06
1925,2.725348473120448e-06,1.097618188339311e-06
1926,1.9550327365891462e-06,1.2806913289864497e-06
1927,2.1863631118890225e-06,1.3144935628872645e-06
1928,2.4554561974809985e-06,1.2431533313872478e-06
1929,2.4709420358703937e-06,1.233243022369379e-06
1930,2.214159593449949e-06,1.0986769112264483e-06
1931,2.197812243309727e-06,1.1028979400862227e-06
1932,2.552476132677839e-06,1.040059977697183e-06
1933,1.956894983834445e-06,1.1906547285889246e-06
1934,2.2213849817376286e-06,1.147835387627083e-06
1935,2.008278102039185e-06,1.097491697521491e-06
1936,2.0769636392969915e-06,1.0912242984773002e-06
1937,1.9440685932181623e-06,1.0148441376145456e-06
1938,2.1094404232258057e-06,1.2096544992346026e-06
1939,1.858227179241112e-06,1.2648180280905308e-06
1940,2.0260905699842624e-06,9.204892066350112e-07
1941,1.7000654892740386e-06,1.3635942082146357e-06
1942,1.8387323379442932e-06,1.2683005188307561e-06
1943,1.6577472834455875e-06,1.6519408703175031e-06
1944,1.783318339221296e-06,1.5198370704183617e-06
1945,1.8735134901248784e-06,1.6752696083699448e-06
1946,1.7234327032156216e-06,1.6385139574026653e-06
1947,1.5330240614730428e-06,1.5509052886386598e-06
1948,1.5677261941959841e-06,1.4524842661955972e-06
1949,1.8554145384541698e-06,1.405795543973909e-06
1950,1.976050256757844e-06,1.4315196992242818e-06
1951,1.6365252193395463e-06,1.43076008640719e-06
1952,1.5732847913341175e-06,1.405622320760358e-06
1953,1.616074058574668e-06,1.446925036674429e-06
1954,1.5655602823017034e-06,1.5000842665813252e-06
1955,1.4294280532567427e-06,1.5242226716338791e-06
1956,1.5654448972668433e-06,1.6544005347896018e-06
1957,1.4162565378228464e-06,1.458664705467072e-06
1958,1.6072968875846527e-06,1.5485640147971935e-06
1959,1.2881742819104147e-06,1.4455144921043939e-06
1960,1.353022931027681e-06,1.4000845673933782e-06
1961,1.3423843441273675e-06,1.468146052729935e-06
1962,1.3108823324614605e-06,1.5385586280558528e-06
1963,1.252474504553902e-06,1.4516289930099902e-06
1964,1.482663080309976e-06,1.4315577274714997e-06
1965,1.319309681946379e-06,1.5217752249441219e-06
1966,1.3615045659776115e-06,1.5237994261951826e-06
1967,1.3188647791650965e-06,1.6496903398888207e-06
1968,1.6663153132867592e-06,1.63083304016709e-06
1969,1.4615376286997162e-06,1.4728920589845984e-06
1970,1.5516098272883028e-06,1.3823767055498593e-06
1971,1.2311600414705026e-06,1.5106888326954504e-06
1972,1.3800095075566787e-06,1.3287080591339873e-06
1973,1.226687846411778e-06,1.5536208479716151e-06
1974,1.2229992556456182e-06,1.2741920194514478e-06
1975,1.2930791015719478e-06,1.4050241574636857e-06
1976,1.1124236749537886e-06,1.459234745482263e-06
1977,1.1160008810406907e-06,1.5179727128611376e-06
1978,1.3057420282791554e-06,1.6099002451142042e-06
1979,1.1212380819358714e-06,1.5209278743100185e-06
1980,1.391156338570454e-06,1.62538461623285e-06
1981,1.22019844894794e-06,1.7262424591990566e-06
1982,1.0589999241972237e-06,1.8734242317464123e-06
1983,1.0496054976272262e-06,1.8863849291506085e-06
1984,1.101811591297519e-06,1.795373016477697e-06
1985,1.1940882806982245e-06,1.8070736658160058e-06
1986,9.878912443639365e-07,1.9937657640412e-06
1987,1.0467829305582654e-06,1.94079540705161e-06
1988,9.50453763692849e-07,2.094596304402785e-06
1989,1.2298881983952015e-06,2.098109071368981e-06
1990,1.0777432066788606e-06,2.0966409834954902e-06
1991,1.041582315508549e-06,2.182223546753903e-06
1992,1.056807288790651e-06,2.0204965096581873e-06
1993,1.1050718882188448e-06,2.058369538815441e-06
1994,1.2522676300363855e-06,2.266108381832055e-06
1995,1.0329769111194764e-06,2.285563070358876e-06
1996,1.050002737201794e-06,2.2526748466589197e-06
1997,1.0798102181297509e-06,2.367718849427547e-06
1998,9.397982623227108e-07,2.4565400877918364e-06
1999,1.1420932963801533e-06,2.349997373585211e-06
2000,9.98033311105928e-07,2.3614379500713767e-06
2001,1.0506145642352749e-06,2.5345310348257044e-06
2002,1.0339682354754132e-06,2.528840980176028e-06
2003,1.0467310360695592e-06,2.751419160063051e-06
2004,9.373395570833054e-07,2.703660868519364e-06
2005,9.782144125836112e-07,2.81394267176438e-06
2006,1.122124949404224e-06,3.0040006464560065e-06
2007,1.0421596847720593e-06,3.7324415984585357e-06
2008,1.1908058326071114e-06,3.86830967613605e-06
2009,1.2955178974038972e-06,4.255134967934282e-06
2010,1.2584184929664843e-06,5.486685694222615e-06
2011,1.4829362982027305e-06,5.746282567997696e-06
2012,1.6663816495565698e-06,6.415314260266314e-06
2013,1.2525960357834265e-06,7.145459221646888e-06
2014,1.4077558816438795e-06,7.713532397701783e-06
2015,1.7109745584775737e-06,7.438383818225702e-06
2016,2.066575945036675e-06,7.588561572902108e-06
2017,1.3310100044350293e-06,9.261977993446635e-06
2018,1.5052531807668856e-06,1.032225316066615e-05
2019,1.4831442882723422e-06,1.0198593599852757e-05
