year,anciens_ADJ effets_NOUN,anciens_ADJ méfaits_NOUN
1963,3.879631726988464e-09,1.2932106496776896e-09
1964,0.0,6.083968329129164e-10
1965,5.472043373977442e-10,5.472043373977442e-10
1966,3.3234448526542337e-09,1.1078149508847446e-09
1967,2.9582012395223956e-09,4.930335695263466e-09
1968,3.5931326802796093e-09,2.6948494546985557e-09
1969,1.3625273131978588e-09,2.7250546263957176e-09
1970,1.3796175313274261e-09,9.197450023812337e-10
1971,5.138397485282553e-10,2.0553589941130213e-09
1972,5.130146973897354e-09,1.0260293725750103e-09
1973,0.0,5.513203782392395e-10
1974,2.2502286700643026e-09,1.1251143350321513e-09
1975,2.2845920710778955e-09,1.7134440533084216e-09
1976,0.0,5.713526873840635e-10
1977,2.3507127355770763e-09,0.0
1978,1.1881182704343018e-09,5.940591352171509e-10
1979,0.0,2.925986564150662e-09
1980,1.7055452605774235e-09,2.2740602734216964e-09
1981,3.1627747087981106e-09,6.958104314946922e-09
1982,1.8622506869903077e-09,0.0
1983,1.89459470334441e-09,3.157658134966823e-09
1984,1.1598016991243298e-09,1.739702604197646e-09
1985,1.8046674155058895e-09,1.2031116103372597e-09
1986,1.1988970927134801e-09,0.0
1987,6.110816852533674e-10,1.2221633705067347e-09
1988,0.0,0.0
1989,5.488122178931576e-10,1.0976244357863152e-09
1990,2.179460389939436e-09,5.44865097484859e-10
1991,1.1722930404189924e-09,1.1722930404189924e-09
1992,5.509944167592096e-10,1.65298330578878e-09
1993,5.539207426075166e-10,0.0
1994,1.0549853213248639e-09,2.637463358823311e-09
1995,1.626735190995987e-09,5.422450821690461e-10
1996,5.338092190498855e-10,0.0
1997,1.438468344439059e-09,1.917957792585412e-09
1998,3.814503379828693e-09,0.0
1999,3.1991407301035224e-09,4.570201161957499e-10
2000,3.092622158362701e-09,1.3254094488601709e-09
2001,8.762423564512289e-10,3.943090742808408e-09
2002,8.76244299341522e-10,8.76244299341522e-10
2003,2.5001538617175356e-09,2.5001538617175356e-09
2004,8.809582507929292e-10,8.809582507929292e-10
2005,1.3511248786457486e-09,0.0
2006,1.6471559671771274e-09,4.1178899179428186e-10
2007,1.997239706952314e-09,1.5977917877663117e-09
2008,2.9802078582719105e-09,1.7029758714315335e-09
2009,4.76819250749827e-10,0.0
2010,4.723793023408973e-10,1.4171379625338432e-09
2011,2.6767803529281764e-09,5.353560705856353e-09
2012,1.7021263287730903e-09,2.0425516833455504e-09
2013,1.9523875849358774e-09,2.5102124823206395e-09
2014,1.9489005964601347e-09,1.7323561474213989e-09
2015,2.659890530054554e-09,4.654808538617772e-09
2016,1.86420612280358e-09,4.971216327476213e-09
2017,1.2578056374223934e-09,2.515611330355938e-10
2018,2.8396134332808742e-09,3.3559066636712487e-09
2019,1.2754939326953263e-09,3.3162841361900064e-09
