year,anciens_ADJ effets_NOUN,anciens_ADJ méfaits_NOUN
1800,3.144164484325529e-09,0.0
1801,2.3811825844433088e-09,0.0
1802,4.475680270843441e-09,0.0
1803,0.0,0.0
1804,3.707776485839531e-08,0.0
1805,2.842877711017877e-09,0.0
1806,2.881669125542885e-09,0.0
1807,0.0,0.0
1808,2.2660739951163578e-09,0.0
1809,1.129515236897305e-08,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,5.751483289628823e-09,0.0
1814,0.0,0.0
1815,1.8880564667256294e-08,0.0
1816,2.0858434979231788e-08,2.3176038865813098e-09
1817,1.0898113522728181e-08,0.0
1818,1.9073883805731384e-08,2.384235475716423e-09
1819,0.0,0.0
1820,2.1359666035891678e-08,0.0
1821,8.875339574387908e-09,0.0
1822,0.0,0.0
1823,1.680056804787e-08,9.882686891060644e-10
1824,6.736890156844311e-09,0.0
1825,1.1447076175841175e-08,1.0566531649658373e-08
1826,0.0,0.0
1827,1.1982455028203276e-08,8.295545583791863e-09
1828,1.559291185060374e-08,2.7516904310687096e-09
1829,3.429270423183084e-09,4.286587973467704e-09
1830,8.349468672008697e-09,8.349468672008697e-09
1831,4.677361609140007e-09,0.0
1832,2.3000948701223933e-08,1.8941957335982806e-08
1833,6.950177322551099e-09,9.266902800675325e-09
1834,5.600718555598405e-09,3.733812370398937e-09
1835,5.294161553592858e-09,2.2689263801112247e-09
1836,9.409050427677812e-09,0.0
1837,2.7831563720326358e-09,5.5663127440652715e-09
1838,4.418513555037862e-09,5.680945491803868e-09
1839,1.6080392128969834e-08,1.957613093850341e-08
1840,1.2102408852854296e-08,1.592422194107712e-08
1841,1.7977535904378783e-08,2.5682194149112547e-09
1842,0.0,6.708265054555795e-09
1843,1.2404512972352677e-08,1.0041748765843295e-08
1844,1.097712254427563e-09,1.3721403568922597e-08
1845,1.1718478631905782e-08,8.928364714222425e-09
1846,9.952652035849496e-09,1.8734404250153602e-08
1847,1.833696039454935e-08,5.9325460100012606e-09
1848,4.02261068899179e-09,6.43617736884039e-09
1849,1.6758828991214614e-08,2.513824481908955e-09
1850,0.0,5.431196825611551e-09
1851,1.6768540334055615e-08,7.739326512989919e-09
1852,6.510545436100301e-10,2.3437962681782665e-08
1853,8.360704129017904e-09,1.1943863675867306e-09
1854,7.79349651480743e-09,5.195664454227256e-10
1855,8.491099379170919e-09,0.0
1856,8.801221973442352e-09,5.177189343896771e-09
1857,7.322263684272912e-09,1.6597130780837688e-08
1858,2.4468380654951716e-09,8.808616946964776e-09
1859,2.5460866748261424e-09,1.171199848215565e-08
1860,1.373155145145688e-09,1.373155189554609e-08
1861,2.8295783494058924e-09,2.9238975685075275e-08
1862,7.680577063240435e-09,8.132375661773494e-09
1863,2.3974180862751382e-08,2.4973103585068657e-09
1864,8.151037178549814e-09,3.835782358407869e-09
1865,1.2237795665726026e-08,9.413688495385486e-09
1866,2.4814625021463144e-08,9.731225603104576e-09
1867,7.76449837758264e-09,3.396968040192405e-09
1868,1.1855697756857353e-08,2.0747471296544973e-08
1869,5.860222973552709e-09,3.4184632902167778e-09
1870,2.8670243068518175e-08,1.1468097582678638e-08
1871,1.911811864374613e-08,1.0621177271019633e-09
1872,3.628403577593531e-09,1.1489944995446422e-08
1873,8.380406590902112e-09,4.788803575905831e-09
1874,2.9873046258899194e-09,2.9873046258899194e-09
1875,2.2313955128083762e-08,6.865832347102696e-09
1876,1.269663130187837e-08,1.4510435519810017e-08
1877,6.184816214727107e-09,1.0514186854493346e-08
1878,8.4547240319921e-09,9.662541877730746e-09
1879,6.109325489944695e-09,3.0546627449723474e-09
1880,1.7328185109022343e-08,3.8507077526617195e-09
1881,1.045876096839038e-08,3.4862537301449947e-09
1882,1.1979693681496428e-08,7.320923423037584e-09
1883,1.0110942305630033e-08,3.159669414998234e-09
1884,1.4523733327109767e-08,9.902545450302114e-09
1885,1.0313017106966527e-08,3.86738152613475e-09
1886,9.680196200179125e-09,4.5174246565693466e-09
1887,1.3057849024278312e-08,0.0
1888,2.2192152115962926e-08,3.1703073499755874e-09
1889,5.012109394186837e-09,4.385595886446936e-09
1890,3.2771931834929546e-09,4.5880703680722945e-09
1891,1.211101796627645e-08,0.0
1892,5.641661360300532e-09,3.1342561879199593e-09
1893,8.621783287310336e-09,1.2316833108982905e-09
1894,3.150769645188234e-09,6.301539290376468e-10
1895,4.213029924926559e-09,0.0
1896,8.845543852942228e-09,1.179405795248556e-09
1897,6.409385022720926e-09,5.826713556089658e-10
1898,7.355861253444118e-09,9.05336783318944e-09
1899,1.1055156790007459e-09,1.1055156790007459e-09
1900,8.30568502863116e-09,1.5573159428683425e-09
1901,2.235495566438317e-09,1.2295225282343836e-08
1902,2.455141867585553e-09,1.9641135384773634e-09
1903,1.0800440541913758e-09,8.100330184390714e-09
1904,2.6873125946735854e-09,5.374625189347171e-10
1905,1.5482277682110634e-09,2.0643036169332163e-09
1906,7.201858220895474e-09,3.600929110447737e-09
1907,3.0857059130084963e-09,6.1714118260169926e-09
1908,6.875944702500192e-09,4.911389073214423e-10
1909,4.950885035270858e-09,3.850688656825696e-09
1910,1.6032452032632705e-09,2.137660271017694e-09
1911,3.7242617878519013e-09,5.852411444351446e-09
1912,1.5628263128064646e-09,1.0418842455450772e-09
1913,3.71209285532359e-09,4.242391771214216e-09
1914,6.696743604095445e-09,1.2723813114234872e-08
1915,3.534228465440492e-09,9.424609537234119e-09
1916,3.2962386153911893e-09,0.0
1917,4.386569774084137e-09,1.0966424435210342e-09
1918,1.1486376294556067e-08,0.0
1919,1.8415696745321952e-09,1.8415696745321952e-09
1920,3.786115865267448e-09,2.2716695191604686e-09
1921,5.300923255902035e-09,2.2718242842501013e-09
1922,0.0,1.4755870969551665e-09
1923,2.1231896241147297e-09,2.1231896241147297e-09
1924,1.0313299547703991e-08,9.02413699321869e-09
1925,6.598906754362588e-09,4.399271169575059e-09
1926,2.229227691330493e-09,1.1146138456652466e-09
1927,1.4493992672726108e-08,1.1149224876660924e-09
1928,1.1426041446327417e-08,0.0
1929,1.1140406375176326e-09,1.1140406375176326e-09
1930,3.1510811737689437e-09,4.201441416995522e-09
1931,2.2810713318222042e-09,1.1405356659111021e-09
1932,1.0959536611565568e-09,7.6716757391182e-09
1933,4.588264879146209e-09,5.735331320977366e-09
1934,9.585264137967897e-09,1.1981580172459871e-09
1935,5.98414207075848e-09,0.0
1936,0.0,0.0
1937,1.2591118148108649e-09,0.0
1938,0.0,0.0
1939,0.0,9.176430282309411e-09
1940,2.5357829169792012e-09,2.5357829169792012e-09
1941,0.0,2.9515025978810172e-09
1942,0.0,0.0
1943,0.0,0.0
1944,0.0,0.0
1945,4.357008087652048e-09,0.0
1946,1.3921104269343232e-09,4.1763312808029696e-09
1947,0.0,1.1920870957027319e-09
1948,0.0,5.435944139264848e-09
1949,0.0,0.0
1950,1.0635361480382244e-09,1.0635361480382244e-09
1951,0.0,3.1984206394497505e-09
1952,0.0,0.0
1953,0.0,0.0
1954,1.9545072227344917e-09,0.0
1955,4.6928039232341234e-09,1.8771215692936494e-09
1956,1.744228317335228e-09,1.744228317335228e-09
1957,0.0,2.6505113659425206e-09
1958,4.1361216673863055e-09,1.6544486891589827e-09
1959,1.1626121398933265e-08,2.325224457422337e-09
1960,3.460416619915918e-09,2.7683333403416555e-09
1961,1.3896318540318475e-09,6.948159270159238e-10
1962,0.0,2.5367825617905737e-09
