year,jeunes_ADJ êtres_NOUN,jeunes_ADJ maîtres_NOUN
1877,1.4225077116236662e-08,8.720590471966716e-08
1878,2.2344627481629686e-08,1.4010686300025554e-07
1879,2.932476128592043e-08,1.5884245385677787e-07
1880,9.626769603698904e-09,1.6686399817444908e-07
1881,1.2550513517339823e-08,1.7710169686324662e-07
1882,1.5972924316542958e-08,2.509080161416932e-07
1883,2.6541224329434954e-08,2.1991299092860572e-07
1884,4.291102939646407e-08,2.389814426351222e-07
1885,7.090199094506033e-09,2.1979617770284676e-07
1886,1.2261581083805595e-08,1.6779006273281993e-07
1887,1.828098916689669e-08,2.180660771955445e-07
1888,2.9800888867725916e-08,2.1304465747107315e-07
1889,2.5060547415023393e-08,2.7190694140699634e-07
1890,2.5562107097698572e-08,1.7959018805413507e-07
1891,1.0836173736095134e-08,2.345713028262253e-07
1892,1.6924984080901595e-08,1.8304055515727669e-07
1893,2.46336657738766e-08,1.3856437419690337e-07
1894,3.4028310835765296e-08,1.8652556832421396e-07
1895,2.7083764564395096e-08,1.9500311054798658e-07
1896,3.4792471126365854e-08,1.8929462441974465e-07
1897,2.855089675790623e-08,2.138403942808509e-07
1898,2.1501747937691107e-08,1.6409229885994137e-07
1899,2.432134493801641e-08,1.752242297925477e-07
1900,3.114631752509922e-08,2.356738093567401e-07
1901,1.676621685930968e-08,2.0175347970052826e-07
1902,1.8659077838378835e-08,1.831535882956814e-07
1903,2.1600881083827517e-08,1.668668119236827e-07
1904,2.203596238814498e-08,1.0373026526622198e-07
1905,3.1996705729397945e-08,1.6101567723580956e-07
1906,4.423998589686562e-08,1.8261854961565405e-07
1907,3.3428481316377656e-08,1.4245675572510663e-07
1908,2.553922229253658e-08,1.3850117852598487e-07
1909,4.290767208203761e-08,1.4687626048726088e-07
1910,4.11499598840237e-08,1.3146610911007883e-07
1911,2.4473720827700163e-08,1.3726565839533578e-07
1912,2.5526164293410147e-08,1.5992922897112294e-07
1913,2.7575547179026216e-08,1.893167365096815e-07
1914,2.1429579888376793e-08,1.1853236259184996e-07
1915,2.238344798399794e-08,1.260541466763243e-07
1916,3.4061130804730055e-08,1.6591067719673447e-07
1917,1.4256351654751143e-08,2.0287885149627982e-07
1918,2.756730310693456e-08,2.0560614188980253e-07
1919,3.9593746947730324e-08,2.891264330173726e-07
1920,5.3005621225565847e-08,2.460975281337596e-07
1921,5.300923078266351e-08,1.5978497458490892e-07
1922,4.205423209668879e-08,2.2355143869390304e-07
1923,7.006525493125082e-08,1.624240013597955e-07
1924,3.738571052736006e-08,1.8692855974222766e-07
1925,2.1996356736053713e-08,1.7047176470441627e-07
1926,5.238685218955652e-08,1.6496285581979464e-07
1927,3.4562596340492746e-08,1.728129888078911e-07
1928,3.427812345080383e-08,1.805314582270512e-07
1929,5.458799279267623e-08,1.5373760220427357e-07
1930,4.621585603103995e-08,1.4389937064152036e-07
1931,4.44808918587114e-08,1.437074956811557e-07
1932,2.7398842306070037e-08,1.1945894584641792e-07
1933,2.982372038218273e-08,1.4453034680173005e-07
1934,4.7926320689839486e-08,1.3778817731235904e-07
1935,3.351119559624749e-08,1.1489552775856282e-07
1936,5.698615979099486e-08,1.0790996185505719e-07
1937,5.5400921183945684e-08,1.737574280014087e-07
1938,3.8895642262559704e-08,1.361347585771e-07
1939,3.5176316970364496e-08,1.1317597170545923e-07
1940,5.5787225505810056e-08,1.0396709626547818e-07
1941,5.9030050181263505e-08,1.3872062254449702e-07
1942,2.4273694165799498e-08,1.153000468434584e-07
1943,3.4838823381733164e-08,1.4225852851268428e-07
1944,3.213186161588055e-08,9.318240046241044e-08
1945,3.921307367704685e-08,1.0892519952676594e-07
1946,3.062643116891195e-08,1.225057246756478e-07
1947,3.9338875268413176e-08,1.2874541255314398e-07
1948,3.696441908118686e-08,1.4568330186648382e-07
1949,1.9634017078828947e-08,1.2565770646233432e-07
1950,5.9558026066497405e-08,1.4038677420558088e-07
1951,4.691016641800161e-08,1.194077015043149e-07
1952,3.9015773722894664e-08,1.2653764258629963e-07
1953,3.770839640537815e-08,1.0558350993505883e-07
1954,2.8340354063516315e-08,1.1433867541654763e-07
1955,2.9095383879962355e-08,9.104039833118804e-08
1956,2.0930739808022736e-08,1.2122386294777243e-07
1957,4.1524678806581505e-08,1.4136060144664953e-07
1958,3.3088973339090444e-08,8.272243690043979e-08
1959,3.332821663093455e-08,1.0928554416977931e-07
1960,3.114374891310945e-08,1.0312041354154644e-07
1961,2.431855783413539e-08,1.1394980958812084e-07
1962,2.4099433559854333e-08,1.6108569411699136e-07
1963,3.168366191630412e-08,1.4289977912085305e-07
1964,2.5552667537454e-08,1.2715493369341857e-07
1965,2.188817305182056e-08,1.368010913438411e-07
1966,2.1602390987141007e-08,1.1853619952262306e-07
1967,2.7116845657815247e-08,1.0057884480829671e-07
1968,2.7397636159776084e-08,1.059974152894938e-07
1969,1.4533624970169967e-08,1.1172723901609061e-07
1970,1.7015283404475667e-08,1.2876429877906048e-07
1971,1.0790635052160269e-08,1.0071259026744883e-07
1972,1.2825367434743384e-08,1.195324159652955e-07
1973,1.2129047988196362e-08,6.119655893144227e-08
1974,1.2376257352286757e-08,1.1082376261128957e-07
1975,1.6563292959403952e-08,6.796661722319186e-08
1976,1.542652228181396e-08,8.341748980456032e-08
1977,8.815172591880582e-09,8.109959281910051e-08
1978,2.3762364520507617e-08,8.019798514169452e-08
1979,1.9896710057309974e-08,5.383815349091492e-08
1980,2.3309118191150446e-08,6.310516909024955e-08
1981,1.3916208629893845e-08,8.602747669783639e-08
1982,2.1726258125909226e-08,7.511077626531915e-08
1983,2.2103606056589342e-08,5.810090897284681e-08
1984,2.203623239438457e-08,8.234592030476051e-08
1985,2.285912081845254e-08,7.218669395570032e-08
1986,8.392279760016663e-09,6.474044056403727e-08
1987,1.4054879038383206e-08,7.394088186174486e-08
1988,1.2592763276586538e-08,6.416312459123219e-08
1989,1.5915555096057687e-08,4.719785096085616e-08
1990,1.6345952147389653e-08,4.304434142454738e-08
1991,1.641210189973208e-08,6.740685165596005e-08
1992,1.322386644631024e-08,5.895640242670197e-08
1993,2.1602909683338112e-08,6.924009454678526e-08
1994,1.3714808844156323e-08,5.8551684389840375e-08
1995,1.7351842629409475e-08,6.56116583286348e-08
1996,1.4412848692302305e-08,5.2847113352072483e-08
1997,1.5823152565985765e-08,5.7538734665740776e-08
1998,1.8118891276230897e-08,6.15088637800909e-08
1999,1.4624643718263997e-08,5.621347298756518e-08
2000,1.899753598877396e-08,7.422293180070483e-08
2001,1.796296800193886e-08,6.002260022341943e-08
2002,7.886198361006791e-09,5.257465929275895e-08
2003,1.6250998768896352e-08,4.7086228249781925e-08
2004,1.1452457648886138e-08,6.827426091149391e-08
2005,1.1259373877692269e-08,8.196824552442195e-08
2006,2.3060183096390574e-08,8.194601264222001e-08
2007,1.997239706952314e-08,6.950394038085506e-08
2008,1.3623806971452268e-08,5.364373834026992e-08
2009,1.3350939020995156e-08,8.630428283140645e-08
2010,1.369900015646408e-08,5.90474122930118e-08
2011,2.2561435386592166e-08,4.7799648683621854e-08
2012,1.5659562535574878e-08,5.310634065835984e-08
2013,2.2312999448104165e-08,6.19185769323849e-08
2014,2.555225364631042e-08,7.535749091402977e-08
2015,2.1722438958704515e-08,8.533815076816609e-08
2016,2.2163337831671015e-08,9.321030347564374e-08
2017,1.6603035390971854e-08,4.5029441508859236e-08
2018,2.116802733098666e-08,9.086762986498798e-08
2019,1.3010037491767434e-08,7.474394436712828e-08
