year,mes_DET eaux_NOUN,mes_DET mots_NOUN
1865,1.4120533142758518e-07,3.388927893865912e-08
1866,7.249762967731499e-08,4.670988396071607e-08
1867,4.416058452250127e-08,2.329349513274792e-08
1868,4.544684018004119e-08,3.359114320033996e-08
1869,7.129938239813782e-08,1.5627261373829526e-08
1870,6.192772739055386e-08,2.2936196053535696e-08
1871,4.0360473185785395e-08,2.1242354542039266e-09
1872,3.567930095815797e-08,3.08414298544335e-08
1873,3.471882425998274e-08,2.873282073379002e-08
1874,2.7483201492373155e-08,3.1067965977626955e-08
1875,5.092159111041994e-08,3.4901315615343265e-08
1876,2.7207067265777596e-08,3.9903697679477546e-08
1877,4.143826648483895e-08,4.08197848855707e-08
1878,3.019544392302009e-08,2.959153500015077e-08
1879,3.482315313885209e-08,2.3215435351886526e-08
1880,4.1074214696124045e-08,2.6313169643188417e-08
1881,6.623881887435346e-08,3.137628357130495e-08
1882,4.8584313239175e-08,3.7935693475432686e-08
1883,3.4756364897248204e-08,2.2749619355000306e-08
1884,3.1688144552788344e-08,2.3766109080725073e-08
1885,1.8047779493102212e-08,2.3848851782304337e-08
1886,5.291840321497432e-08,2.6459201829531764e-08
1887,2.7421483528300428e-08,1.697520346510828e-08
1888,4.2482117379449846e-08,1.902184343371971e-08
1889,2.5687060034584874e-08,2.5060546526844973e-08
1890,4.4569826496143605e-08,3.473824872202158e-08
1891,3.187109842706093e-08,3.888274235919198e-08
1892,3.19694137829174e-08,3.196941200656056e-08
1893,2.7097032173628577e-08,5.542574776917775e-08
1894,1.4493540811955086e-08,4.474092762940529e-08
1895,1.9259565942064683e-08,4.0926578792621626e-08
1896,2.4177819246684606e-08,4.599682490447066e-08
1897,2.7968225846386474e-08,3.262959591410208e-08
1898,3.508180057565369e-08,3.791097757943618e-08
1899,1.492446166651007e-08,3.924580660452648e-08
1900,2.2840633606691085e-08,3.322273967043543e-08
1901,2.5708198236884527e-08,2.8502567639421272e-08
1902,2.3078334632220532e-08,4.910283735171106e-08
1903,2.7001101798873606e-08,4.644189299796153e-08
1904,1.1824175416563776e-08,6.288311205082664e-08
1905,2.2191263937543226e-08,4.335037617764215e-08
1906,2.3148830130548248e-08,5.247068113334308e-08
1907,1.8514236699296305e-08,5.96569829092175e-08
1908,2.8977195087875884e-08,9.036955894714538e-08
1909,2.7504917898824033e-08,5.335954122998032e-08
1910,1.6566866878342523e-08,6.359539383993251e-08
1911,3.245428215059576e-08,6.597263890739669e-08
1912,5.157326832261333e-08,8.43926215576829e-08
1913,4.2423916379874527e-08,8.962052522321073e-08
1914,3.8841114324839054e-08,5.022557925116189e-08
1915,2.4739600590351074e-08,4.005459064426731e-08
1916,9.888715624128963e-09,5.273981695808061e-08
1917,2.4126133979507358e-08,4.386569774084137e-08
1918,3.790504177203502e-08,8.040463139735721e-08
1919,2.3940405213807026e-08,1.2154360096161554e-07
1920,1.665891025126598e-08,7.647953914613481e-08
1921,2.423279099605935e-08,9.61738908511478e-08
1922,1.623145884366295e-08,1.4755870658689219e-07
1923,2.7601465557580696e-08,1.0085150536909282e-07
1924,1.804827398643738e-08,1.1860294701904195e-07
1925,2.3096173862313663e-08,9.678396795109734e-08
1926,3.566764306128789e-08,1.136906142562566e-07
1927,3.0102906389828377e-08,1.215265479359573e-07
1928,3.0850310528407476e-08,9.140832935017329e-08
1929,3.787738211968872e-08,8.243900406768034e-08
1930,2.1007207751111423e-08,1.1448927716983803e-07
1931,1.710803587684495e-08,8.896178194106596e-08
1932,1.753525902259412e-08,1.0301964525893936e-07
1933,1.0323596200123575e-08,9.405943202089873e-08
1934,2.2765002327673756e-08,8.387106298357594e-08
1935,2.2739740757060645e-08,1.0053358678874247e-07
1936,4.122403041151301e-08,9.821018487343736e-08
1937,1.7627565185307503e-08,1.0198805666661315e-07
1938,2.463390735840676e-08,1.1409388755989625e-07
1939,1.6823455517567254e-08,9.176430459945095e-08
1940,7.607348750937604e-09,9.382396681800742e-08
1941,5.9030051957620344e-09,1.4757512367680192e-07
1942,6.371844563091145e-08,1.365395263519531e-07
1943,2.6129116870166058e-08,1.8871028917288868e-07
1944,2.8918675454292497e-08,2.6990763402068296e-07
1945,2.6142048081823077e-08,1.6556631354802676e-07
1946,4.454753366189834e-08,1.8793491207702573e-07
1947,4.649139762058496e-08,2.5629873867671904e-07
1948,3.696441863709765e-08,2.0439149217565955e-07
1949,2.2579119018928395e-08,1.924133572472897e-07
1950,4.78591268837647e-08,1.7654700190661288e-07
1951,2.2388944032059044e-08,2.3028627316179495e-07
1952,1.7926167217297007e-08,2.056236789726995e-07
1953,3.663101211248687e-08,2.0793486754655532e-07
1954,2.5408594339637602e-08,2.5115417656706995e-07
1955,3.2849628350817284e-08,1.9991345023839813e-07
1956,1.9186510602509088e-08,2.2413333766735377e-07
1957,2.1204090927540165e-08,2.076233798220528e-07
1958,1.9026160202884057e-08,2.341044851306151e-07
1959,2.1702094343822864e-08,2.518993014177795e-07
1960,1.7994166157109248e-08,2.2354292283921495e-07
1961,3.1266716493671964e-08,2.2581517811204321e-07
1962,3.234397782936327e-08,2.2006589350809236e-07
1963,3.23302644655854e-08,2.347177296968539e-07
1964,3.467861903194702e-08,2.2814881450727853e-07
1965,3.3926667697414814e-08,2.5609162435102917e-07
1966,4.098915407091397e-08,2.6975294709075115e-07
1967,2.5144711590652236e-08,3.2786732262479745e-07
1968,4.0422742708656756e-08,2.7622207365851636e-07
1969,2.497966811176866e-08,2.5343008580591686e-07
1970,2.3453498365633152e-08,2.49710767619149e-07
1971,4.4704056456623675e-08,2.671966807810122e-07
1972,3.2319926623891604e-08,2.5189020469440493e-07
1973,2.370677543162003e-08,2.7400622570894484e-07
1974,2.5315073148846068e-08,2.5315072171849806e-07
1975,1.6563292959403952e-08,2.775779321950722e-07
1976,2.1140049599743804e-08,3.005315036830325e-07
1977,1.9393379790955123e-08,2.773840979131137e-07
1978,3.4455430730773173e-08,3.0594046407372844e-07
1979,2.925986608559583e-08,3.165917696890119e-07
1980,4.8892296433677984e-08,3.325813047183601e-07
1981,2.909752794266751e-08,3.2576581077137234e-07
1982,3.3520510811513304e-08,4.214893998266689e-07
1983,3.220811262139023e-08,4.7554329540844265e-07
1984,4.929157376709625e-08,3.920129714174436e-07
1985,5.59446911019279e-08,3.446914629279263e-07
1986,2.1580148390487608e-08,4.825560893095826e-07
1987,2.810975807676641e-08,3.7337091995937044e-07
1988,2.6384837426007834e-08,3.5439631851375e-07
1989,4.500260253337274e-08,4.044746013676104e-07
1990,2.2884334038852927e-08,3.634250198558675e-07
1991,3.985796337424574e-08,4.548497152256914e-07
1992,3.25086699781707e-08,4.441014986866776e-07
1993,4.98528672787657e-08,5.079453302414549e-07
1994,3.217705202285259e-08,4.779083511152749e-07
1995,2.114755781601474e-08,4.847671029040157e-07
1996,4.85766395996734e-08,5.177949553569761e-07
1997,1.9659066707866657e-08,5.657975492567857e-07
1998,2.5271085557498907e-08,4.844419194682814e-07
1999,2.3308026536605908e-08,4.7575793971077474e-07
2000,3.1368023178934834e-08,5.288383846391298e-07
2001,3.7240301065111225e-08,5.196117029981906e-07
2002,3.3735407134471984e-08,5.086598200421122e-07
2003,4.916968965318347e-08,5.517005661204166e-07
2004,2.4666830578112808e-08,5.77027655879192e-07
2005,3.2426996643408756e-08,5.760295707091245e-07
2006,1.976587160612553e-08,6.782164732044293e-07
2007,2.316798167201206e-08,6.914443773098355e-07
2008,3.27822856638349e-08,7.561212740370138e-07
2009,2.527142117791925e-08,8.344337132371038e-07
2010,3.0232275183283974e-08,1.0831657206722412e-06
2011,4.206369164094781e-08,1.2198471068813888e-06
2012,3.404252724159562e-08,1.298041524933069e-06
2013,3.904775103258373e-08,1.4165966035761812e-06
2014,4.48247139406277e-08,1.5612859982638838e-06
2015,4.5439795703927643e-08,1.4848839100523037e-06
2016,5.551191417652035e-08,1.5885107274016264e-06
2017,4.251383289854971e-08,2.149841463960911e-06
2018,3.9238295279631075e-08,2.469947446570586e-06
2019,2.984655633753164e-08,2.5752222256869572e-06
