year,trois_DET oies_NOUN,trois_DET mois_NOUN
1895,1.8055843487019274e-09,1.881780036683267e-05
1896,9.435246750566506e-09,1.9064504385823966e-05
1897,1.1070755534525745e-08,1.9176878822690924e-05
1898,2.26334195829736e-09,1.89979257925188e-05
1899,7.738609753005221e-09,2.026078516337293e-05
1900,1.2458527431924438e-08,1.7940280088168947e-05
1901,1.1177477832191585e-09,1.940019012636185e-05
1902,8.34748237199534e-09,1.722233037071419e-05
1903,1.1880484818149739e-08,1.8728503277998243e-05
1904,3.2247751136083025e-09,1.9407772470003692e-05
1905,4.64468330463319e-09,1.9684682797560527e-05
1906,8.230695236477459e-09,1.9354480400579632e-05
1907,1.2342824262656649e-08,1.764200908382918e-05
1908,8.349361424464519e-09,1.7423643043912307e-05
1909,6.051082024338683e-09,1.83182748969557e-05
1910,3.7409054742809644e-09,1.799642768673948e-05
1911,6.384448969498635e-09,1.7721101585266297e-05
1912,1.1981668712746085e-08,1.854032950632245e-05
1913,2.6514948014977335e-09,1.876091761232601e-05
1914,4.68772043404897e-09,2.014514450365823e-05
1915,1.5314990164938536e-08,2.3395415610139025e-05
1916,4.394984820521586e-09,2.3862569264565536e-05
1917,5.483212106582869e-09,2.1864856307729497e-05
1918,2.2972752589112133e-09,2.1717292383982567e-05
1919,1.8415696745321952e-09,2.2791266928834375e-05
1920,2.2716695191604686e-09,2.0712324953819916e-05
1921,7.572747762196741e-09,1.971943402168108e-05
1922,1.254249004656316e-08,1.998535105940391e-05
1923,4.246379248229459e-09,1.8438839560985798e-05
1924,3.867487219366694e-09,1.8819193201125017e-05
1925,5.499088961968823e-09,1.9539363506737573e-05
1926,1.114613823460786e-08,1.808238101830284e-05
1927,8.919379901328739e-09,1.757340885433223e-05
1928,4.5704163786908225e-09,1.8827830160716985e-05
1929,3.342121912552898e-09,1.9348657588125207e-05
1930,9.453243521306831e-09,1.8867623793994426e-05
1931,5.7026783295555106e-09,1.835692137319711e-05
1932,5.4797681947604815e-09,1.822242131765961e-05
1933,6.882397318719313e-09,1.8997711549673113e-05
1934,3.5944740517379614e-09,1.758656247830004e-05
1935,9.574627313213568e-09,1.7526354554320278e-05
1936,7.274828739411987e-09,1.7839092095073283e-05
1937,6.295558963032022e-09,1.861722682861e-05
1938,9.075650453382877e-09,1.8415790805192955e-05
1939,6.117620188206274e-09,1.849203715664771e-05
1940,5.0715658339584024e-09,1.7017638811012148e-05
1941,2.3612020338958928e-08,1.6360178335617093e-05
1942,9.102635312174812e-09,1.5252982734637044e-05
1943,1.7419411690866582e-08,1.4565531046173419e-05
1944,0.0,1.4999152938344196e-05
1945,4.357008087652048e-09,1.640195705476799e-05
1946,8.352662561605939e-09,1.6980962413981615e-05
1947,1.1920870957027319e-09,1.721850560443272e-05
1948,2.174377566888097e-09,1.5092354828993848e-05
1949,1.0798709482173763e-08,1.6203953407512017e-05
1950,4.2541445921528975e-09,1.5771177629630984e-05
1951,4.264560704569931e-09,1.570637670056385e-05
1952,2.1089607837865287e-09,1.528891101543195e-05
1953,7.541679392097933e-09,1.5738407171284052e-05
1954,1.6613311615287785e-08,1.5982005265868793e-05
1955,6.569925492527773e-09,1.5559460678105097e-05
1956,3.488456634670456e-09,1.5397175047837663e-05
1957,9.718541305048234e-09,1.4659978205600055e-05
1958,4.1361216673863055e-09,1.4611263623010018e-05
1959,2.325224457422337e-09,1.5320903230531258e-05
1960,6.920833239831836e-09,1.4076282752739644e-05
1961,9.727422756178328e-09,1.4559867963725992e-05
1962,5.7077609305622445e-09,1.4644211432823795e-05
1963,8.405868889838075e-09,1.3259935599307937e-05
1964,6.692365273064382e-09,1.4168954294291325e-05
1965,6.5664522708175355e-09,1.351102275748417e-05
1966,1.1078149397825143e-08,1.4005550781348575e-05
1967,7.395503320850594e-09,1.3686611509911017e-05
1968,7.635406862327443e-09,1.3215542367106536e-05
1969,7.266812374062681e-09,1.53965585241167e-05
1970,3.219107425067591e-09,1.5281563378266583e-05
1971,6.679916619845017e-09,1.4329963278214564e-05
1972,7.695220349823728e-09,1.4631691442446026e-05
1973,1.0475087075523248e-08,1.452674030133494e-05
1974,7.875800456247362e-09,1.5202545228021336e-05
1975,9.138368284311582e-09,1.475789332516797e-05
1976,6.856232359631065e-09,1.4206112837200635e-05
1977,8.227494963097826e-09,1.328622875007568e-05
1978,1.3069300752732715e-08,1.2788311096301186e-05
1979,7.0223681314374176e-09,1.238570177974907e-05
1980,8.527726136353664e-09,1.2218526023843879e-05
1981,8.85576917353248e-09,1.2360756045382004e-05
1982,3.724501262958313e-09,1.2635371319902333e-05
1983,4.420721011477724e-09,1.1702280687586608e-05
1984,5.799008384599347e-09,1.2383782916458586e-05
1985,7.218669662023558e-09,1.2849833808559197e-05
1986,1.3187867742292525e-08,1.2982257544535969e-05
1987,6.110816741511371e-09,1.2109194813092472e-05
1988,1.1393452181707175e-08,1.2437452085123368e-05
1989,7.134558721588746e-09,1.357706577209683e-05
1990,9.262706657242603e-09,1.3590570404176106e-05
1991,1.055063725274863e-08,1.2318455503645964e-05
1992,1.1019888168650738e-08,1.241225152170955e-05
1993,5.539207592608619e-09,1.2531348886568594e-05
1994,6.85740436656701e-09,1.2518456117049936e-05
1995,8.675921314704738e-09,1.3409178279744083e-05
1996,4.270473752399084e-09,1.2761242942360695e-05
1997,6.7128524960935465e-09,1.2289314554436714e-05
1998,4.768129113763564e-09,1.2658906086926436e-05
1999,3.656160929565999e-09,1.1880695069521607e-05
2000,3.092622158362701e-09,1.1971539549904264e-05
2001,3.5049694258049158e-09,1.1343833591581642e-05
2002,7.4480765999140885e-09,1.1498077867599932e-05
2003,3.333538334260311e-09,1.1419869167639263e-05
2004,4.404791115186768e-09,1.2288927450754272e-05
2005,8.106749049829887e-09,1.1284594904736878e-05
2006,9.47114670024618e-09,1.1236897876187868e-05
2007,5.592271090648637e-09,1.1920725228264928e-05
2008,3.405951742863067e-09,1.1759048618387169e-05
2009,2.860915504498962e-09,1.1549993075732345e-05
2010,5.196172492283324e-09,1.1975288032317621e-05
2011,7.64794394481072e-09,1.1555278774721955e-05
2012,6.127654716969744e-09,1.2481692124310939e-05
2013,5.857162532763027e-09,1.2769172371918103e-05
2014,8.012147278968484e-09,1.418778003881016e-05
2015,6.206411301556969e-09,1.3695554002879362e-05
2016,7.871092000399926e-09,1.3699221767637937e-05
2017,5.534344982294215e-09,1.324670597568911e-05
2018,1.2132893356664454e-08,1.2855704312642047e-05
2019,5.101975730781305e-09,1.353120399016916e-05
