year,diverses_ADJ in_ADJ,diverses_ADJ mines_NOUN
1800,0.0,1.0061326349841693e-07
1801,0.0,1.1191558257905854e-07
1802,0.0,2.2378401354217203e-07
1803,3.900678446910888e-09,6.241085404035118e-08
1804,0.0,4.449331569844617e-08
1805,0.0,4.5486043376286034e-08
1806,2.881669125542885e-09,2.5935023018064385e-08
1807,0.0,8.540865792383556e-09
1808,0.0,5.4385776770971006e-08
1809,0.0,7.00299480627109e-08
1810,0.0,8.190443878675069e-08
1811,0.0,7.52123057168319e-08
1812,5.3344164641089264e-09,9.335229123053068e-08
1813,2.8757416448144113e-09,3.0482860324809735e-07
1814,0.0,3.0522767247020965e-07
1815,0.0,3.5063905334808965e-08
1816,0.0,7.184571870766376e-08
1817,0.0,6.85024303948012e-08
1818,1.1921177378582115e-09,7.510341504257667e-08
1819,1.3456364911235141e-08,7.763287612760905e-08
1820,0.0,3.559944161679596e-08
1821,0.0,2.1695274909916407e-08
1822,0.0,7.519211919770896e-08
1823,0.0,6.621400283624013e-08
1824,0.0,1.271587990459011e-07
1825,0.0,3.874394849390228e-08
1826,0.0,6.253668871636364e-08
1827,1.8434546111834038e-09,8.019027575301152e-08
1828,0.0,7.246117661452445e-08
1829,0.0,7.887322217570159e-08
1830,0.0,2.1917355041978226e-08
1831,0.0,7.795603096383275e-08
1832,0.0,8.38858085216998e-08
1833,0.0,6.602667979027643e-08
1834,0.0,3.827157613045529e-08
1835,7.563087933704082e-10,3.781543966852041e-08
1836,0.0,3.763620171071125e-08
1837,0.0,4.522629104553033e-08
1838,0.0,6.122797202579022e-08
1839,0.0,6.222413029277618e-08
1840,0.0,2.4204817705708592e-08
1841,0.0,6.035315447405765e-08
1842,0.0,3.287049921141261e-08
1843,0.0,2.1855571574747046e-08
1844,0.0,3.0735943568060975e-08
1845,0.0,2.7343116215661212e-08
1846,0.0,4.800690933670637e-08
1847,1.6179670936367074e-09,4.638172157456211e-08
1848,2.413566457803995e-09,5.873011943435813e-08
1849,0.0,4.022119171054328e-08
1850,0.0,2.0366987207864895e-08
1851,0.0,2.0638204034639784e-08
1852,3.906327261660181e-09,4.557381672043448e-08
1853,0.0,3.881755694656874e-08
1854,0.0,5.975014227832531e-08
1855,0.0,4.086341576226005e-08
1856,0.0,3.9346637947801355e-08
1857,0.0,4.78387889302212e-08
1858,0.0,3.131952819313e-08
1859,0.0,3.360834455179429e-08
1860,4.577183909670879e-10,1.9681891672007623e-08
1861,0.0,5.517677692523648e-08
1862,0.0,2.4848924917719728e-08
1863,0.0,1.748117206545885e-08
1864,0.0,3.1165730773885514e-08
1865,0.0,2.8241066207801424e-08
1866,4.865612912574591e-10,2.77339928800302e-08
1867,0.0,7.08510476954416e-08
1868,0.0,5.77965266757019e-08
1869,0.0,2.9789466005070153e-08
1870,0.0,3.612450782952692e-08
1871,0.0,2.8677177965619194e-08
1872,0.0,1.6327815544059376e-08
1873,0.0,2.993002246043375e-08
1874,0.0,3.764003719819442e-08
1875,5.721527140956084e-10,7.03747842223379e-08
1876,6.04601479992084e-10,4.776351558710701e-08
1877,0.0,2.3502300550148902e-08
1878,0.0,5.314398210387594e-08
1879,0.0,2.1382638326628012e-08
1880,0.0,2.759673911612026e-08
1881,1.3945015142624584e-09,7.251408107311619e-08
1882,0.0,3.527354053289855e-08
1883,0.0,4.486730631469982e-08
1884,1.3203393933736152e-09,3.366865275467035e-08
1885,0.0,3.867381448419138e-08
1886,0.0,5.0337018109303244e-08
1887,0.0,4.50495814541263e-08
1888,0.0,6.213802405952151e-08
1889,1.2530273485467092e-09,4.761503902273034e-08
1890,0.0,4.8502460714416884e-08
1891,0.0,5.928024648937935e-08
1892,0.0,3.6984221907232495e-08
1893,6.158416554491453e-10,5.973663902425486e-08
1894,0.0,3.654892810622812e-08
1895,6.018614495673091e-10,4.33340261452031e-08
1896,0.0,9.907008585718913e-08
1897,0.0,6.758987403099326e-08
1898,5.6583548957434e-10,4.866185321361627e-08
1899,5.527578395003729e-10,2.4874102777516782e-08
1900,0.0,4.983411017178696e-08
1901,0.0,5.756400978107479e-08
1902,0.0,4.4683582001159294e-08
1903,0.0,6.804277830063654e-08
1904,0.0,6.610789160532704e-08
1905,0.0,6.296125737437208e-08
1906,0.0,7.047533018278429e-08
1907,0.0,8.279978008784994e-08
1908,0.0,5.991894669321596e-08
1909,0.0,4.8408654862441836e-08
1910,5.344150677544235e-10,7.855901340558802e-08
1911,0.0,6.597264246011036e-08
1912,0.0,6.407587826995353e-08
1913,5.30298971401777e-10,7.106006338908344e-08
1914,0.0,5.156492682845126e-08
1915,0.0,4.123266705846618e-08
1916,0.0,3.4061130804730055e-08
1917,0.0,5.702540661900457e-08
1918,1.1486376294556067e-09,4.135095466040184e-08
1919,0.0,7.550435898728836e-08
1920,7.572231730534895e-10,5.3005623890101106e-08
1921,7.572747429129834e-10,6.058197987712788e-08
1922,0.0,5.1645550058765366e-08
1923,0.0,4.352538596208433e-08
1924,0.0,2.320492398233398e-08
1925,0.0,1.9796720707176974e-08
1926,0.0,2.340688998181406e-08
1927,0.0,2.5643217327342427e-08
1928,0.0,4.456155955345764e-08
1929,0.0,2.3394852943781075e-08
1930,1.0503603542488804e-09,3.7812974085227324e-08
1931,0.0,4.5621426636444085e-08
1932,0.0,4.60300545457315e-08
1933,0.0,1.8353059516584835e-08
1934,1.1981580172459871e-09,2.995395220750652e-08
1935,0.0,2.752705441366743e-08
1936,0.0,4.364897332465034e-08
1937,0.0,2.0145789036973838e-08
1938,0.0,3.370955670156661e-08
1939,0.0,1.3764645423464117e-08
1940,0.0,1.2678914806940611e-08
1941,2.9515025978810172e-09,2.3612020783048138e-08
1942,0.0,1.8205270180260413e-08
1943,0.0,3.193558839598154e-08
1944,0.0,9.639558484764166e-09
1945,0.0,2.178504132643866e-08
1946,0.0,2.645009811175214e-08
1947,0.0,4.7683483828109274e-09
1948,0.0,2.9354097819123126e-08
1949,0.0,2.3560819073509265e-08
1950,0.0,1.4889506294579746e-08
1951,0.0,1.9190522948520083e-08
1952,0.0,1.5817205323287453e-08
1953,0.0,2.370242058180594e-08
1954,0.0,1.9545073115523337e-08
1955,0.0,1.6894093679553635e-08
1956,0.0,4.622204952120512e-08
1957,0.0,2.650511243817988e-08
1958,0.0,2.150783356968944e-08
1959,0.0,2.0151944668533872e-08
1960,0.0,2.2838750057818658e-08
1961,6.948159270159238e-10,2.36237411854745e-08
1962,0.0,2.6002021091819927e-08
1963,0.0,1.939815952312074e-08
1964,0.0,2.433587309447205e-08
1965,0.0,3.720989366629013e-08
1966,0.0,1.8278946689598286e-08
1967,0.0,1.3804939691386409e-08
1968,0.0,1.302510554967995e-08
1969,0.0,1.6804503566447693e-08
1970,4.5987250119061684e-10,2.1614007833514748e-08
1971,0.0,9.762954999992246e-09
1972,0.0,9.234264186641639e-09
1973,5.513203782392395e-10,1.7642252547744874e-08
1974,0.0,1.6876714914459967e-08
1975,0.0,3.3126585030629485e-08
1976,5.713526873840635e-10,2.171140239815017e-08
1977,0.0,1.3516598063034735e-08
1978,0.0,1.128712368014817e-08
1979,0.0,1.6970723049070102e-08
1980,0.0,5.116635615198817e-09
1981,0.0,1.0120879245789638e-08
1982,0.0,6.207502289967692e-09
1983,0.0,8.841442245000053e-09
1984,0.0,1.5077422532705498e-08
1985,0.0,7.2186697730458604e-09
1986,0.0,6.593933843390687e-09
1987,0.0,6.110816741511371e-09
1988,0.0,5.996553698039975e-09
1989,0.0,7.134558832611049e-09
1990,0.0,7.628111475810329e-09
1991,0.0,9.96449056600568e-09
1992,5.509944167592096e-10,2.7549720282848966e-09
1993,0.0,1.2186256670432272e-08
1994,0.0,1.1077345929422222e-08
1995,0.0,1.5182862522777896e-08
1996,0.0,6.4057106285986265e-09
1997,0.0,4.315404922294874e-09
1998,0.0,7.629006759657386e-09
1999,0.0,7.769341614505265e-09
2000,0.0,9.277865808954289e-09
2001,0.0,2.1906058911280724e-09
2002,0.0,1.752488598683044e-09
2003,0.0,5.8336919739332416e-09
2004,0.0,1.761916529341434e-09
2005,0.0,3.6029997874109654e-09
2006,0.0,4.941467679486777e-09
2007,0.0,3.1955835755326234e-09
2008,0.0,4.6831836186811415e-09
2009,0.0,2.860915504498962e-09
2010,0.0,3.7790344187271785e-09
2011,0.0,4.206369030868018e-09
2012,0.0,3.744677901096338e-09
2013,0.0,5.29933741333366e-09
2014,0.0,2.598534235009886e-09
2015,0.0,3.103205470367243e-09
