year,trois_DET airs_NOUN,trois_DET mères_NOUN
1888,2.4094335415725254e-08,9.510922271971367e-09
1889,1.37833008340138e-08,6.265136742733546e-09
1890,2.1629475988049762e-08,3.2771931834929546e-09
1891,1.593555043477579e-08,4.0157585701194876e-08
1892,1.4417578020342603e-08,1.692498341476778e-08
1893,1.0469308309168923e-08,1.1085149798084615e-08
1894,1.8274464830270176e-08,1.5123694296903523e-08
1895,2.7083765896662726e-08,1.1435367319734269e-08
1896,1.120435499935013e-08,8.255840344695287e-09
1897,1.514945524583311e-08,7.574727511894253e-09
1898,2.4896761985360172e-08,1.8106735777401184e-08
1899,1.492446166651007e-08,2.2110313580014918e-09
1900,1.193942211763499e-08,1.453494835601532e-08
1901,1.6207343245255856e-08,2.6825946797259803e-08
1902,1.2766737556013652e-08,3.437198692335386e-09
1903,1.296052865029651e-08,1.1340462346964841e-08
1904,9.13686282189019e-09,1.1286712897629059e-08
1905,2.3223415190898322e-08,1.0321518306710686e-08
1906,1.286046086290682e-08,1.080278771992127e-08
1907,1.0799971361663552e-08,3.0857060240307987e-09
1908,2.0136695866312948e-08,6.875944702500192e-09
1909,2.035363966257364e-08,1.5952852372436155e-08
1910,1.2825961404061559e-08,1.3894791428548103e-08
1911,1.1704822999725195e-08,7.44852390877071e-09
1912,8.335073853338315e-09,1.614920597248215e-08
1913,1.803016558277193e-08,1.3257474507089029e-08
1914,3.013534694007447e-08,9.37544086809794e-09
1915,9.424609315189514e-09,4.712304768617059e-09
1916,1.098746182925936e-08,1.2086208034389756e-08
1917,2.0836207093033465e-08,1.2063066989753679e-08
1918,6.89182577673364e-09,9.189101035644853e-09
1919,3.038589924120316e-08,1.56533418449456e-08
1920,1.514446301698058e-08,1.741613342431947e-08
1921,2.6504615391331754e-08,1.2116396108652339e-08
1922,1.2542490324118916e-08,1.6969252392140532e-08
1923,2.0170301873179142e-08,2.3355086309351236e-08
1924,1.5469949321555987e-08,7.734974660777993e-09
1925,2.5295809669145797e-08,1.869690202660479e-08
1926,2.5636118672345276e-08,1.3375365925938354e-08
1927,2.787306219165231e-08,7.804457524684949e-09
1928,1.599645738092903e-08,1.4853853924634564e-08
1929,3.0079096546842266e-08,7.798284462623428e-09
1930,1.6805765667982087e-08,4.201441416995522e-09
1931,1.596749932275543e-08,7.983749661377715e-09
1932,1.6439305028370654e-08,4.38381475564853e-09
1933,1.7205993074753678e-08,8.029463538505865e-09
1934,2.875579241390369e-08,5.990790086229936e-09
1935,1.3165112555668657e-08,1.3165112555668657e-08
1936,3.8799086166108054e-08,3.6374143697059935e-09
1937,7.554670666820584e-09,3.1477795481293924e-08
1938,1.815129979654273e-08,3.8895642262559704e-09
1939,7.647025235257843e-09,1.2235240376412548e-08
1940,2.5357829391836617e-08,7.607348750937604e-09
1941,2.9515025978810172e-08,8.854508237732261e-09
1942,1.517105863158008e-08,6.068423541449874e-09
1943,1.4516176038981143e-08,1.7419411024732767e-08
1944,1.6065930807940276e-08,3.2131861615880553e-09
1945,1.089252066321933e-08,8.714016175304096e-09
1946,1.8097434661967782e-08,9.744772988540262e-09
1947,7.152522574216391e-09,8.344609669919123e-09
1948,2.283096534050344e-08,6.523132700664291e-09
1949,1.1780409536754632e-08,1.1780409536754632e-08
1950,7.444752814222966e-09,1.3825970146541522e-08
1951,9.595261474260042e-09,1.0661401539380222e-08
1952,2.003512733494972e-08,1.0544803918932644e-08
1953,1.2928593307037772e-08,9.696444758233724e-09
1954,2.149957989416862e-08,2.9317608341017376e-09
1955,1.595553333899602e-08,3.754243138587299e-09
1956,2.616342431593921e-08,1.7442282951307675e-08
1957,1.7670074847764283e-08,9.718541471581688e-09
1958,2.3162281925781514e-08,8.272243556817216e-09
1959,2.0927019450667217e-08,9.300897385600138e-09
1960,1.2457499920515147e-08,1.591791631838646e-08
1961,1.528595028332802e-08,7.642975308197464e-09
1962,2.980719426837197e-08,1.395230386780355e-08
1963,2.392439757414877e-08,1.8104948651398445e-08
1964,1.7643507821407667e-08,6.692365217553231e-09
1965,1.969935559120728e-08,1.2038495533772675e-08
1966,1.8832854831174473e-08,9.970334557962701e-09
1967,3.5498416095514074e-08,1.3804939413830652e-08
1968,4.042274323601269e-08,6.737123636746389e-09
1969,2.0892085200729937e-08,1.044604303057639e-08
1970,1.4256047398131244e-08,9.197449912790034e-09
1971,2.3636628876388954e-08,1.592903198233131e-08
1972,6.976999489261004e-08,1.8981543170593085e-08
1973,1.3783009289447534e-08,2.0398854161385316e-08
1974,1.0688586071783135e-08,1.7439271804420287e-08
1975,1.2565256835017635e-08,1.4849848462006321e-08
1976,1.0855701004786056e-08,1.3712464053128315e-08
1977,2.7033196681180982e-08,1.0578206977029936e-08
1978,2.4950484345254154e-08,7.722768535778357e-09
1979,9.363157360553487e-09,2.2822695622259914e-08
1980,1.0233271230397634e-08,7.959211179020542e-09
1981,1.581387426563552e-08,1.5181319090729062e-08
1982,2.0484757445871082e-08,2.7313010408924754e-08
1983,1.894594880980094e-08,1.3262163589544684e-08
1984,2.0296529013030806e-08,2.8995043255264363e-08
1985,1.7445117794778753e-08,2.1656009430159884e-08
1986,2.3378494251602433e-08,1.8582905048081244e-08
1987,1.8943531576720574e-08,2.322110403962796e-08
1988,1.1393452181707175e-08,1.619069484037894e-08
1989,1.7013178643665583e-08,2.305011326253492e-08
1990,2.3974063900755738e-08,1.7980548883134162e-08
1991,3.165191153620128e-08,2.2273568156538914e-08
1992,1.5978837863972473e-08,1.652983222522053e-08
1993,1.7725463929973984e-08,2.0495068087100776e-08
1994,1.1077345929422222e-08,2.0572214043390602e-08
1995,3.5788176366846614e-08,1.5182862522777896e-08
1996,2.2953797085278893e-08,2.6690461174538882e-08
1997,1.917957748176491e-08,1.8220598807516808e-08
1998,1.7642078242730008e-08,2.0502955555556923e-08
1999,2.4222066408174925e-08,2.8792266348887097e-08
2000,1.855573217302009e-08,2.4299173895236947e-08
2001,2.9792239869541604e-08,3.592593697532287e-08
2002,1.5772397665703153e-08,2.2344230243831475e-08
2003,2.291807654764e-08,2.0001230449651075e-08
2004,2.1583477477493673e-08,4.316695556561001e-08
2005,1.3511248564412881e-08,2.3419497341414797e-08
2006,2.1413028072903018e-08,2.3471971921651402e-08
2007,1.2382886022122008e-08,3.834700290639148e-08
2008,2.5118894686482207e-08,2.2138686661676843e-08
2009,1.764231316592202e-08,1.6211854303449513e-08
2010,2.361896572766753e-08,3.637320622473794e-08
2011,1.5295888000643743e-08,3.1738966566052795e-08
2012,1.6680839043381468e-08,3.0978699411265964e-08
2013,1.1156499835074385e-08,2.4823212818603224e-08
2014,1.450848315098785e-08,3.421403378667254e-08
2015,1.3077794874805093e-08,2.4382329710803674e-08
2016,1.3463710424321818e-08,2.1334801925121383e-08
2017,8.301517390174595e-09,2.2892063855639577e-08
2018,1.4198067277426674e-08,2.400764015364487e-08
2019,1.3520235098152256e-08,2.448948199784695e-08
