year,mauvais_ADJ arbres_NOUN,mauvais_ADJ marbres_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,6.713520406265161e-09,0.0
1803,3.900678446910888e-09,0.0
1804,2.2246657849223084e-08,0.0
1805,5.685755422035754e-09,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,3.6257183921861724e-08,0.0
1809,1.3554183553310395e-08,0.0
1810,1.1700633351097167e-08,0.0
1811,7.521229861140455e-09,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,6.293354282149721e-09,0.0
1815,0.0,0.0
1816,1.3905623319487859e-08,0.0
1817,4.670620334934483e-09,0.0
1818,1.7881765401739358e-08,0.0
1819,1.1386155129855524e-08,0.0
1820,1.0679833017945839e-08,0.0
1821,1.4792232327920374e-08,0.0
1822,1.0025615893027862e-09,0.0
1823,2.9648061783404955e-09,0.0
1824,0.0,0.0
1825,1.7610886082763955e-09,0.0
1826,8.80798456392995e-09,0.0
1827,9.217273055917019e-10,0.0
1828,7.337841001486822e-09,0.0
1829,8.573175946935407e-09,0.0
1830,8.349468672008697e-09,0.0
1831,0.0,0.0
1832,2.705993873419743e-09,0.0
1833,1.1583628278799551e-08,0.0
1834,1.4935249481595747e-08,0.0
1835,1.3613558280667348e-08,0.0
1836,1.5457725766054864e-08,0.0
1837,6.262101948095733e-09,0.0
1838,3.787297142565649e-09,0.0
1839,5.5931801412612e-09,0.0
1840,2.5478755105723394e-08,0.0
1841,2.118781061710706e-08,3.852329122366882e-09
1842,1.2074877098200432e-08,0.0
1843,2.3627644285539873e-09,2.953455480181333e-09
1844,1.6465684371524958e-09,0.0
1845,2.3436957263811564e-08,0.0
1846,9.367202125076801e-09,0.0
1847,1.4022381478184798e-08,0.0
1848,1.045878850192139e-08,0.0
1849,8.379414495607307e-09,0.0
1850,1.0183494048021657e-08,1.3577992064028876e-09
1851,3.2247193804124663e-09,6.449438760824933e-10
1852,4.557382027314816e-09,0.0
1853,5.971931837933653e-09,0.0
1854,8.313063126763609e-09,0.0
1855,1.2205955357558196e-08,0.0
1856,7.248064815001953e-09,5.177189232874468e-10
1857,1.513267827712994e-08,4.881509085841174e-10
1858,1.2723557263338847e-08,0.0
1859,1.2221216039165483e-08,0.0
1860,9.612086238064421e-09,1.373155145145688e-09
1861,1.2261506143751433e-08,0.0
1862,4.066187830886747e-09,1.3553959066214816e-09
1863,7.491931519609807e-09,0.0
1864,1.72610201687462e-08,0.0
1865,9.88437331983505e-09,0.0
1866,1.3623716377253459e-08,0.0
1867,8.249779526181555e-09,0.0
1868,4.939874287401835e-09,0.0
1869,1.4650557211837167e-08,0.0
1870,1.0321287824410774e-08,0.0
1871,7.434824311758348e-09,0.0
1872,6.652073114565837e-09,0.0
1873,1.3767810003173508e-08,0.0
1874,1.1949218281515073e-09,0.0
1875,1.2015207218052382e-08,0.0
1876,4.0508298049246605e-08,0.0
1877,9.27722432209066e-09,0.0
1878,6.6429977074733415e-09,0.0
1879,3.0546627449723474e-09,0.0
1880,3.2089231272180996e-09,0.0
1881,7.669758161910067e-09,0.0
1882,4.6587693702804245e-09,0.0
1883,4.423537092179686e-09,5.0554711528150165e-09
1884,1.9805090900604227e-09,0.0
1885,3.2228177904158883e-09,0.0
1886,3.2267319927115068e-09,0.0
1887,6.528924512139156e-09,0.0
1888,7.60873763994141e-09,0.0
1889,9.397704836544563e-09,0.0
1890,7.209825181320184e-09,0.0
1891,6.3742202627281586e-09,0.0
1892,1.8805537127519756e-09,0.0
1893,7.390100087434348e-09,0.0
1894,1.8904617871129403e-09,0.0
1895,2.046328972937772e-08,0.0
1896,1.0024948871034667e-08,0.0
1897,2.9133566670225264e-09,0.0
1898,1.640922953072277e-08,0.0
1899,3.8693048765026106e-09,0.0
1900,9.34389543516545e-09,0.0
1901,7.824234593556412e-09,0.0
1902,4.910283846193408e-10,0.0
1903,5.940242076007962e-09,0.0
1904,5.374625189347171e-10,0.0
1905,2.580379465655369e-09,0.0
1906,1.0802787109298606e-08,0.0
1907,6.1714118260169926e-09,0.0
1908,9.822778146428846e-09,0.0
1909,1.1001966893076087e-08,0.0
1910,6.947395991829808e-09,5.344150677544235e-10
1911,8.51259862599818e-09,0.0
1912,9.897900277167082e-09,5.209421227725386e-10
1913,5.833288518886093e-09,0.0
1914,1.0714789944188396e-08,3.3483718020477227e-09
1915,1.1780761921542648e-09,0.0
1916,9.888715624128963e-09,0.0
1917,2.1932848870420685e-09,0.0
1918,4.594550517822427e-09,0.0
1919,3.6831393490643904e-09,0.0
1920,3.786115865267448e-09,0.0
1921,6.815472630705699e-09,2.2718242842501013e-09
1922,1.0329110011753073e-08,0.0
1923,1.2739137744688378e-08,0.0
1924,3.867487219366694e-09,0.0
1925,3.299453377181294e-09,0.0
1926,6.687683296036084e-09,0.0
1927,1.1149224876660924e-08,0.0
1928,1.9424270192303084e-08,0.0
1929,1.1140405931087116e-08,0.0
1930,8.402882833991043e-09,0.0
1931,6.843213995466613e-09,0.0
1932,2.1919073223131136e-09,0.0
1933,5.735331320977366e-09,0.0
1934,5.990790086229936e-09,0.0
1935,8.377798899061872e-09,0.0
1936,7.274828739411987e-09,0.0
1937,3.777335333410292e-09,0.0
1938,2.5930428915188486e-09,0.0
1939,2.141167065872196e-08,0.0
1940,2.028626333583361e-08,0.0
1941,0.0,0.0
1942,3.034211770724937e-09,0.0
1943,1.1612940831184915e-08,0.0
1944,1.2852744646352221e-08,0.0
1945,4.357008087652048e-09,0.0
1946,5.568441707737293e-09,0.0
1947,1.4305044926388177e-08,0.0
1948,8.697510267552389e-09,0.0
1949,1.9634016634739737e-09,0.0
1950,5.317680518146517e-09,0.0
1951,1.0661401761424827e-09,0.0
1952,5.272402070488624e-09,0.0
1953,1.0773827385790469e-09,0.0
1954,1.9545072227344917e-09,0.0
1955,1.407841132561316e-08,0.0
1956,6.976913269340912e-09,0.0
1957,7.951533931294108e-09,0.0
1958,6.617794756635931e-09,0.0
1959,2.3252243464000344e-09,0.0
1960,4.152500121534786e-09,0.0
1961,6.94815938118154e-09,0.0
1962,0.0,0.0
1963,3.2330267352165265e-09,0.0
1964,9.734349326606662e-09,6.083968329129164e-10
1965,1.1491291473930687e-08,0.0
1966,2.7695373772118614e-09,5.539074754423723e-10
1967,4.930335695263466e-09,0.0
1968,9.431972952667067e-09,0.0
1969,2.2708788183223305e-09,0.0
1970,4.1388523719376735e-09,0.0
1971,4.624557736754298e-09,0.0
1972,2.565073486948677e-09,0.0
1973,4.9618833486420044e-09,1.102640756478479e-09
1974,4.500457340128605e-09,0.0
1975,2.2845920710778955e-09,0.0
1976,2.285410749536254e-09,0.0
1977,1.7630346071939584e-09,0.0
1978,2.3762365408686037e-09,0.0
1979,2.925986564150662e-09,0.0
1980,6.2536656408873625e-09,0.0
1981,3.795329828193417e-09,0.0
1982,3.7245013739806154e-09,0.0
1983,6.315316047889041e-10,0.0
1984,4.059306057957457e-09,0.0
1985,4.210890747202711e-09,0.0
1986,1.019062523255343e-08,0.0
1987,4.888653482026939e-09,0.0
1988,4.797243047249822e-09,0.0
1989,8.232182935330457e-09,0.0
1990,6.538381391862913e-09,0.0
1991,3.5168792322792797e-09,0.0
1992,4.958949695321735e-09,0.0
1993,1.2186256448387667e-08,0.0
1994,4.219941229788304e-09,0.0
1995,6.506940930517402e-09,0.0
1996,4.804283193493575e-09,0.0
1997,2.3974471297094624e-09,4.79489448146353e-10
1998,2.3840645013706308e-09,0.0
1999,7.769341614505265e-09,0.0
2000,3.5344251969604557e-09,0.0
2001,3.066848330846028e-09,0.0
2002,5.6955880012310445e-09,0.0
2003,3.333538334260311e-09,0.0
2004,7.488145215006625e-09,8.809582507929292e-10
2005,5.854874363109275e-09,0.0
2006,2.8825228870488218e-09,0.0
2007,7.589511241690161e-09,0.0
2008,2.554463751636149e-09,0.0
2009,9.53638501499654e-10,0.0
2010,3.7790344187271785e-09,0.0
2011,6.118355155848576e-09,3.82397197240536e-10
2012,2.7234021704458655e-09,3.404252713057332e-10
2013,2.7891249310130206e-09,0.0
2014,2.815078836704288e-09,0.0
2015,3.768178213903184e-09,2.2165753954528356e-10
2016,2.6927420293532123e-09,2.0713400439298368e-10
2017,4.528100561174142e-09,2.515611330355938e-10
2018,5.162933192082164e-09,0.0
2019,1.53059265262101e-09,0.0
