year,mes_DET eaux_NOUN,mes_DET maux_NOUN
1878,3.019544392302009e-08,4.444769263756143e-07
1879,3.482315313885209e-08,3.567846027507926e-07
1880,4.1074214696124045e-08,7.95171164469366e-07
1881,6.623881887435346e-08,5.842961243729405e-07
1882,4.8584313239175e-08,6.715283422664697e-07
1883,3.4756364897248204e-08,4.89116846580373e-07
1884,3.1688144552788344e-08,4.786230300979355e-07
1885,1.8047779493102212e-08,2.26886377241442e-07
1886,5.291840321497432e-08,2.858884524670202e-07
1887,2.7421483528300428e-08,2.951073883039612e-07
1888,4.2482117379449846e-08,2.6440363054547333e-07
1889,2.5687060034584874e-08,3.577393172804477e-07
1890,4.4569826496143605e-08,2.2022737944382698e-07
1891,3.187109842706093e-08,2.6006818565349477e-07
1892,3.19694137829174e-08,1.9933868777854968e-07
1893,2.7097032173628577e-08,2.081544754339859e-07
1894,1.4493540811955086e-08,2.3693787465361993e-07
1895,1.9259565942064683e-08,2.4796691633355294e-07
1896,2.4177819246684606e-08,2.1877976807971322e-07
1897,2.7968225846386474e-08,2.0801367339728927e-07
1898,3.508180057565369e-08,1.9408156592959358e-07
1899,1.492446166651007e-08,2.570323953676734e-07
1900,2.2840633606691085e-08,2.050465957026404e-07
1901,2.5708198236884527e-08,1.771630246949485e-07
1902,2.3078334632220532e-08,1.6351245624157684e-07
1903,2.7001101798873606e-08,2.0736846373381468e-07
1904,1.1824175416563776e-08,1.4135264603254427e-07
1905,2.2191263937543226e-08,3.406100965719361e-07
1906,2.3148830130548248e-08,4.254240550949362e-07
1907,1.8514236699296305e-08,3.2554197737511004e-07
1908,2.8977195087875884e-08,2.426226215490601e-07
1909,2.7504917898824033e-08,3.6636549616275715e-07
1910,1.6566866878342523e-08,2.623978101468083e-07
1911,3.245428215059576e-08,3.644456256779449e-07
1912,5.157326832261333e-08,3.459055815113743e-07
1913,4.2423916379874527e-08,2.7363427967941334e-07
1914,3.8841114324839054e-08,2.430918026874451e-07
1915,2.4739600590351074e-08,1.3312261426534633e-07
1916,9.888715624128963e-09,1.7470065061253592e-07
1917,2.4126133979507358e-08,8.224818381918908e-08
1918,3.790504177203502e-08,2.0790340737875113e-07
1919,2.3940405213807026e-08,2.76235455842766e-07
1920,1.665891025126598e-08,2.2565250290540462e-07
1921,2.423279099605935e-08,2.9836623571810605e-07
1922,1.623145884366295e-08,3.047087382412883e-07
1923,2.7601465557580696e-08,4.065908250083794e-07
1924,1.804827398643738e-08,3.313147463046562e-07
1925,2.3096173862313663e-08,4.6082364413280175e-07
1926,3.566764306128789e-08,3.388426206285544e-07
1927,3.0102906389828377e-08,3.668094858966242e-07
1928,3.0850310528407476e-08,3.462090623074232e-07
1929,3.787738211968872e-08,2.8185227662902435e-07
1930,2.1007207751111423e-08,3.697268411428922e-07
1931,1.710803587684495e-08,2.3609088906084708e-07
1932,1.753525902259412e-08,2.564531538240544e-07
1933,1.0323596200123575e-08,2.3056031395185528e-07
1934,2.2765002327673756e-08,2.2046107694961847e-07
1935,2.2739740757060645e-08,2.764673592281497e-07
1936,4.122403041151301e-08,2.3764441081652876e-07
1937,1.7627565185307503e-08,1.6620275777867732e-07
1938,2.463390735840676e-08,2.2818777445365868e-07
1939,1.6823455517567254e-08,1.804697999929772e-07
1940,7.607348750937604e-09,1.6736167651743017e-07
1941,5.9030051957620344e-09,2.8924726258594546e-07
1942,6.371844563091145e-08,3.064553766307654e-07
1943,2.6129116870166058e-08,2.5838792971910607e-07
1944,2.8918675454292497e-08,2.4098896211910414e-07
1945,2.6142048081823077e-08,1.568522947081874e-07
1946,4.454753366189834e-08,2.4083509675421055e-07
1947,4.649139762058496e-08,3.1232681951820496e-07
1948,3.696441863709765e-08,3.207206979993771e-07
1949,2.2579119018928395e-08,2.3560819517598475e-07
1950,4.78591268837647e-08,3.30759752031895e-07
1951,2.2388944032059044e-08,4.0939782763871335e-07
1952,1.7926167217297007e-08,2.4253049302203067e-07
1953,3.663101211248687e-08,2.0470271833161746e-07
1954,2.5408594339637602e-08,2.951305919651759e-07
1955,3.2849628350817284e-08,2.346401934971709e-07
1956,1.9186510602509088e-08,3.4448508490214635e-07
1957,2.1204090927540165e-08,3.0834281794511753e-07
1958,1.9026160202884057e-08,2.622301211729905e-07
1959,2.1702094343822864e-08,2.9220319497369474e-07
1960,1.7994166157109248e-08,3.4811791493893907e-07
1961,3.1266716493671964e-08,3.335116574021413e-07
1962,3.234397782936327e-08,3.513443953551132e-07
1963,3.23302644655854e-08,2.903257900754852e-07
1964,3.467861903194702e-08,4.5021364591946167e-07
1965,3.3926667697414814e-08,4.705957437067809e-07
1966,4.098915407091397e-08,2.9412487290159106e-07
1967,2.5144711590652236e-08,4.1562728103627933e-07
1968,4.0422742708656756e-08,3.912023336383186e-07
1969,2.497966811176866e-08,2.59788544454409e-07
1970,2.3453498365633152e-08,2.869604447397478e-07
1971,4.4704056456623675e-08,3.4992486686036273e-07
1972,3.2319926623891604e-08,3.334595355397596e-07
1973,2.370677543162003e-08,1.9296212716568562e-07
1974,2.5315073148846068e-08,1.496402100009675e-07
1975,1.6563292959403952e-08,2.547320043788659e-07
1976,2.1140049599743804e-08,1.8740368368241889e-07
1977,1.9393379790955123e-08,1.4985794383193252e-07
1978,3.4455430730773173e-08,2.352474233191515e-07
1979,2.925986608559583e-08,2.2120459863828046e-07
1980,4.8892296433677984e-08,1.9898027403542073e-07
1981,2.909752794266751e-08,1.8597114959106875e-07
1982,3.3520510811513304e-08,1.8250057109980844e-07
1983,3.220811262139023e-08,1.5661983354675613e-07
1984,4.929157376709625e-08,2.186226231160049e-07
1985,5.59446911019279e-08,1.4437339812545247e-07
1986,2.1580148390487608e-08,2.3678217964118176e-07
1987,2.810975807676641e-08,2.3771077817258401e-07
1988,2.6384837426007834e-08,1.3732107984054664e-07
1989,4.500260253337274e-08,1.690341617788249e-07
1990,2.2884334038852927e-08,1.9124765415767797e-07
1991,3.985796337424574e-08,1.79946987088897e-07
1992,3.25086699781707e-08,1.6584931472607423e-07
1993,4.98528672787657e-08,1.7393112017316525e-07
1994,3.217705202285259e-08,1.8884237729110964e-07
1995,2.114755781601474e-08,2.3208089316995029e-07
1996,4.85766395996734e-08,1.692175217726799e-07
1997,1.9659066707866657e-08,1.6062896923685344e-07
1998,2.5271085557498907e-08,1.830961684490262e-07
1999,2.3308026536605908e-08,2.2074070926692002e-07
2000,3.1368023178934834e-08,1.3872618342958276e-07
2001,3.7240301065111225e-08,1.621048406619252e-07
2002,3.3735407134471984e-08,2.0022182178891512e-07
2003,4.916968965318347e-08,1.8959499836768146e-07
2004,2.4666830578112808e-08,1.8103691834525648e-07
2005,3.2426996643408756e-08,1.7564622822874298e-07
2006,1.976587160612553e-08,2.3636687807027101e-07
2007,2.316798167201206e-08,2.2289195467095624e-07
2008,3.27822856638349e-08,2.022283793756685e-07
2009,2.527142117791925e-08,2.0503227560197956e-07
2010,3.0232275183283974e-08,2.2815920353025376e-07
2011,4.206369164094781e-08,2.2255516540781173e-07
2012,3.404252724159562e-08,3.1965933366961963e-07
2013,3.904775103258373e-08,3.321848005555239e-07
2014,4.48247139406277e-08,3.878312266891726e-07
2015,4.5439795703927643e-08,3.874573799578229e-07
2016,5.551191417652035e-08,3.9956148611963727e-07
2017,4.251383289854971e-08,2.930687106328378e-07
2018,3.9238295279631075e-08,4.7240840217455116e-07
2019,2.984655633753164e-08,5.436154975058116e-07
