year,ses_DET archers_NOUN,ses_DET marchés_NOUN
1920,6.663563656417182e-08,2.5821308957674205e-07
1921,5.9067428281878165e-08,2.491433824802769e-07
1922,6.418803771834902e-08,2.626545159145621e-07
1923,6.900365967510425e-08,2.43105223507456e-07
1924,7.734974594164612e-08,1.9982017451791734e-07
1925,8.02866977345218e-08,1.9246810722961527e-07
1926,9.697140179731889e-08,2.3629813394876464e-07
1927,8.807887319495222e-08,2.3078896149719696e-07
1928,6.855624645751845e-08,1.862444789502149e-07
1929,5.235991040741794e-08,2.2503620700220495e-07
1930,8.507918636269096e-08,1.8696413717211868e-07
1931,6.158892773555635e-08,2.1556123463994936e-07
1932,6.904508320637603e-08,2.5535721315250726e-07
1933,4.588265056781893e-08,1.9844245624511814e-07
1934,6.11060571031885e-08,2.456224077462821e-07
1935,5.385727952500474e-08,2.130354532781098e-07
1936,4.9711328387047615e-08,2.0127025912586305e-07
1937,4.155068988875854e-08,1.8760765552183756e-07
1938,7.260519896412632e-08,2.13926042214041e-07
1939,4.8940961505650193e-08,1.9576384069353026e-07
1940,4.564409250562562e-08,2.0539841782962753e-07
1941,6.788455664263893e-08,1.9775067316984973e-07
1942,6.675265984412704e-08,2.0025798153078256e-07
1943,1.8580705463122626e-07,2.177426381422265e-07
1944,6.105053707017305e-08,2.0885710227958043e-07
1945,6.535512397931598e-08,2.1785040749122686e-07
1946,5.986074746999748e-08,2.7842209515682725e-07
1947,6.079644299106235e-08,2.1099941238666986e-07
1948,4.8923493922714556e-08,2.0765305563941183e-07
1949,4.515823792683449e-08,3.1807106637415927e-07
1950,3.6160229699433444e-08,2.0100832509584166e-07
1951,1.2367226176479562e-07,2.420138205394551e-07
1952,4.112473384054738e-08,2.488573591641341e-07
1953,3.878577770066727e-08,2.1978607689376872e-07
1954,6.058972701339371e-08,2.2574558355969998e-07
1955,9.479463924932929e-08,2.1117617698962476e-07
1956,5.843164974095316e-08,2.5204100584375055e-07
1957,4.417518867372294e-08,2.0850689069762396e-07
1958,5.046068674019466e-08,2.423767420101086e-07
1959,6.045583156311096e-08,2.2942212929422112e-07
1960,6.574791600044705e-08,2.020883316244948e-07
1961,6.80919615692055e-08,2.3137370841475047e-07
1962,6.151697751199947e-08,2.568492329935168e-07
1963,5.302163552656225e-08,2.7480726361162056e-07
1964,4.8671745522810284e-08,2.4214193844462883e-07
1965,4.8701186416977293e-08,1.6853892947921167e-07
1966,5.483684106799558e-08,2.348567713639227e-07
1967,7.001076363088998e-08,2.1989296428159832e-07
1968,6.916780556642799e-08,2.5645983248168136e-07
1969,5.813449943659066e-08,2.511592105403082e-07
1970,5.656431770195702e-08,2.5384961332974854e-07
1971,6.628532778218954e-08,2.420185274409903e-07
1972,6.823095172192595e-08,2.760019042202799e-07
1973,7.001769120051904e-08,2.4864549419412185e-07
1974,5.9068500868342255e-08,2.2277263633796451e-07
1975,7.253579559218792e-08,2.747221907739572e-07
1976,3.256710273680241e-08,2.416821993644902e-07
1977,3.23223002252071e-08,2.427110965541601e-07
1978,6.415838926798756e-08,2.999998680586202e-07
1979,4.506019457561905e-08,2.5339044240624276e-07
1980,8.47087480160269e-08,2.6663357077794103e-07
1981,4.048351542884632e-08,2.8781250716036766e-07
1982,5.338451858349913e-08,2.9237336773846323e-07
1983,3.599730180603444e-08,2.9176761184857014e-07
1984,3.1894545948762953e-08,3.288037691007162e-07
1985,6.196024804339118e-08,3.2965257634742784e-07
1986,3.836470718887597e-08,3.003237210030818e-07
1987,4.399788056108633e-08,3.593160426973441e-07
1988,3.7178633449652665e-08,3.400045889279113e-07
1989,3.4026356843241956e-08,3.611184293816905e-07
1990,2.5608660081388734e-08,3.399958190541952e-07
1991,3.0479617330048114e-08,3.4348186517263457e-07
1992,4.793651542378541e-08,3.6090133015420633e-07
1993,4.099013334313284e-08,4.1211702050958365e-07
1994,4.3254398895964385e-08,3.6766239452923344e-07
1995,3.958389260816375e-08,4.088527942869291e-07
1996,2.882569871687224e-08,3.3896885653916797e-07
1997,4.363353967029582e-08,3.514657516134889e-07
1998,3.4330532083792775e-08,3.952779157323505e-07
1999,3.290544725587097e-08,3.733854230247857e-07
2000,3.5786055230246916e-08,3.640458023923543e-07
2001,7.491872078269068e-08,3.4173451179952963e-07
2002,8.631006404025143e-08,4.127110697638159e-07
2003,7.792145684248908e-08,3.0210192258905977e-07
2004,3.744072629707773e-08,3.3388317355331765e-07
2005,4.2335245087343765e-08,3.418346046224485e-07
2006,4.817931259504249e-08,3.351962281072929e-07
2007,5.0330441342394394e-08,3.5191363489950334e-07
2008,4.6831837907657103e-08,3.6571407280305834e-07
2009,5.864876717609491e-08,3.409257638420371e-07
2010,4.9599825691082344e-08,3.505054468888602e-07
2011,7.189067607882293e-08,3.8316199768573256e-07
2012,7.148931030487304e-08,3.540422723879999e-07
2013,9.148330337716004e-08,2.9843637383564214e-07
2014,8.596817316353089e-08,2.778266068315105e-07
2015,1.0794722289653169e-07,2.6133423203233974e-07
2016,1.0729541166654144e-07,2.508392924482905e-07
2017,8.175737123417015e-08,2.1005355144154692e-07
2018,8.15743456117346e-08,2.2639463437279517e-07
2019,8.418259511699944e-08,2.400479468533945e-07
