year,derniers_ADJ êtres_NOUN,derniers_ADJ mètres_NOUN
1800,1.8864987794131594e-08,0.0
1801,6.429193177837078e-08,0.0
1802,8.951360541686881e-09,0.0
1803,2.3404069793286908e-08,0.0
1804,4.943701892301533e-09,0.0
1805,3.1271653710973624e-08,0.0
1806,0.0,0.0
1807,1.9928686256776018e-08,0.0
1808,4.5321479902327155e-09,0.0
1809,2.259030518203531e-09,0.0
1810,4.680253518074551e-09,0.0
1811,0.0,0.0
1812,2.6672082320544632e-09,0.0
1813,2.8757416448144113e-09,0.0
1814,0.0,0.0
1815,2.4275012222574333e-08,0.0
1816,2.3176038865813098e-08,0.0
1817,1.556873407970727e-09,9.341240669868967e-09
1818,1.1921176934492905e-08,3.5763532135746345e-09
1819,5.2790355198339967e-08,1.2421260464634543e-08
1820,2.254631326081835e-08,0.0
1821,9.861488514673056e-09,1.1833785507064931e-08
1822,2.2056354964661296e-08,2.4061478143266868e-08
1823,1.680056804787e-08,0.0
1824,7.579001248814166e-08,1.2631669044083083e-08
1825,2.8177417732422327e-08,0.0
1826,3.082794464148719e-08,1.0569580766173203e-08
1827,7.373818444733615e-09,1.3825909306319772e-08
1828,7.337841001486822e-09,0.0
1829,6.001223074036943e-09,1.2002446148073886e-08
1830,5.5315229730013016e-08,9.39315203396518e-09
1831,4.677361609140007e-09,1.5591206103948707e-09
1832,1.0823975493678972e-08,9.470978667991403e-09
1833,6.950177322551099e-09,2.6642345218874652e-08
1834,2.7070139907436896e-08,1.4935249481595747e-08
1835,1.285724948729694e-08,0.0
1836,1.1425274948351216e-08,2.016224964762614e-09
1837,4.174734513640033e-08,2.0873671680021744e-09
1838,8.837027110075724e-09,6.943378316748294e-09
1839,1.3982949909063791e-08,1.2584655095793096e-08
1840,8.280594876453051e-09,6.3696887764308485e-09
1841,9.630822361827995e-09,2.5040138851295524e-08
1842,1.2074877098200432e-08,3.018719141323345e-08
1843,3.898561473647533e-08,2.0674189471492355e-08
1844,3.2931367854871496e-08,1.4819115712327857e-08
1845,2.399498022498392e-08,1.2834524554250493e-08
1846,1.9319854160926297e-08,1.6978054517835517e-08
1847,1.4022381478184798e-08,7.011190739092399e-09
1848,4.82713291560799e-09,2.815827571112095e-08
1849,1.3407063903514427e-08,1.0893239199560867e-08
1850,6.788996032014438e-10,8.82569484161877e-09
1851,1.483370937194195e-08,1.870337307252612e-08
1852,7.161600201754936e-09,3.5156944022674e-08
1853,1.3138249599364826e-08,1.5527023222716707e-08
1854,8.832629738719788e-09,6.754363734984281e-09
1855,5.837630823180007e-09,9.552486801567284e-09
1856,1.9155599773057475e-08,7.765783571755946e-09
1857,1.3668225662399891e-08,1.4156376515472857e-08
1858,4.404308473482388e-09,2.2510910469009104e-08
1859,8.656694916453489e-09,1.3748867822016564e-08
1860,7.781213007262977e-09,2.197048232233101e-08
1861,1.8863854478468056e-08,1.9807048445841247e-08
1862,3.162590411776023e-09,2.3493528900075944e-08
1863,3.995696662428827e-09,6.99246927027275e-09
1864,9.589456340108882e-09,2.445311331200628e-08
1865,1.1296426905005319e-08,1.4591217123438582e-08
1866,1.556996132023869e-08,1.3137154475373336e-08
1867,8.249779526181555e-09,1.164674756637396e-08
1868,8.89177353968762e-09,1.2843672791973404e-08
1869,7.813630631403612e-09,2.4417595057002472e-08
1870,2.2936195165357276e-09,3.039045992636602e-08
1871,2.0180236148803488e-08,3.717412155879174e-08
1872,1.8746751706544273e-08,2.1770421909650395e-08
1873,4.190203295451056e-09,3.591602748542755e-08
1874,1.6131444624534197e-08,3.4055272379873713e-08
1875,2.1169650921137873e-08,6.007603303714859e-08
1876,1.813804395567331e-08,2.2370254981751714e-08
1877,1.1132669008873108e-08,1.855444864418132e-08
1878,1.8117265909722846e-08,3.01954443671093e-08
1879,9.774920428640144e-09,2.6270098985037293e-08
1880,7.701415505323439e-09,2.2462462112571302e-08
1881,1.4642266066289267e-08,3.137628468152798e-08
1882,3.9932310791357395e-09,4.326000180299161e-08
1883,6.951272890631799e-09,3.09647596452578e-08
1884,8.582206056928499e-09,4.423137056619453e-08
1885,7.7347630522695e-09,2.9649923405372647e-08
1886,6.453463874400711e-10,3.355801325710672e-08
1887,1.0446279397058333e-08,2.6768590899450828e-08
1888,8.876860135842435e-09,7.608737462305726e-08
1889,2.5060546970934183e-09,5.137412273370501e-08
1890,4.5880703680722945e-09,6.030035848425541e-08
1891,1.9122659011827636e-09,6.055508805502541e-08
1892,5.641661360300532e-09,5.5162907131034444e-08
1893,4.926733243593162e-09,4.126139074855928e-08
1894,6.301539290376468e-09,4.978215883966186e-08
1895,4.814891596538473e-09,2.8287487907618925e-08
1896,5.307326134129653e-09,5.7201180680976904e-08
1897,5.826713334045053e-09,4.603103676004139e-08
1898,1.4711722506888236e-08,5.4320206999136644e-08
1899,1.2160672469008205e-08,6.854197209804624e-08
1900,7.786579381274805e-09,8.305684673359792e-08
1901,1.0059729937950124e-08,4.526878427668635e-08
1902,1.1293653123800595e-08,3.780918689244572e-08
1903,1.1880484152015924e-08,6.426262189052068e-08
1904,6.987012746151322e-09,6.395804064140975e-08
1905,6.192911072844254e-09,5.728442431518488e-08
1906,2.0576738091193647e-09,4.9384169642507914e-08
1907,2.057137349353866e-09,4.8342727154704335e-08
1908,5.40252820258047e-09,6.77771723189835e-08
1909,2.7504918342913243e-09,7.31630791506177e-08
1910,5.34415089958884e-09,1.6780633416146884e-07
1911,1.0640748282497725e-09,6.118430206925041e-08
1912,6.251305251225858e-09,1.1617009221254193e-07
1913,5.30298971401777e-10,9.12114259676855e-08
1914,6.696743604095445e-09,5.759199694921335e-08
1915,0.0,5.183535378705528e-08
1916,0.0,2.5271162940043723e-08
1917,1.0966424435210342e-09,3.289927263949721e-08
1918,1.1486376294556067e-09,5.6283244731503146e-08
1919,1.1970202606903513e-08,5.524708868165362e-08
1920,6.815008557481406e-09,5.2248399384779987e-08
1921,5.300923255902035e-09,6.209653236055601e-08
1922,9.591316185719734e-09,4.0578644444622114e-08
1923,3.1847844361720945e-09,5.6264525483129546e-08
1924,1.0313299547703991e-08,8.250639638163193e-08
1925,6.598906754362588e-09,5.0591619782380803e-08
1926,3.343841648018042e-09,5.461607699430715e-08
1927,1.0034302277972529e-08,4.1252132376712325e-08
1928,2.2852082448565625e-09,4.570416578530967e-08
1929,2.2280812750352652e-09,4.567566591617833e-08
1930,5.2518016602221e-09,2.941009036305786e-08
1931,2.2810713318222042e-09,7.641588695150858e-08
1932,6.575722188983946e-09,4.603005265835236e-08
1933,0.0,5.964744076436546e-08
1934,2.3963160344919743e-09,4.7926320689839486e-08
1935,2.393656828303392e-09,6.103825000991492e-08
1936,4.849885826274658e-09,7.274828561776303e-08
1937,5.0364472592434595e-09,9.443338910841703e-08
1938,0.0,5.0564334941327616e-08
1939,4.588215141154706e-09,3.6705721129237645e-08
1940,0.0,7.353770570261986e-08
1941,2.9515025978810172e-09,6.493305448884712e-08
1942,0.0,8.49579322448335e-08
1943,0.0,6.967764676346633e-08
1944,3.2131861615880553e-09,1.2210107058763242e-07
1945,6.535512131478072e-09,7.84261473540937e-08
1946,1.3921104269343232e-09,7.099762910911522e-08
1947,2.1457568166738383e-08,9.417487945029279e-08
1948,8.697510267552389e-09,9.241104947932399e-08
1949,1.9634016634739737e-09,7.657266820615405e-08
1950,0.0,7.444752725405124e-08
1951,3.1984206394497505e-09,1.0234946046239202e-07
1952,1.0544803918932644e-09,1.212652449567031e-07
1953,0.0,1.1743471617364776e-07
1954,4.886268278880834e-09,1.2215670608384244e-07
1955,8.447047505910632e-09,9.761032515598345e-08
1956,8.72114114258693e-09,9.069987072507502e-08
1957,7.951533653738352e-09,1.2722453845981363e-07
1958,3.3088973783179654e-09,1.5551817966752424e-07
1959,7.750747599288843e-09,1.309876438426727e-07
1960,2.7683333403416555e-09,1.1627000162661716e-07
1961,2.08444772553662e-09,1.1742389460778213e-07
1962,1.2683912808952869e-09,1.1732619498161512e-07
1963,1.939815863494232e-09,1.0733648281302521e-07
1964,3.6503808864551957e-09,1.1133661814710649e-07
1965,3.830430195250756e-09,1.5157560540046688e-07
1966,1.38476865529924e-08,1.1410494238361935e-07
1967,7.395503320850594e-09,1.4199366660250234e-07
1968,7.635406973349745e-09,1.2306479391099856e-07
1969,7.2668124850849836e-09,1.0718548537624883e-07
1970,6.438214850135182e-09,1.6877321229458175e-07
1971,1.0276794526475896e-08,1.330844980884649e-07
1972,5.643161493651405e-09,1.1748036143899299e-07
1973,5.513203671370093e-09,8.876258306145246e-08
