year,derniers_ADJ êtres_NOUN,derniers_ADJ mètres_NOUN
1974,3.3753431161187564e-09,9.394704392207132e-08
1975,1.7134440533084216e-09,6.568202337575713e-08
1976,2.285410749536254e-09,1.0398618854878805e-07
1977,1.1753563677885381e-09,9.579154180983096e-08
1978,4.158414057542359e-09,8.376233751050677e-08
1979,8.192762912528906e-09,1.2523223347216117e-07
1980,2.2740602734216964e-09,1.0403825712046455e-07
1981,2.5302198114474095e-09,1.0563667984797576e-07
1982,6.2075020679230875e-09,1.191840439673797e-07
1983,3.157658134966823e-09,1.1809640909632435e-07
1984,4.639206796497319e-09,1.2409877570007666e-07
1985,4.812446441349039e-09,1.269282705607111e-07
1986,3.5966913891627428e-09,1.1569356672680442e-07
1987,4.277571630240118e-09,1.1366119423428245e-07
1988,1.798966087207532e-09,1.163331404541168e-07
1989,3.841685636274406e-09,1.0921363013949303e-07
1990,4.358920779878872e-09,9.589625449279993e-08
1991,2.9307325455363298e-09,8.030207254705601e-08
1992,3.30596661157756e-09,9.862799998927585e-08
1993,3.877445031719162e-09,9.749005158710133e-08
1994,1.5824779264761446e-09,8.439882748234595e-08
1995,2.7112254663563817e-09,7.971002702333863e-08
1996,3.736664311304594e-09,9.82208945288221e-08
1997,3.835915585170824e-09,1.045287021383956e-07
1998,1.9072516899143466e-09,9.297851732981144e-08
1999,2.7421207526856506e-09,7.90644776316185e-08
2000,3.092622158362701e-09,8.482620472705094e-08
2001,7.886181485616817e-09,7.667120627274926e-08
2002,5.257465574004527e-09,9.463438743750885e-08
2003,1.2500768420409258e-08,8.625530512063051e-08
2004,3.9643119897903034e-09,1.0042924003528242e-07
2005,1.8014998381943315e-09,9.142611645529541e-08
2006,3.294311934354255e-09,1.0500619396225375e-07
2007,3.994479413904628e-09,1.5298856226309e-07
2008,4.257439734089985e-09,1.3666381448729226e-07
2009,1.430457752249481e-09,1.8357540909619274e-07
2010,4.723792912386671e-09,2.546124449054332e-07
2011,8.030340836739924e-09,3.319207735330565e-07
2012,1.1234034147378225e-08,3.7821246223757043e-07
2013,8.646287241731443e-09,4.108381119749538e-07
2014,8.445236510112863e-09,4.0991878336171794e-07
2015,1.0196246513771712e-08,4.1893275692928e-07
2016,1.0149566520567532e-08,4.0867539041755663e-07
2017,8.553078245654433e-09,4.912989197691786e-07
2018,8.26069346260283e-09,4.989975082025921e-07
2019,8.673358031785483e-09,4.826468966712127e-07
