year,puissions_VERB être_VERB,puissions_VERB etre_VERB,puissions_VERB mettre_VERB
1843,1.7070972546662233e-07,0.0,3.071593823733565e-08
1844,1.9319735145018058e-07,1.097712254427563e-09,3.677336124496833e-08
1845,1.5345626991347672e-07,0.0,1.785672942844485e-08
1846,9.250111787650894e-08,0.0,2.8101606375230404e-08
1847,1.380665253236657e-07,5.393223645455691e-10,1.77976389181822e-08
1848,1.2309189401094045e-07,8.045221711050488e-10,1.448139919091318e-08
1849,9.21735647807509e-08,0.0,2.76520690789539e-08
1850,6.653215933738466e-08,0.0,1.6293590476834652e-08
1851,7.932809609201286e-08,0.0,1.5478653025979838e-08
1852,1.3737250981193938e-07,0.0,2.3437962681782665e-08
1853,1.1346670447665019e-07,5.971931837933653e-10,1.4929829816878737e-08
1854,2.0678744760971313e-07,0.0,2.7017454939937124e-08
1855,1.0932290450682558e-07,5.306937111981824e-10,1.2736649068756378e-08
1856,1.8948512092720193e-07,2.0708756931497874e-09,1.2425253714809514e-08
1857,1.327770462467015e-07,9.763018171682347e-10,1.610898081594314e-08
1858,1.0472466982491824e-07,0.0,2.0553439838977283e-08
1859,1.19666069053892e-07,0.0,1.6804172275897145e-08
1860,1.2816114747238316e-07,0.0,1.1900677776566226e-08
1861,1.169559027403011e-07,0.0,1.3676294763342867e-08
1862,1.2198563581478084e-07,4.517986262886353e-10,2.5752521892741242e-08
1863,9.589672345100553e-08,0.0,2.8968800691586694e-08
1864,1.4096499967308773e-07,9.589455896019672e-10,4.075518589274907e-08
1865,1.0966947172619257e-07,9.41368871743009e-10,1.2237795665726026e-08
1866,1.9413795371292508e-07,4.865612912574591e-10,1.556996132023869e-08
1867,9.608567097529885e-08,4.85281148598915e-10,1.552899675516528e-08
1868,1.3584653402176627e-07,9.87974813071446e-10,1.975949714960734e-08
1869,1.2208798239043972e-07,2.441759683335931e-09,2.0999133099053324e-08
1870,1.4621824107052817e-07,5.734048791339319e-10,1.7202147262196377e-08
1871,1.370131883504655e-07,0.0,2.6552942955504477e-08
1872,1.2638939494991064e-07,1.8142017887967654e-09,1.3908880269752899e-08
1873,8.679706553493816e-08,5.986004469882289e-10,3.412022664406322e-08
1874,9.081406204813902e-08,5.974609140757536e-10,2.7483201492373155e-08
1875,1.1843561509294886e-07,0.0,2.2886109007913547e-08
1876,1.1064206972832835e-07,0.0,1.934724735974669e-08
1877,8.906135207098487e-08,6.184815992682502e-10,1.1132669008873108e-08
1878,1.038723240753825e-07,0.0,2.536417298415472e-08
1879,8.430868803088742e-08,0.0,1.2829582729523281e-08
1880,9.04916319655058e-08,0.0,1.8611753915820373e-08
1881,7.321133210780317e-08,0.0,2.4403776777148778e-08
1882,8.851662158804174e-08,0.0,1.0648616211028639e-08
1883,6.951272979449641e-08,0.0,9.479008689083912e-09
1884,7.6579681262956e-08,6.601696966868076e-10,1.386356363042296e-08
1885,1.1473231609215873e-07,0.0,3.3517306263775026e-08
1886,7.808691293575976e-08,0.0,2.2587123282846733e-08
1887,8.87933779836203e-08,0.0,2.8074376601239237e-08
1888,7.481925479169149e-08,6.340614699951175e-10,2.4728397107764977e-08
1889,8.144677821064761e-08,0.0,1.3783300722991498e-08
1890,9.700492142883377e-08,0.0,1.5075089621063853e-08
1891,7.394095291601843e-08,0.0,2.2947192590550003e-08
1892,1.0656471260972467e-07,0.0,1.7551833764173352e-08
1893,1.0407723749494835e-07,0.0,2.894455697344256e-08
1894,9.578339899007915e-08,1.2603078580752936e-09,1.1342770278588432e-08
1895,8.004757034996146e-08,1.2037228991346183e-09,2.467631965430428e-08
1896,9.49421661289307e-08,0.0,1.7691087705884456e-08
1897,8.332200707172888e-08,1.1653427112179315e-09,1.2818770045441852e-08
1898,1.0128455585345364e-07,0.0,1.3580051749784161e-08
1899,7.628058540376514e-08,0.0,2.65323762960179e-08
1900,1.1835601299026166e-07,5.191053142894475e-10,2.5436159845071415e-08
1901,1.005972976031444e-07,0.0,2.0678333711998675e-08
1902,6.383368855722438e-08,4.910283846193408e-10,1.178468167495339e-08
1903,7.88432146237028e-08,0.0,1.9980815224585058e-08
1904,8.868131828876358e-08,0.0,1.9348650681649815e-08
1905,1.104402400642357e-07,0.0,2.2707340008309984e-08
1906,8.950880925340243e-08,5.144184522798412e-10,1.8519063615940468e-08
1907,8.279977947722728e-08,5.142843373384665e-10,2.7771354993433306e-08
1908,8.840500242968119e-08,4.911389073214423e-10,2.6521501439447093e-08
1909,8.141455509758089e-08,0.0,2.2003934674330594e-08
1910,8.497199388557419e-08,0.0,2.137660359835536e-08
1911,8.619006308663302e-08,0.0,1.5961122201701983e-08
1912,1.2137951443946804e-07,0.0,1.9795800554334164e-08
1913,6.946916641936696e-08,0.0,1.484837142129436e-08
1914,8.973636766995696e-08,0.0,2.4777952134513725e-08
1915,1.0484878032457345e-07,0.0,9.424609537234119e-09
1916,1.0438088793307543e-07,0.0,2.966614687238689e-08
1917,1.4914337498339592e-07,0.0,1.7546279096336548e-08
1918,1.389851576050205e-07,0.0,2.756730310693456e-08
1919,9.299926517769563e-08,0.0,2.9465114792515124e-08
1920,9.16240026072046e-08,0.0,7.572231730534895e-09
1921,7.345565222749428e-08,0.0,2.0446417892117097e-08
1922,9.738874950926402e-08,0.0,1.770704471937279e-08
1923,1.1677543199084539e-07,0.0,1.1677542488541803e-08
1924,1.0313299725339675e-07,1.289162443462999e-09,6.445812328337297e-09
1925,8.908524051776112e-08,5.499089184013428e-09,9.898360353588487e-09
1926,8.805449169813073e-08,0.0,2.0063049888108253e-08
1927,1.1260716803462856e-07,0.0,1.3379070296082318e-08
1928,1.0169176789531775e-07,0.0,1.5996457491951332e-08
1929,7.798284684668033e-08,0.0,1.1140405931087116e-08
1930,1.1028783575284251e-07,1.0503603542488804e-09,1.7856125467119455e-08
1931,7.641588695150858e-08,0.0,1.9389105432310316e-08
1932,8.110057336807586e-08,0.0,1.4247397928102146e-08
1933,7.341223806633934e-08,0.0,2.064719240024715e-08
1934,8.98618495170922e-08,0.0,1.9170528275935794e-08
1935,8.976213194955562e-08,0.0,1.555876849579363e-08
1936,9.33602990471627e-08,0.0,2.3036957230715416e-08
1937,8.813782415018068e-08,0.0,1.1332006444320086e-08
1938,7.390172385157712e-08,1.2965214457594243e-09,1.4261735792331365e-08
1939,8.564668263488784e-08,0.0,3.211750509990452e-08
1940,6.846613587185857e-08,0.0,1.2678914806940611e-08
1941,7.083606590185809e-08,0.0,5.9030051957620344e-09
1942,1.061974117533282e-07,0.0,1.2136847082899749e-08
1943,7.83873517207212e-08,0.0,2.6129116648121453e-08
1944,9.960876923287287e-08,0.0,1.6065930807940276e-08
1945,1.0674669681520754e-07,0.0,2.832055301382752e-08
1946,9.744773166175946e-08,0.0,2.3665876369705074e-08
1947,1.1801662225252585e-07,0.0,1.1920871401116528e-08
1948,9.241104947932399e-08,0.0,2.717971980814582e-08
1949,9.81700836177879e-08,0.0,1.0798709482173763e-08
1950,8.933703554703243e-08,0.0,2.8715476219076663e-08
1951,9.915103760249622e-08,0.0,2.0256663901818683e-08
1952,1.212652449567031e-07,0.0,3.057992969957013e-08
1953,7.54167928107563e-08,0.0,1.939288907237824e-08
1954,8.502106396690579e-08,0.0,2.14995790059902e-08
1955,1.088730527953885e-07,0.0,1.3139850985055546e-08
1956,6.01758785023776e-08,0.0,2.7907653077363648e-08
1957,6.537928243233182e-08,0.0,2.3854601849393475e-08
1958,7.279574276708445e-08,0.0,2.6471179026543723e-08
1959,7.363210130506559e-08,1.5501495642666896e-09,1.7826719656000023e-08
1960,8.235791426614014e-08,0.0,1.1765417085030094e-08
1961,7.642974964028326e-08,0.0,2.014966149488373e-08
1962,6.976151922799545e-08,0.0,1.5220695814832652e-08
1963,7.435961180135564e-08,6.466053248388448e-10,1.2285501505004959e-08
1964,1.1802898569612807e-07,6.083968329129164e-10,2.007709554163739e-08
1965,1.061576426764077e-07,0.0,2.0793764932136583e-08
1966,7.810095326021838e-08,0.0,1.3293779410616935e-08
1967,6.902470062186694e-08,0.0,2.465167803222812e-08
1968,9.836200831614406e-08,0.0,1.7067380397861598e-08
1969,7.312230110301243e-08,0.0,1.9529558414888015e-08
1970,6.944074470993655e-08,1.8394900047624674e-09,2.345349692234322e-08
1971,7.913131838677145e-08,1.0276794970565106e-09,2.003974941544584e-08
1972,6.310080635785198e-08,0.0,9.747279428040656e-09
1973,8.049277511190667e-08,0.0,1.7090931336838366e-08
1974,6.694430254583494e-08,0.0,1.6314157136321228e-08
1975,6.453972645203976e-08,0.0,1.1422960355389478e-08
1976,6.799096752274636e-08,0.0,1.314111219841152e-08
1977,6.346924408262566e-08,5.876781838942691e-10,1.9393379346865913e-08
1978,6.653462492067774e-08,5.940591352171509e-10,2.0198010375338527e-08
1979,7.256446821202189e-08,0.0,2.1652301285257636e-08
1980,6.367368854398592e-08,0.0,1.9329512213062117e-08
1981,6.515315931210353e-08,0.0,1.9609203150139365e-08
1982,6.083352133146036e-08,6.207502289967692e-10,2.5450759721934446e-08
1983,6.189009837953563e-08,0.0,1.9577479193344516e-08
1984,6.204938785003833e-08,2.3196033982486597e-09,1.797692661398287e-08
1985,7.519447819959169e-08,2.4062232206745193e-09,1.5038894574104233e-08
1986,7.133437662787401e-08,1.7983456945813714e-09,2.2179596825822046e-08
1987,6.477466030219148e-08,0.0,1.4054879038383206e-08
1988,7.555657788316239e-08,0.0,2.1587593934668803e-08
1989,1.1799462384942672e-07,0.0,1.8110803523541108e-08
1990,6.647353956168445e-08,5.44865097484859e-10,1.198703181159999e-08
1991,6.857914058855386e-08,5.861465202094962e-10,1.817054240405014e-08
1992,6.391535123384529e-08,0.0,9.91789939064347e-09
1993,6.81322518403249e-08,0.0,1.827938511667071e-08
1994,8.861876921173462e-08,5.274926606624319e-10,1.0549853435293244e-08
1995,6.56116583286348e-08,0.0,1.4098372247417501e-08
1996,5.071187558769452e-08,0.0,1.014237493990322e-08
1997,7.767729215402142e-08,0.0,2.205651483677684e-08
1998,7.867413387430133e-08,0.0,1.382757464085671e-08
1999,8.180660415746388e-08,1.3710603763428253e-09,1.279656292041409e-08
2000,7.908276700163697e-08,4.4180314962005696e-10,2.076474814316498e-08
2001,8.587175415186721e-08,0.0,1.5772362971233633e-08
2002,6.17752249354453e-08,4.38122149670761e-10,1.445803121669087e-08
2003,7.792145595431066e-08,4.1669229178253886e-10,1.2917460878725251e-08
2004,7.708384686111458e-08,4.404791253964646e-10,1.2773894830786503e-08
2005,7.97163650645416e-08,4.5037495954858286e-10,1.3511249008502091e-08
2006,7.70045431863764e-08,1.6471559671771274e-09,1.8530505130343045e-08
2007,6.191443446823541e-08,0.0,1.7975157362570826e-08
2008,6.811903574543976e-08,8.514879357157668e-10,1.0643598891135753e-08
2009,8.43970084929424e-08,0.0,1.9549588614609092e-08
2010,1.0014441187422563e-07,4.723793023408973e-10,1.8895171649546683e-08
2011,9.406971201997294e-08,7.64794394481072e-10,2.2561435386592166e-08
2012,1.137020433361613e-07,3.404252713057332e-10,1.9404239992582006e-08
2013,1.285786623839158e-07,2.789125042035323e-10,3.0401462680629265e-08
2014,1.2927708326060383e-07,0.0,1.7323561252169384e-08
2015,1.3432446621663985e-07,0.0,1.8397575018980206e-08
2016,1.3215149863299303e-07,8.285360175719347e-10,1.9677729667932908e-08
2017,1.4011955329351622e-07,0.0,2.1885819379008353e-08
2018,1.6805348934667563e-07,2.5814667070633845e-10,2.4007640320178325e-08
2019,1.675998930750211e-07,0.0,1.8877308605169674e-08
