year,mes_DET in_ADJ,mes_DET mines_NOUN
1975,0.0,6.8537762132336866e-09
1976,0.0,2.856763492431469e-09
1977,0.0,3.526069214387917e-09
1978,0.0,5.940591352171509e-10
1979,0.0,2.3407893401383717e-09
1980,0.0,1.7055452605774235e-09
1981,6.325549528618524e-10,5.0604397339171214e-09
1982,0.0,3.1037510339615437e-09
1983,0.0,4.4207211225000265e-09
1984,0.0,6.378909400694965e-09
1985,0.0,3.0077789148208467e-09
1986,0.0,5.3950369172106605e-09
1987,0.0,0.0
1988,0.0,1.798966087207532e-09
1989,0.0,5.488122289953878e-09
1990,5.44865097484859e-10,3.814055737905164e-09
1991,0.0,5.861465368628416e-09
1992,0.0,4.4079553340736766e-09
1993,0.0,4.4313659408601325e-09
1994,5.274926606624319e-10,6.857404422078162e-09
1995,0.0,5.4224509327127635e-09
1996,5.338092190498855e-10,3.736664311304594e-09
1997,0.0,2.3974471297094624e-09
1998,4.768129224785866e-10,2.86087753487152e-09
1999,0.0,2.7421207526856506e-09
2000,4.4180314962005696e-10,8.836063214445744e-09
2001,0.0,1.7524847129024579e-09
2002,0.0,3.943099291525698e-09
2003,0.0,5.000307723435071e-09
2004,0.0,4.845270407116686e-09
2005,4.5037495954858286e-10,2.251874686720612e-09
2006,0.0,2.4707338397433887e-09
2007,0.0,6.391167151065247e-09
2008,0.0,2.1287198670449925e-09
2009,0.0,4.291373478793048e-09
2010,0.0,1.086472406486294e-08
2011,0.0,1.4913490858914358e-08
2012,3.404252713057332e-10,7.1489305863980945e-09
2013,2.789125042035323e-10,8.088462455368983e-09
2014,0.0,6.929424506418869e-09
2015,4.433150790905671e-10,1.0861219479352258e-08
2016,2.0713400439298368e-10,1.180663800059989e-08
2017,0.0,6.792150397672003e-09
2018,5.162933414126769e-10,6.195520207974425e-09
2019,5.1019755087367e-10,7.908062094053037e-09
