year,dois_VERB être_VERB,dois_VERB etre_VERB,dois_VERB mettre_VERB
1861,8.102025503831101e-07,9.431927461278633e-10,7.168264914980682e-08
1862,9.81306584435515e-07,9.035972525772706e-10,1.1294965673869228e-07
1863,8.730597187422973e-07,2.4973103585068657e-09,4.4951587341302e-08
1864,9.613429483579239e-07,9.589455896019672e-10,1.1171716352009753e-07
1865,8.853574513523199e-07,4.706844358715045e-10,8.236977322439998e-08
1866,7.838502256163338e-07,2.919367858567057e-09,1.0801660721426742e-07
1867,7.26951157048461e-07,9.7056229719783e-10,6.454239098729886e-08
1868,7.562946962025308e-07,1.4819622196071691e-09,7.656804967837161e-08
1869,8.712198109606106e-07,8.30198221279943e-09,8.301982745706482e-08
1870,8.503594131070713e-07,1.7202146374017957e-09,8.085008573743835e-08
1871,6.606372267015104e-07,0.0,1.0408754036461687e-07
1872,7.831304174032994e-07,3.628403577593531e-09,9.312902449210014e-08
1873,7.027569495221542e-07,4.788803575905831e-09,9.398026890039546e-08
1874,7.623601163686544e-07,4.779687312606029e-09,1.0336074041106258e-07
1875,7.66684649988747e-07,1.7164581422868253e-09,1.1557484924651362e-07
1876,7.291494057426462e-07,1.209202959984168e-09,9.492243435715864e-08
1877,8.590709512645844e-07,6.184815992682502e-10,1.6204218411530746e-07
1878,6.347082148749905e-07,1.2078177347163432e-09,8.092379033541874e-08
1879,7.709968485869467e-07,5.498392852132383e-09,6.475885072632082e-08
1880,7.714251069046441e-07,0.0,8.920806493506461e-08
1881,7.969576358846098e-07,0.0,7.809208568687609e-08
1882,6.901634606037987e-07,0.0,4.326000180299161e-08
1883,7.109256330295466e-07,0.0,8.02556030521373e-08
1884,6.977993507462088e-07,2.6406787867472303e-09,9.04432511106279e-08
1885,5.137171683600172e-07,1.2891271383708158e-09,6.510092021017044e-08
1886,5.259573185867339e-07,4.517424767591649e-09,7.937760670984062e-08
1887,5.183966322874767e-07,4.57024718070187e-09,1.1099172070316854e-07
1888,5.376841158977186e-07,1.268122939990235e-09,7.798956147553326e-08
1889,5.776456077910552e-07,6.265136742733546e-10,7.643466659601472e-08
1890,5.872730071132537e-07,0.0,7.734175966334078e-08
1891,5.25873133483401e-07,6.374220040683554e-10,9.306361192784607e-08
1892,4.807948812413088e-07,0.0,8.963972675246623e-08
1893,5.277763079902797e-07,1.2316833108982905e-09,6.897426629848269e-08
1894,5.160960654393421e-07,0.0,5.671385494565584e-08
1895,6.38574988442997e-07,1.2037228991346183e-09,6.439917399347905e-08
1896,5.537310130421247e-07,0.0,7.194375228891658e-08
1897,4.958533281751443e-07,1.7480140668268973e-09,6.700720689423179e-08
1898,5.194369805394672e-07,5.092519517191363e-09,7.355861697533328e-08
1899,6.058226063032635e-07,2.7637891975018647e-09,5.5275783950037294e-08
1900,5.549235879698244e-07,0.0,6.800279805929677e-08
1901,5.655803647641733e-07,5.588738916095792e-10,6.4829372092845e-08
1902,4.7629754362787935e-07,4.910283846193408e-10,5.2049010434984666e-08
1903,5.065406867288402e-07,4.320176216765503e-09,4.3201762167655033e-08
1904,5.197262566980498e-07,5.374625189347171e-09,6.395804064140975e-08
1905,5.805853788842796e-07,1.5482277682110634e-09,5.625227217365136e-08
1906,4.722361381936935e-07,0.0,5.65860283074926e-08
1907,5.677699164152727e-07,0.0,5.1942716794428634e-08
1908,5.441818871076975e-07,0.0,4.911388984396581e-08
1909,6.595679451493197e-07,5.500983557560346e-10,4.2357573448725816e-08
1910,7.364239422713581e-07,1.068830135508847e-09,4.1684376839157267e-08
1911,6.352526611408393e-07,2.128149656499545e-09,5.2671705219609066e-08
1912,6.444054179155501e-07,1.0418842455450772e-09,5.261515312326992e-08
1913,5.886318490411213e-07,2.6514948014977335e-09,4.295421618394357e-08
1914,4.902016144114896e-07,2.0090231700464756e-09,5.1564928327252346e-08
1915,5.760792305409268e-07,0.0,4.005459075528961e-08
1916,4.900408043795323e-07,0.0,5.6036057571873243e-08
1917,4.649764093755948e-07,2.1932848870420685e-09,3.947912929902486e-08
1918,4.215499984638882e-07,2.2972752589112133e-09,4.709414369585829e-08
1919,5.616787461804051e-07,0.0,5.1563951330990676e-08
1920,5.103684088680893e-07,0.0,4.391894492528081e-08
1921,5.65684217690432e-07,7.572747429129834e-10,3.710646367949266e-08
1922,5.776923330813588e-07,0.0,7.525494538640487e-08
1923,6.528808285111154e-07,0.0,4.989495749896378e-08
1924,6.832560757175088e-07,1.289162443462999e-09,9.153053071031536e-08
1925,6.521919431179413e-07,5.499089184013428e-09,5.829034321891413e-08
1926,6.264129979172139e-07,2.229227691330493e-09,6.241837269271855e-08
1927,7.380787110378151e-07,0.0,6.020581366783517e-08
1928,5.838707011207589e-07,0.0,5.141718517620575e-08
1929,6.5059975895565e-07,2.2280812750352652e-09,3.5649300400564243e-08
1930,6.092089961384772e-07,4.201441416995522e-09,4.411513643276521e-08
1931,5.280680284158734e-07,2.2810713318222042e-09,4.1059283972799676e-08
1932,5.129062969899678e-07,0.0,6.02774505864545e-08
1933,5.058561782789184e-07,0.0,5.391211388428019e-08
1934,5.295858613862947e-07,0.0,5.152079296522061e-08
1935,6.055951757844014e-07,0.0,4.0692164304800826e-08
1936,5.116629608892254e-07,0.0,4.4861444337129797e-08
1937,4.772034003508452e-07,0.0,4.784624962894668e-08
1938,5.263876801109291e-07,1.2965214457594243e-09,4.537825049055755e-08
1939,4.4658628439719905e-07,1.5294050470515685e-09,4.282334131744392e-08
1940,4.2347573980805464e-07,0.0,6.593035806190528e-08
1941,5.342219537851634e-07,5.9030051957620344e-09,2.9515025090631752e-08
1942,5.886370786356565e-07,3.034211770724937e-09,1.517105907566929e-08
1943,7.78067033024854e-07,2.9032352077962287e-09,1.1612940831184915e-08
1944,6.008658033351821e-07,3.2131861615880553e-09,7.390327994016843e-08
1945,6.622652222176839e-07,2.178504043826024e-09,6.317661416233022e-08
1946,8.728532634449948e-07,4.1763312808029696e-09,8.631084824628488e-08
1947,8.821444339446316e-07,1.1920870957027319e-09,8.702235732016561e-08
1948,7.316780283872504e-07,0.0,5.3272248834446145e-08
1949,6.459591190832725e-07,0.0,5.104844191805569e-08
1950,8.136051405926992e-07,0.0,6.38121662177582e-08
1951,6.460809345298912e-07,0.0,7.569595084078173e-08
1952,6.08435186677525e-07,2.1089607837865287e-09,6.010538555756284e-08
1953,7.390845553345571e-07,1.0773827385790469e-09,4.3095308654983455e-08
1954,7.055771220620954e-07,9.772536113672459e-10,5.2771696346098906e-08
1955,5.828462690260494e-07,1.8771215692936494e-09,4.880516257799172e-08
1956,6.628067694691708e-07,0.0,5.145473380707699e-08
1957,5.937145601819793e-07,2.6505113659425206e-09,3.445664731316356e-08
1958,6.361354962791665e-07,0.0,4.7979010986409776e-08
1959,6.123090656728891e-07,1.5501495642666896e-09,6.278105502133258e-08
1960,7.675204187762574e-07,0.0,5.1906251741229426e-08
1961,7.170500566644478e-07,6.948159270159238e-10,4.863711566827078e-08
1962,7.3756950769166e-07,3.170978202238217e-09,6.341956293454132e-08
1963,7.56528208967211e-07,4.526237162849611e-09,4.78487933719407e-08
1964,7.775311701152532e-07,6.083968329129164e-10,5.597251018230054e-08
1965,6.177937166285119e-07,9.302473458205895e-09,5.636204747361262e-08
1966,6.24807626081747e-07,2.215629901769489e-09,6.037591759877614e-08
1967,6.83837527049036e-07,3.451234853457663e-09,4.683818843886911e-08
1968,6.975168957978894e-07,1.3474247273492779e-09,5.704098171577243e-08
1969,6.8308037270981e-07,2.725054598640142e-09,6.494713744586988e-08
1970,5.771399855802883e-07,1.8394900047624674e-09,4.184839852428013e-08
1971,6.577148496944574e-07,2.569198631618974e-09,6.166077071156906e-08
1972,6.038183073542314e-07,1.5390440033513642e-09,4.6684338173008655e-08
1973,5.827456561746658e-07,0.0,4.0246387555953334e-08
1974,4.2585577375575667e-07,3.3753431161187564e-09,4.950502940914703e-08
1975,5.008968173569883e-07,2.2845920710778955e-09,4.3407247574123176e-08
1976,5.502126327883161e-07,1.7140580066410394e-09,3.94233339306993e-08
1977,4.99526436215092e-07,2.9383909749824966e-09,3.761140376923322e-08
1978,4.954453061145614e-07,1.7821774056514528e-09,4.039602075067705e-08
1979,5.547670980377006e-07,5.266775904289034e-09,3.160065631391262e-08
1980,5.40089331479976e-07,1.1370301367108482e-09,4.0933084477501325e-08
1981,5.737273340855609e-07,3.1627747087981106e-09,4.364629191400127e-08
1982,5.878504794054606e-07,1.2415004579935385e-09,5.4005269589652016e-08
1983,5.810090897284681e-07,3.157657912922218e-09,4.16810870262907e-08
1984,6.15854673924332e-07,1.1598016991243298e-09,6.378909489512807e-08
1985,5.997511607347406e-07,2.5866899733273385e-08,3.549179083961462e-08
1986,5.760700787504902e-07,4.196139880008332e-09,5.155257554179116e-08
1987,5.75638921418431e-07,0.0,4.522004459772688e-08
1988,5.882619120711752e-07,5.996553809062277e-10,4.4374498742172364e-08
1989,5.38933591087698e-07,1.2622680678475717e-08,4.719785096085616e-08
1990,5.949926844550646e-07,3.2691906959314565e-09,5.0127589190651634e-08
1991,6.277629154283204e-07,8.7921980806982e-09,4.6305576262284376e-08
1992,5.570553298639425e-07,0.0,5.1242480481050734e-08
1993,6.652588240285695e-07,3.323524566667402e-09,5.539207492688547e-08
1994,6.704431712023506e-07,2.1099706426497278e-09,5.3804249944278126e-08
1995,6.262930583034176e-07,1.6267352465071383e-09,3.5788175978268555e-08
1996,6.304287012426357e-07,6.939520069693117e-09,4.804282838222207e-08
1997,6.468312676588539e-07,7.67183128136395e-09,5.6100265766190205e-08
1998,6.69445341827668e-07,9.536258449571733e-10,4.291316457738503e-08
1999,6.603940505556238e-07,4.570201161957499e-10,4.524499175317942e-08
2000,6.300113000179408e-07,8.83606254831193e-09,4.63893314872621e-08
2001,6.729541155436891e-07,1.3143635069212678e-09,5.3888904005816585e-08
2002,6.808418220316526e-07,5.6955880012310445e-09,6.265146623718465e-08
2003,7.412955937979859e-07,2.083461403401543e-09,5.875361352991604e-08
2004,7.770051979605341e-07,5.726228824443069e-09,6.959569986975112e-08
2005,7.836524105186982e-07,3.602999676388663e-09,5.4495369994356224e-08
2006,8.841109888635401e-07,4.941467679486777e-09,7.123949785636796e-08
2007,1.1579995771171525e-06,2.7961355453243186e-09,7.66940075891398e-08
2008,1.2653110843530158e-06,6.811903485726134e-09,8.77032562129898e-08
2009,1.448100078960124e-06,4.76819250749827e-10,1.153902573491905e-07
2010,2.030758651017095e-06,3.7790344187271785e-09,1.5116137319637346e-07
2011,2.2637914298684336e-06,7.64794394481072e-10,1.5257647589805856e-07
2012,2.6525938210397726e-06,1.0212758416727752e-09,1.9063814704622928e-07
2013,2.921329496530234e-06,2.789125042035323e-10,2.0500068842466135e-07
2014,3.0913895443518413e-06,4.330890368553497e-10,2.0766619002188236e-07
2015,3.222457280571689e-06,6.649726325136385e-10,1.9727521305412665e-07
2016,3.387469405424781e-06,8.285360175719347e-10,2.38825521137187e-07
2017,3.7703982798120705e-06,1.7609279590047322e-09,2.6866729285757174e-07
2018,4.211663053865777e-06,1.5488800242380307e-09,3.2010186146180786e-07
2019,3.951225153286941e-06,1.2754939326953263e-09,2.9719006988671026e-07
