year,autres_ADJ yeux_NOUN,autres_ADJ mieux_NOUN
1800,3.018398047061055e-07,0.0
1801,5.738650088460417e-07,0.0
1802,2.2602185367759375e-07,0.0
1803,3.8031615190448065e-07,0.0
1804,4.0291169511874614e-07,0.0
1805,3.894742519605643e-07,0.0
1806,2.507052272449073e-07,0.0
1807,1.8505208743135881e-07,0.0
1808,2.4020383193601447e-07,0.0
1809,1.4457795316502597e-07,0.0
1810,3.8378078670575633e-07,0.0
1811,1.5293167621166504e-07,0.0
1812,1.2802598803318688e-07,0.0
1813,2.7894694198948855e-07,0.0
1814,1.321604372606089e-07,0.0
1815,2.454473531088297e-07,0.0
1816,2.201723674488676e-07,0.0
1817,5.184388669476903e-07,0.0
1818,2.8491612624748086e-07,0.0
1819,3.5711121881831787e-07,0.0
1820,3.35821425778704e-07,0.0
1821,3.717780998613307e-07,0.0
1822,2.7770954602601705e-07,0.0
1823,2.480554428530013e-07,0.0
1824,3.4273929827577376e-07,0.0
1825,2.6944655928673455e-07,0.0
1826,2.8714029554066656e-07,0.0
1827,2.0278000079088088e-07,0.0
1828,1.990389364436851e-07,0.0
1829,2.7434163030193304e-07,8.57317605795771e-10
1830,1.847319879288989e-07,0.0
1831,1.980083226271745e-07,0.0
1832,2.9495333819795633e-07,0.0
1833,2.2703912350152677e-07,0.0
1834,1.8295681059044e-07,0.0
1835,2.821031728217349e-07,0.0
1836,2.130477838591105e-07,0.0
1837,1.746430626781148e-07,2.0873671680021744e-09
1838,2.0072674544735492e-07,0.0
1839,1.3423633049569617e-07,0.0
1840,1.3057861281140504e-07,0.0
1841,1.6308193551139993e-07,0.0
1842,1.8179397898165917e-07,0.0
1843,1.9374668625005143e-07,0.0
1844,1.5807056286121224e-07,0.0
1845,1.5401428754557855e-07,0.0
1846,1.5631518124337163e-07,0.0
1847,1.0301057074002529e-07,0.0
1848,1.3515972341338056e-07,0.0
1849,1.349085749779988e-07,0.0
1850,1.262753244191117e-07,0.0
1851,9.158203084780325e-08,0.0
1852,1.9271215023763943e-07,0.0
1853,1.7736637403231725e-07,0.0
1854,2.1250266968309006e-07,0.0
1855,1.772517066456203e-07,5.306937111981824e-10
1856,1.8586109717944055e-07,0.0
1857,1.9867742651058506e-07,0.0
1858,2.0210882212268189e-07,0.0
1859,1.6193111207485344e-07,0.0
1860,1.6157459015175846e-07,1.373155145145688e-09
1861,1.5185403867690184e-07,0.0
1862,2.706273676267301e-07,0.0
1863,1.7531118601255002e-07,0.0
1864,2.1911907310823153e-07,0.0
1865,1.882737734604234e-07,0.0
1866,1.7078301084438863e-07,0.0
1867,1.5917221674044413e-07,2.426405742994575e-09
1868,1.975949572852187e-07,0.0
1869,2.0901461539324373e-07,0.0
1870,1.4392462333034928e-07,0.0
1871,1.5719342627562582e-07,0.0
1872,1.6388290191571286e-07,0.0
1873,1.436641099417102e-07,0.0
1874,1.3980584867567813e-07,0.0
1875,2.0883574336494348e-07,5.721527140956084e-10
1876,2.15238131318074e-07,0.0
1877,2.0533589406568353e-07,0.0
1878,1.7392575557551027e-07,0.0
1879,1.7900323712183308e-07,0.0
1880,1.5659544772006484e-07,0.0
1881,1.6455118156954995e-07,0.0
1882,1.9167509890394285e-07,0.0
1883,1.7314988554062438e-07,0.0
1884,1.2609241650807235e-07,0.0
1885,1.3987029490181158e-07,0.0
1886,1.3681344057658862e-07,0.0
1887,1.2992559561553207e-07,0.0
1888,1.3759134276369878e-07,0.0
1889,1.4597767972190923e-07,0.0
1890,1.3043229785125732e-07,0.0
1891,1.4150768379295187e-07,0.0
1892,1.2850451014401187e-07,0.0
1893,1.2932675019783346e-07,0.0
1894,1.506067945911127e-07,0.0
1895,1.5828956634322822e-07,0.0
1896,1.9224314939947362e-07,0.0
1897,1.2877036681402387e-07,0.0
1898,1.5390725138786365e-07,0.0
1899,1.7190768630825914e-07,0.0
1900,1.4586859720111534e-07,0.0
1901,1.2462888321351784e-07,0.0
1902,1.3405075094397034e-07,0.0
1903,1.0746438050546203e-07,0.0
1904,1.2737861254663585e-07,0.0
1905,1.6824074577925785e-07,0.0
1906,1.7798878104713367e-07,2.0576738091193647e-09
1907,1.5325673530242057e-07,0.0
1908,1.2867839416230709e-07,0.0
1909,1.6667979707563063e-07,5.500983557560346e-10
1910,1.7689139042431634e-07,0.0
1911,1.4205399168076838e-07,0.0
1912,1.8701821602462587e-07,0.0
1913,1.9515002236403234e-07,0.0
1914,1.553644608520699e-07,0.0
1915,1.4843760709482012e-07,0.0
1916,1.5052823698624707e-07,0.0
1917,1.6997957175135525e-07,0.0
1918,1.7689019671252026e-07,0.0
1919,1.1233574781499556e-07,0.0
1920,2.2338083738304704e-07,7.572231730534895e-10
1921,2.05221454052662e-07,0.0
1922,1.5788782548042946e-07,0.0
1923,2.1338055944397638e-07,0.0
1924,1.7790441120268952e-07,0.0
1925,2.1666410532361624e-07,0.0
1926,1.972866527921724e-07,1.1146138456652466e-09
1927,2.0291589919452235e-07,0.0
1928,1.5653677110094577e-07,0.0
1929,1.7044821731815318e-07,0.0
1930,1.7541017882649612e-07,0.0
1931,1.6309660111346602e-07,0.0
1932,1.8302425530691835e-07,0.0
1933,1.7435407073662645e-07,0.0
1934,1.6894027510261367e-07,0.0
1935,1.48406726907524e-07,0.0
1936,1.7095847226755723e-07,0.0
1937,1.3346584637474734e-07,0.0
1938,1.5947213682920847e-07,0.0
1939,1.8046979732844193e-07,0.0
1940,9.889553354014424e-08,0.0
1941,1.682356440824151e-07,0.0
1942,1.9722376976005762e-07,0.0
1943,2.0032322822771675e-07,0.0
1944,2.4098895323731995e-07,0.0
1945,1.5903079031431844e-07,0.0
1946,2.7285364012641367e-07,0.0
1947,2.6583541057334514e-07,0.0
1948,2.0874024642125732e-07,0.0
1949,2.2775459740387305e-07,0.0
1950,2.605663667054614e-07,0.0
1951,2.526752211906569e-07,0.0
1952,1.8664303524928982e-07,0.0
1953,1.8746459318208508e-07,0.0
1954,2.0717776294532086e-07,0.0
1955,1.9428208020144666e-07,0.0
1956,2.0145837709151238e-07,0.0
1957,2.0408937473348487e-07,0.0
1958,2.1425110219297494e-07,0.0
1959,1.852428681559104e-07,7.750747821333448e-10
1960,1.972437502217872e-07,0.0
1961,2.0774996301042847e-07,6.948159270159238e-10
1962,2.2577364688913804e-07,6.341956404476434e-10
1963,2.444168103465927e-07,0.0
1964,2.1537248073855153e-07,0.0
1965,2.0629603625366144e-07,5.472043373977442e-10
1966,1.8057383499581192e-07,0.0
1967,2.03129829401405e-07,9.860671168482327e-10
1968,1.8774117904740706e-07,0.0
1969,1.594157055251344e-07,4.5417578031781147e-10
1970,1.8486873898382328e-07,0.0
1971,2.1272965966545598e-07,5.138397485282553e-10
1972,1.7493800896772882e-07,0.0
1973,1.6649875078655896e-07,0.0
1974,1.3501372109203658e-07,0.0
1975,1.2108337443805794e-07,0.0
1976,1.6226415766595892e-07,0.0
1977,1.7218971493093704e-07,0.0
1978,1.5089102589627146e-07,0.0
1979,1.8024077519385173e-07,5.851973350345929e-10
1980,1.4610837695272494e-07,0.0
1981,1.4865041464418027e-07,0.0
1982,1.5518756413257506e-07,1.2415004579935385e-09
1983,1.5914596929178515e-07,6.315316047889041e-10
1984,1.5889283133674326e-07,0.0
1985,1.726465228557572e-07,0.0
1986,1.7084283854273963e-07,0.0
1987,1.478817637234897e-07,0.0
1988,1.876921373877849e-07,0.0
1989,1.5531385599842906e-07,5.488122178931576e-10
1990,1.329470791233689e-07,0.0
1991,1.5005350917363103e-07,5.861465202094962e-10
1992,1.3003467813632597e-07,0.0
1993,1.5177428736024012e-07,0.0
1994,1.339831356972354e-07,0.0
1995,1.5237087325203902e-07,0.0
1996,1.5747372117402847e-07,0.0
1997,1.4912122026089492e-07,0.0
1998,1.2730905041280494e-07,0.0
1999,1.371060278643199e-07,0.0
2000,1.2944832405992202e-07,0.0
2001,1.3275071353291423e-07,0.0
2002,1.3976097079648753e-07,0.0
2003,1.8167783366607182e-07,0.0
2004,1.277389429787945e-07,0.0
2005,1.3781473739982175e-07,0.0
2006,1.5647981399524724e-07,8.235779835885637e-10
2007,1.7176262190332636e-07,0.0
2008,1.3921827246576868e-07,0.0
2009,1.5973445499639638e-07,9.53638501499654e-10
2010,1.7147368680525688e-07,0.0
2011,1.5984203116659046e-07,0.0
2012,2.0221261820552172e-07,0.0
2013,2.3344976796124683e-07,0.0
2014,2.3451771369309427e-07,0.0
2015,2.4847810209394083e-07,0.0
2016,2.6306017275601334e-07,0.0
2017,1.899286559137181e-07,0.0
2018,2.207154068400996e-07,0.0
2019,2.0918099608024932e-07,2.55098775436835e-10
