year,plusieurs_DET êtres_NOUN,plusieurs_DET etres_NOUN
1958,6.535072571978162e-08,8.272243445794913e-10
1959,8.91336018327138e-08,0.0
1960,6.574792010827224e-08,0.0
1961,8.337791168600006e-08,0.0
1962,6.151697817813329e-08,3.805173787174709e-09
1963,4.332255798544793e-08,6.466053248388448e-10
1964,9.186792460091908e-08,6.083968329129164e-10
1965,7.989183581358361e-08,0.0
1966,6.203763680545649e-08,1.6617224263271169e-09
1967,4.6345153492666213e-08,1.972134178185314e-09
1968,6.37781032153395e-08,0.0
1969,6.767218962977495e-08,4.5417578031781147e-10
1970,6.530189722298019e-08,4.5987250119061684e-10
1971,9.506035136830349e-08,2.569198631618974e-09
1972,6.412683573042699e-08,5.130146862875051e-10
1973,4.796487435010377e-08,0.0
1974,5.175525974454587e-08,0.0
1975,5.6543652870999495e-08,5.711480177694739e-10
1976,5.142174319683335e-08,0.0
1977,4.4075864069625936e-08,0.0
1978,5.702967620369037e-08,5.940591352171509e-10
1979,4.564539257678746e-08,2.3407893401383717e-09
1980,5.230338473438678e-08,1.1370301367108482e-09
1981,6.262293794634388e-08,0.0
1982,4.903926864585628e-08,2.483000915987077e-09
1983,4.610180803776842e-08,1.2630632095778083e-09
1984,5.6830282979536406e-08,1.1598016991243298e-09
1985,5.0530685857808066e-08,6.015558051686298e-10
1986,5.874595854216125e-08,5.994485463567401e-10
1987,4.522004531937185e-08,6.110816852533674e-10
1988,5.2769674629971064e-08,7.195864348830128e-09
1989,5.488122278851648e-08,0.0
1990,6.211462166838544e-08,0.0
1991,5.158089272372379e-08,5.2753188484189195e-09
1992,5.1242480980651095e-08,0.0
1993,3.877445209354846e-08,1.661762283333701e-09
1994,5.433174266045171e-08,0.0
1995,4.229511468833991e-08,5.422450821690461e-10
1996,4.5373784285374086e-08,1.067618438099771e-09
1997,5.0825880615334995e-08,4.79489448146353e-10
1998,4.768129291399248e-08,1.43043876743576e-09
1999,4.3873930100080116e-08,0.0
2000,5.6550803817501105e-08,0.0
2001,6.177508771187945e-08,4.3812117822561447e-10
2002,5.739400010806861e-08,8.76244299341522e-10
2003,5.125315283294185e-08,8.333845835650777e-10
2004,5.6821806648788e-08,8.809582507929292e-10
2005,6.935774510274939e-08,4.5037495954858286e-10
2006,5.765045790750989e-08,0.0
2007,4.4738169446834064e-08,3.994479469415779e-10
2008,5.61982034241737e-08,0.0
2009,4.434419076382312e-08,0.0
2010,4.7237928679777497e-08,0.0
2011,5.162362087807182e-08,0.0
2012,5.446804240971659e-08,2.382976926895708e-09
2013,6.52655276489611e-08,5.578250084070646e-10
2014,6.193173424096088e-08,0.0
2015,6.472400304602388e-08,0.0
2016,7.684671698982015e-08,2.0713400439298368e-10
2017,6.138091501739495e-08,7.546833991067814e-10
2018,7.382994637872287e-08,5.162933414126769e-10
2019,6.020330989287004e-08,7.65296326310505e-10
