year,vos_DET oies_NOUN,vos_DET mois_NOUN
1902,4.910283735171106e-09,2.9461704187383475e-09
1903,5.400220270956879e-10,1.6200660812870638e-09
1904,0.0,0.0
1905,1.0321518084666081e-09,3.096455536422127e-09
1906,5.144184633820714e-09,1.0288369045596824e-09
1907,1.5428529565042481e-09,1.5428529565042481e-09
1908,9.822778146428846e-10,8.349361202419914e-09
1909,0.0,3.300590023513905e-09
1910,0.0,3.206490406526541e-09
1911,3.7242617878519013e-09,7.448523575703803e-09
1912,1.0418842455450772e-09,4.688478938419394e-09
1913,6.363587878865928e-09,4.772690687104841e-09
1914,4.68772043404897e-09,2.678697486047099e-09
1915,3.534228465440492e-09,1.1780761921542648e-09
1916,0.0,5.493730803607377e-09
1917,1.0966424435210342e-09,1.0966424435210342e-09
1918,0.0,5.743188147278033e-09
1919,5.524709134618888e-09,0.0
1920,3.786115865267448e-09,6.815008557481406e-09
1921,2.2718242842501013e-09,5.300923255902035e-09
1922,0.0,2.2133805899215986e-09
1923,0.0,2.1231896241147297e-09
1924,3.867487219366694e-09,3.867487219366694e-09
1925,0.0,1.0998177923937646e-09
1926,1.1146138456652466e-09,0.0
1927,6.689535148041159e-09,4.4596899506643695e-09
1928,0.0,0.0
1929,1.1140406375176326e-09,0.0
1930,1.0503603542488804e-09,2.100720708497761e-09
1931,1.1405356659111021e-09,1.1405356659111021e-09
1932,1.4247397928102146e-08,2.1919073223131136e-09
1933,0.0,0.0
1934,0.0,3.5944740517379614e-09
1935,1.196828414151696e-09,1.196828414151696e-09
1936,1.2124714565686645e-09,1.2124714565686645e-09
1937,1.2591118148108649e-09,6.295559185076627e-09
1938,1.2965214457594243e-09,6.482607339819424e-09
1939,3.058810094103137e-09,0.0
1940,0.0,2.5357829169792012e-09
1941,2.9515025978810172e-09,0.0
1942,3.034211770724937e-09,6.068423541449874e-09
1943,1.4516175816936538e-08,0.0
1944,1.2852744646352221e-08,3.2131861615880553e-09
1945,0.0,0.0
1946,0.0,4.1763312808029696e-09
1947,2.3841741914054637e-09,2.3841741914054637e-09
1948,4.348755133776194e-09,1.0871887834440486e-09
1949,0.0,1.9634016634739737e-09
1950,0.0,4.2541445921528975e-09
1951,1.0661401761424827e-09,1.0661401761424827e-09
1952,0.0,4.2179215675730575e-09
1953,1.0773827385790469e-09,7.54167928107563e-09
1954,0.0,2.9317608341017376e-09
1955,2.815682353940474e-09,3.754243138587299e-09
1956,3.488456634670456e-09,0.0
1957,0.0,1.7670075402875796e-09
1958,2.4816730892496253e-09,9.099467845885556e-09
1959,0.0,7.750747821333448e-10
1960,6.2287499602575735e-09,1.3841666701708277e-09
1961,6.948159270159238e-10,6.948159270159238e-10
1962,2.5367825617905737e-09,3.805173953708163e-09
1963,0.0,3.2330267352165265e-09
1964,3.041984220075733e-09,4.867174663303331e-09
1965,2.188817349590977e-09,2.188817349590977e-09
1966,5.539074754423723e-10,6.6468897053084675e-09
1967,2.465167847631733e-09,1.4791006197611978e-09
1968,2.245707841908029e-09,3.1439910674890825e-09
1969,3.6334062425424918e-09,9.083515606356229e-10
1970,2.2993624781975086e-09,9.197450023812337e-10
1971,5.138397485282553e-10,6.166076982339064e-09
1972,0.0,5.130146862875051e-10
1973,2.205281512956958e-09,5.513203782392395e-10
1974,2.812785782069227e-09,3.937900228123681e-09
1975,1.7134440533084216e-09,4.569184142155791e-09
1976,1.7140580066410394e-09,0.0
1977,1.1753563677885381e-09,0.0
1978,1.7821774056514528e-09,1.1881182704343018e-09
1979,2.3407893401383717e-09,1.7555920051037788e-09
1980,1.7055452605774235e-09,1.7055452605774235e-09
1981,1.2018544381930951e-08,3.795329828193417e-09
1982,3.1037510339615437e-09,1.2415004579935385e-09
1983,4.4207211225000265e-09,6.315316047889041e-10
1984,1.739702604197646e-09,5.799008495621649e-10
1985,1.8046674155058895e-09,3.0077789148208467e-09
1986,1.7983456945813714e-09,0.0
1987,6.110816852533674e-10,3.6664902225425067e-09
1988,0.0,3.597932174415064e-09
1989,1.0976244357863152e-09,2.7440609784434855e-09
1990,5.44865097484859e-10,1.089730194969718e-09
1991,1.1722930404189924e-09,2.344586080837985e-09
1992,5.509944167592096e-10,0.0
1993,1.1078414852150331e-09,2.2156829704300662e-09
1994,1.0549853213248639e-09,5.274926606624319e-10
1995,1.0844901643380922e-09,3.253470381991974e-09
1996,1.6014276571496566e-09,0.0
1997,9.58978896292706e-10,9.58978896292706e-10
1998,1.43043876743576e-09,2.3840645013706308e-09
1999,1.8280804647829996e-09,2.7421207526856506e-09
2000,1.7672125984802278e-09,1.3254094488601709e-09
2001,8.762423564512289e-10,1.3143635069212678e-09
2002,2.1906108038649563e-09,5.257465574004527e-09
2003,2.083461403401543e-09,1.2500769308587678e-09
2004,8.809582507929292e-10,1.3214374039449694e-09
2005,1.3511248786457486e-09,9.007499190971657e-10
2006,1.2353669198716943e-09,1.2353669198716943e-09
2007,3.994479469415779e-10,3.1955835755326234e-09
2008,3.405951742863067e-09,1.2772318758180745e-09
2009,4.76819250749827e-10,6.675469510497578e-09
2010,2.8342759250676863e-09,9.447586046817946e-10
2011,1.1471915639660324e-09,3.059177577924288e-09
2012,2.382976926895708e-09,5.7872298064864935e-09
2013,4.741512515948898e-09,5.29933741333366e-09
2014,3.4647122948427977e-09,2.3819897165822113e-09
2015,4.211493376260478e-09,4.211493376260478e-09
2016,5.799752234025846e-09,6.628288140575478e-09
2017,2.264050280587071e-09,4.0501340947685094e-08
2018,4.904786798931582e-09,4.904786798931582e-09
2019,1.2499840273960672e-08,5.867272001580659e-09
