year,devriez_VERB être_VERB,devriez_VERB etre_VERB,devriez_VERB mettre_VERB
1888,6.530833474016617e-08,0.0,7.60873763994141e-09
1889,6.202485280937253e-08,0.0,8.771191772893872e-09
1890,9.045053417366944e-08,0.0,1.9663159989136147e-09
1891,4.461954006274027e-08,0.0,5.099376032546843e-09
1892,7.208789298829288e-08,0.0,2.5074049503359674e-09
1893,5.480990594719515e-08,0.0,6.15841644346915e-09
1894,5.293292915098391e-08,0.0,7.561847148451761e-09
1895,6.680662067992671e-08,6.018614495673091e-10,4.814891596538473e-09
1896,7.607167162859696e-08,0.0,1.0024948871034667e-08
1897,5.2440423559119154e-08,0.0,4.078699600285063e-09
1898,5.4320206999136644e-08,0.0,1.13167097914868e-09
1899,7.95971288880537e-08,0.0,2.2110313580014918e-09
1900,8.201863721524205e-08,0.0,6.22926377147337e-09
1901,7.488910114261671e-08,0.0,3.912117296778206e-09
1902,5.4995179965544594e-08,0.0,3.437198747846537e-09
1903,8.478345847606761e-08,0.0,3.7801539676252105e-09
1904,4.6759240035498806e-08,0.0,1.0749250378694342e-09
1905,7.637923715719808e-08,0.0,7.741138396966107e-09
1906,8.333579160080262e-08,0.0,1.1317205839134203e-08
1907,8.485691438409049e-08,0.0,7.199980611716228e-09
1908,7.465311568921607e-08,0.0,2.9468334439286537e-09
1909,5.115914802900079e-08,0.0,4.950885035270858e-09
1910,9.031614922605513e-08,0.0,6.412980813053082e-09
1911,7.129301593522541e-08,0.0,1.0640748282497725e-09
1912,9.064392969548862e-08,0.0,6.251305251225858e-09
1913,6.045408440513711e-08,0.0,4.772690687104841e-09
1914,5.759199694921335e-08,0.0,8.036092680185902e-09
1915,3.2986132936230206e-08,0.0,9.424609537234119e-09
1916,7.801097723358907e-08,0.0,3.2962386153911893e-09
1917,3.728584374584898e-08,1.0966424435210342e-09,5.483212106582869e-09
1918,7.810736235569493e-08,0.0,0.0
1919,6.997964874244644e-08,0.0,6.4454939163738345e-09
1920,9.389567168227586e-08,0.0,3.028892692213958e-09
1921,6.133925722906497e-08,0.0,8.330022005509363e-09
1922,8.410846419337759e-08,0.0,1.475587119159627e-08
1923,8.598917844437892e-08,1.0615948120573648e-09,8.492758496458919e-09
1924,1.0442215625516837e-07,0.0,2.578324886925998e-09
1925,8.798542694421485e-08,1.0998177923937646e-09,6.598906754362588e-09
1926,9.251294841305935e-08,0.0,1.2260752413340015e-08
1927,1.0926240179287561e-07,0.0,5.574612327308159e-09
1928,6.855624690160766e-08,0.0,4.570416489713125e-09
1929,9.246537047147285e-08,0.0,4.4561625500705304e-09
1930,1.1028783575284251e-07,0.0,1.0503603542488804e-09
1931,6.729160162421977e-08,0.0,1.1405356659111021e-09
1932,7.890866271509367e-08,0.0,5.4797681947604815e-09
1933,8.373583426646292e-08,0.0,2.2941324395731044e-09
1934,8.506921744810825e-08,0.0,0.0
1935,5.864459140525469e-08,1.196828414151696e-09,1.0771455727365264e-08
1936,4.7286388138445545e-08,1.2124714565686645e-09,3.6374143697059935e-09
1937,6.673292318737367e-08,1.2591118148108649e-09,5.0364472592434595e-09
1938,8.038433207957496e-08,0.0,3.8895642262559704e-09
1939,8.411727492330101e-08,0.0,3.058810094103137e-09
1940,4.057252667166722e-08,0.0,2.5357829169792012e-09
1941,9.739958528598436e-08,0.0,2.3612020783048138e-08
1942,6.978687139280737e-08,0.0,1.2136847082899749e-08
1943,4.064529335323641e-08,0.0,5.806470415592457e-09
1944,8.354284375400312e-08,0.0,1.6065930807940276e-08
1945,1.1763921747842687e-07,0.0,2.178504043826024e-09
1946,1.0719250553847814e-07,0.0,9.744772988540262e-09
1947,1.0847992371054715e-07,0.0,2.3841741914054637e-09
1948,1.0328293598149685e-07,0.0,1.3046265401328583e-08
1949,1.148589987565174e-07,0.0,6.8719057111366055e-09
1950,9.89088633218671e-08,0.0,3.190608444114673e-09
1951,9.275419188270462e-08,0.0,1.1727541604500402e-08
1952,9.701219738644795e-08,0.0,7.381362632230548e-09
1953,8.834538789415092e-08,0.0,1.723812381726475e-08
1954,1.0554339269219781e-07,0.0,4.886268278880834e-09
1955,9.197895423085356e-08,0.0,1.5016972554349195e-08
1956,1.159911846571049e-07,0.0,3.488456634670456e-09
1957,8.65833698071583e-08,0.0,2.6505113659425206e-09
1958,7.362296372548371e-08,0.0,9.099467845885556e-09
1959,9.300897119146612e-08,0.0,1.0851047171911432e-08
1960,1.1627000162661716e-07,0.0,1.1765417085030094e-08
1961,8.685199048841241e-08,0.0,8.33779090214648e-09
1962,9.639773423941733e-08,0.0,5.7077609305622445e-09
1963,1.0087043023077058e-07,0.0,8.405868889838075e-09
1964,1.0464425770351227e-07,0.0,6.083968440151466e-09
1965,7.441978766564716e-08,1.6416130677043839e-09,7.660860390501512e-09
1966,9.250254606740782e-08,1.1078149508847446e-09,1.163205709531212e-08
1967,8.97321044135424e-08,0.0,9.860671390526932e-09
1968,7.815063440830272e-08,0.0,6.737123747768692e-09
1969,9.174350878993209e-08,1.8167031212712459e-09,8.175163657142548e-09
1970,8.093756065363777e-08,4.5987250119061684e-10,7.3579600190498695e-09
1971,7.553444447694346e-08,5.138397485282553e-10,5.138397263237948e-09
1972,6.617889170001945e-08,0.0,3.0780880067027283e-09
1973,6.615844228008427e-08,0.0,7.1671650836435674e-09
1974,7.538265833773039e-08,0.0,3.3753431161187564e-09
1975,7.025120396519924e-08,0.0,4.569184142155791e-09
1976,8.056073141915476e-08,5.713526873840635e-10,6.8562320265641574e-09
1977,6.817067088604745e-08,5.876781838942691e-10,6.464460078348111e-09
1978,7.425739312338919e-08,5.940591352171509e-10,2.970295565063452e-09
1979,7.432006299268323e-08,0.0,4.096381456264453e-09
1980,8.982537735846563e-08,0.0,5.116635559687666e-09
1981,7.27438163039551e-08,0.0,6.958104314946922e-09
1982,7.511077626531915e-08,0.0,1.2415004135846175e-08
1983,7.767838638983449e-08,0.0,4.4207211225000265e-09
1984,7.886651332000838e-08,0.0,7.538710988796993e-09
1985,9.143648327381015e-08,1.2031116103372597e-09,6.015557829641693e-09
1986,9.41134246090769e-08,5.994485463567401e-10,4.196139880008332e-09
1987,8.066277956686463e-08,0.0,3.6664902225425067e-09
1988,7.135898982824074e-08,5.996553809062277e-10,4.197587610832443e-09
1989,9.713976112379896e-08,0.0,8.780995486290522e-09
1990,7.90054386357042e-08,5.44865097484859e-10,2.179460389939436e-09
1991,7.502675458681551e-08,5.861465202094962e-10,4.68917216167597e-09
1992,5.4548447536717504e-08,2.2039776670368383e-09,4.4079553340736766e-09
1993,7.754890418709692e-08,5.539207426075166e-10,9.416652346772025e-09
1994,7.226649501035354e-08,0.0,9.494868002946077e-09
1995,5.585124185358836e-08,0.0,4.880205572987961e-09
1996,8.113899951922576e-08,5.338092190498855e-10,5.3380921904988554e-09
1997,7.336188900808338e-08,2.3974471297094624e-09,2.3974471297094624e-09
1998,5.674073833006332e-08,0.0,7.629006759657386e-09
1999,5.94126134956241e-08,0.0,3.1991407301035224e-09
2000,6.450326139884055e-08,0.0,8.394259509714175e-09
2001,9.81391465870729e-08,4.3812117822561447e-10,4.8193329327261836e-09
2002,7.141390767628764e-08,0.0,1.1391176002462089e-08
2003,8.542191665128485e-08,4.1669229178253886e-10,8.333845613606172e-09
2004,7.400049639727513e-08,8.809582507929292e-10,6.166707589017051e-09
2005,9.277724188905268e-08,0.0,6.305249655724765e-09
2006,9.67704139043235e-08,0.0,7.412201963319376e-09
2007,1.9572949838675413e-07,1.5977917877663117e-09,9.586750948642475e-09
2008,1.7157482545826497e-07,0.0,1.3623806971452268e-08
2009,2.1504548897155473e-07,0.0,1.8119131084404216e-08
2010,2.616981475966895e-07,0.0,2.5036102968556406e-08
2011,5.043818873673445e-07,7.64794394481072e-10,2.562061141020422e-08
2012,4.3029754692724964e-07,0.0,3.063827591631707e-08
2013,4.4096066176280146e-07,0.0,2.5938863501551168e-08
2014,4.5019604044682637e-07,0.0,3.39974910446017e-08
2015,4.805535240848258e-07,0.0,3.3026974932681696e-08
2016,4.749582842578093e-07,2.0713400439298368e-10,3.686985294848455e-08
2017,4.422444703777728e-07,0.0,3.496699818583693e-08
2018,5.341054816199176e-07,5.162933414126769e-10,3.717311969353432e-08
2019,4.7371841560561734e-07,0.0,3.698932360407525e-08
