year,cents_ADJ êtres_NOUN,cents_ADJ mètres_NOUN
1876,6.04601479992084e-10,1.7956664351004292e-06
1877,6.80329748092845e-09,1.6791775578894885e-06
1878,6.039088673581716e-10,1.681886146798206e-06
1879,0.0,1.8596786048874492e-06
1880,0.0,1.6095958699224866e-06
1881,0.0,1.6922275563047151e-06
1882,6.655385131892899e-10,1.7031130710165598e-06
1883,0.0,2.2825452106189914e-06
1884,1.9805090900604227e-09,1.855736968536803e-06
1885,0.0,1.9981471268692985e-06
1886,0.0,1.934748524945462e-06
1887,0.0,2.54497490459471e-06
1888,0.0,2.9433133477141382e-06
1889,0.0,2.0411814602994127e-06
1890,0.0,2.2461881599156186e-06
1891,6.374220040683554e-10,1.9256519863120047e-06
1892,6.268512375839919e-10,1.7683473743090872e-06
1893,1.2316833108982905e-09,1.720661543913593e-06
1894,6.301539290376468e-10,2.116687028319575e-06
1895,6.018614495673091e-10,2.0126246909057954e-06
1896,0.0,1.716625092740287e-06
1897,0.0,1.8348321191297146e-06
1898,4.52668391659472e-09,1.8542428961154656e-06
1899,0.0,1.602444967829797e-06
1900,3.114631885736685e-09,1.8744892713584704e-06
1901,0.0,1.7341857301289565e-06
1902,4.910283846193408e-10,1.599770484972396e-06
1903,0.0,1.5315024484152673e-06
1904,4.299700151477737e-09,1.5183316008915426e-06
1905,1.0321518084666081e-09,1.4589465990866302e-06
1906,1.5432553013283723e-09,1.6101297433124273e-06
1907,5.142843373384665e-10,1.4657103974968777e-06
1908,9.822778146428846e-10,1.3820648518958478e-06
1909,5.500983557560346e-10,1.3361889159568818e-06
1910,0.0,1.5423219110743958e-06
1911,0.0,1.5194988236544305e-06
1912,0.0,1.2908946018796996e-06
1913,0.0,1.4530191947415005e-06
1914,0.0,1.5757437950014719e-06
1915,0.0,4.102061211597174e-06
1916,0.0,3.7016759506514063e-06
1917,0.0,3.3447595342295244e-06
1918,0.0,2.4569358174630906e-06
1919,0.0,2.020201918639941e-06
1920,1.514446346106979e-09,1.3107533050060738e-06
1921,0.0,1.265406126549351e-06
1922,0.0,1.4571422752851504e-06
1923,0.0,1.3216855450082221e-06
1924,0.0,1.3768254802926094e-06
1925,3.299453377181294e-09,1.4000680721437675e-06
1926,0.0,1.217158342114999e-06
1927,0.0,1.5196393405858544e-06
1928,0.0,1.429397798347054e-06
1929,0.0,1.5206654779831297e-06
1930,1.0503603542488804e-09,1.4547490536642727e-06
1931,3.4216069977333063e-09,1.5853445347602246e-06
1932,1.0959536611565568e-09,1.4861132058285875e-06
1933,0.0,1.6127751223393716e-06
1934,0.0,1.7085733361454913e-06
1935,0.0,1.4577369711332722e-06
1936,0.0,1.5568133449050947e-06
1937,3.777335333410292e-09,1.58018531237758e-06
1938,0.0,1.4676622868137201e-06
1939,3.058810094103137e-09,1.4039937923371326e-06
1940,0.0,1.5417559779962176e-06
1941,0.0,1.750241040099354e-06
1942,0.0,1.7901849105328438e-06
1943,0.0,2.4183948426070856e-06
1944,0.0,1.841155722104304e-06
1945,2.178504043826024e-09,3.0847618290863466e-06
1946,0.0,2.1424580154416617e-06
1947,0.0,1.856079620665696e-06
1948,0.0,1.718845510367828e-06
1949,0.0,1.6767450006227591e-06
1950,0.0,1.6229561197178555e-06
1951,2.1322803522849654e-09,1.8646791204446345e-06
1952,0.0,1.8949012883240357e-06
1953,1.0773827385790469e-09,1.6807171050459146e-06
1954,2.9317608341017376e-09,1.7727380736687337e-06
1955,2.815682353940474e-09,1.7325832004644326e-06
1956,1.744228317335228e-09,1.7067274029614055e-06
1957,8.835037701437898e-10,1.5964913018251536e-06
1958,0.0,1.8157574004362687e-06
1959,2.325224457422337e-09,1.653234562581929e-06
1960,6.920833350854139e-10,1.94613835446944e-06
1961,1.3896318540318475e-09,1.841956986936566e-06
1962,0.0,1.7446722040403984e-06
1963,6.466053248388448e-10,1.7038050827977713e-06
1964,0.0,1.5860905477893539e-06
1965,1.6416130677043839e-09,1.6120640111694229e-06
1966,0.0,1.7941063106263755e-06
1967,4.930335584241163e-10,1.8952209757117089e-06
1968,0.0,1.7157208276330493e-06
1969,9.083515606356229e-10,2.029711595241679e-06
1970,1.8394900047624674e-09,1.4872276778987725e-06
1971,1.0276794970565106e-09,1.3827427665091818e-06
1972,0.0,1.3322991208042367e-06
1973,5.513203782392395e-10,1.314899122917268e-06
1974,1.6876715580593782e-09,1.345636746918899e-06
1975,0.0,1.2393911674735136e-06
1976,1.142705374768127e-09,1.2084109357601847e-06
1977,0.0,1.3434323591354769e-06
1978,5.940591352171509e-10,1.4388111821972416e-06
1979,0.0,1.2248179928064928e-06
1980,1.1370301367108482e-09,1.354202936454385e-06
1981,0.0,1.5231922816383303e-06
1982,6.207502289967692e-10,1.5220795148707111e-06
1983,0.0,1.3893695722799748e-06
1984,0.0,1.4625099993281765e-06
1985,0.0,1.425687287337496e-06
1986,5.994485463567401e-10,1.4650522643933073e-06
1987,6.110816852533674e-10,1.5588693713652901e-06
1988,0.0,1.5465112710444373e-06
1989,1.0976244357863152e-09,1.5921042404443142e-06
1990,0.0,1.459693635297299e-06
1991,1.1722930404189924e-09,1.5386345921797329e-06
1992,1.1019888335184191e-09,1.5471923688892275e-06
1993,1.1078414852150331e-09,1.6855808553373208e-06
1994,0.0,1.8446418152961996e-06
1995,0.0,1.3924853874414111e-06
1996,0.0,1.5411071672133403e-06
1997,9.58978896292706e-10,1.5228584970827796e-06
1998,4.768129224785866e-10,1.4123198752713506e-06
1999,1.3710603763428253e-09,1.300222265854245e-06
2000,0.0,1.4579503613276756e-06
2001,1.3143635069212678e-09,1.3568612757808296e-06
2002,0.0,1.391475962009281e-06
2003,0.0,1.5296774336093222e-06
2004,0.0,1.4315571661427384e-06
2005,0.0,1.6317085282935295e-06
2006,0.0,1.5981530623321305e-06
2007,0.0,1.723617856441706e-06
2008,4.257439678578834e-10,1.8996695416717557e-06
2009,9.53638501499654e-10,2.0426937226147857e-06
2010,9.447586046817946e-10,2.8588394798134686e-06
2011,7.64794394481072e-10,3.4128950119338697e-06
2012,1.3617010852229328e-09,4.172592525719665e-06
2013,3.3469500504423877e-09,4.204885044600815e-06
2014,1.9489005964601347e-09,4.8921738198259845e-06
2015,1.10828768384863e-09,4.3072491280327085e-06
2016,1.0356699942093428e-09,4.278560027159983e-06
2017,1.7609279590047322e-09,3.889889740094077e-06
2018,1.5488800242380307e-09,4.021409040433355e-06
2019,1.2754939326953263e-09,3.622912799983169e-06
