year,véritables_ADJ effets_NOUN,véritables_ADJ méfaits_NOUN
1800,1.6349655140857067e-07,0.0
1801,8.572257570449437e-08,0.0
1802,6.042168365638645e-08,0.0
1803,6.436119548425268e-08,0.0
1804,3.213406074564773e-08,0.0
1805,5.970043304159844e-08,0.0
1806,7.780506905419315e-08,0.0
1807,9.11025637151397e-08,0.0
1808,6.345007363961486e-08,0.0
1809,4.743964154840796e-08,0.0
1810,8.658469141664682e-08,0.0
1811,6.016983888912364e-08,0.0
1812,2.9339290108509886e-08,0.0
1813,5.463909147351842e-08,0.0
1814,3.4613449884091096e-08,0.0
1815,6.203614333344376e-08,0.0
1816,6.025770460382773e-08,0.0
1817,7.005930058312515e-08,0.0
1818,4.530047448270125e-08,0.0
1819,3.519356894798875e-08,0.0
1820,2.0173018810965004e-08,0.0
1821,3.254291058851777e-08,0.0
1822,5.9151133768864383e-08,0.0
1823,4.941343334508019e-08,0.0
1824,3.2000230021367315e-08,0.0
1825,2.7296874094417944e-08,0.0
1826,4.668231667892542e-08,0.0
1827,4.7929820112813104e-08,0.0
1828,3.944089499441361e-08,0.0
1829,4.6295149047637096e-08,0.0
1830,2.6092090266160994e-08,0.0
1831,0.0,0.0
1832,3.6530916958099624e-08,0.0
1833,5.09679658478035e-08,0.0
1834,8.027696907220161e-08,0.0
1835,2.4958190181223472e-08,0.0
1836,2.5538851033957144e-08,0.0
1837,6.609996461293122e-08,0.0
1838,3.5348108440302894e-08,0.0
1839,7.061390050466798e-08,0.0
1840,3.9492068282243054e-08,0.0
1841,6.356343362767802e-08,0.0
1842,6.305769062464606e-08,0.0
1843,5.847842032835615e-08,0.0
1844,4.9397051782307244e-08,0.0
1845,6.41726245476093e-08,0.0
1846,7.962121628679597e-08,5.854501328173001e-10
1847,6.741529290366088e-08,0.0
1848,7.401604307233356e-08,4.02261068899179e-09
1849,5.362825561405771e-08,0.0
1850,9.300924830313306e-08,0.0
1851,3.224719336003545e-08,0.0
1852,3.580800012059626e-08,0.0
1853,3.0456853039595444e-08,1.1943863675867306e-09
1854,3.636965217879151e-08,3.117398783558656e-09
1855,4.351688431825096e-08,0.0
1856,4.141751475117417e-08,4.141751386299575e-09
1857,4.246912865824015e-08,0.0
1858,4.502182093801821e-08,0.0
1859,1.782260738991681e-08,0.0
1860,2.8378540406492903e-08,4.577183909670879e-10
1861,3.395494019287071e-08,0.0
1862,3.3884898442693157e-08,0.0
1863,3.296449690992631e-08,4.994620828036034e-10
1864,2.7809422320501653e-08,0.0
1865,2.2122168985561075e-08,0.0
1866,2.1895258939252926e-08,4.865612912574591e-10
1867,2.1837651686951176e-08,0.0
1868,2.2723421366777075e-08,0.0
1869,2.7347706321734222e-08,0.0
1870,3.268407766654491e-08,0.0
1871,3.611200227737754e-08,0.0
1872,2.4794090336399677e-08,0.0
1873,1.7359413462259e-08,1.1972008939764578e-09
1874,8.961913877669758e-09,3.5847653734322193e-09
1875,3.1468399441791917e-08,0.0
1876,2.1161051577678336e-08,6.650616057868319e-09
1877,2.040989244278535e-08,0.0
1878,2.717589886458427e-08,0.0
1879,4.520900631632685e-08,4.887460214320072e-09
1880,1.3477476912271413e-08,0.0
1881,8.367009307619355e-09,0.0
1882,2.994923420374107e-08,0.0
1883,2.0221884611260066e-08,1.8958017378167824e-09
1884,2.5086448474098688e-08,0.0
1885,2.6427105837001363e-08,0.0
1886,2.1296431285122708e-08,0.0
1887,2.546280519766242e-08,0.0
1888,2.282621380800265e-08,0.0
1889,1.9421923624918236e-08,2.5060546970934183e-09
1890,2.0318598359381213e-08,0.0
1891,1.529812720946211e-08,0.0
1892,2.0686091062316336e-08,4.387958441043338e-09
1893,2.0322774574310642e-08,0.0
1894,1.5753848003896564e-08,0.0
1895,1.9861428057765806e-08,4.213029924926559e-09
1896,3.892039046604623e-08,2.358811590497112e-09
1897,7.574727511894253e-09,1.7480140668268973e-09
1898,1.9238406423482957e-08,3.3950129374460403e-09
1899,1.492446166651007e-08,6.080336234504102e-09
1900,1.557315876254961e-08,0.0
1901,1.7883964531506535e-08,2.235495566438317e-09
1902,1.718599307309887e-08,2.9461704187383475e-09
1903,2.376096830403185e-08,5.400220270956879e-10
1904,2.203596238814498e-08,1.6123875568041512e-09
1905,3.302885787093146e-08,3.6125313851442797e-09
1906,9.773950537805831e-09,7.716276506641861e-09
1907,1.902852098112362e-08,1.028568674676933e-09
1908,1.817213934884876e-08,6.875944702500192e-09
1909,1.870334465081669e-08,1.6502950117569526e-09
1910,1.5498036631811374e-08,0.0
1911,1.2236860413850081e-08,2.128149656499545e-09
1912,1.1460726589973547e-08,1.0418842455450772e-09
1913,1.1666577037772186e-08,3.71209285532359e-09
1914,2.276892807628883e-08,1.3393487430235496e-09
1915,1.295883844676382e-08,0.0
1916,1.9777431248257926e-08,1.0987462051303964e-09
1917,2.0836205649743533e-08,0.0
1918,2.1824114071478107e-08,1.1486376294556067e-09
1919,1.749491218561161e-08,9.207848372660976e-10
1920,9.843901693784574e-09,7.572231730534895e-10
1921,6.058197943303867e-09,7.572747429129834e-10
1922,1.1066902949607993e-08,7.377935484775833e-10
1923,9.554353752605493e-09,1.0615948120573648e-09
1924,1.1602462102189293e-08,2.578324886925998e-09
1925,1.8696901804560184e-08,0.0
1926,8.916910765321973e-09,1.1146138456652466e-09
1927,1.4493992672726108e-08,3.3447675740205796e-09
1928,4.570416489713125e-09,0.0
1929,8.912325100141061e-09,1.1140406375176326e-09
1930,7.352522590764465e-09,2.100720708497761e-09
1931,1.1405356659111021e-08,2.2810713318222042e-09
1932,1.6439305028370654e-08,0.0
1933,1.605892663292252e-08,0.0
1934,1.1981580172459871e-08,1.1981580172459871e-09
1935,1.795242710045386e-08,4.787313656606784e-09
1936,9.699771652549316e-09,3.6374143697059935e-09
1937,1.1332006444320086e-08,5.0364472592434595e-09
1938,7.779128452511941e-09,0.0
1939,2.7529290846928234e-08,0.0
1940,2.028626333583361e-08,2.5357829169792012e-09
1941,0.0,0.0
1942,1.2136847082899749e-08,0.0
1943,8.709705845433291e-09,0.0
1944,0.0,0.0
1945,4.357008087652048e-09,0.0
1946,6.960552134671616e-09,0.0
1947,4.7683483828109274e-09,0.0
1948,1.195907639583993e-08,0.0
1949,6.8719057111366055e-09,0.0
1950,2.9779013033248702e-08,0.0
1951,1.9190522948520083e-08,0.0
1952,6.326882129314981e-09,2.1089607837865287e-09
1953,6.464296653518886e-09,0.0
1954,8.795282724349818e-09,9.772536113672459e-10
1955,1.0324168187025862e-08,0.0
1956,1.657016923672927e-08,0.0
1957,7.951533653738352e-09,0.0
1958,8.272243334772611e-09,8.272243445794913e-10
1959,1.1626121398933265e-08,0.0
1960,1.5225833038812198e-08,0.0
1961,1.389631876236308e-08,0.0
1962,1.2683912586908264e-08,0.0
1963,1.2285501505004959e-08,0.0
1964,2.007709554163739e-08,0.0
1965,1.3132904541635071e-08,0.0
1966,1.4401594583546284e-08,1.1078149508847446e-09
1967,1.3804939413830652e-08,4.930335584241163e-10
1968,1.8414805680322388e-08,2.245707841908029e-09
