year,véritables_ADJ effets_NOUN,véritables_ADJ méfaits_NOUN
1969,1.9075383050903838e-08,1.8167031212712459e-09
1970,1.5175793066646293e-08,2.2993624781975086e-09
1971,2.1067430466814585e-08,5.138397485282553e-10
1972,2.1546616935097518e-08,5.130146862875051e-10
1973,1.1026407342740185e-08,0.0
1974,2.0814615808717463e-08,0.0
1975,1.599214449754527e-08,0.0
1976,1.9997344224975677e-08,0.0
1977,2.3507126911681553e-08,0.0
1978,2.1386128423728223e-08,0.0
1979,1.345953837272873e-08,5.851973350345929e-10
1980,2.1035058139773355e-08,1.1370301367108482e-09
1981,9.488323904349727e-09,1.2651099057237047e-09
1982,1.3035754697909852e-08,0.0
1983,1.515675762675528e-08,0.0
1984,1.8556827185989277e-08,0.0
1985,1.3835783185811579e-08,0.0
1986,2.6975184752586756e-08,5.994485463567401e-10
1987,1.2832715334809564e-08,0.0
1988,8.994830658082265e-09,1.798966087207532e-09
1989,2.798942233539492e-08,1.6464366536794728e-09
1990,2.2884334427430986e-08,0.0
1991,1.641210189973208e-08,5.861465202094962e-10
1992,1.652983172562017e-08,0.0
1993,2.4372512896775334e-08,0.0
1994,2.2682185019107237e-08,0.0
1995,2.6570008415660595e-08,0.0
1996,2.1886178203089912e-08,0.0
1997,2.6851409984374186e-08,4.79489448146353e-10
1998,3.0516027038629545e-08,1.9072516899143466e-09
1999,2.833524703760304e-08,9.140402323914998e-10
2000,2.1206551181762734e-08,8.836062992401139e-10
2001,1.8839211080035057e-08,4.3812117822561447e-10
2002,3.2859162502063555e-08,2.6287327870022636e-09
2003,2.9585152105937595e-08,1.2500769308587678e-09
2004,2.686922684347337e-08,0.0
2005,2.296912349208924e-08,9.007499190971657e-10
2006,2.2648395159308166e-08,0.0
2007,2.3966876483427768e-08,0.0
2008,2.4693150635357597e-08,4.257439678578834e-10
2009,2.2410505451375684e-08,1.430457752249481e-09
2010,1.9367551118421034e-08,0.0
2011,1.873746313663105e-08,0.0
2012,2.008509092377153e-08,3.404252713057332e-10
2013,1.7571487376244477e-08,8.367375126105969e-10
2014,1.7323561252169384e-08,4.330890368553497e-10
2015,1.9505863591007255e-08,0.0
2016,1.7399257146166747e-08,2.0713400439298368e-10
2017,1.282961736848165e-08,7.54683426862357e-10
2018,1.8328414341794996e-08,0.0
2019,1.811201322254874e-08,2.55098775436835e-10
