year,nouveaux_ADJ yeux_NOUN,nouveaux_ADJ mieux_NOUN
1800,1.2576657937302116e-08,0.0
1801,2.1430643926123594e-08,0.0
1802,1.1189200677108602e-08,0.0
1803,7.021220937986072e-08,0.0
1804,3.460591457837836e-08,0.0
1805,4.264316544322355e-08,0.0
1806,5.76333825108577e-09,0.0
1807,2.2775640928784924e-08,0.0
1808,4.5321478125970316e-08,0.0
1809,2.25903047379461e-08,0.0
1810,5.3822915901946544e-08,0.0
1811,1.2535384286138651e-08,0.0
1812,2.1337665856435706e-08,0.0
1813,1.7254450312975678e-08,0.0
1814,3.1466771410748606e-09,0.0
1815,2.697223555614414e-09,0.0
1816,3.7081662185300956e-08,0.0
1817,2.3353100786493997e-08,0.0
1818,3.814776761146277e-08,0.0
1819,4.0369094733705424e-08,0.0
1820,3.085285271708926e-08,0.0
1821,1.4792232327920374e-08,0.0
1822,2.8071724500478012e-08,0.0
1823,2.174191138237802e-08,0.0
1824,3.705289586264371e-08,0.0
1825,2.289415235168235e-08,0.0
1826,3.082794464148719e-08,0.0
1827,1.6591091167583727e-08,0.0
1828,1.7427371545863934e-08,0.0
1829,1.800366966620004e-08,0.0
1830,3.026682549034376e-08,0.0
1831,4.677361609140007e-09,0.0
1832,1.2176972319366541e-08,0.0
1833,6.950177322551099e-09,0.0
1834,2.240287422239362e-08,0.0
1835,3.7059130875150004e-08,0.0
1836,2.352262562510532e-08,0.0
1837,2.1569462660409044e-08,0.0
1838,2.1461350030449466e-08,0.0
1839,4.894032734625853e-09,0.0
1840,7.64362617644565e-09,0.0
1841,3.852329122366882e-09,0.0
1842,1.2074877098200432e-08,0.0
1843,1.7130041385371442e-08,0.0
1844,1.5367971784030487e-08,1.097712254427563e-09
1845,1.3392547515422848e-08,0.0
1846,3.0443406018321184e-08,0.0
1847,8.629157832729106e-09,0.0
1848,8.84974404868899e-09,0.0
1849,1.8434713311421547e-08,0.0
1850,1.0183494048021657e-08,0.0
1851,6.449438760824933e-09,0.0
1852,1.9531636752390114e-08,0.0
1853,1.0749477752369785e-08,8.957897534855874e-09
1854,1.4028294081924741e-08,0.0
1855,1.4859423913549108e-08,0.0
1856,1.2942972915652717e-08,0.0
1857,1.3180074809326925e-08,0.0
1858,1.2234189661342043e-08,0.0
1859,5.092173349652285e-09,0.0
1860,1.5104706818647173e-08,0.0
1861,1.650587222457034e-08,0.0
1862,9.487771457372673e-09,0.0
1863,1.8480097452311384e-08,0.0
1864,1.1507347075223606e-08,0.0
1865,6.118897832863013e-09,2.8241067262513297e-09
1866,5.352174259343201e-09,0.0
1867,1.067618526917613e-08,0.0
1868,1.0373735648272486e-08,0.0
1869,1.3185501579471293e-08,0.0
1870,8.027668307875047e-09,0.0
1871,1.274541272522356e-08,0.0
1872,9.071008832961525e-09,0.0
1873,5.387403856360606e-09,0.0
1874,1.1351757756017378e-08,0.0
1875,1.2587359599081083e-08,2.8607636259891933e-09
1876,1.3301232115736639e-08,0.0
1877,1.4843558382438005e-08,6.184815992682502e-10
1878,2.2344627481629686e-08,6.039088784604019e-09
1879,1.4662380642960215e-08,0.0
1880,1.4119262203848848e-08,0.0
1881,3.4862537301449947e-09,0.0
1882,1.8635077481121698e-08,0.0
1883,8.847074184359371e-09,0.0
1884,6.601696966868076e-09,0.0
1885,8.379326565943757e-09,0.0
1886,1.355227396970804e-08,0.0
1887,5.223139698529167e-09,6.528924623161458e-10
1888,6.340614699951175e-09,0.0
1889,7.51816386923565e-09,0.0
1890,9.176140736144589e-09,0.0
1891,5.099376032546843e-09,0.0
1892,6.268512375839919e-09,1.2537024751679837e-09
1893,3.079208221734575e-09,0.0
1894,3.780923574225881e-09,0.0
1895,1.1435367319734269e-08,0.0
1896,5.89702897624278e-10,5.89702897624278e-10
1897,6.992056267307589e-09,1.7480140668268973e-09
1898,7.921697076085366e-09,0.0
1899,7.738609753005221e-09,0.0
1900,1.4015843596837385e-08,0.0
1901,8.941982265753268e-09,0.0
1902,3.928227076954727e-09,0.0
1903,5.940242076007962e-09,0.0
1904,5.912087708281888e-09,0.0
1905,1.4966200723165457e-08,0.0
1906,8.230695236477459e-09,0.0
1907,1.5428529565042481e-09,0.0
1908,7.367083831866239e-09,0.0
1909,9.901770070541716e-09,5.500983557560346e-10
1910,2.3514262537105424e-08,0.0
1911,1.2236860413850081e-08,0.0
1912,8.335073964360618e-09,0.0
1913,1.6969567084856862e-08,0.0
1914,8.036092680185902e-09,0.0
1915,5.890381071793627e-09,0.0
1916,3.2962386153911893e-09,0.0
1917,3.289927441585405e-09,1.0966424435210342e-09
1918,2.8715941624568586e-08,0.0
1919,8.287063479883727e-09,0.0
1920,6.815008557481406e-09,7.572231730534895e-10
1921,2.2718241510233383e-08,0.0
1922,9.591316185719734e-09,0.0
1923,8.492758496458919e-09,0.0
1924,1.675911143195208e-08,0.0
1925,1.0998178368026856e-08,1.0998177923937646e-09
1926,1.2260752413340015e-08,0.0
1927,1.4493992672726108e-08,0.0
1928,3.4278122562625413e-09,0.0
1929,1.1140405931087116e-08,0.0
1930,7.352522590764465e-09,0.0
1931,2.2810713318222042e-09,0.0
1932,5.4797681947604815e-09,0.0
1933,1.1470662641954732e-08,0.0
1934,1.0783422155213884e-08,0.0
1935,8.377798899061872e-09,0.0
1936,8.487299751891442e-09,0.0
1937,5.0364472592434595e-09,0.0
1938,1.1668692678767911e-08,0.0
1939,9.176430282309411e-09,0.0
1940,7.607348528892999e-09,0.0
1941,2.9515025978810172e-09,0.0
1942,1.8205270180260413e-08,0.0
1943,2.0322646676618206e-08,0.0
1944,1.2852744646352221e-08,0.0
1945,1.742803235060819e-08,0.0
1946,1.8097434661967782e-08,0.0
1947,1.7881307101674793e-08,1.1920870957027319e-09
1948,1.9569398546082084e-08,0.0
1949,1.2762110479513922e-08,1.9634016634739737e-09
1950,1.1698897850465073e-08,2.1270722960764488e-09
1951,1.2793682557799002e-08,0.0
1952,1.370824520563474e-08,0.0
1953,2.0470272588113403e-08,0.0
1954,1.5636057781875934e-08,0.0
1955,2.1586897602787758e-08,0.0
1956,1.3081712602058815e-08,0.0
1957,7.068030161150318e-09,0.0
1958,6.617794756635931e-09,0.0
1959,9.300897829689347e-09,1.5501495642666896e-09
1960,1.1765417085030094e-08,0.0
1961,4.86371165564492e-09,0.0
1962,1.5220695814832652e-08,0.0
1963,8.405868889838075e-09,0.0
1964,1.1559539991878864e-08,0.0
1965,1.3132904541635071e-08,0.0
1966,7.754704434148607e-09,0.0
1967,1.3311906243984595e-08,0.0
1968,1.4372530721118437e-08,0.0
1969,1.725867981861029e-08,0.0
1970,9.197449912790034e-09,0.0
1971,1.284599360218408e-08,0.0
1972,1.0773308467548759e-08,0.0
1973,1.268036875501366e-08,0.0
1974,7.875800456247362e-09,0.0
1975,9.709516746170266e-09,0.0
1976,1.1427053969725876e-08,0.0
1977,3.526069214387917e-09,0.0
1978,5.940591130126904e-09,0.0
1979,9.363157360553487e-09,0.0
1980,7.390696055153967e-09,0.0
1981,1.0120879245789638e-08,0.0
1982,6.2075020679230875e-09,0.0
1983,8.841442245000053e-09,0.0
1984,7.538710988796993e-09,0.0
1985,1.0226449020933615e-08,0.0
1986,1.2588419195935785e-08,0.0
1987,4.888653482026939e-09,6.110816852533674e-10
1988,1.139345240375178e-08,0.0
1989,1.2073869015694072e-08,0.0
1990,9.80757164370516e-09,0.0
1991,7.033758464558559e-09,0.0
1992,7.162927584403178e-09,5.509944167592096e-10
1993,5.539207315052863e-09,0.0
1994,5.802419433820205e-09,0.0
1995,9.760411145975922e-09,0.0
1996,8.007138063703678e-09,0.0
1997,1.6782131240233866e-08,0.0
1998,1.0966696883940585e-08,0.0
1999,1.2339542720951613e-08,0.0
2000,1.0161472552283612e-08,0.0
2001,7.0099388516098315e-09,4.3812117822561447e-10
2002,1.0953053575235572e-08,4.38122149670761e-10
2003,1.3334153337041244e-08,0.0
2004,8.80958239690699e-09,0.0
2005,7.656374201303606e-09,0.0
2006,1.7706927479821388e-08,1.2353669198716943e-09
2007,1.997239706952314e-08,0.0
2008,2.0009967016676455e-08,0.0
2009,1.6211854969583328e-08,0.0
2010,2.3146585093059002e-08,0.0
2011,1.9502257586623273e-08,0.0
2012,3.029784778618705e-08,0.0
2013,3.904775169871755e-08,0.0
2014,3.8761470477766125e-08,0.0
2015,3.103205514776164e-08,2.2165753954528356e-10
2016,3.5627049754793916e-08,0.0
2017,3.848885299362337e-08,5.031222660711876e-10
2018,4.1561612817986315e-08,2.5814667070633845e-10
2019,4.1581099452514536e-08,0.0
