year,dix_DET oies_NOUN,dix_DET mois_NOUN
1886,2.5813855497602844e-09,1.7734118529233456e-06
1887,0.0,2.046817826339975e-06
1888,0.0,2.025826375984252e-06
1889,0.0,1.7153944256165232e-06
1890,1.3108772956016423e-09,1.831295598719862e-06
1891,0.0,1.8529857328530852e-06
1892,0.0,1.9701934732552218e-06
1893,2.463366621796581e-09,1.8881704662021548e-06
1894,0.0,1.926380555516971e-06
1895,1.2037228991346183e-09,1.8934560799266364e-06
1896,0.0,1.9407122309189617e-06
1897,0.0,1.9338862813356172e-06
1898,0.0,1.9085631528525937e-06
1899,2.2110313580014918e-09,1.9738981933414834e-06
1900,2.595526460424935e-09,1.8703364617067564e-06
1901,0.0,1.9420867758412896e-06
1902,2.455141867585553e-09,1.6081179197158235e-06
1903,0.0,1.7874729323352767e-06
1904,2.6873125946735854e-09,1.9751747188934132e-06
1905,5.160759042333041e-10,1.870259040970268e-06
1906,2.0576738091193647e-09,2.045842222742067e-06
1907,4.114274698707732e-09,1.9537661657409444e-06
1908,1.4734167219643268e-09,1.9370518842265483e-06
1909,4.400786735025974e-09,1.9176428196487905e-06
1910,0.0,1.8977079392357155e-06
1911,5.320374141248863e-10,1.904693959886572e-06
1912,1.0418842455450772e-09,1.93946749504903e-06
1913,1.060597942803554e-09,1.9191519200489893e-06
1914,6.696743715117748e-10,2.0960808200243264e-06
1915,0.0,3.642611545728869e-06
1916,0.0,2.9237636880452555e-06
1917,0.0,2.3040458643208694e-06
1918,0.0,2.269708062385689e-06
1919,1.8415696745321952e-09,2.0257266015732966e-06
1920,0.0,1.9278902030350764e-06
1921,1.5145494858259667e-09,1.98330251777179e-06
1922,0.0,1.9005561853191466e-06
1923,0.0,1.666703802527536e-06
1924,1.289162443462999e-09,1.721031914314608e-06
1925,0.0,2.123748089388755e-06
1926,0.0,1.8758950943720265e-06
1927,0.0,1.937735319756939e-06
1928,0.0,1.8350221751006757e-06
1929,1.1140406375176326e-09,1.8225704678798138e-06
1930,0.0,1.9862314815100035e-06
1931,1.1405356659111021e-09,1.818013792842521e-06
1932,0.0,1.6099559232429783e-06
1933,0.0,1.6058927485573804e-06
1934,0.0,1.6894027865532735e-06
1935,1.196828414151696e-09,1.589388148204307e-06
1936,0.0,1.6513860998657037e-06
1937,0.0,1.60033113161262e-06
1938,5.186085783037697e-09,1.4676622583920107e-06
1939,0.0,1.5003463857965471e-06
1940,0.0,1.5671138768880155e-06
1941,0.0,1.23372804949895e-06
1942,0.0,1.6961243858304442e-06
1943,0.0,1.5416179266480867e-06
1944,0.0,1.494131595336512e-06
1945,0.0,1.5293098130086946e-06
1946,0.0,1.649650883450704e-06
1947,0.0,1.6486564362594436e-06
1948,0.0,1.4318276484459602e-06
1949,0.0,1.5736663740995027e-06
1950,1.0635361480382244e-09,1.3783428443048251e-06
1951,1.0661401761424827e-09,1.4723395764804081e-06
1952,1.0544803918932644e-09,1.3476259397293688e-06
1953,0.0,1.3747403713182393e-06
1954,0.0,1.4101770062779906e-06
1955,0.0,1.3308791437793843e-06
1956,1.744228317335228e-09,1.3116597017415188e-06
1957,0.0,1.2660609485237728e-06
1958,8.272243445794913e-10,1.2358731353856456e-06
1959,0.0,1.3540556338398346e-06
1960,6.920833350854139e-10,1.2208350241849075e-06
1961,0.0,1.2381620067003496e-06
1962,2.5367825617905737e-09,1.3235663374189244e-06
1963,6.466053248388448e-10,1.234369584324213e-06
1964,6.083968329129164e-10,1.303185989343092e-06
1965,0.0,1.206585551472017e-06
1966,0.0,1.228566794964081e-06
1967,9.860671168482327e-10,1.2463887983926725e-06
1968,2.245707841908029e-09,1.340687639128646e-06
1969,2.2708788183223305e-09,1.406582384788635e-06
1970,0.0,1.2954608905602072e-06
1971,5.138397485282553e-10,1.2409229412924105e-06
1972,5.130146862875051e-10,1.1994283113381243e-06
1973,5.513203782392395e-10,1.16990187848387e-06
1974,5.625571675160757e-10,1.242126259626275e-06
1975,1.1422960355389478e-09,1.1857033328510624e-06
1976,3.9994687561772935e-09,1.2798300090821613e-06
1977,3.526069214387917e-09,1.1541999995756669e-06
1978,1.1881182704343018e-09,1.1904944727803013e-06
1979,0.0,1.1083637900810572e-06
1980,1.7055452605774235e-09,1.0960970300288864e-06
1981,5.060439622894819e-09,1.090524683888816e-06
1982,6.207502289967692e-10,1.1694933732542268e-06
1983,6.315316047889041e-10,1.0925496525260314e-06
1984,0.0,1.1290669803543096e-06
1985,6.015558051686298e-10,1.2163458009695205e-06
1986,0.0,1.1689247187973706e-06
1987,0.0,1.1818320260204018e-06
1988,0.0,1.2544790237711823e-06
1989,5.488122178931576e-10,1.2073868447259883e-06
1990,0.0,1.1916199724737453e-06
1991,0.0,1.1892913249766934e-06
1992,3.856960972825618e-09,1.2419413835118576e-06
1993,6.093128224193833e-09,1.2036697611961245e-06
1994,1.5824779264761446e-09,1.2781147233908996e-06
1995,2.1689803286761844e-09,1.2417412733611854e-06
1996,0.0,1.2437755003702478e-06
1997,9.58978896292706e-10,1.1704336984053043e-06
1998,5.2449422582867555e-09,1.270229617489349e-06
1999,0.0,1.2718869726313642e-06
2000,4.4180314962005696e-10,1.15752430218663e-06
2001,0.0,1.2083381619731881e-06
2002,8.76244299341522e-10,1.0935528322875143e-06
2003,4.1669229178253886e-10,1.1317362407226028e-06
2004,1.7619165015858584e-09,1.1500909948836124e-06
2005,4.5037495954858286e-10,1.0804494934291142e-06
2006,4.1178899179428186e-10,1.248132434739091e-06
2007,3.994479469415779e-10,1.102875813785431e-06
2008,1.7029758714315335e-09,1.1767563634634826e-06
2009,9.53638501499654e-10,1.1004988849094843e-06
2010,0.0,1.0897790829744736e-06
2011,2.6767803529281764e-09,1.012970152203252e-06
2012,1.0212758416727752e-09,1.2302969309985201e-06
2013,5.578250084070646e-10,1.1680855536155832e-06
2014,4.330890368553497e-10,1.2971016616347697e-06
2015,8.866301581811342e-10,1.175006644871246e-06
2016,4.1426800878596737e-10,1.2287188653203884e-06
2017,2.515611330355938e-10,1.0648582815520058e-06
2018,5.162933414126769e-10,1.1306824063694876e-06
2019,1.275493877184175e-09,1.1818726193268958e-06
