year,petits_ADJ effets_NOUN,petits_ADJ méfaits_NOUN
1903,5.130209146386733e-08,9.720396931811592e-09
1904,4.6759240035498806e-08,7.524475265086039e-09
1905,3.148063143498803e-08,1.4450125540577119e-08
1906,4.1153477070565714e-08,7.201858220895474e-09
1907,4.731415970127273e-08,6.1714118260169926e-09
1908,6.483033843096564e-08,5.893666887857307e-09
1909,3.4656196135074424e-08,1.320236009405562e-08
1910,5.183825990684454e-08,5.878565634276356e-09
1911,7.714542249459555e-08,7.980561100850991e-09
1912,6.980624789321155e-08,9.897900277167082e-09
1913,8.749933044782665e-08,1.0075680734189518e-08
1914,7.165515825136026e-08,6.027069510139427e-09
1915,1.0367070757411057e-07,4.712304768617059e-09
1916,6.152978926365904e-08,1.9777431248257926e-08
1917,3.728584374584898e-08,1.5352993543160665e-08
1918,3.9053681177847466e-08,1.033773866510046e-08
1919,4.1435317399418636e-08,4.603924352863942e-09
1920,3.407504323149624e-08,5.300562211374427e-09
1921,4.8465583546430935e-08,4.543648568500203e-09
1922,3.098733003525922e-08,6.640141769764796e-09
1923,5.944930947521243e-08,3.1847844361720945e-09
1924,5.801231139912488e-08,2.578324886925998e-09
1925,7.6987248576188e-08,2.1996355847875293e-09
1926,3.232380052509143e-08,2.229227691330493e-09
1927,4.7941668412931904e-08,5.574612327308159e-09
1928,3.5420729460611255e-08,1.1426041446327417e-08
1929,4.67897081080082e-08,4.4561625500705304e-09
1930,3.676261073337628e-08,3.1510811737689437e-09
1931,4.904303452235581e-08,1.1405356659111021e-08
1932,4.055028668403793e-08,4.383814644626227e-09
1933,6.308864186621577e-08,5.735331320977366e-09
1934,1.0423974572404404e-07,2.6359476379411717e-08
1935,2.992070946561398e-08,1.4361940969820353e-08
1936,4.849885826274658e-08,2.424942913137329e-09
1937,3.1477796369472344e-08,6.295559185076627e-09
1938,3.759912203804561e-08,6.482607339819424e-09
1939,3.364691281149135e-08,4.588215141154706e-09
1940,2.7893612752905028e-08,1.0143131667916805e-08
1941,3.246652724442356e-08,2.9515025978810172e-09
1942,6.068423630267716e-08,1.2136847082899749e-08
1943,4.3548528338988035e-08,2.9032352077962287e-09
1944,1.6065930807940276e-08,0.0
1945,4.1391576388605245e-08,6.535512131478072e-09
1946,3.3410650246423756e-08,5.568441707737293e-09
1947,4.4107220986688844e-08,7.152522574216391e-09
1948,1.3046265401328583e-08,1.522064252412747e-08
1949,2.9451024730065e-08,2.945102384188658e-09
1950,2.0207187034770868e-08,1.0635361036293034e-08
1951,3.0918066329377325e-08,1.0661401761424827e-09
1952,4.2179216563908994e-08,7.381362632230548e-09
1953,2.9089333608567358e-08,4.3095309543161875e-09
1954,2.9317607896928166e-08,2.9317608341017376e-09
1955,3.003394510869839e-08,9.385607846468247e-10
1956,2.616342520411763e-08,9.593255967388359e-09
1957,2.5621609722747962e-08,0.0
1958,2.4816730004317833e-08,3.3088973783179654e-09
1959,3.5653439312000046e-08,6.975672928177801e-09
1960,4.775375117560543e-08,2.7683333403416555e-09
1961,2.709782087606527e-08,6.948159270159238e-10
1962,2.7904608401740916e-08,4.43936931660005e-09
1963,2.909724017285953e-08,3.879631726988464e-09
1964,2.5552667537454e-08,3.6503808864551957e-09
1965,3.447387442179206e-08,5.47204326295514e-09
1966,2.658755882123387e-08,2.769537488234164e-09
1967,4.6345153492666213e-08,5.916402479044791e-09
1968,3.2787337289619245e-08,5.3896989093971115e-09
1969,3.587988572917311e-08,7.72098829315837e-09
1970,2.851209579546321e-08,4.598724956395017e-09
1971,2.363662865434435e-08,4.1107179882260425e-09
1972,3.8989117712162624e-08,3.5911027485013847e-09
1973,2.1501493918663073e-08,1.6539611902288698e-09
1974,1.2938814464291681e-08,1.6876715580593782e-09
1975,1.9990180177842376e-08,2.8557400888473694e-09
1976,2.971033907783749e-08,3.9994687561772935e-09
1977,2.52701610747863e-08,2.3507127355770763e-09
1978,2.7326720442033547e-08,0.0
1979,1.8141117053005473e-08,4.681578680276743e-09
1980,2.8425754194927322e-08,3.97960553399912e-09
1981,2.277197808098208e-08,4.427884725544118e-09
1982,2.296775925003658e-08,2.483000915987077e-09
1983,1.5788289786655696e-08,4.4207211225000265e-09
1984,2.3775934110403796e-08,9.278413592994639e-09
1985,1.9249785765396155e-08,1.8046674155058895e-09
1986,1.4386765556650971e-08,4.196139880008332e-09
1987,2.199894133525504e-08,6.110816741511371e-09
1988,2.878345739532051e-08,4.797243047249822e-09
1989,3.128229764115531e-08,6.585746614717891e-09
1990,1.7435683119515488e-08,2.179460389939436e-09
1991,1.75843961613964e-08,1.7584396161396398e-09
1992,3.03046938654461e-08,6.060938417817852e-09
1993,2.4372512896775334e-08,5.539207315052863e-09
1994,2.004472143823932e-08,5.802419433820205e-09
1995,1.7894087989134277e-08,6.506940763983948e-09
1996,2.6690461396583487e-08,5.3380921904988554e-09
1997,1.1507746755512471e-08,3.835915585170824e-09
1998,2.193339376788117e-08,2.3840645013706308e-09
1999,3.4733528053720875e-08,8.226361813967742e-09
2000,3.1368024622224766e-08,7.510653432518666e-09
2001,3.110660529159759e-08,3.943090742808408e-09
2002,2.1906107150471144e-08,1.4019908789464353e-08
2003,2.25013838672794e-08,8.333845613606172e-09
2004,2.2464435645019876e-08,4.404791198453495e-09
2005,2.477062288619436e-08,7.205999352777326e-09
2006,2.800165077587735e-08,9.882935358973555e-09
2007,3.1156940138998834e-08,8.38840730210677e-09
2008,2.809910171208685e-08,8.089135583588813e-09
2009,2.7178696626606325e-08,4.76819250749827e-09
2010,1.9839930587295385e-08,8.502827775203059e-09
2011,2.6767803973370974e-08,1.2236710311697152e-08
2012,3.540422710557323e-08,9.531907707582832e-09
2013,3.430623962685786e-08,9.204113027294625e-09
2014,2.6418431886554572e-08,8.445236510112863e-09
2015,3.2805317573547654e-08,8.86630147078904e-09
2016,2.8998760726040018e-08,1.2013772199281902e-08
2017,2.4904551310100942e-08,1.1823373391450787e-08
2018,2.581466773676766e-08,8.26069346260283e-09
2019,2.7805766578126168e-08,7.1427654901867754e-09
