year,petits_ADJ êtres_NOUN,petits_ADJ etres_NOUN,petits_ADJ mètres_NOUN
1800,4.181738688657788e-07,0.0,0.0
1801,1.7620750725200196e-07,0.0,0.0
1802,2.618272958443413e-07,0.0,0.0
1803,3.56912067900339e-07,0.0,0.0
1804,1.3100809326260787e-07,0.0,0.0
1805,1.9331568523739406e-07,3.695740957709859e-08,0.0
1806,1.0662175498055149e-07,3.458002950651462e-08,0.0
1807,1.366538526781369e-07,0.0,0.0
1808,1.948823609154715e-07,0.0,0.0
1809,7.00299480627109e-08,2.259030518203531e-09,0.0
1810,1.4040760731859336e-07,0.0,0.0
1811,5.264861258069686e-08,1.504245972228091e-08,0.0
1812,9.868670503010435e-08,0.0,0.0
1813,9.489947672136623e-08,0.0,0.0
1814,1.195737269199526e-07,0.0,0.0
1815,1.6183341244868643e-07,0.0,0.0
1816,2.734772692747356e-07,0.0,0.0
1817,1.6969920579867903e-07,0.0,0.0
1818,2.9206884732957406e-07,0.0,0.0
1819,2.3496883727602835e-07,0.0,0.0
1820,2.2427649071232736e-07,1.1866481131050932e-09,0.0
1821,1.5876996428687562e-07,9.86148829262845e-10,0.0
1822,3.559093784133438e-07,0.0,0.0
1823,1.660291388816404e-07,0.0,0.0
1824,2.576860538283654e-07,3.3684450784221553e-09,0.0
1825,1.7875049707072321e-07,0.0,0.0
1826,2.71285927055942e-07,0.0,0.0
1827,2.755964771949948e-07,0.0,0.0
1828,2.577416751137207e-07,1.8344602503717056e-09,0.0
1829,2.503367397821421e-07,0.0,0.0
1830,3.204108622867352e-07,0.0,0.0
1831,2.525775357753446e-07,0.0,0.0
1832,1.9483155710986466e-07,1.3529969367098715e-09,0.0
1833,2.710569049213518e-07,0.0,0.0
1834,3.640467127752345e-07,0.0,0.0
1835,3.985747412116325e-07,0.0,0.0
1836,3.777061579057772e-07,1.3441500135158435e-09,0.0
1837,4.564376467897091e-07,6.957890930081589e-10,6.957890930081589e-10
1838,4.0145349089470983e-07,6.312161904276081e-10,6.312161904276081e-10
1839,3.628575484526664e-07,1.3982950353153e-09,0.0
1840,3.1593654625794443e-07,3.821813254756279e-09,0.0
1841,4.1027305996976793e-07,2.5682194149112547e-09,0.0
1842,4.0316672311746515e-07,0.0,0.0
1843,3.8572127891711716e-07,1.7720733769266417e-09,5.906911071384968e-10
1844,3.896878411069338e-07,1.6465684371524958e-09,0.0
1845,3.1918904142003157e-07,5.022205318283568e-09,0.0
1846,3.559536878583458e-07,5.854501328173001e-10,0.0
1847,3.1550356993648165e-07,5.393223645455691e-10,0.0
1848,3.1537268796455464e-07,3.218088684420195e-09,0.0
1849,3.075245160744089e-07,8.379414939696517e-10,0.0
1850,3.3809200772338954e-07,2.0366988096043315e-09,4.8880771430503955e-08
1851,3.437550901708164e-07,0.0,0.0
1852,5.104267870592594e-07,2.6042181744401205e-09,0.0
1853,4.222155780553294e-07,5.971931837933653e-10,0.0
1854,3.444725393819681e-07,1.558699391779328e-09,5.195664454227256e-10
1855,4.192480389519915e-07,1.5920811335945473e-09,0.0
1856,3.5877920367966e-07,2.5885946719483854e-09,5.177189232874468e-10
1857,4.398239639158419e-07,2.4407544874094356e-09,0.0
1858,4.4972881596549996e-07,4.893676019968041e-10,4.893676019968041e-10
1859,6.385585606949462e-07,3.5645213447565993e-09,0.0
1860,4.636687265247019e-07,9.154367819341758e-10,6.408057640072684e-09
1861,5.008353696211998e-07,9.431927461278633e-10,0.0
1862,4.775511683874356e-07,9.035972525772706e-10,0.0
1863,6.642845846727141e-07,1.9978483312144135e-09,0.0
1864,6.851666398688394e-07,1.4384183844029508e-09,0.0
1865,6.288344138738466e-07,9.41368871743009e-10,0.0
1866,6.43720568405115e-07,9.731225825149181e-10,0.0
1867,7.28407030692324e-07,2.91168689159349e-09,2.426405742994575e-09
1868,7.740782734799723e-07,1.975949626142892e-09,0.0
1869,7.144588494156778e-07,1.4650557433881772e-09,4.883519366671862e-09
1870,7.614816581735795e-07,2.2936195165357276e-09,0.0
1871,6.096555580370477e-07,2.1242354542039266e-09,0.0
1872,6.343659038066107e-07,1.8142017887967654e-09,0.0
1873,6.967709396121791e-07,1.1972008939764578e-09,0.0
1874,6.75728301757772e-07,1.1949218281515073e-09,5.974609140757536e-10
1875,7.363605618593283e-07,5.721527140956084e-10,4.005069165202713e-09
1876,7.110113529051887e-07,1.813804439976252e-09,0.0
1877,7.13727786205709e-07,1.8554447978047506e-09,0.0
