year,certains_DET êtres_NOUN,certains_DET etres_NOUN,certains_DET maîtres_NOUN
1863,1.823036660519861e-07,0.0,7.392038831044445e-08
1864,2.2870852589562674e-07,4.794727948009836e-10,8.726405109626967e-08
1865,1.5862064861593694e-07,4.706844358715045e-10,9.17834632740977e-08
1866,1.3283122646257084e-07,0.0,1.0315099530089356e-07
1867,1.8877436680497794e-07,0.0,7.182160999263942e-08
1868,1.393044445352487e-07,1.4819622196071691e-09,8.298988607435831e-08
1869,1.772717386216982e-07,4.883519144627257e-10,7.374113719649245e-08
1870,1.6972783978275174e-07,5.734048791339319e-10,7.339582275278644e-08
1871,1.7843577282405931e-07,0.0,4.8857414336467286e-08
1872,1.6025449145473658e-07,6.047339295989218e-10,1.2457519371622539e-07
1873,1.6521371665190188e-07,5.986004469882289e-10,6.405024555178329e-08
1874,1.6430175708848083e-07,0.0,6.273339714368831e-08
1875,1.7507872485111875e-07,0.0,9.955457169752435e-08
1876,2.0858750549024307e-07,0.0,1.0459605803703198e-07
1877,1.5894976712615971e-07,6.184815992682502e-10,9.52461651770875e-08
1878,1.872117536549922e-07,0.0,8.213160374026529e-08
1879,2.1016078388669257e-07,1.832797580370027e-09,1.0141480144554293e-07
1880,1.6686400883259012e-07,0.0,9.305877401999396e-08
1881,1.5757867188881391e-07,1.3945015142624584e-09,9.761510422201525e-08
1882,1.4442185469754065e-07,0.0,1.1713478009767186e-07
1883,1.6683054404609265e-07,6.319338941018771e-10,7.520013217687804e-08
1884,1.359949548529471e-07,6.601696966868076e-10,1.023263038746336e-07
1885,1.2955727424213137e-07,0.0,1.127986228866007e-07
1886,1.3487739281003996e-07,0.0,1.0454611221177856e-07
1887,1.031570113774194e-07,6.528924623161458e-10,1.0838014663505646e-07
1888,1.7246472427956405e-07,0.0,9.954765012309963e-08
1889,1.7103823246600314e-07,0.0,1.4911025569830372e-07
1890,1.258442177132224e-07,6.554386478008212e-10,1.009375536487056e-07
1891,1.70191675863407e-07,0.0,1.2684697647813437e-07
1892,1.661155764054456e-07,0.0,1.3916097385546777e-07
1893,1.471861570401245e-07,0.0,1.0777228798275473e-07
1894,1.392640207598106e-07,0.0,1.6510032319061452e-07
1895,1.5347467474668974e-07,1.2037228991346183e-09,1.0592761334748957e-07
1896,1.9283284746762774e-07,0.0,1.3681107624563538e-07
1897,1.6139997072173173e-07,0.0,1.0080214640773022e-07
1898,1.629606145581164e-07,0.0,1.1543044231565602e-07
1899,1.74671475505761e-07,0.0,1.857266287430548e-07
1900,1.6819012138569178e-07,5.191053142894475e-10,1.4275395976426353e-07
1901,1.676621730339889e-07,0.0,1.41953969523545e-07
1902,1.482905709337956e-07,0.0,1.3306869206530791e-07
1903,1.6956692316938415e-07,2.7001101354784396e-09,1.30685327448532e-07
1904,2.386333637360849e-07,0.0,1.9026172815017617e-07
1905,1.7185327827462515e-07,1.0321518084666081e-09,1.6720859319363512e-07
1906,1.6975809113972673e-07,6.68743965759333e-09,1.481525113700144e-07
1907,1.8102808496678335e-07,0.0,1.4708531947960068e-07
1908,1.7779227867720238e-07,0.0,1.8221253661465653e-07
1909,2.337918072470302e-07,5.500983557560346e-10,1.9198432299472046e-07
1910,2.0681863777127774e-07,0.0,1.7315048528310228e-07
1911,2.0749459039848261e-07,1.0640748282497725e-09,1.9738588163953352e-07
1912,2.3390300718517665e-07,0.0,1.797250379631521e-07
1913,2.0363479968921183e-07,0.0,1.8719553862567295e-07
1914,2.0960807933789738e-07,6.696743715117748e-10,1.7746371305804587e-07
1915,2.0616333840095535e-07,0.0,9.306801973529844e-08
1916,1.3954077182631863e-07,0.0,2.2304547542262299e-07
1917,2.2700499258121454e-07,0.0,1.5572322098478253e-07
1918,1.7114701478249117e-07,0.0,1.3668787701703877e-07
1919,2.9188879580033245e-07,0.0,2.6150290022286526e-07
1920,2.726003511810404e-07,6.815008557481406e-09,2.0672192269088896e-07
1921,2.438424644424231e-07,0.0,1.5145495091406502e-07
1922,2.5748994580965245e-07,7.377935484775833e-10,2.0510660725392427e-07
1923,2.547827619991949e-07,0.0,1.932102513535483e-07
1924,3.158447920981189e-07,0.0,1.3020540645669598e-07
1925,2.562575520670407e-07,1.0998177923937646e-09,1.7487102410562727e-07
1926,2.697365388826256e-07,2.229227691330493e-09,1.8279666313958387e-07
1927,3.6792443403044217e-07,1.1149224876660924e-09,1.650085290627601e-07
1928,2.2623561068968456e-07,0.0,1.8624447573056813e-07
1929,2.907646194927338e-07,5.570203187588163e-09,1.8270265855768741e-07
1930,2.520864796906608e-07,2.100720708497761e-09,1.8171234406061387e-07
1931,2.6118267015817764e-07,0.0,1.836262359944385e-07
1932,2.6960461418923387e-07,3.287861094491973e-09,1.501456527996936e-07
1933,2.557957685667134e-07,2.2941324395731044e-09,1.1241248754068067e-07
1934,2.8036898314098835e-07,0.0,1.5216606819024037e-07
1935,3.135690320732465e-07,0.0,2.0226400643252873e-07
1936,3.649539124239709e-07,0.0,1.5762128358076666e-07
1937,2.7574548511211106e-07,0.0,1.5487075089026803e-07
1938,3.785842714876253e-07,1.2965214457594243e-09,1.4521040669901453e-07
1939,3.9917472349770833e-07,0.0,2.1411670836357644e-07
1940,2.40899371561909e-07,0.0,1.7750481084988223e-07
1941,2.921987665160941e-07,0.0,2.656352275920426e-07
1942,4.0051595462387013e-07,3.034211770724937e-09,1.699158598267303e-07
1943,4.122593999511537e-07,2.9032352077962287e-09,2.7290410375968577e-07
1944,4.6912518314456975e-07,0.0,2.506285206038683e-07
1945,4.596643456977745e-07,0.0,1.7210182079452352e-07
1946,4.6218066884762266e-07,0.0,1.7679802866155114e-07
1947,4.3272762439983126e-07,0.0,1.8834976067694242e-07
1948,4.4466021975608783e-07,0.0,2.2287370637918968e-07
1949,4.142777534354991e-07,0.0,1.5805383313249877e-07
1950,4.1796970862151284e-07,0.0,1.8186467531933204e-07
1951,3.400987047541548e-07,0.0,1.769792765671241e-07
1952,3.6906814315784686e-07,1.0544803918932644e-09,1.7609822522413054e-07
1953,3.4153032757444635e-07,0.0,1.8315507022137467e-07
1954,3.9578771549031444e-07,9.772536113672459e-10,2.7069924701805803e-07
1955,3.632230125560909e-07,0.0,1.7175663025170707e-07
1956,3.933234715702838e-07,8.72114158667614e-10,1.5000363795536487e-07
1957,3.6135305414575214e-07,0.0,1.3605958182338895e-07
1958,3.2675360372991236e-07,8.272243445794913e-10,1.629632001010073e-07
1959,2.9995392836212886e-07,7.750747821333448e-10,2.0461974026275698e-07
1960,3.114374997892355e-07,0.0,1.4049291663376096e-07
1961,3.4949241722870283e-07,6.948159270159238e-10,1.3826837230723754e-07
1962,3.221713829049122e-07,1.9025869768540815e-09,1.8962450032411482e-07
1963,3.2588907217245833e-07,6.466053248388448e-10,1.771698600050442e-07
1964,3.4617780642065554e-07,6.083968329129164e-10,1.995541578647675e-07
1965,3.305114333329584e-07,5.472043373977442e-10,1.805774321184117e-07
1966,3.007717559455614e-07,3.3234448526542337e-09,1.77804303835849e-07
1967,3.199787670382648e-07,0.0,1.765060160252574e-07
1968,3.2068708932797563e-07,8.982831700699023e-10,2.438838808682675e-07
1969,2.7068876917724083e-07,0.0,1.8121613887256416e-07
1970,2.6120758001013655e-07,0.0,2.1935917970949959e-07
1971,2.7130737478842093e-07,0.0,2.1375733272321895e-07
1972,2.5137718928647246e-07,5.130146862875051e-10,1.8930241996173436e-07
1973,2.999182804330758e-07,1.102640756478479e-09,1.8469232077045206e-07
1974,2.2164751811715178e-07,0.0,1.608913529071998e-07
1975,2.3931101367224983e-07,5.711480177694739e-10,1.816250652098006e-07
1976,2.3539730520383273e-07,0.0,1.7083445214005621e-07
1977,1.962845193048679e-07,0.0,1.99810581247295e-07
1978,2.4534641873685814e-07,0.0,1.6990091999957713e-07
1979,2.6684998744030963e-07,5.851973350345929e-10,1.550772883440743e-07
1980,2.1376166081665815e-07,5.685150683554241e-10,1.7169155475116327e-07
1981,2.84649726012276e-07,0.0,1.8597116163698857e-07
1982,2.4519633612385405e-07,0.0,1.787760597338206e-07
1983,2.5703336703486457e-07,1.2630632095778083e-09,1.8377569377392433e-07
1984,2.8415140818083273e-07,5.799008495621649e-10,2.0238539732986283e-07
1985,2.4483321325874385e-07,1.2031116103372597e-09,2.2618498496385087e-07
1986,2.3438437501965836e-07,3.596691222629289e-09,1.5885386983605088e-07
1987,2.2671130928131333e-07,0.0,1.7110287009458602e-07
1988,2.4885698834964387e-07,2.3986214681137596e-09,1.607076407506014e-07
1989,2.1129270422193258e-07,0.0,1.3336137072439413e-07
1990,2.114076629311512e-07,1.089730194969718e-09,1.6073520431314492e-07
1991,2.2976944080710382e-07,1.1722930404189924e-09,1.6646561196154153e-07
1992,2.1158185603553648e-07,0.0,1.873381043626665e-07
1993,2.5923491264734366e-07,1.1078414852150331e-09,1.7947032127096918e-07
1994,2.0308467973961797e-07,0.0,1.6827015780762622e-07
1995,2.0442638870576957e-07,2.7112253553340793e-09,1.924970080002808e-07
1996,2.540931873795671e-07,5.338092190498855e-10,1.8256275557959611e-07
1997,2.157702496674574e-07,0.0,1.8700088477707766e-07
1998,2.2171801461468021e-07,0.0,2.1361218527360393e-07
1999,2.2531092369604266e-07,1.3710603485872497e-09,1.9697567443799358e-07
2000,2.3503927337742425e-07,0.0,1.7848847422285985e-07
2001,2.238799297060723e-07,1.7524847129024579e-09,1.7568659482769533e-07
2002,2.2300416802067957e-07,0.0,1.8883064534236382e-07
2003,2.7168338334604414e-07,0.0,2.154299179046859e-07
2004,2.4931118147719644e-07,4.404791253964646e-10,2.1054902266115505e-07
2005,2.495077282560487e-07,9.007499190971657e-10,2.0131761035990792e-07
2006,2.9278197288817864e-07,4.1178899179428186e-10,1.9065830403341977e-07
2007,2.3367704216070706e-07,1.1983438408247338e-09,1.92933362175296e-07
2008,2.1968389241067143e-07,0.0,1.5369357742045509e-07
2009,2.493764625910444e-07,9.53638501499654e-10,2.207673170939728e-07
2010,2.6925619778239707e-07,4.723793023408973e-10,1.6580512929298408e-07
2011,2.650012618232722e-07,0.0,1.6901955546266834e-07
2012,3.2408485139967524e-07,3.404252713057332e-10,1.742977344676433e-07
2013,2.9927311473443297e-07,2.789125042035323e-10,1.1519086129396783e-07
2014,3.386756155521198e-07,0.0,1.580774999787593e-07
2015,2.965777774477374e-07,0.0,1.30112974172647e-07
2016,2.9288748137901166e-07,0.0,1.2883734923363477e-07
2017,2.792328643863584e-07,0.0,1.2754149070204335e-07
2018,2.8809167673671254e-07,2.5814667070633845e-10,1.3113850894086454e-07
2019,2.678537072142717e-07,5.1019755087367e-10,1.5969183575492707e-07
