year,ces_DET eaux_NOUN,ces_DET mots_NOUN
1800,5.684649579507095e-06,3.9015937318254146e-05
1801,5.643402516852802e-06,4.1475437001281534e-05
1802,6.4516930251556914e-06,4.3604313304967945e-05
1803,6.761826284673589e-06,6.250642172744847e-05
1804,5.571551923821971e-06,5.252188839222072e-05
1805,5.142765701293683e-06,4.5591229763886076e-05
1806,5.339733093023824e-06,4.677525225815771e-05
1807,6.146575913135166e-06,3.408374573155015e-05
1808,5.429513464605407e-06,4.1115647263723076e-05
1809,5.292908269893815e-06,4.72001831894886e-05
1810,5.354210145469551e-06,4.5098923010300496e-05
1811,7.263001293722482e-06,3.2963045214273734e-05
1812,6.075900216728769e-06,3.818641857833427e-05
1813,5.115944532008143e-06,3.575984578674252e-05
1814,6.104553847308125e-06,3.916983814633568e-05
1815,9.742371503307368e-06,3.8230447216847097e-05
1816,5.126539804223285e-06,3.871788931064657e-05
1817,4.107031941202877e-06,4.2410787273183814e-05
1818,4.881721963556629e-06,3.864249697471678e-05
1819,4.499601629959216e-06,3.9212884303196915e-05
1820,3.7462481827787997e-06,3.76238638182258e-05
1821,3.828229665714389e-06,3.8828623246445204e-05
1822,5.578252512350446e-06,4.205745926810778e-05
1823,3.3670313541733776e-06,3.858003242385166e-05
1824,3.2926551227774326e-06,3.8844908885948826e-05
1825,3.863828311523321e-06,4.236474842400639e-05
1826,5.975336648589291e-06,3.635495477283257e-05
1827,4.558863054171525e-06,3.664879977804958e-05
1828,3.9239105262822704e-06,3.9370268723359914e-05
1829,4.626085683412384e-06,3.7431343116622884e-05
1830,4.214394380142039e-06,3.7392051808637916e-05
1831,5.174721195544407e-06,3.49227414062625e-05
1832,3.6436207437873236e-06,3.729400737029209e-05
1833,6.72777133559066e-06,3.695409009196737e-05
1834,3.985844699627705e-06,3.849467088912206e-05
1835,4.484911244162504e-06,3.653046951512806e-05
1836,3.472611638244416e-06,3.722758015101135e-05
1837,4.68266074449275e-06,3.371167917975981e-05
1838,4.6318646127474494e-06,3.5118976711601135e-05
1839,3.5265000803974544e-06,3.157699825351301e-05
1840,4.054306941725372e-06,3.39134962814569e-05
1841,3.982024338711199e-06,3.4078345152011025e-05
1842,3.382978036370332e-06,3.4640810099517694e-05
1843,3.3887948802657775e-06,3.5880941368304775e-05
1844,3.5006043503926776e-06,3.627005844464293e-05
1845,3.841986853103663e-06,3.532005416673201e-05
1846,4.366872587979742e-06,3.561586004252604e-05
1847,3.4074387258442584e-06,3.479815813989262e-05
1848,4.2366138472971215e-06,3.581169471544854e-05
1849,4.424331052632624e-06,3.4493024031689856e-05
1850,3.560828531590232e-06,3.2238226140179904e-05
1851,4.572652017031942e-06,3.0901841455488466e-05
1852,4.258547846802685e-06,3.276757479397929e-05
1853,4.6945356189098675e-06,3.0502835443257936e-05
1854,4.657913279970671e-06,2.9758169148408342e-05
1855,4.0794425331114326e-06,3.133852487735567e-05
1856,4.2546141116872604e-06,3.246356527597527e-05
1857,4.6891776719348854e-06,3.167952991134371e-05
1858,3.8738339753763285e-06,3.427481919970887e-05
1859,4.827889483749459e-06,3.17303513384104e-05
1860,4.979060690857295e-06,3.249617407163896e-05
1861,4.061859499415732e-06,3.10720697598299e-05
1862,4.4687403146781435e-06,3.169096248711867e-05
1863,4.13854286307469e-06,3.209343572052603e-05
1864,4.623076790721825e-06,3.22234486702655e-05
1865,4.041296563173091e-06,3.086795663875819e-05
1866,4.033106449696788e-06,3.126350952697976e-05
1867,3.77936947870694e-06,2.8846081704614335e-05
1868,4.232484059230046e-06,2.9513771096389974e-05
1869,3.72856680996847e-06,2.961072914331453e-05
1870,4.470837893677526e-06,2.981017200909264e-05
1871,3.6621818253479432e-06,3.076955067626841e-05
1872,3.91928051612922e-06,2.983575768666924e-05
1873,4.588870922361821e-06,2.6495851216168376e-05
1874,4.160717878676223e-06,2.6131148615604616e-05
1875,3.6360304989102588e-06,2.8365614753056434e-05
1876,4.221932044856658e-06,2.6606697247189004e-05
1877,3.7238776258163853e-06,2.563358839324792e-05
1878,3.415708647480642e-06,2.5567086595401634e-05
1879,3.5617366052065336e-06,2.6576176537673746e-05
1880,3.207639565516729e-06,2.4706782369321445e-05
1881,3.521116354932019e-06,2.4820732051011873e-05
1882,3.758961440780695e-06,2.342429434065707e-05
1883,3.7631662621606665e-06,2.4343358177247865e-05
1884,3.479094345948397e-06,2.3455168616237643e-05
1885,4.2618543147909804e-06,2.2728601038579654e-05
1886,3.419045071950677e-06,2.3237632717609813e-05
1887,3.862511846364214e-06,2.1210517843428534e-05
1888,3.7301836641745467e-06,2.1762257460977708e-05
1889,3.4614880064509634e-06,2.0981315742574225e-05
1890,3.2221363426288008e-06,2.041822540377325e-05
1891,2.9417025189104606e-06,1.968231640603335e-05
1892,3.253357959920322e-06,1.978405157387897e-05
1893,3.053343021974797e-06,1.8757921679934952e-05
1894,3.5269714544483577e-06,1.907286900859617e-05
1895,2.967176840229513e-06,1.9431096802691172e-05
1896,2.8229078736785596e-06,1.8102110288964468e-05
1897,2.7915785665300064e-06,1.78349876023276e-05
1898,2.7675014280248433e-06,1.8394180642644642e-05
1899,2.9848924043562874e-06,1.8960699094350275e-05
1900,2.9080280512516765e-06,1.761324290328048e-05
1901,2.5568481589743897e-06,1.7985120621233364e-05
1902,2.4934422242495202e-06,1.4362089359565289e-05
1903,3.43129988777946e-06,1.6921590372476203e-05
1904,2.6733385709576396e-06,1.6725833006603352e-05
1905,2.7976474541446805e-06,1.6146466919053637e-05
1906,3.0885684054737794e-06,1.598709650352248e-05
1907,2.3749649642468285e-06,1.630487042802997e-05
1908,2.5421349789667147e-06,1.7430028037779266e-05
1909,2.4836941747707897e-06,1.6682282875990495e-05
1910,3.2572597774560563e-06,1.6462656390103803e-05
1911,2.4878068813904974e-06,1.5275857776941848e-05
1912,2.426548405765061e-06,1.579913271143596e-05
1913,2.496117161854272e-06,1.6329495906575175e-05
1914,2.4161852252291283e-06,1.5920838791316783e-05
1915,2.4197685775106947e-06,1.5309100035665324e-05
1916,1.8436961539691765e-06,1.6116409028654743e-05
1917,1.8083634216736755e-06,1.6129416735566338e-05
1918,1.6138358915895878e-06,1.5681200920880656e-05
1919,1.8047382468466822e-06,1.5173612837315886e-05
1920,1.7431277967716596e-06,1.504223814663419e-05
1921,1.7886829937197035e-06,1.5422657043018262e-05
1922,1.8894892406251529e-06,1.5613925029356324e-05
1923,2.1380519683589227e-06,1.725409993014182e-05
1924,2.1993111829488043e-06,1.70581973861772e-05
1925,2.2469277496384166e-06,1.672382927608851e-05
1926,1.992929526295484e-06,1.7070311855604814e-05
1927,2.012435089682185e-06,1.6775123754086962e-05
1928,1.9767051071539754e-06,1.4805864225309051e-05
1929,1.8615619410411455e-06,1.6268335343738727e-05
1930,1.9463176670342364e-06,1.527959159375314e-05
1931,1.933207926185787e-06,1.3848383673575881e-05
1932,2.095463457862934e-06,1.4339457379719533e-05
1933,2.1289549181346956e-06,1.4137591506369063e-05
1934,1.7157622664853989e-06,1.3790798675472615e-05
1935,1.6827407449682141e-06,1.3878422123525525e-05
1936,1.7495963220426347e-06,1.3852486176801904e-05
1937,1.7186875993502326e-06,1.3835120967087278e-05
1938,1.7127047868825684e-06,1.5162818613134732e-05
1939,1.9224621610192116e-06,1.3672881095772027e-05
1940,1.856193136973161e-06,1.2044969025737373e-05
1941,1.6705504322089837e-06,1.4161309081828222e-05
1942,1.7325349119801103e-06,1.4979903198764077e-05
1943,1.6083923242149467e-06,1.496327456607105e-05
1944,1.542329385983976e-06,1.4819215039096889e-05
1945,1.1959987205045763e-06,1.4121062804406392e-05
1946,1.364268172210359e-06,1.4892797025822802e-05
1947,1.2528835497960245e-06,1.578323315243324e-05
1948,1.5111924085431383e-06,1.4112797998677706e-05
1949,1.4607708038738565e-06,1.2475454468585667e-05
1950,1.54531807083913e-06,1.3205928553361446e-05
1951,1.6077394207059115e-06,1.4018676779414818e-05
1952,1.7936711174115771e-06,1.247977547791379e-05
1953,1.7475147728873708e-06,1.2052680517626868e-05
1954,1.6183320070695117e-06,1.3783185067950399e-05
1955,1.7269518082230206e-06,1.2501630067163205e-05
1956,1.370091368357862e-06,1.251832668458519e-05
1957,1.803231185704135e-06,1.1800959782704012e-05
1958,1.6221869429955404e-06,1.1509171827128739e-05
1959,1.6276570136142254e-06,1.222757941832242e-05
1960,1.5073575383439675e-06,1.425484049377701e-05
1961,1.483432058080325e-06,1.326542576407519e-05
1962,1.490993952302233e-06,1.355973722638737e-05
1963,1.3889081884599364e-06,1.3597463635051099e-05
1964,1.3494241386524664e-06,1.4491403931060631e-05
1965,1.313837643124316e-06,1.4465894196291629e-05
1966,1.270663730679189e-06,1.4282504594120837e-05
1967,1.4095829925508951e-06,1.5837224168535613e-05
1968,1.3034089221264367e-06,1.5440589208992606e-05
1969,1.3575314454783438e-06,1.3740179610977066e-05
1970,1.6265690021555201e-06,1.334871944891347e-05
1971,1.172582244635123e-06,1.331924022451858e-05
1972,1.2240530224971735e-06,1.269711378881766e-05
1973,1.139579254072487e-06,1.1951523219977389e-05
1974,1.3748897487175782e-06,1.0463563171470014e-05
1975,1.2885099351933604e-06,9.648403533901728e-06
1976,1.20098334832619e-06,1.0020954618994438e-05
1977,1.1935744339552912e-06,1.0656956533239281e-05
1978,1.1625737812437364e-06,1.1688707104440255e-05
1979,1.0919782198470784e-06,1.1795822842941561e-05
1980,1.2041149375363602e-06,1.0371419989496644e-05
1981,1.1234175900654009e-06,1.1116520568066335e-05
1982,1.1937027153408053e-06,1.0613587392072077e-05
1983,9.997145085094417e-07,9.825368465499196e-06
1984,1.1151493026773096e-06,1.0249167644360568e-05
1985,1.13333112494729e-06,9.630307090446877e-06
1986,9.878911768623766e-07,1.0323702554160263e-05
1987,9.820082667033603e-07,1.028450481044274e-05
1988,8.239265198994872e-07,1.0141371603822336e-05
1989,1.0564635175569492e-06,1.1075579777752864e-05
1990,1.007455573187599e-06,9.382577047745144e-06
1991,8.674968583477494e-07,1.023353252094239e-05
1992,9.080387783910737e-07,1.0181274546994246e-05
1993,8.818418422151808e-07,1.0369949904998066e-05
1994,9.632016144678346e-07,1.0497631137695862e-05
1995,8.50782512884507e-07,1.0479970683263673e-05
1996,8.220661911195748e-07,9.876004014586215e-06
1997,7.216316006974921e-07,9.957557153938978e-06
1998,7.776818620186532e-07,1.058667771758337e-05
1999,8.628539731603269e-07,1.0542540508140519e-05
2000,9.255775808014732e-07,1.068014921656868e-05
2001,7.272811615166574e-07,1.029628572268848e-05
2002,7.29911484143031e-07,1.0794891863952216e-05
2003,7.550464431460568e-07,1.1211522860321566e-05
2004,6.87587913716925e-07,1.116306270887435e-05
2005,7.305082050379497e-07,1.1595354180826689e-05
2006,7.655157219232933e-07,1.1769752632062591e-05
2007,7.014305865027382e-07,1.4238721746551164e-05
2008,7.518638440728864e-07,1.4939356219656474e-05
2009,7.762617286743989e-07,1.580369689690997e-05
2010,9.041339552595673e-07,1.74435506323789e-05
2011,8.932798465366432e-07,1.7698871488391887e-05
2012,9.821269344456596e-07,2.131300448127149e-05
2013,8.863839155992537e-07,2.3420561319653643e-05
2014,1.0214405179453934e-06,2.3698416271145106e-05
2015,9.730766024063087e-07,2.69963361461123e-05
2016,1.2668315463315594e-06,2.856937203432608e-05
2017,9.199590635944332e-07,2.4982284230645746e-05
2018,9.626289099173846e-07,2.7027956093661487e-05
2019,9.295799188180354e-07,2.765831959550269e-05
