year,pas_ADV orale_ADJ,pas_ADV morale_ADJ
1800,0.0,0.0
1801,0.0,4.7623651688866175e-09
1802,0.0,6.713520406265161e-09
1803,0.0,0.0
1804,0.0,2.4718509905596875e-08
1805,0.0,5.685755422035754e-09
1806,0.0,2.881669125542885e-09
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,2.3401267590372754e-09
1811,0.0,0.0
1812,1.3336041604361526e-08,2.6672082320544632e-09
1813,0.0,2.8757416448144113e-09
1814,3.1466771410748606e-09,0.0
1815,0.0,0.0
1816,0.0,9.270415546325239e-09
1817,0.0,1.8682481339737933e-08
1818,0.0,2.384235475716423e-09
1819,0.0,4.140420006848444e-09
1820,1.1866481131050932e-09,1.1866481131050932e-09
1821,9.86148829262845e-10,4.930744257336528e-09
1822,0.0,5.012807946513931e-09
1823,0.0,6.917880934764753e-09
1824,0.0,8.421112696055388e-10
1825,0.0,1.7610886082763955e-09
1826,1.7615968683770689e-09,1.6735169694470642e-08
1827,9.217273055917019e-10,0.0
1828,0.0,1.559291185060374e-08
1829,1.714635211591542e-09,8.573175946935407e-09
1830,1.0436835840010872e-09,3.5485243188304594e-08
1831,9.354723218280014e-09,6.236482441579483e-09
1832,2.705993873419743e-09,4.058990921151917e-09
1833,0.0,1.1583628278799551e-08
1834,9.334530925997342e-10,2.0535967593104942e-08
1835,0.0,1.5126175867408165e-09
1836,2.688300027031687e-09,4.032449929525228e-09
1837,0.0,3.478945576063097e-09
1838,1.2624323808552163e-09,9.468243078458727e-09
1839,6.9914751765765e-10,1.8177836125232716e-08
1840,6.369688665408546e-10,1.2102408852854296e-08
1841,0.0,1.8619591202195807e-08
1842,0.0,1.8112315203211438e-08
1843,5.906911071384968e-10,3.36693943836508e-08
1844,0.0,9.330554107123135e-09
1845,0.0,2.622707206967334e-08
1846,0.0,2.5759806732139623e-08
1847,4.314578916364553e-09,5.3932236454556914e-09
1848,0.0,1.045878850192139e-08
1849,0.0,1.508294644736452e-08
1850,0.0,1.425689166723032e-08
1851,0.0,1.483370937194195e-08
1852,0.0,1.0416872697760482e-08
1853,2.9859659189668264e-09,9.555090940693844e-09
1854,5.195664454227256e-10,2.0263090760863633e-08
1855,0.0,1.0083180512765466e-08
1856,5.177189232874468e-10,1.5531567143511893e-08
1857,9.763018171682347e-10,1.2691923956253959e-08
1858,9.787352039936081e-10,1.9574704523961373e-08
1859,1.018434669930457e-09,1.2730433596175317e-08
1860,6.408057640072684e-09,9.15436793036406e-09
1861,4.715963730639317e-10,2.1221836732365773e-08
1862,0.0,1.2198563048571032e-08
1863,0.0,2.447364266799923e-08
1864,8.63051052846231e-09,1.4384183621984903e-08
1865,1.4120533631256649e-09,1.0825742080555756e-08
1866,0.0,3.16264845423575e-08
1867,0.0,1.261730986357179e-08
1868,0.0,1.6301584082611953e-08
1869,1.953407657850903e-09,2.197583626184496e-08
1870,0.0,8.601073631098188e-09
1871,0.0,9.559059321873065e-09
1872,0.0,2.2979889990892843e-08
1873,0.0,2.573981916498269e-08
1874,5.974609140757536e-10,1.3144139998644278e-08
1875,0.0,2.1169650921137873e-08
1876,0.0,9.069021977836655e-09
1877,0.0,8.658742167710898e-09
1878,0.0,1.0870359723469392e-08
1879,0.0,2.8102896010295808e-08
1880,6.417846254436199e-10,1.2835692508872398e-08
1881,3.4862537301449947e-09,2.370652651961791e-08
1882,5.989846840748214e-09,2.1962771157291172e-08
1883,1.8958017378167824e-09,2.211768546089843e-08
1884,0.0,1.5183903911974994e-08
1885,6.445635691854079e-10,1.5469526104539e-08
1886,1.936039106809062e-09,1.936039240035825e-08
1887,2.6115698492645834e-09,2.154545164501087e-08
1888,0.0,1.521747527988282e-08
1889,0.0,1.50363277384713e-08
1890,0.0,1.0487018364813139e-08
1891,0.0,1.466070642663908e-08
1892,0.0,1.002961980134387e-08
1893,6.158416554491453e-10,2.3401982574000613e-08
1894,0.0,1.3233232287745977e-08
1895,0.0,2.2268872967856623e-08
1896,1.179405795248556e-09,1.8870492723976895e-08
1897,0.0,1.2818770045441852e-08
1898,1.6975064687230201e-09,1.4711722506888236e-08
1899,0.0,3.592926134388108e-08
1900,0.0,1.764958135197503e-08
1901,0.0,1.676621685930968e-08
1902,0.0,1.0311596021495006e-08
1903,0.0,1.5120615870500842e-08
1904,5.374625189347171e-10,1.9886112312406112e-08
1905,5.160759042333041e-10,3.715746643706552e-08
1906,0.0,2.0576738535282857e-08
1907,0.0,3.085705913008496e-08
1908,0.0,4.322022562064376e-08
1909,2.2003934230241384e-09,2.585462333115629e-08
1910,0.0,3.847788576649691e-08
1911,0.0,2.3409645777405785e-08
1912,0.0,1.7712032729377825e-08
1913,1.060597942803554e-09,8.484783542428431e-09
1914,6.696743715117748e-10,8.036092680185902e-09
1915,0.0,1.5314990164938536e-08
1916,0.0,1.9777431248257926e-08
1917,0.0,2.52227767560953e-08
1918,0.0,1.8378202071289707e-08
1919,5.524709134618888e-09,9.207848705727883e-09
1920,6.815008557481406e-09,2.5745588771997063e-08
1921,7.572747429129834e-10,1.741731914250977e-08
1922,2.2133805899215986e-09,1.623145884366295e-08
1923,0.0,1.9108707505210987e-08
1924,0.0,3.867487308184536e-08
1925,2.1996355847875293e-09,2.0896537833436923e-08
1926,5.57306911730393e-09,2.6750733184144337e-08
1927,0.0,2.8987985345452216e-08
1928,0.0,3.5420729460611255e-08
1929,1.1140406375176326e-09,2.0052731031228177e-08
1930,0.0,1.7856125467119455e-08
1931,0.0,1.3686427990933225e-08
1932,0.0,1.9727165678773417e-08
1933,1.1470662197865522e-09,6.882397318719313e-09
1934,1.1981580172459871e-09,8.38710612072191e-09
1935,1.196828414151696e-09,1.555876849579363e-08
1936,0.0,3.516167268458048e-08
1937,1.2591118148108649e-09,2.392312481447334e-08
1938,1.2965214457594243e-09,1.0372171566075394e-08
1939,0.0,1.988226472349197e-08
1940,0.0,2.7893612752905028e-08
1941,0.0,1.1806010391524069e-08
1942,3.034211770724937e-09,9.102635090130207e-09
1943,0.0,4.064529335323641e-08
1944,6.4263723231761105e-09,2.5705489292704442e-08
1945,0.0,2.178504132643866e-08
1946,0.0,1.8097434661967782e-08
1947,1.1920870957027319e-09,2.9802176726434482e-08
1948,0.0,1.4133454406817236e-08
1949,2.945102384188658e-09,2.5524220959027843e-08
1950,0.0,2.2334258886758107e-08
1951,2.1322803522849654e-09,4.051332780363737e-08
1952,0.0,1.2653764258629963e-08
1953,0.0,1.723812381726475e-08
1954,0.0,2.443134050622575e-08
1955,0.0,3.0972504561077585e-08
1956,5.232684952005684e-09,4.186147961604547e-08
1957,0.0,3.6223653410161205e-08
1958,4.1361216673863055e-09,2.2335056470978998e-08
1959,7.750747821333448e-10,1.6276571201956358e-08
1960,2.076250060767393e-09,2.4914999841030294e-08
1961,0.0,3.47407969059077e-08
1962,2.5367825617905737e-09,1.6489087428794846e-08
1963,1.939815863494232e-09,3.103705381590771e-08
1964,3.041984220075733e-09,3.4070222199034106e-08
1965,2.73602163147757e-09,3.8851506900527966e-08
1966,0.0,2.2710207048248776e-08
1967,9.860671168482327e-10,2.6130779318123132e-08
1968,0.0,2.2906220920049236e-08
1969,9.083515606356229e-10,1.9983733778872192e-08
1970,4.5987250119061684e-10,2.115413444414571e-08
1971,5.138397485282553e-10,2.2608949379332444e-08
1972,5.130146862875051e-10,1.7442499000708267e-08
1973,1.102640756478479e-09,2.7566018800939673e-08
1974,1.6876715580593782e-09,1.7439271360331077e-08
1975,5.711480177694739e-10,2.1703623787061588e-08
1976,5.713526873840635e-10,1.7140580510499603e-08
1977,1.7630346071939584e-09,1.645498848290572e-08
1978,1.1881182704343018e-09,2.0792070287711795e-08
1979,3.5111840102075575e-09,1.6385525825057812e-08
1980,5.685150683554241e-10,2.2740602290127754e-08
1981,2.5302198114474095e-09,1.9609203150139365e-08
1982,2.483000915987077e-09,1.8622506203769262e-08
1983,1.89459470334441e-09,2.9050454486423405e-08
1984,1.1598016991243298e-09,1.797692661398287e-08
1985,1.2031116103372597e-09,2.3460676956688076e-08
1986,1.1988970927134801e-09,3.416856841909066e-08
1987,3.6664902225425067e-09,2.3832186002437084e-08
1988,0.0,2.338656024392094e-08
1989,5.488122178931576e-10,2.1952487827547884e-08
1990,5.448650863826288e-09,2.8332985735346483e-08
1991,1.7584396161396398e-09,3.3996499837485317e-08
1992,5.509944167592096e-10,3.250866953408149e-08
1993,3.877445031719162e-09,3.932837344677864e-08
1994,0.0,3.5342008430916394e-08
1995,3.795715741716776e-09,3.0907969517102174e-08
1996,2.6690460952494277e-09,3.149474281372022e-08
1997,1.438468344439059e-09,2.8769367332870388e-08
1998,3.337690568372409e-09,4.052909829965756e-08
1999,2.7421207526856506e-09,3.0163327835452947e-08
2000,2.6508188977203417e-09,2.6508189421292627e-08
