year,nos_DET êtres_NOUN,nos_DET mètres_NOUN
1853,7.166318205520383e-09,5.971931837933653e-10
1854,6.754364012540037e-09,3.117398783558656e-09
1855,8.491099379170919e-09,1.2205955357558196e-08
1856,9.836659486950339e-09,5.177189232874468e-10
1857,5.369660049936442e-09,9.763018171682347e-10
1858,6.8511465389775594e-09,4.893676019968041e-10
1859,2.1387128512628806e-08,5.092173349652285e-10
1860,1.2816115280145368e-08,1.373155189554609e-08
1861,8.017138064531082e-09,9.431927461278633e-10
1862,1.5361153349324752e-08,3.162590411776023e-09
1863,3.496234635136375e-09,3.995696662428827e-09
1864,3.835782358407869e-09,4.794727948009836e-10
1865,8.001635798393636e-09,0.0
1866,8.271541673821048e-09,0.0
1867,7.76449837758264e-09,0.0
1868,2.9639245502366407e-09,9.87974813071446e-10
1869,7.81363052038131e-09,0.0
1870,6.307453670473251e-09,1.7202146374017957e-09
1871,1.0621177271019633e-09,3.18635318130589e-09
1872,6.652073114565837e-09,0.0
1873,1.1972008939764578e-09,4.788803575905831e-09
1874,1.3144140165177731e-08,1.7923826867161097e-09
1875,4.577221712764867e-09,4.005069165202713e-09
1876,3.627608879952504e-09,1.209202959984168e-09
1877,2.4739263970730008e-09,1.2369631985365004e-09
1878,3.6234530931267273e-09,1.2078177347163432e-09
1879,7.94212251520321e-09,4.27652757650776e-09
1880,1.5402831010646878e-08,3.8507077526617195e-09
1881,7.669758161910067e-09,9.761510710859511e-09
1882,2.6621540527571597e-09,1.7969540522244642e-08
1883,6.951272890631799e-09,1.3270612164717477e-08
1884,7.922036360241691e-09,1.9805090900604227e-09
1885,8.379326343899152e-09,1.933690763067375e-09
1886,5.808117542471791e-09,7.744156427236248e-09
1887,7.834709769838355e-09,1.3057849246322917e-09
1888,1.268122939990235e-08,5.07249175996094e-09
1889,1.2530273152400184e-08,6.265136742733546e-10
1890,1.3108773178061028e-08,3.9326319978272295e-09
1891,3.633305567518619e-08,1.4023283867459213e-08
1892,1.3790727226847821e-08,3.1342561879199593e-09
1893,1.6011883485766987e-08,3.079208221734575e-09
1894,2.2055387294273032e-08,1.8904617871129403e-09
1895,1.3842813118003505e-08,6.018614495673091e-10
1896,2.5946927162401323e-08,3.5382172747233653e-09
1897,1.9228155068162778e-08,2.9133566670225264e-09
1898,1.4145887239358501e-08,0.0
1899,2.2110313580014918e-08,5.527578395003729e-10
1900,2.3359739032002835e-08,6.22926377147337e-09
1901,2.1796081439706683e-08,1.1177477832191585e-09
1902,2.9952730795645977e-08,4.910283846193408e-10
1903,2.3220947387159185e-08,5.400220270956879e-10
1904,1.8811187274536678e-08,2.6873125946735854e-09
1905,4.6446831825086576e-08,3.096455536422127e-09
1906,3.189394293112713e-08,3.0865106026567446e-09
1907,2.8799923057487575e-08,1.028568674676933e-09
1908,3.14328898465277e-08,0.0
1909,3.740668930163338e-08,2.7504918342913243e-09
1910,3.366815093386322e-08,2.137660271017694e-09
1911,3.245428259468497e-08,3.1922244847493175e-09
1912,3.2298409891051705e-08,4.688478938419394e-09
1913,3.712092722096827e-08,1.060597942803554e-09
1914,3.48230655977666e-08,4.018046340092951e-09
1915,6.125996065975414e-08,1.1780761921542648e-09
1916,4.6147340393432046e-08,0.0
1917,4.276905585243185e-08,1.5352993543160665e-08
1918,4.5945505178224266e-08,3.44591288836682e-09
1919,2.6702760891339494e-08,1.8415696745321952e-09
1920,5.3762843954530126e-08,5.300562211374427e-09
1921,5.376650502597613e-08,1.5145495524393482e-08
1922,5.828569182853016e-08,1.475587119159627e-08
1923,5.201814401445404e-08,4.246379248229459e-09
1924,7.73497492723152e-08,7.734974438733389e-09
1925,3.0794897964980805e-08,7.698724324711748e-09
1926,5.01576231659584e-08,0.0
1927,2.8987984457273797e-08,2.1183527820767267e-08
1928,3.6563331917705e-08,4.570416489713125e-09
1929,5.458799190449781e-08,1.1140406375176326e-09
1930,3.151081084951102e-08,1.0503603542488804e-09
1931,2.5091784650044247e-08,1.9389105432310316e-08
1932,2.191907289006423e-08,3.287861005674131e-08
1933,2.7529588830788043e-08,1.4911860191091364e-08
1934,2.2765002327673756e-08,1.0783422155213884e-08
1935,3.949533677882755e-08,1.196828414151696e-09
1936,3.8799087942464894e-08,2.424942913137329e-09
1937,3.399601977704947e-08,5.0364472592434595e-09
1938,3.111651503129309e-08,6.482607339819424e-09
1939,4.435274725267391e-08,3.058810094103137e-09
1940,3.0429394115571995e-08,0.0
1941,5.9030050625352715e-08,0.0
1942,8.495793002438745e-08,0.0
1943,6.67744117777147e-08,5.806470415592457e-09
1944,6.747690939334916e-08,0.0
1945,6.753362669087437e-08,2.178504043826024e-09
1946,3.897909017780421e-08,1.6705325123211878e-08
1947,4.529931052488223e-08,2.3841741914054637e-09
1948,4.02259852094744e-08,8.697510267552389e-09
1949,4.0249735766551e-08,3.9268033269479474e-09
1950,4.573205392155444e-08,2.1270722960764488e-09
1951,1.7058242818279723e-08,7.462981344019681e-09
1952,4.5342655297098133e-08,2.1089607837865287e-09
1953,4.74048422738349e-08,1.0773827385790469e-09
1954,4.9839933069506515e-08,9.772536113672459e-10
1955,2.815682265122632e-08,3.754243138587299e-09
1956,1.9186511268642903e-08,2.616342476002842e-09
1957,7.156380449346855e-08,3.534015080575159e-09
1958,3.8879544250747244e-08,8.272243445794913e-10
1959,2.7127618040800883e-08,1.5501495642666896e-09
1960,3.6680417148104993e-08,4.844583401109048e-09
1961,3.5435612832923624e-08,2.08444772553662e-09
1962,4.5662087444497956e-08,1.2683912808952869e-09
1963,3.103705381590771e-08,3.2330267352165265e-09
1964,3.346182525509889e-08,2.4335873316516654e-09
1965,2.4624196015565758e-08,3.2832261354087677e-09
1966,3.600398423841966e-08,1.1078149508847446e-09
1967,3.204718129756756e-08,4.437302081328198e-09
1968,4.132102504605939e-08,6.737123747768692e-09
1969,2.5888019672404283e-08,9.083515606356229e-10
1970,3.632992645608013e-08,2.2993624781975086e-09
1971,3.031654582930088e-08,5.138397485282553e-10
1972,3.0780881121739156e-08,7.182205497002769e-09
1973,1.929621262775072e-08,2.7566018356850464e-09
1974,3.937900339145983e-08,1.6876715580593782e-09
1975,3.541117621352896e-08,3.4268881066168433e-09
1976,2.513951885552146e-08,5.713526873840635e-10
1977,2.6445518497286713e-08,1.1753563677885381e-09
1978,2.4950483012986524e-08,1.1881182704343018e-09
1979,2.3407893623428322e-08,4.096381456264453e-09
1980,3.4679419391725474e-08,2.2740602734216964e-09
1981,3.226030309555483e-08,4.427884725544118e-09
1982,4.096951378151914e-08,1.8622506869903077e-09
1983,4.2312618742101904e-08,1.89459470334441e-09
1984,2.3775934387959552e-08,1.739702604197646e-09
1985,2.9476233787129047e-08,3.609334831011779e-09
1986,3.177077201321765e-08,2.997242676272549e-09
1987,3.2998411836349106e-08,1.2221633705067347e-09
1988,2.938311283173789e-08,1.0793796967334401e-08
1989,2.57941739079115e-08,1.6464366536794728e-09
1990,3.378163487832708e-08,1.6345953479657283e-09
1991,3.282420435457567e-08,2.9307325455363298e-09
1992,3.912060414501539e-08,1.1019888335184191e-09
1993,2.6588195312093887e-08,5.539207315052863e-09
1994,3.692448635739254e-08,2.1099706426497278e-09
1995,4.066837977489968e-08,2.1689803286761844e-09
1996,4.163711841975726e-08,3.736664311304594e-09
1997,3.4523239378358994e-08,3.835915585170824e-09
1998,4.863491831486044e-08,4.7681290027412615e-09
1999,2.605014595702393e-08,1.3710603763428253e-09
2000,3.313523533332585e-08,3.092622158362701e-09
2001,3.986902896713218e-08,3.943090742808408e-09
2002,3.9869116674751126e-08,4.38122149670761e-10
2003,4.4169383706105236e-08,4.1669229178253886e-10
2004,5.0214618962929336e-08,2.642874807889939e-09
2005,4.548787146951838e-08,9.007499190971657e-10
2006,3.8708166616441275e-08,2.4707338397433887e-09
2007,5.7520503693453406e-08,2.3966877371606188e-09
2008,5.7901181182984374e-08,2.554463751636149e-09
2009,4.482100868230532e-08,3.337734755248789e-09
2010,7.03845182137286e-08,1.8895172093635892e-09
2011,8.833375431116508e-08,2.2943831279320648e-09
2012,8.068079027090391e-08,1.7021263287730903e-09
2013,9.259895250579575e-08,2.7891249310130206e-09
2014,1.056737235494154e-07,2.165445156521173e-09
2015,1.0550898821293231e-07,3.32486305154589e-09
2016,1.0211706547025301e-07,2.4856081637381067e-09
2017,1.227618340315928e-07,1.509366853724714e-09
2018,1.6159981797159162e-07,2.323319980845895e-09
2019,1.4515119861613357e-07,4.08158040698936e-09
