year,divers_DET arrêts_NOUN,divers_DET marais_NOUN
1800,1.2576657937302116e-08,3.144164484325529e-09
1801,4.7623650800687756e-08,9.524730337773235e-09
1802,2.2378401354217203e-08,0.0
1803,9.751696339321825e-09,0.0
1804,1.4831105898949204e-08,0.0
1805,2.2743021688143017e-08,2.842877711017877e-09
1806,4.610670600868616e-08,0.0
1807,3.7579807532495124e-07,0.0
1808,2.515342174547186e-07,2.2660739951163578e-09
1809,1.3780086760561971e-07,0.0
1810,9.360506769695576e-08,0.0
1811,6.267691565753353e-08,0.0
1812,3.5740590220711965e-07,1.0668832928217853e-08
1813,2.2718359105056152e-07,0.0
1814,2.5173417128598885e-08,0.0
1815,9.710004889029733e-08,0.0
1816,1.344210271980728e-07,0.0
1817,2.1796228488746294e-08,0.0
1818,4.887682791832049e-08,0.0
1819,4.7614829412623294e-08,0.0
1820,3.0852850940732424e-08,0.0
1821,3.648750634965836e-08,0.0
1822,7.118187284049782e-08,1.0025615893027862e-09
1823,6.621400283624013e-08,1.9765373782121287e-09
1824,6.315834522041541e-08,0.0
1825,2.1397226479535902e-07,0.0
1826,1.8320606942623385e-07,8.807984341885344e-10
1827,2.2951010397731508e-07,8.295545583791863e-09
1828,2.1830076457618475e-07,1.8344602503717056e-09
1829,1.6460498253323408e-07,2.571952872898464e-09
1830,1.5446516421491197e-07,0.0
1831,1.1537492294877438e-07,0.0
1832,3.125422871619321e-07,0.0
1833,1.2046973729695765e-07,4.6334514003376626e-09
1834,1.6988846418541925e-07,0.0
1835,7.789980571715205e-08,1.0588323107185715e-08
1836,8.804182483057588e-08,0.0
1837,7.027469883791326e-08,6.957890930081589e-10
1838,7.32210760912011e-08,5.049729523420865e-09
1839,1.6290137239138858e-07,3.4957374772659477e-09
1840,6.815566555573582e-08,0.0
1841,1.040128854157274e-07,4.494383976094696e-09
1842,1.080030669342591e-07,2.683306021822318e-09
1843,1.1104992947430503e-07,0.0
1844,1.470934487546316e-07,1.6465684371524958e-09
1845,1.5457231805626748e-07,5.580227946389016e-10
1846,7.786487077332538e-08,0.0
1847,1.2620143241548476e-07,3.775256551818984e-09
1848,1.327461633948701e-07,1.528592186161859e-08
1849,1.5920888429832303e-07,0.0
1850,1.724405063185941e-07,6.788996032014438e-10
1851,1.064157402197452e-07,0.0
1852,1.523467703101744e-07,0.0
1853,1.1764706009387282e-07,1.7915795513800958e-09
1854,1.0443285880512576e-07,0.0
1855,1.1569122548849009e-07,4.776243400783642e-09
1856,1.2321710807228214e-07,0.0
1857,1.269192395625396e-07,1.9526036343364694e-09
1858,1.1695885671070272e-07,9.787352039936081e-10
1859,1.0999094612884619e-07,2.5460866748261424e-09
1860,9.566314318476543e-08,0.0
1861,5.3290391044402696e-08,9.431927461278633e-10
1862,1.0933526839451702e-07,4.517986262886353e-10
1863,1.0438757858111103e-07,0.0
1864,8.822299113475651e-08,4.794727948009836e-10
1865,1.2331932097708886e-07,4.706844358715045e-10
1866,8.466166478982018e-08,0.0
1867,6.551295150813985e-08,1.067618526917613e-08
1868,9.385760790792119e-08,2.9639244392143382e-09
1869,8.253147232295532e-08,3.4184632902167778e-09
1870,7.396922718783117e-08,2.8670243956696595e-09
1871,8.072094459521395e-08,2.1242354542039266e-09
1872,9.433849568196706e-08,6.047339295989218e-10
1873,8.559986275358256e-08,0.0
1874,3.823749850084823e-08,5.974609140757536e-10
1875,4.005068870993611e-08,2.8607636259891933e-09
1876,9.069022333108023e-08,4.232210137899983e-09
1877,8.967983433638693e-08,0.0
1878,1.0266450667373306e-07,0.0
1879,6.65916419784196e-08,6.720257683667796e-09
1880,9.755125995880576e-08,6.417846254436199e-10
1881,8.367008974552448e-08,6.972507571312292e-10
1882,5.523969615062185e-08,1.9966155395678697e-09
1883,8.151947383794322e-08,0.0
1884,7.790002332086488e-08,6.601696966868076e-10
1885,9.023890257253697e-08,1.933690763067375e-09
1886,1.1422630752377927e-07,1.2906927748801422e-09
1887,1.0576858056055016e-07,0.0
1888,1.0969263186666467e-07,1.9021844099853524e-09
1889,7.204907337410305e-08,1.2530273485467092e-09
1890,7.996351847339156e-08,0.0
1891,6.692930698548594e-08,0.0
1892,9.340083417797018e-08,2.5074049503359674e-09
1893,8.498614800789284e-08,0.0
1894,8.82215522857166e-08,6.301539290376468e-10
1895,6.861220169795956e-08,0.0
1896,7.017464165315346e-08,0.0
1897,6.700720422969653e-08,5.826713556089658e-10
1898,8.657282668522726e-08,0.0
1899,8.180816379876887e-08,0.0
1900,9.966822145379695e-08,2.07642125715779e-09
1901,6.985923328706178e-08,0.0
1902,8.003762785868673e-08,1.9641135384773634e-09
1903,1.0044409526344111e-07,1.6200660812870638e-09
1904,5.6433564488145294e-08,3.7622376325430196e-09
1905,6.915417438690952e-08,0.0
1906,7.613392938310426e-08,1.5432553013283723e-09
1907,5.7085561777636684e-08,0.0
1908,7.1215144448189e-08,1.964555629285769e-09
1909,6.216111536616609e-08,1.6502950117569526e-09
1910,6.626746529292404e-08,0.0
1911,6.278041708718263e-08,0.0
1912,6.042928707428175e-08,0.0
1913,5.51510928037402e-08,5.30298971401777e-10
1914,6.897645682402143e-08,6.696743715117748e-10
1915,3.2986132492140996e-08,0.0
1916,6.59247731960022e-08,0.0
1917,6.799182816763505e-08,0.0
1918,5.6283244731503146e-08,0.0
1919,3.775217966017763e-08,0.0
1920,2.2716695635693895e-08,2.2716695191604686e-09
1921,3.1048265292099586e-08,0.0
1922,4.3529817694842876e-08,7.377935484775833e-10
1923,5.4141336303104026e-08,2.1231896241147297e-09
1924,3.3518222752881854e-08,0.0
1925,4.06932585406139e-08,1.0998177923937646e-09
1926,3.009457361091705e-08,0.0
1927,4.348197812920063e-08,0.0
1928,2.742249805010033e-08,0.0
1929,3.3421218015305953e-08,0.0
1930,3.361153311232101e-08,0.0
1931,2.9653927313688655e-08,0.0
1932,4.603005265835236e-08,1.0959536611565568e-09
1933,3.4411985705418147e-08,2.2941324395731044e-09
1934,2.516131836216573e-08,0.0
1935,3.590485242455088e-08,0.0
1936,1.9399543305098632e-08,2.424942913137329e-09
1937,1.888667711114067e-08,0.0
1938,3.630260181353151e-08,0.0
1939,4.435274547631707e-08,0.0
1940,2.2822046474857416e-08,0.0
1941,1.7709016475464523e-08,0.0
1942,2.1239483061208375e-08,0.0
1943,4.645176332473966e-08,5.806470415592457e-09
1944,3.213186161588055e-08,0.0
1945,8.714016175304096e-09,0.0
1946,5.568441707737293e-09,0.0
1947,1.1920871401116528e-08,0.0
1948,3.044128549234415e-08,0.0
1949,1.6688914139528777e-08,0.0
1950,2.3397795700930146e-08,3.190608444114673e-09
1951,2.4521223385143287e-08,3.1984206394497505e-09
1952,2.5307529738505252e-08,1.0544803918932644e-09
1953,2.4779802321184263e-08,1.0773827385790469e-09
1954,1.6613311615287785e-08,9.772536113672459e-10
1955,3.191106534572441e-08,0.0
1956,2.0930739363933526e-08,0.0
1957,3.799066305987253e-08,2.6505113659425206e-09
1958,2.8125627382635798e-08,8.272243445794913e-10
1959,2.1702093455644444e-08,0.0
1960,2.9067500628698895e-08,6.920833350854139e-10
1961,1.945484662257968e-08,4.16889545107324e-09
1962,1.77574772664002e-08,0.0
1963,2.2631186258337266e-08,0.0
1964,2.494427064902993e-08,1.2167936658258327e-09
1965,2.7360217647043328e-08,2.73602163147757e-09
1966,2.6033650901702288e-08,5.539074754423723e-10
1967,1.6763140209263838e-08,9.860671168482327e-10
1968,3.862617645178368e-08,1.7965663401398047e-09
1969,2.452549219267297e-08,0.0
1970,2.20738808620613e-08,0.0
1971,1.8498230613950284e-08,1.541519245584766e-09
1972,1.9494558856081312e-08,0.0
1973,2.0950174539624555e-08,0.0
1974,2.250228636757612e-08,0.0
