year,divers_DET arrêts_NOUN,divers_DET marais_NOUN
1975,2.1703625119329217e-08,5.711480177694739e-10
1976,2.971033907783749e-08,0.0
1977,1.9981058252405148e-08,5.876781838942691e-10
1978,2.3762365741752944e-08,1.1881182704343018e-09
1979,3.218585509223715e-08,1.7555920051037788e-09
1980,1.364436125195212e-08,5.685150683554241e-10
1981,2.150686839730298e-08,6.325549528618524e-10
1982,2.1105507230778642e-08,1.2415004579935385e-09
1983,2.9050454486423405e-08,1.2630632095778083e-09
1984,1.391762050051426e-08,1.739702604197646e-09
1985,1.8046674932215012e-08,0.0
1986,1.4386765556650971e-08,0.0
1987,1.0388388649307245e-08,1.2221633705067347e-09
1988,1.9788627569905515e-08,5.996553809062277e-10
1989,2.469655058234821e-08,5.488122178931576e-10
1990,1.5801088049105516e-08,0.0
1991,1.4653663171770859e-08,2.344586080837985e-09
1992,1.3774860863069449e-08,0.0
1993,1.6063700869484165e-08,0.0
1994,1.0549853379782093e-08,5.274926606624319e-10
1995,1.7351842629409475e-08,5.422450821690461e-10
1996,1.494665791135219e-08,1.6014276571496566e-09
1997,1.0548767415130555e-08,0.0
1998,1.764207879784152e-08,4.768129224785866e-10
1999,1.1425503210205079e-08,4.570201161957499e-10
2000,1.3695897749244068e-08,4.4180314962005696e-10
2001,1.0076787043677982e-08,0.0
2002,1.4896152755738967e-08,0.0
2003,1.5417615628621206e-08,0.0
2004,1.1011977996133737e-08,4.404791253964646e-10
2005,9.007498746882447e-09,0.0
2006,1.1941880539989569e-08,0.0
2007,9.18730247434496e-09,7.988958938831558e-10
2008,6.386159323579221e-09,0.0
2009,5.721831008997924e-09,0.0
2010,4.251413721068076e-09,0.0
2011,6.500752269822385e-09,0.0
2012,3.744677901096338e-09,0.0
2013,1.478236261176491e-08,0.0
2014,6.9294245896855955e-09,4.330890368553497e-10
2015,9.087958829923082e-09,4.433150790905671e-10
2016,1.118523629273227e-08,2.0713400439298368e-10
2017,7.2952728302766445e-09,2.515611330355938e-10
2018,4.646640239247546e-09,0.0
2019,1.1224346507798799e-08,0.0
