year,pouvais_VERB être_VERB,pouvais_VERB etre_VERB,pouvais_VERB mettre_VERB
1839,2.335152657906292e-07,0.0,2.7965899818127582e-08
1840,2.8026630616295733e-07,6.369688665408546e-10,2.4204817705708592e-08
1841,2.150883773310852e-07,6.420548537278137e-10,2.247191943638427e-08
1842,2.569265404872567e-07,0.0,2.683306021822318e-08
1843,2.114674231279423e-07,1.1813822142769936e-09,2.9534556134080958e-08
1844,2.189935912610963e-07,0.0,2.305195678786731e-08
1845,2.5055223318304343e-07,0.0,3.013322924516615e-08
1846,2.3476550836676324e-07,1.7563503984519002e-09,3.5127008857216424e-08
1847,1.9092011882548832e-07,5.393223645455691e-10,2.2112217834546755e-08
1848,1.8664914591681736e-07,1.6090443422100975e-09,3.298540818263973e-08
1849,2.8238628146937117e-07,8.379414939696517e-10,6.787325901314034e-08
1850,2.3354147060672403e-07,0.0,3.733947906425783e-08
1851,1.902584472190938e-07,0.0,1.5478653025979838e-08
1852,2.0443113157853077e-07,0.0,1.1067927019325907e-08
1853,2.376828831529565e-07,0.0,2.6276499198729653e-08
1854,1.8808304957929067e-07,0.0,2.8056588163849483e-08
1855,2.4677257215444115e-07,0.0,3.502578493908004e-08
1856,2.0812301215755724e-07,5.177189232874468e-10,1.6049286344355096e-08
1857,2.3675319482663326e-07,4.881509085841174e-10,3.612316845647001e-08
1858,2.833438372817909e-07,0.0,3.670256987220455e-08
1859,2.459519805597665e-07,0.0,2.5460867192350634e-08
1860,2.558645917360991e-07,4.577183909670879e-10,4.439868561689764e-08
1861,2.494744819614425e-07,0.0,4.5744847909645614e-08
1862,2.5345903509332857e-07,0.0,4.292087041335435e-08
1863,2.9318422889446083e-07,1.4983863039219614e-09,2.6970951694238465e-08
1864,2.2391380127828597e-07,4.794727948009836e-10,2.9727313943794798e-08
1865,2.428731704640086e-07,4.706844358715045e-10,2.3063536858103362e-08
1866,2.5933715619430586e-07,0.0,3.600553455385125e-08
1867,2.2517045294989657e-07,0.0,3.0572714138088486e-08
1868,2.5983737828028097e-07,4.93987406535723e-10,3.507310708528166e-08
1869,2.861742132154177e-07,9.767038289254515e-10,3.711474505507795e-08
1870,2.993173495724477e-07,0.0,3.841812556970581e-08
1871,3.1013837542559486e-07,1.0621177271019633e-09,1.805600113868877e-08
1872,2.545929760344734e-07,1.8142017887967654e-09,4.112190765681589e-08
1873,2.4542617893530405e-07,0.0,2.993002112816612e-08
1874,2.993279224483558e-07,5.974609140757536e-10,4.301718448118663e-08
1875,2.8950927344340016e-07,5.721527140956084e-10,2.345826111138649e-08
1876,2.230979418982315e-07,0.0,3.748529309177684e-08
1877,2.1956097384645545e-07,0.0,2.9068635498674666e-08
1878,2.222384694050561e-07,0.0,2.4156355138416075e-08
1879,2.0282959667383693e-07,6.10932526790009e-10,2.6881030734671185e-08
1880,2.5863920427582343e-07,6.417846254436199e-10,2.759673911612026e-08
1881,2.1963398921798216e-07,0.0,3.5559789779426865e-08
1882,2.1297232422057277e-07,0.0,3.660461800336634e-08
1883,1.97163373627518e-07,0.0,3.033282780506852e-08
1884,2.3502040846778982e-07,0.0,2.6406787867472303e-08
1885,1.6243001255134004e-07,0.0,3.3517306263775026e-08
1886,1.742435244977969e-07,0.0,2.0651084398082276e-08
1887,2.043553450903346e-07,0.0,4.83140425444617e-08
1888,2.225555704171711e-07,0.0,2.1558090423923204e-08
1889,1.7542383545787743e-07,0.0,1.0650732740202784e-08
1890,1.5664983266105992e-07,0.0,2.8839300725280737e-08
1891,2.186357477285128e-07,0.0,1.529812720946211e-08
1892,1.8178685934344685e-07,0.0,2.6327752422616868e-08
1893,2.0014853419070278e-07,6.158416554491453e-10,2.0938616174248637e-08
1894,2.192935681932795e-07,6.301539290376468e-10,2.457600345451283e-08
1895,2.2991108039605024e-07,1.2037228991346183e-09,3.009307292245467e-08
1896,2.1111364389980736e-07,0.0,4.3048309805726603e-08
1897,1.479985201058298e-07,5.826713556089658e-10,1.9228155068162778e-08
1898,2.1728082799654658e-07,0.0,2.319925584970406e-08
1899,2.5261033442802727e-07,5.527578395003729e-10,1.713549302451156e-08
1900,2.164669155035881e-07,0.0,1.349673794948103e-08
1901,1.536903226906361e-07,1.1177477832191585e-09,1.900171220370339e-08
1902,1.4190720776241506e-07,0.0,1.718599307309887e-08
1903,1.425658098241911e-07,0.0,2.430099144135056e-08
1904,1.7091308279759687e-07,0.0,1.3974025492302644e-08
1905,1.3727618863867974e-07,3.096455536422127e-09,1.8062657147766004e-08
1906,1.399218234610089e-07,0.0,1.0288369267641428e-08
1907,1.5788529594829015e-07,0.0,2.5199932807140613e-08
1908,1.9498214953728166e-07,0.0,2.3083527977973972e-08
1909,1.8923383038327302e-07,0.0,1.0451868703853506e-08
1910,1.645998395360948e-07,5.344150677544235e-10,6.947395991829808e-09
1911,1.6652771250846854e-07,0.0,2.553779587799454e-08
1912,1.7712032729377825e-07,1.0418842455450772e-09,1.3023552902780011e-08
1913,1.856046338843953e-07,0.0,2.5454351515463713e-08
1914,1.9889328939370898e-07,0.0,2.678697441638178e-08
1915,1.6375258837797446e-07,2.3561523843085297e-09,1.5314990164938536e-08
1916,1.8458936779097712e-07,0.0,5.493730803607377e-09
1917,1.6668964519794827e-07,0.0,2.1932848426331475e-08
1918,1.320933336046437e-07,1.1486376294556067e-09,1.9526840588923733e-08
1919,1.7218675907315628e-07,9.207848372660976e-10,4.4197673076951105e-08
1920,1.2115570768855832e-07,0.0,3.104614876292544e-08
1921,1.438822039290244e-07,0.0,2.7261890522822796e-08
1922,1.8813734925515746e-07,0.0,2.2133805899215986e-08
1923,1.8365589937729965e-07,0.0,2.229349149729387e-08
1924,2.333383974928438e-07,0.0,1.4180787211159895e-08
1925,2.1336465749755007e-07,1.0998177923937646e-09,1.8696901804560184e-08
1926,2.329542923007466e-07,0.0,2.5636119005412183e-08
1927,2.753858439064061e-07,0.0,5.797597069090443e-08
1928,2.319486327451159e-07,1.1426041224282812e-09,2.5137291359556002e-08
1929,2.617995562559372e-07,0.0,5.23599084090165e-08
1930,1.91165582918984e-07,0.0,1.2604324695075775e-08
1931,1.6651820544666407e-07,0.0,2.737285598186645e-08
1932,1.6987281981073465e-07,0.0,1.6439305028370654e-08
1933,1.8238353050037404e-07,0.0,1.9500125958415992e-08
1934,1.4497712186312128e-07,0.0,3.5944740517379614e-09
1935,2.046576526026911e-07,0.0,1.3165112555668657e-08
1936,1.564088165650901e-07,0.0,9.699771652549316e-09
1937,1.901258883663104e-07,0.0,2.6441348666139675e-08
1938,1.8280952929217165e-07,0.0,2.463390735840676e-08
1939,1.6058753260494996e-07,0.0,1.8352860564618823e-08
1940,1.3186071612381056e-07,0.0,1.2678914806940611e-08
1941,1.888961662643851e-07,0.0,2.6563522936839945e-08
1942,1.8508691823626577e-07,0.0,1.2136847082899749e-08
1943,2.2645234309948137e-07,0.0,4.064529335323641e-08
1944,2.1849666609341512e-07,0.0,9.639558484764166e-09
1945,2.6795601115736645e-07,0.0,2.178504132643866e-08
1946,2.43619325601685e-07,0.0,1.5313215584455975e-08
1947,2.7656420797939063e-07,0.0,2.7418003867296648e-08
1948,2.4679184207343496e-07,0.0,2.9354097819123126e-08
1949,2.159741825380479e-07,1.9634016634739737e-09,3.6322930441201606e-08
1950,1.7761053072717914e-07,0.0,2.5524867552917385e-08
1951,2.9745311280748865e-07,0.0,2.7719645245838365e-08
1952,2.0140575429650198e-07,0.0,2.741649041126948e-08
1953,2.3163728712916054e-07,0.0,4.201792691560513e-08
1954,2.1108678538439563e-07,0.0,2.5408594339637602e-08
1955,2.1493042368092574e-07,9.385607846468247e-10,2.3464020060259827e-08
1956,2.0581893522830796e-07,0.0,2.0930739808022736e-08
1957,1.8465229345565604e-07,2.6505113659425206e-09,2.47381048978923e-08
1958,2.1094220414852316e-07,0.0,2.2335056470978998e-08
1959,2.0074436690720177e-07,7.750747821333448e-10,2.325224279786653e-08
1960,2.982879152568785e-07,0.0,2.145458388724819e-08
1961,2.424907563636225e-07,0.0,2.292892631317045e-08
1962,2.606544171612768e-07,6.341956404476434e-10,2.4099433559854333e-08
1963,2.1402635752565402e-07,0.0,1.6165133231993423e-08
1964,2.2145644607007853e-07,0.0,3.467862086381501e-08
1965,1.9863517763951677e-07,1.6416130677043839e-09,2.2982582947861374e-08
1966,1.8611291352499393e-07,0.0,1.6617224929404983e-08
1967,2.248232959800589e-07,0.0,2.021437595089992e-08
1968,2.2187593629041658e-07,1.3474247273492779e-09,2.649935382237345e-08
1969,2.1391679183579981e-07,9.083515606356229e-10,2.180043701116574e-08
1970,1.8164963933031686e-07,4.5987250119061684e-10,2.713247759800197e-08
1971,1.8755150676952326e-07,5.138397485282553e-10,2.8775026805760717e-08
1972,1.7493800896772882e-07,1.5390440033513642e-09,1.846852804021637e-08
1973,1.797304491901741e-07,0.0,2.0950174928202614e-08
1974,1.6426669446900632e-07,5.625571675160757e-10,2.3627400480563665e-08
1975,1.570656991134456e-07,0.0,2.1703623787061588e-08
1976,1.6512092315679183e-07,0.0,2.5710871653927825e-08
1977,1.76303458943039e-07,5.876781838942691e-10,2.5857840313392444e-08
1978,1.9603950818236626e-07,0.0,2.316830638449119e-08
1979,1.8726314010564238e-07,5.851973350345929e-10,1.345953837272873e-08
1980,2.0750799478719273e-07,5.685150683554241e-10,1.0801786132219604e-08
1981,1.8154327108277357e-07,1.2651099057237047e-09,2.1506869174459098e-08
1982,1.9615707458342513e-07,0.0,2.9175261317959666e-08
1983,1.9009101492883929e-07,0.0,1.6419821946556112e-08
1984,2.1398341232270468e-07,0.0,2.9574943383181562e-08
1985,1.8347452623856952e-07,1.2031116103372597e-09,1.3835783185811579e-08
1986,2.3678217075939756e-07,1.1988970927134801e-09,2.517683839187157e-08
1987,1.7660261164564872e-07,6.110816852533674e-10,2.199894133525504e-08
1988,1.733004069137678e-07,0.0,1.4991384134077634e-08
1989,2.2391537868315936e-07,1.0976244357863152e-09,3.6221607047082216e-08
1990,1.9233738157709013e-07,0.0,2.2339468941368068e-08
1991,1.9460064493159734e-07,1.7584396161396398e-09,2.5790447111262438e-08
1992,1.9174605370153586e-07,0.0,2.4243753671271406e-08
1993,2.287692666413932e-07,2.7696036575264316e-09,1.938722604677423e-08
1994,2.0097471065128047e-07,0.0,1.6879765141197822e-08
1995,2.331653803366862e-07,1.0844901643380922e-09,2.3858783393393423e-08
1996,2.0338131889729993e-07,0.0,1.6548085568501847e-08
1997,2.0042658377406042e-07,0.0,1.8700088588730068e-08
1998,2.1551943518716143e-07,0.0,2.6701524546979272e-08
1999,2.084011754277526e-07,0.0,1.8737825513426287e-08
2000,2.1206551537034102e-07,8.836062992401139e-10,2.6508189421292627e-08
2001,1.940876757089427e-07,8.762423564512289e-10,2.4096664219541708e-08
2002,2.1380360237799323e-07,0.0,3.548789351270898e-08
2003,2.595992896203825e-07,0.0,3.041853702256958e-08
2004,2.6869227554016106e-07,8.809582507929292e-10,3.7000248198637564e-08
2005,2.445536040340812e-07,0.0,2.38698731891418e-08
2006,2.6272138597960293e-07,0.0,3.088417344088157e-08
2007,3.1955835311237024e-07,0.0,3.1156940138998834e-08
2008,3.384664637451351e-07,4.257439678578834e-10,4.512886064844679e-08
2009,3.29958908196204e-07,0.0,3.7191902890754136e-08
2010,4.3458896925585577e-07,0.0,4.534841480108298e-08
2011,4.5696464212596766e-07,7.64794394481072e-10,5.927156720986204e-08
2012,6.015314397700422e-07,6.808505426114664e-10,7.795738810045805e-08
2013,6.992336238909047e-07,0.0,8.423157282777538e-08
2014,7.40365692308842e-07,0.0,8.293655184843374e-08
2015,7.452126737916842e-07,2.2165753954528356e-10,8.711140964123842e-08
2016,7.568676778646477e-07,0.0,8.927475647624306e-08
2017,7.461302971023542e-07,0.0,1.0163069674717917e-07
2018,8.601447234468651e-07,7.744400121190154e-10,1.0713086595615096e-07
2019,8.581523047723749e-07,0.0,1.0101911840365574e-07
