year,divers_DET archers_NOUN,divers_DET marchés_NOUN
1890,3.2771931834929546e-09,2.6217545745499393e-08
1891,1.2748440081367107e-09,3.059625441892422e-08
1892,0.0,2.8208306801502658e-08
1893,0.0,2.3401982796045218e-08
1894,0.0,2.2055386850183822e-08
1895,0.0,1.9259566386153892e-08
1896,0.0,2.0049898852292358e-08
1897,0.0,2.0976168357833558e-08
1898,0.0,1.7540900287826844e-08
1899,0.0,1.8241008703512307e-08
1900,0.0,2.5436160733249835e-08
1901,0.0,2.3472702892490815e-08
1902,2.9461704187383475e-09,2.4551419786078554e-08
1903,0.0,3.834156347970463e-08
1904,0.0,2.364835083312755e-08
1905,0.0,2.8900250914620784e-08
1906,0.0,3.54948737069094e-08
1907,1.5428529565042481e-09,2.365707868490219e-08
1908,0.0,2.7503777921822348e-08
1909,0.0,2.9155212022402566e-08
1910,0.0,2.458309267261427e-08
1911,1.0108711201439746e-08,5.00115164836501e-08
1912,0.0,3.438218010298755e-08
1913,0.0,2.969674284258872e-08
1914,0.0,2.6117300322425763e-08
1915,0.0,4.00545903112004e-08
1916,0.0,5.933229618726443e-08
1917,0.0,4.3865696186529135e-08
1918,0.0,2.067547733020092e-08
1919,0.0,5.432630623136703e-08
1920,0.0,4.0132828615924154e-08
1921,0.0,2.0446417892117097e-08
1922,0.0,2.951174238319254e-08
1923,0.0,3.1847843473542525e-08
1924,0.0,1.4180787211159895e-08
1925,0.0,2.4195990988573612e-08
1926,0.0,2.0063049888108253e-08
1927,0.0,3.3447673075670536e-08
1928,0.0,2.8565102283550914e-08
1929,0.0,3.5649300400564243e-08
1930,0.0,3.361153133596417e-08
1931,0.0,3.193499864551086e-08
1932,0.0,3.1782654730250215e-08
1933,0.0,5.391211388428019e-08
1934,0.0,2.6359476379411717e-08
1935,0.0,3.231436807027421e-08
1936,0.0,3.516167268458048e-08
1937,0.0,2.7700460591972842e-08
1938,0.0,3.1116513810047763e-08
1939,0.0,3.364691281149135e-08
1940,0.0,2.7893612752905028e-08
1941,0.0,1.1806010391524069e-08
1942,0.0,3.944475324146879e-08
1943,0.0,1.7419411246777372e-08
1944,0.0,1.927911696952833e-08
1945,0.0,2.178504043826024e-08
1946,0.0,2.227376683094917e-08
1947,0.0,3.099426404418182e-08
1948,0.0,1.6307831973705333e-08
1949,0.0,4.515823803785679e-08
1950,0.0,2.9779013033248702e-08
1951,0.0,3.1984205062229876e-08
1952,0.0,3.1634410646574906e-08
1953,0.0,4.0940545176226806e-08
1954,0.0,2.8340354063516315e-08
1955,0.0,3.2849627018549654e-08
1956,0.0,2.4419196664737797e-08
1957,0.0,5.301022776293962e-08
1958,1.6544486891589827e-09,3.3088973006023537e-08
1959,0.0,3.797866554577922e-08
1960,0.0,2.076249977500666e-08
1961,0.0,1.4591134689379004e-08
1962,0.0,3.107558699255719e-08
1963,0.0,4.267595143936376e-08
1964,0.0,2.555266709336479e-08
1965,0.0,2.0246559984116175e-08
1966,0.0,3.5450078761378734e-08
1967,0.0,2.5144711202074177e-08
1968,0.0,2.110965446888713e-08
1969,0.0,2.9521425720657746e-08
1970,0.0,2.8971968296653827e-08
1971,0.0,4.62455782557214e-08
1972,0.0,3.334595388704287e-08
1973,0.0,3.528450553957896e-08
1974,0.0,3.03780877120019e-08
1975,0.0,2.9699696479923432e-08
1976,0.0,3.942333703932377e-08
1977,0.0,3.0559267116814226e-08
1978,0.0,3.148513272321907e-08
1979,0.0,2.340789395649523e-08
1980,0.0,3.865902442612423e-08
1981,0.0,2.4669643716723755e-08
1982,0.0,2.9796010991844923e-08
1983,0.0,2.4629732364722656e-08
1984,0.0,3.073474630355122e-08
1985,0.0,3.549179306006067e-08
1986,0.0,2.997242726232585e-08
1987,0.0,2.8109757743699504e-08
1988,0.0,2.938311283173789e-08
1989,0.0,2.9635859988275115e-08
1990,0.0,3.432650208523569e-08
1991,0.0,3.985796226402272e-08
1992,0.0,5.069148756309261e-08
1993,0.0,4.2097975438970536e-08
1994,0.0,2.848460300963751e-08
1995,0.0,3.4161441120339475e-08
1996,0.0,2.93595068256991e-08
1997,0.0,3.116681313031222e-08
1998,0.0,3.576096896384939e-08
1999,0.0,3.062034781287082e-08
2000,0.0,2.87172046142814e-08
2001,0.0,2.5411028475863517e-08
2002,0.0,2.7601694874146432e-08
2003,0.0,2.791838338289665e-08
2004,0.0,3.259545469647129e-08
2005,0.0,2.0266872624574717e-08
2006,0.0,2.3471972809829822e-08
2007,0.0,1.9972397791168106e-08
2008,0.0,3.19307986718087e-08
2009,0.0,2.1933685312447437e-08
2010,0.0,2.2674207234008037e-08
2011,0.0,2.2179037217906483e-08
2012,0.0,1.6340413244719798e-08
2013,0.0,1.2272150018421968e-08
2014,0.0,1.4508483137110062e-08
2015,0.0,1.2634480128781433e-08
2016,0.0,1.7399255647365663e-08
2017,0.0,1.4842106488277551e-08
2018,0.0,1.2132893134619849e-08
2019,0.0,1.173454405867247e-08
