year,premiers_ADJ arbres_NOUN,premiers_ADJ marbres_NOUN
1800,6.288328791015374e-08,0.0
1801,7.857902772911984e-08,0.0
1802,5.594600338554301e-08,6.713520406265161e-09
1803,1.326230716358623e-07,0.0
1804,5.19088700912107e-08,0.0
1805,1.1655798459742073e-07,0.0
1806,7.492339904047185e-08,0.0
1807,4.27043254092041e-08,0.0
1808,5.4385775882792586e-08,1.8128591960930862e-08
1809,7.454800510231507e-08,0.0
1810,3.7442028144596406e-08,0.0
1811,5.515568801683912e-08,0.0
1812,1.8670457180292033e-08,1.600324850414836e-08
1813,7.764502640839055e-08,0.0
1814,4.090680150170556e-08,0.0
1815,2.697223555614414e-09,0.0
1816,3.244645441213834e-08,0.0
1817,7.7843672841027e-08,0.0
1818,3.337929754820834e-08,2.2650237241350624e-08
1819,2.4842520929269085e-08,6.210630232317271e-09
1820,1.2222476186707354e-07,0.0
1821,1.7750679148775816e-08,0.0
1822,3.408709403629473e-08,9.023054303725075e-09
1823,2.9648060007048116e-08,0.0
1824,2.6947560627377243e-08,0.0
1825,3.874394849390228e-08,8.805443485471187e-09
1826,4.315912249808207e-08,0.0
1827,4.2399456390285195e-08,1.566936447261469e-08
1828,3.210305266065916e-08,3.668920500743411e-09
1829,4.115124596637543e-08,3.1720752247110795e-08
1830,7.305784777145163e-08,3.1310507520032616e-09
1831,3.741889287312006e-08,0.0
1832,4.8707889277466165e-08,0.0
1833,5.444305273272221e-08,5.791814139399776e-09
1834,2.9870498963191494e-08,1.8669061851994684e-09
1835,4.689114518896531e-08,1.4369867074037757e-08
1836,3.49478987970997e-08,2.016225053580456e-08
1837,6.192522761239161e-08,6.957891152126194e-09
1838,2.4617431648721322e-08,1.2624323808552163e-08
1839,3.985140750728533e-08,6.9914749545318955e-09
1840,3.121147429396842e-08,0.0
1841,3.4028907691663335e-08,1.2841097074556274e-08
1842,1.8112315203211438e-08,0.0
1843,2.7171790151214736e-08,0.0
1844,4.7750482679020934e-08,1.0428266250528395e-08
1845,2.7343116215661212e-08,2.7901139176833567e-09
1846,5.854501239355159e-08,5.269050973311096e-09
1847,3.613459753637471e-08,0.0
1848,4.505324113779352e-08,0.0
1849,5.279031256577582e-08,0.0
1850,7.332116069846961e-08,2.7155984128057753e-09
1851,6.320450296470881e-08,0.0
1852,4.557381672043448e-08,3.2552727180501506e-09
1853,3.881755716861335e-08,8.957897534855874e-09
1854,3.4291385730966795e-08,5.195664454227256e-10
1855,5.413075854221461e-08,1.1144567935161831e-08
1856,5.850223772085883e-08,7.765783571755946e-09
1857,2.782460128969433e-08,0.0
1858,4.1106879677954566e-08,2.936205500958522e-09
1859,2.5970084749360467e-08,1.018434669930457e-09
1860,3.4328881071132855e-08,0.0
1861,4.5744847909645614e-08,2.8295783494058924e-09
1862,5.511943257374696e-08,0.0
1863,4.7948361725502764e-08,2.9967726078439227e-09
1864,4.3632024215867204e-08,4.794727948009836e-10
1865,3.247722446531043e-08,0.0
1866,3.454585240092456e-08,9.731225825149181e-10
1867,2.5719900875742496e-08,4.85281148598915e-10
1868,4.841076517436704e-08,5.433861360870651e-09
1869,4.3463320054115684e-08,0.0
1870,4.873941605865184e-08,0.0
1871,4.885741589077952e-08,1.0621177271019633e-09
1872,3.749350341308855e-08,0.0
1873,2.8732820567256567e-08,2.3944017879529156e-09
1874,4.241972462182275e-08,0.0
1875,5.0921592276154115e-08,0.0
1876,5.2600327649088285e-08,1.4510435519810017e-08
1877,5.133397351642088e-08,0.0
1878,4.831271027683215e-08,0.0
1879,4.032154521382836e-08,1.832797580370027e-09
1880,5.968597349692573e-08,0.0
1881,3.834879080955034e-08,1.3945015142624584e-09
1882,4.45910792734594e-08,1.3310770263785798e-09
1883,3.4756364897248204e-08,6.319338941018771e-10
1884,3.762967182296961e-08,5.281357573494461e-09
1885,2.6427105837001363e-08,0.0
1886,4.323820945728585e-08,2.5813855497602844e-09
1887,5.419007464979586e-08,6.528924623161458e-10
1888,5.389522428345117e-08,1.268122939990235e-09
1889,3.947036120166558e-08,0.0
1890,4.784702056781498e-08,5.243509182406569e-09
1891,3.952016314201501e-08,7.0116419337296065e-09
1892,5.767031296954883e-08,1.8805537127519756e-09
1893,4.126139074855928e-08,1.2316833108982905e-09
1894,4.7261544011689693e-08,6.301539290376468e-10
1895,5.717683748684976e-08,6.018614495673091e-10
1896,4.0689499769541726e-08,8.255840455717589e-09
1897,3.903898004864459e-08,1.7480140668268973e-09
1898,3.451596342074481e-08,0.0
1899,4.2562355417885556e-08,0.0
1900,4.2047531678690575e-08,0.0
1901,3.576792906301307e-08,5.588738916095792e-10
1902,4.468358127951433e-08,0.0
1903,5.34621804604285e-08,1.0800440541913758e-09
1904,4.3534463145533664e-08,1.3436562973367927e-08
1905,6.244518147013878e-08,1.186974607492175e-08
1906,4.218231453023691e-08,4.115347618238729e-09
1907,4.165703160197154e-08,0.0
1908,4.7640472899956876e-08,9.822778146428846e-10
1909,5.170924666231258e-08,1.1001967115120692e-09
1910,4.221879024157715e-08,3.740905363258662e-09
1911,3.8838731342139e-08,1.5961122423746588e-09
1912,4.688478938419394e-08,2.6047106693738442e-09
1913,3.234823608977422e-08,1.590896969716482e-09
1914,4.2859159776753586e-08,1.3393487430235496e-09
1915,6.125996065975414e-08,1.1780761921542648e-09
1916,2.7468654906215306e-08,2.197492410260793e-09
1917,3.728584374584898e-08,0.0
1918,7.351280828515883e-08,0.0
1919,5.1563951330990676e-08,0.0
1920,4.846228307542333e-08,0.0
1921,4.1650110915725236e-08,0.0
1922,5.016996240669869e-08,8.115729421831475e-09
1923,4.671016995416721e-08,0.0
1924,4.640984840875717e-08,1.289162443462999e-09
1925,4.9491799103407175e-08,0.0
1926,5.9074533709235766e-08,0.0
1927,4.9056588125040435e-08,0.0
1928,3.7705934374798744e-08,0.0
1929,5.904415445456834e-08,0.0
1930,3.571225093423891e-08,0.0
1931,3.42160717536899e-08,0.0
1932,6.356530946050043e-08,5.4797681947604815e-09
1933,4.01473165823063e-08,0.0
1934,4.7926320689839486e-08,0.0
1935,3.590485420090772e-08,0.0
1936,6.183604739362636e-08,2.424942913137329e-09
1937,4.784624962894668e-08,1.2591118148108649e-09
1938,5.963998717106733e-08,0.0
1939,3.8235125288110794e-08,1.5294050470515685e-09
1940,6.846613587185857e-08,0.0
1941,6.198155233505531e-08,0.0
1942,5.461581054078124e-08,0.0
1943,8.129058670647282e-08,0.0
1944,5.462416652335378e-08,0.0
1945,5.010559434026618e-08,0.0
1946,7.378185529205439e-08,0.0
1947,5.1259746669529704e-08,2.3841741914054637e-09
1948,5.544662684542345e-08,2.174377566888097e-09
1949,5.3993545634511975e-08,0.0
1950,4.1477910883713776e-08,0.0
1951,3.838104589704017e-08,0.0
1952,5.483298082253896e-08,0.0
1953,4.417269394707546e-08,0.0
1954,5.668070812703263e-08,1.9545072227344917e-09
1955,4.5050917663047585e-08,0.0
1956,5.930376190121933e-08,0.0
1957,5.47772351922049e-08,0.0
1958,7.031407278645929e-08,0.0
1959,4.80546376024904e-08,0.0
1960,5.9519166484278685e-08,2.7683333403416555e-09
1961,5.002674541287888e-08,6.948159270159238e-10
1962,4.3759499135376245e-08,0.0
1963,4.073613624200334e-08,6.466053248388448e-10
1964,3.589541464066315e-08,6.083968329129164e-10
1965,3.173785145804686e-08,0.0
1966,4.708213552362395e-08,0.0
1967,4.831728972476412e-08,9.860671168482327e-10
1968,5.479527231955217e-08,0.0
1969,4.496340366699769e-08,6.8126366770115965e-09
1970,3.127133041402885e-08,4.5987250119061684e-10
1971,3.494110245583215e-08,5.138397485282553e-10
1972,4.104117579117883e-08,0.0
1973,3.748978727458052e-08,1.102640756478479e-09
1974,4.1629231617434925e-08,0.0
1975,3.7695770060963696e-08,0.0
1976,3.199575004941835e-08,1.142705374768127e-09
1977,2.4094806150287695e-08,5.876781838942691e-10
1978,3.5049488644745e-08,1.7821774056514528e-09
1979,4.447499790671827e-08,1.1703946700691858e-09
1980,4.150160037852402e-08,5.685150683554241e-10
1981,3.985096341807548e-08,0.0
1982,3.5382761609525915e-08,1.2415004579935385e-09
1983,3.8523428003145455e-08,0.0
1984,3.76935567203418e-08,5.799008495621649e-10
1985,2.5866899733273385e-08,0.0
1986,3.5367463624425e-08,0.0
1987,3.788706592899871e-08,6.110816852533674e-10
1988,4.677312048784188e-08,0.0
1989,4.116091645300912e-08,0.0
1990,3.5416231725093894e-08,5.44865097484859e-10
1991,3.458264430378222e-08,5.861465202094962e-10
1992,4.628353167390742e-08,2.2039776670368383e-09
1993,3.545092752688106e-08,0.0
1994,5.011180448377672e-08,0.0
1995,4.609083248396928e-08,5.422450821690461e-10
1996,3.790045610685411e-08,0.0
1997,3.979762297490197e-08,4.79489448146353e-10
1998,2.6224711291433778e-08,0.0
1999,2.6050146928469076e-08,4.570201161957499e-10
2000,4.859834490389403e-08,4.4180314962005696e-10
2001,3.28590878950763e-08,1.3143635069212678e-09
2002,3.198291764761052e-08,0.0
2003,3.83356919542166e-08,8.333845835650777e-10
2004,2.8190664025373735e-08,8.809582507929292e-10
2005,2.9274373147814003e-08,4.5037495954858286e-10
2006,4.570857825569874e-08,4.1178899179428186e-10
2007,4.2740929018236784e-08,2.7961355453243186e-09
2008,5.023778726354067e-08,4.257439678578834e-10
2009,5.3880576444953476e-08,0.0
2010,6.566072130453904e-08,4.723793023408973e-10
2011,6.95962896202218e-08,0.0
2012,9.736162809304005e-08,6.808505426114664e-10
2013,1.124017359188656e-07,2.789125042035323e-10
2014,1.1390241638764564e-07,0.0
2015,1.1880844397182955e-07,0.0
2016,1.1806638156031113e-07,0.0
2017,1.0364318825395458e-07,0.0
2018,1.2339410204731394e-07,2.5814667070633845e-10
2019,1.173454364788995e-07,2.55098775436835e-10
