year,dix_DET êtres_NOUN,dix_DET maîtres_NOUN
1800,3.144164484325529e-09,1.8864987794131594e-08
1801,0.0,7.143547975374531e-08
1802,2.2378401354217203e-09,2.2378401354217203e-09
1803,0.0,2.7304748684287006e-08
1804,0.0,9.887403562558461e-09
1805,8.528632911009026e-09,2.2743021688143017e-08
1806,2.881669125542885e-08,5.76333825108577e-08
1807,0.0,0.0
1808,0.0,2.2660739951163578e-09
1809,0.0,2.0331274441787173e-08
1810,9.360507036149102e-09,0.0
1811,0.0,7.521229861140455e-09
1812,0.0,2.9339290108509886e-08
1813,0.0,0.0
1814,6.293354282149721e-09,9.125363931161701e-08
1815,0.0,1.6183340889597275e-08
1816,4.6352077731626196e-09,3.012885052555703e-08
1817,0.0,1.5568734412774177e-08
1818,0.0,2.7418708414828075e-08
1819,0.0,4.347440862861873e-08
1820,0.0,9.493184904840746e-09
1821,2.2681422962023134e-08,1.4792232327920374e-08
1822,2.0051231786055723e-09,3.107940926838637e-08
1823,0.0,1.2847492847356534e-08
1824,0.0,1.0105335235266466e-08
1825,0.0,1.6730342222714967e-08
1826,4.403992281964975e-09,4.403992281964975e-09
1827,0.0,2.6730091917670507e-08
1828,0.0,3.66892045633449e-08
1829,0.0,2.2290258527846163e-08
1830,0.0,1.5655253093882493e-08
1831,0.0,1.091384405071949e-08
1832,0.0,4.058990921151917e-09
1833,0.0,1.3900354201012988e-08
1834,1.7735608537350345e-08,1.9602515166639023e-08
1835,4.5378527602224494e-09,1.2100940693926532e-08
1836,0.0,1.344150035720304e-08
1837,0.0,2.1569461439163717e-08
1838,0.0,2.0830134728200278e-08
1839,0.0,1.8876983531868063e-08
1840,0.0,4.2039945746807916e-08
1841,1.926164561183441e-09,2.8892468861840825e-08
1842,6.708265054555795e-10,1.408735705865638e-08
1843,3.5441467538532834e-09,1.4176587015413133e-08
1844,0.0,9.879410289848067e-09
1845,0.0,1.785672942844485e-08
1846,1.1709002656346001e-09,1.2879902921980602e-08
1847,0.0,1.294373674909366e-08
1848,0.0,1.689496492707221e-08
1849,1.6758829879393033e-09,3.5193544078993e-08
1850,1.3577992064028876e-09,2.1045888587423178e-08
1851,6.449438760824933e-09,1.6768540334055615e-08
1852,0.0,4.557382027314816e-09
1853,0.0,2.7470886010405593e-08
1854,1.0391328908454511e-09,3.533051895487915e-08
1855,0.0,4.404757802944914e-08
1856,0.0,3.779348006771599e-08
1857,9.763018171682347e-10,2.7336451324799782e-08
1858,3.9149408159744326e-09,4.208561232843522e-08
1859,0.0,2.9534605650027856e-08
1860,4.577183909670879e-10,2.3801355553132453e-08
1861,4.715963730639317e-10,1.9335450573976232e-08
1862,0.0,2.1686334505943705e-08
1863,0.0,1.6981711148389422e-08
1864,0.0,1.1507347075223606e-08
1865,9.41368871743009e-10,1.4120533187167439e-08
1866,1.4596839292835284e-09,1.8489329178805747e-08
1867,4.85281148598915e-10,2.426405742994575e-08
1868,9.87974813071446e-10,1.0373735648272486e-08
1869,0.0,3.5649689533734374e-08
1870,5.734048791339319e-10,1.77755516972411e-08
1871,0.0,1.6993883633631413e-08
1872,4.23313739617015e-09,2.1770421909650395e-08
1873,0.0,2.095101514498765e-08
1874,5.974609140757536e-10,2.509335778055899e-08
1875,2.2886108563824337e-09,2.345826055627498e-08
1876,6.04601479992084e-10,2.1765653723804235e-08
1877,4.329371083855449e-09,3.030559847516656e-08
1878,0.0,2.4760263173106978e-08
1879,0.0,1.4051448005147904e-08
1880,0.0,9.626769159609694e-09
1881,0.0,2.4403776777148778e-08
1882,0.0,1.3310770263785798e-08
1883,0.0,1.95899512722697e-08
1884,0.0,2.8387296957532726e-08
1885,6.445635691854079e-10,2.5782542323327107e-08
1886,0.0,1.936039240035825e-08
1887,0.0,2.6768591121495433e-08
1888,5.706553452000662e-09,3.740962495335509e-08
1889,3.759081934617825e-09,2.2554492273840765e-08
1890,4.5880703680722945e-09,2.818386235503567e-08
1891,1.9122659011827636e-09,2.8046568067985334e-08
1892,0.0,2.4447197821686473e-08
1893,6.158416554491453e-10,1.6011883374744684e-08
1894,2.520615716150587e-09,2.835692747282792e-08
1895,7.22233739480771e-09,2.9491211250842753e-08
1896,3.5382172747233653e-09,1.474257199651774e-08
1897,2.330685422435863e-09,1.5732126712464378e-08
1898,0.0,1.1316709458419894e-08
1899,0.0,2.1557555740514545e-08
1900,0.0,1.5573159539705728e-08
1901,1.1177477832191585e-09,1.0618603829559703e-08
1902,0.0,1.7185993739232686e-08
1903,1.0800440541913758e-09,1.4040572482443281e-08
1904,4.299700151477737e-09,9.674325340824907e-09
1905,3.096455536422127e-09,8.773290205432716e-09
1906,2.572092316910357e-09,3.2922779613642206e-08
1907,5.142843373384665e-10,7.199980611716228e-09
1908,9.822778146428846e-10,1.1296194868393172e-08
1909,1.1001967115120692e-09,9.901770681164379e-09
1910,1.068830135508847e-09,5.878565967343263e-09
1911,0.0,7.448523575703803e-09
1912,5.209421227725386e-10,1.1981668990301841e-08
1913,1.0605979205990934e-08,1.0605979205990934e-08
1914,0.0,2.276892940855646e-08
1915,0.0,2.3561524176152204e-08
1916,2.197492410260793e-09,1.2086208256434361e-08
1917,2.1932848870420685e-09,5.483212106582869e-09
1918,0.0,1.8378202071289707e-08
1919,2.762354567309444e-09,7.366278698128781e-09
1920,0.0,7.572231730534895e-10
1921,3.0290989716519334e-09,1.6660044011018726e-08
1922,2.2133805899215986e-09,8.853522970309058e-09
1923,1.0615948120573648e-09,1.4862327368803108e-08
1924,0.0,5.156649773851996e-09
1925,4.399271169575059e-09,8.798542339150117e-09
1926,1.1146138456652466e-09,7.802296586589819e-09
1927,2.2298449753321847e-09,8.919379901328739e-09
1928,2.2852082448565625e-09,5.713020723163709e-09
1929,1.1140406375176326e-09,5.570202965543558e-09
1930,2.100720708497761e-09,1.9956846175617216e-08
1931,0.0,1.4826963656844327e-08
1932,1.0959536611565568e-09,8.767629289252454e-09
1933,2.2941324395731044e-09,1.8353059516584835e-08
1934,4.7926320689839486e-09,1.3179738189705859e-08
1935,3.590485242455088e-09,8.377798899061872e-09
1936,6.0623572828433225e-09,8.487299751891442e-09
1937,0.0,5.036447148221157e-09
1938,2.5930428915188486e-09,1.2965214457594243e-09
1939,0.0,3.058810094103137e-09
1940,0.0,1.0143131667916805e-08
1941,2.9515025978810172e-09,0.0
1942,0.0,9.102635090130207e-09
1943,0.0,3.193558839598154e-08
1944,0.0,6.4263723231761105e-09
1945,6.535512131478072e-09,0.0
1946,4.1763312808029696e-09,4.1763312808029696e-09
1947,1.1920870957027319e-09,1.3112957830685446e-08
1948,0.0,8.697510267552389e-09
1949,1.9634016634739737e-09,7.853606653895895e-09
1950,4.2541445921528975e-09,1.2762433776458693e-08
1951,9.595261474260042e-09,5.330700769690111e-09
1952,0.0,1.0544803918932644e-09
1953,2.1547654771580937e-09,2.1547654771580937e-09
1954,0.0,0.0
1955,5.631364707880948e-09,1.0324168631115072e-08
1956,1.744228317335228e-09,4.36057079333807e-09
1957,0.0,1.2369053004057662e-08
1958,1.6544486891589827e-09,1.7371711180658167e-08
1959,3.8753737996444215e-09,9.300897163555533e-09
1960,6.920833350854139e-10,1.1765417085030094e-08
1961,4.16889545107324e-09,9.03260666262895e-09
1962,2.5367825617905737e-09,2.4099433559854333e-08
1963,2.5864212993553792e-09,1.2932106829843804e-08
1964,3.041984220075733e-09,3.6503808864551957e-09
1965,3.2832261354087677e-09,6.0192477668863376e-09
1966,0.0,6.092982340888398e-09
1967,2.9582012395223956e-09,4.930335584241163e-09
1968,3.1439910674890825e-09,1.0330256650092906e-08
1969,2.2708788183223305e-09,6.358460841182634e-09
1970,3.6789800095249348e-09,1.1496812613032148e-08
1971,2.0553589941130213e-09,7.707596449968435e-09
1972,2.0520587451500205e-09,1.0260293392683195e-08
1973,1.6539611902288698e-09,8.269805729099744e-09
1974,1.6876715580593782e-09,2.19397294776158e-08
1975,5.711480177694739e-10,1.1422960355389478e-08
1976,2.285410749536254e-09,1.9425991037991253e-08
1977,5.876781838942691e-10,9.990529292736028e-09
1978,5.940591352171509e-10,1.009900552073617e-08
1979,1.1703946700691858e-09,8.777960025518894e-09
1980,1.7055452605774235e-09,1.3644362084619388e-08
1981,3.795329828193417e-09,1.2018544381930951e-08
1982,1.2415004579935385e-09,6.828252296919857e-09
1983,3.157658134966823e-09,5.052252838311233e-09
1984,2.8995041922996734e-09,8.118612115914914e-09
1985,1.2031116103372597e-09,7.2186697730458604e-09
1986,1.1988970927134801e-09,1.2588419195935785e-08
1987,1.2221633705067347e-09,9.166225556356267e-09
1988,1.798966087207532e-09,5.9965538645734284e-09
1989,2.1952488715726304e-09,1.0976244579907757e-08
1990,3.2691906959314565e-09,4.903785877363731e-09
1991,2.344586080837985e-09,1.7584396161396398e-09
1992,2.2039776670368383e-09,5.509944278614398e-09
1993,0.0,6.093128224193833e-09
1994,1.0549853213248639e-09,4.747433890450736e-09
1995,0.0,9.218166119318028e-09
1996,2.6690460952494277e-09,1.1209993600047596e-08
1997,9.58978896292706e-10,8.151320729510303e-09
1998,4.768129224785866e-10,9.53625833854943e-09
1999,1.8280804647829996e-09,4.113181129028476e-09
2000,4.4180314962005696e-10,5.3016375733960786e-09
2001,1.3143635069212678e-09,9.200544992538084e-09
2002,3.504977197366088e-09,5.695587723675288e-09
2003,2.9168460979889232e-09,8.75053829396677e-09
2004,2.642874807889939e-09,3.523833058682868e-09
2005,0.0,5.404499514582994e-09
2006,2.0589450144825605e-09,9.059357708451898e-09
2007,1.5977917877663117e-09,6.790615209029127e-09
2008,4.257439678578834e-10,3.405951826129794e-09
2009,9.53638501499654e-10,7.629108011997232e-09
2010,4.723793023408973e-10,3.77903447423833e-09
2011,2.2943831279320648e-09,5.353560678100777e-09
2012,2.0425516833455504e-09,5.446804146602702e-09
2013,3.3469500504423877e-09,5.578249973048344e-09
2014,1.0827225782605865e-09,9.744503343123156e-09
2015,1.994917786518613e-09,7.536356524950882e-09
2016,1.86420612280358e-09,7.249690125998853e-09
2017,2.264050280587071e-09,2.7671724078803805e-09
2018,1.8070267504555204e-09,4.904786743420431e-09
2019,1.02039510174734e-09,6.632568050335408e-09
